"emoji","url","label"
"😬","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grimacing-face_1f62c.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grimacing-face_1f62c.png' width='25'/>"
"😀","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grinning-face_1f600.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grinning-face_1f600.png' width='25'/>"
"😃","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grinning-face-with-big-eyes_1f603.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grinning-face-with-big-eyes_1f603.png' width='25'/>"
"😄","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grinning-face-with-smiling-eyes_1f604.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grinning-face-with-smiling-eyes_1f604.png' width='25'/>"
"😅","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grinning-face-with-sweat_1f605.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grinning-face-with-sweat_1f605.png' width='25'/>"
"😆","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grinning-squinting-face_1f606.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grinning-squinting-face_1f606.png' width='25'/>"
"💗","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/growing-heart_1f497.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/growing-heart_1f497.png' width='25'/>"
"💟","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/heart-decoration_1f49f.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/heart-decoration_1f49f.png' width='25'/>"
"❣️","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/heart-exclamation_2763-fe0f.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/heart-exclamation_2763-fe0f.png' width='25'/>"
"♥","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/heart-suit_2665-fe0f.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/heart-suit_2665-fe0f.png' width='25'/>"
"💘","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/heart-with-arrow_1f498.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/heart-with-arrow_1f498.png' width='25'/>"
"💝","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/heart-with-ribbon_1f49d.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/heart-with-ribbon_1f49d.png' width='25'/>"
"❣","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/heart-exclamation_2763-fe0f.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/heart-exclamation_2763-fe0f.png' width='25'/>"
"🦔","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hedgehog_1f994.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hedgehog_1f994.png' width='25'/>"
"🌺","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hibiscus_1f33a.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hibiscus_1f33a.png' width='25'/>"
"⚡","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/high-voltage_26a1.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/high-voltage_26a1.png' width='25'/>"
"🛕","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hindu-temple_1f6d5.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hindu-temple_1f6d5.png' width='25'/>"
"🐎","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/horse_1f40e.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/horse_1f40e.png' width='25'/>"
"🏇","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/horse-racing_1f3c7.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/horse-racing_1f3c7.png' width='25'/>"
"🌭","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hot-dog_1f32d.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hot-dog_1f32d.png' width='25'/>"
"🥵","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hot-face_1f975.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hot-face_1f975.png' width='25'/>"
"😯","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hushed-face_1f62f.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hushed-face_1f62f.png' width='25'/>"
"🎃","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/jack-o-lantern_1f383.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/jack-o-lantern_1f383.png' width='25'/>"
"💋","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/kiss-mark_1f48b.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/kiss-mark_1f48b.png' width='25'/>"
"😗","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/kissing-face_1f617.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/kissing-face_1f617.png' width='25'/>"
"😚","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/kissing-face-with-closed-eyes_1f61a.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/kissing-face-with-closed-eyes_1f61a.png' width='25'/>"
"😙","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/kissing-face-with-smiling-eyes_1f619.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/kissing-face-with-smiling-eyes_1f619.png' width='25'/>"
"🐨","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/koala_1f428.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/koala_1f428.png' width='25'/>"
"⬅","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/left-arrow_2b05-fe0f.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/left-arrow_2b05-fe0f.png' width='25'/>"
"⬅️","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/left-arrow_2b05-fe0f.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/left-arrow_2b05-fe0f.png' width='25'/>"
"🏻","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/light-skin-tone_1f3fb.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/light-skin-tone_1f3fb.png' width='25'/>"
"😭","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/loudly-crying-face_1f62d.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/loudly-crying-face_1f62d.png' width='25'/>"
"♂","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/male-sign_2642-fe0f.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/male-sign_2642-fe0f.png' width='25'/>"
"♂️","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/male-sign_2642-fe0f.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/male-sign_2642-fe0f.png' width='25'/>"
"👨","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man_1f468.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man_1f468.png' width='25'/>"
"🤦🏼‍♂","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-facepalming-medium-light-skin-tone_1f926-1f3fc-200d-2642-fe0f.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-facepalming-medium-light-skin-tone_1f926-1f3fc-200d-2642-fe0f.png' width='25'/>"
"🤦🏼‍♂️","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-facepalming-medium-light-skin-tone_1f926-1f3fc-200d-2642-fe0f.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-facepalming-medium-light-skin-tone_1f926-1f3fc-200d-2642-fe0f.png' width='25'/>"
"💁‍♂","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-tipping-hand_1f481-200d-2642-fe0f.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-tipping-hand_1f481-200d-2642-fe0f.png' width='25'/>"
"💁‍♂️","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-tipping-hand_1f481-200d-2642-fe0f.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-tipping-hand_1f481-200d-2642-fe0f.png' width='25'/>"
"🏾","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/medium-dark-skin-tone_1f3fe.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/medium-dark-skin-tone_1f3fe.png' width='25'/>"
"🏼","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/medium-light-skin-tone_1f3fc.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/medium-light-skin-tone_1f3fc.png' width='25'/>"
"🏽","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/medium-skin-tone_1f3fd.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/medium-skin-tone_1f3fd.png' width='25'/>"
"🖕","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/middle-finger_1f595.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/middle-finger_1f595.png' width='25'/>"
"🗿","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/moai_1f5ff.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/moai_1f5ff.png' width='25'/>"
"🤑","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/money-mouth-face_1f911.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/money-mouth-face_1f911.png' width='25'/>"
"💰","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/money-bag_1f4b0.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/money-bag_1f4b0.png' width='25'/>"
"👄","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/mouth_1f444.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/mouth_1f444.png' width='25'/>"
"🤢","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/nauseated-face_1f922.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/nauseated-face_1f922.png' width='25'/>"
"🤓","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/nerd-face_1f913.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/nerd-face_1f913.png' width='25'/>"
"😐","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/neutral-face_1f610.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/neutral-face_1f610.png' width='25'/>"
"🌚","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/new-moon-face_1f31a.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/new-moon-face_1f31a.png' width='25'/>"
"👃","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/nose_1f443.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/nose_1f443.png' width='25'/>"
"👊","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/oncoming-fist_1f44a.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/oncoming-fist_1f44a.png' width='25'/>"
"🚖","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/oncoming-taxi_1f696.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/oncoming-taxi_1f696.png' width='25'/>"
"🧡","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/orange-heart_1f9e1.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/orange-heart_1f9e1.png' width='25'/>"
"📦","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/package_1f4e6.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/package_1f4e6.png' width='25'/>"
"🎉","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/party-popper_1f389.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/party-popper_1f389.png' width='25'/>"
"🥳","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/partying-face_1f973.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/partying-face_1f973.png' width='25'/>"
"😔","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pensive-face_1f614.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pensive-face_1f614.png' width='25'/>"
"👯","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/people-with-bunny-ears_1f46f.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/people-with-bunny-ears_1f46f.png' width='25'/>"
"😣","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/persevering-face_1f623.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/persevering-face_1f623.png' width='25'/>"
"🤦","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-facepalming_1f926.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-facepalming_1f926.png' width='25'/>"
"🤦🏼","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-facepalming_medium-light-skin-tone_1f926-1f3fc_1f3fc.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-facepalming_medium-light-skin-tone_1f926-1f3fc_1f3fc.png' width='25'/>"
"🙅","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-gesturing-no_1f645.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-gesturing-no_1f645.png' width='25'/>"
"🙆","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-gesturing-ok_1f646.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-gesturing-ok_1f646.png' width='25'/>"
"💇","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-getting-haircut_1f487.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-getting-haircut_1f487.png' width='25'/>"
"🙋","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-raising-hand_1f64b.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-raising-hand_1f64b.png' width='25'/>"
"🤷","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-shrugging_1f937.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-shrugging_1f937.png' width='25'/>"
"💁","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-tipping-hand_1f481.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-tipping-hand_1f481.png' width='25'/>"
"👳","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-wearing-turban_1f473.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-wearing-turban_1f473.png' width='25'/>"
"🐷","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pig-face_1f437.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pig-face_1f437.png' width='25'/>"
"💩","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pile-of-poo_1f4a9.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pile-of-poo_1f4a9.png' width='25'/>"
"🍍","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pineapple_1f34d.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pineapple_1f34d.png' width='25'/>"
"🥺","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pleading-face_1f97a.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pleading-face_1f97a.png' width='25'/>"
"👮","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/police-officer_1f46e.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/police-officer_1f46e.png' width='25'/>"
"🎱","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pool-8-ball_1f3b1.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pool-8-ball_1f3b1.png' width='25'/>"
"🍲","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pot-of-food_1f372.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pot-of-food_1f372.png' width='25'/>"
"😡","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pouting-face_1f621.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pouting-face_1f621.png' width='25'/>"
"💜","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/purple-heart_1f49c.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/purple-heart_1f49c.png' width='25'/>"
"❓","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/question-mark_2753.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/question-mark_2753.png' width='25'/>"
"🐰","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/rabbit-face_1f430.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/rabbit-face_1f430.png' width='25'/>"
"🌈","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/rainbow_1f308.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/rainbow_1f308.png' width='25'/>"
"🏳️‍🌈","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/rainbow-flag_1f3f3-fe0f-200d-1f308.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/rainbow-flag_1f3f3-fe0f-200d-1f308.png' width='25'/>"
"✊","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/raised-fist_270a.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/raised-fist_270a.png' width='25'/>"
"✋","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/raised-hand_270b.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/raised-hand_270b.png' width='25'/>"
"🙌","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/raising-hands_1f64c.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/raising-hands_1f64c.png' width='25'/>"
"❤","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/red-heart_2764-fe0f.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/red-heart_2764-fe0f.png' width='25'/>"
"❤️","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/red-heart_2764-fe0f.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/red-heart_2764-fe0f.png' width='25'/>"
"🇦","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/regional-indicator-symbol-letter-a_1f1e6.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/regional-indicator-symbol-letter-a_1f1e6.png' width='25'/>"
"🇨","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/regional-indicator-symbol-letter-c_1f1e8.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/regional-indicator-symbol-letter-c_1f1e8.png' width='25'/>"
"🇩","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/regional-indicator-symbol-letter-d_1f1e9.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/regional-indicator-symbol-letter-d_1f1e9.png' width='25'/>"
"🇪","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/regional-indicator-symbol-letter-e_1f1ea.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/regional-indicator-symbol-letter-e_1f1ea.png' width='25'/>"
"🇮","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/regional-indicator-symbol-letter-i_1f1ee.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/regional-indicator-symbol-letter-i_1f1ee.png' width='25'/>"
"🇰","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/regional-indicator-symbol-letter-k_1f1f0.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/regional-indicator-symbol-letter-k_1f1f0.png' width='25'/>"
"🇱","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/regional-indicator-symbol-letter-l_1f1f1.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/regional-indicator-symbol-letter-l_1f1f1.png' width='25'/>"
"🇷","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/regional-indicator-symbol-letter-r_1f1f7.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/regional-indicator-symbol-letter-r_1f1f7.png' width='25'/>"
"🇸","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/regional-indicator-symbol-letter-s_1f1f8.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/regional-indicator-symbol-letter-s_1f1f8.png' width='25'/>"
"🇿","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/regional-indicator-symbol-letter-z_1f1ff.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/regional-indicator-symbol-letter-z_1f1ff.png' width='25'/>"
"😌","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/relieved-face_1f60c.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/relieved-face_1f60c.png' width='25'/>"
"💞","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/revolving-hearts_1f49e.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/revolving-hearts_1f49e.png' width='25'/>"
"➡","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/right-arrow_27a1-fe0f.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/right-arrow_27a1-fe0f.png' width='25'/>"
"🚀","https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/rocket_1f680.png","<img src='https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/rocket_1f680.png' width='25'/>"
