date	distance_km	time_h
2021-01-15	8.0391560832	0.832777777777778
2021-01-13	5.27246843904	0.603333333333333
2021-01-08	13.4527478976	1.39305555555556
2021-01-06	10.7771330304	1.12388888888889
2021-01-04	5.2042966272	0.628333333333333
2021-01-03	8.77892323968	0.953333333333333
2020-12-30	11.24097815808	1.19527777777778
2020-12-28	8.01884616192	0.880833333333333
2020-12-24	5.25888557568	0.590833333333333
2020-12-21	5.30264363904	0.567777777777778
2020-12-17	5.23363496832	0.5625
2020-12-11	5.25457253376	0.571666666666667
2020-12-01	5.14730975616	0.565833333333333
2020-11-29	7.80873020928	0.803333333333333
2020-11-28	5.22322251264	0.5675
2020-11-25	7.94068032384	0.854166666666667
2020-11-23	5.2179760512	0.593611111111111
2020-11-18	5.24687986944	0.550833333333333
2020-10-25	5.66699912064	0.566666666666667
2020-10-21	13.36122450432	1.35055555555556
2020-10-19	11.12948280576	1.08972222222222
2020-10-17	8.35336440576	0.801944444444444
2020-10-15	4.89897188352	0.498333333333333
2020-10-14	11.17240401024	1.08944444444444
2020-10-10	5.47521359616	0.525555555555556
2020-10-09	5.4905989248	0.536944444444444
2020-10-08	8.37056829312	0.815833333333333
2020-10-07	5.25038823936	0.526666666666667
2020-09-23	4.96632292992	0.497222222222222
2020-09-18	4.80023862912	0.483888888888889
2020-09-16	4.82074167168	0.493611111111111
2020-09-10	3.71220943104	0.370555555555556
2020-09-07	2.28581565696	0.215
2020-09-05	2.3322613248	0.249722222222222
2020-08-17	5.4739422144	0.535277777777778
2020-08-12	5.36703349248	0.524166666666667
2020-07-25	5.00050539648	0.493055555555556
2020-07-23	9.15262900992	0.8775
2020-07-17	7.9319737728	0.783888888888889
2020-07-15	13.06695595392	1.30194444444444
2020-07-13	7.94745566208	0.851111111111111
2020-07-09	13.09014660096	1.27583333333333
2020-07-08	8.134831584	0.811666666666667
2020-07-06	5.3480915136	0.538055555555556
2020-06-30	5.4124652736	0.613055555555556
2020-06-26	4.78108743552	0.506388888888889
2020-06-25	4.92459264	0.502777777777778
2020-06-23	7.52685360768	0.7625
2020-06-21	5.4055450944	0.5625
2020-06-19	5.05657494144	0.510833333333333
2020-06-10	5.95045287936	0.619722222222222
2020-06-01	7.96943930112	0.762222222222222
2020-05-10	15.579254592	1.55722222222222
2020-05-07	3.4056133056	0.359444444444444
2020-04-30	18.7099114752	1.82083333333333
2020-04-28	18.8087251968	1.79
2020-04-26	15.57590715648	1.45472222222222
2020-04-21	15.52337816832	1.42444444444444
2020-04-18	16.1145224064	1.48972222222222
2020-04-16	15.76032188544	1.475
2020-04-08	15.4999944	1.41194444444444
2020-04-03	15.94670001408	1.4325
2020-03-31	15.28382731392	1.40111111111111
2020-03-24	15.8373933696	1.43027777777778
2020-03-18	15.7467873024	1.45361111111111
2020-03-16	13.57130827008	1.19
2020-03-13	8.8999941888	0.931944444444444
2020-02-26	13.03563811968	1.20694444444444
2020-02-21	13.1740095168	1.2075
2020-02-16	1.301486148864	0.1125
2020-02-16	6.68857850496	0.590555555555556
2020-02-03	15.50110484736	1.42972222222222
2020-02-01	15.48192146688	1.40083333333333
2020-01-14	12.89021779584	1.2275
2020-01-05	15.48308019456	1.42722222222222
2019-12-30	16.4296319616	1.62027777777778
2019-12-29	18.5835779712	1.87222222222222
2019-12-26	15.6367081728	1.56944444444444
2019-12-25	4.32215080704	0.433333333333333
2019-12-19	19.7083484928	1.925
2019-12-17	15.4485758592	1.4525
2019-12-10	18.4765565952	1.69277777777778
2019-12-08	15.60812622336	1.39611111111111
2019-12-03	15.53398374528	1.44055555555556
2019-12-01	15.52865681664	1.4575
2019-11-28	14.79210834816	1.36027777777778
2019-11-26	14.58698136192	1.325
2019-11-21	12.83022145152	1.19555555555556
2019-11-19	12.7911465792	1.21861111111111
2019-11-16	12.57489902592	1.1925
2019-10-30	13.09915892736	1.19805555555556
2019-10-27	12.43272957696	1.15555555555556
2019-10-02	10.80077429376	0.988888888888889
2019-09-29	8.60342427648	0.783055555555556
2019-09-08	21.409103232	1.84333333333333
2019-08-31	21.542678784	1.82916666666667
2019-08-24	21.3032083968	1.90833333333333
2019-08-21	19.027274112	1.64722222222222
2019-08-18	8.07251778432	0.691944444444444
2019-08-11	8.11593788544	0.668888888888889
2019-08-03	8.22796432128	0.702777777777778
2019-07-24	8.09335878912	0.694166666666667
2019-07-20	18.6231678336	1.72
2019-07-15	15.39738262656	1.40611111111111
2019-07-11	16.7832048384	1.47638888888889
2019-07-06	16.06400509824	1.41333333333333
2019-07-01	13.44418618752	1.17888888888889
2019-06-27	16.2263718144	1.41916666666667
2019-06-23	15.51780983808	1.39222222222222
2019-06-16	19.4345990784	1.82083333333333
2019-06-11	13.7049321024	1.20416666666667
2019-06-08	15.41167360128	1.45444444444444
2019-06-04	10.6453277568	0.937777777777778
2019-05-31	23.6922795648	2.33944444444444
2019-05-26	18.7578699264	1.68
2019-05-21	10.89247471488	0.931666666666667
2019-05-19	21.4554523392	2.02805555555556
2019-05-14	12.58956014976	1.11
2019-05-12	14.94737785728	1.36277777777778
2019-05-08	13.46732855424	1.21305555555556
2019-05-03	3.34894830336	0.299444444444444
2019-05-01	13.92393163392	1.30027777777778
2019-04-28	10.34114564736	0.899722222222222
2019-04-23	19.8662251392	1.86944444444444
2019-04-18	17.4303220608	1.65916666666667
2019-04-06	13.69820504448	1.25138888888889
2019-03-31	21.8228655744	1.98527777777778
2019-03-29	10.70638626816	0.957777777777778
2019-03-27	8.013728448	0.699166666666667
2019-03-13	13.22940313728	1.20861111111111
2019-03-09	18.967728384	1.76333333333333
2019-03-06	8.1347511168	0.724722222222222
2019-03-02	12.77624405376	1.16805555555556
2019-02-27	12.94147540224	1.2475
2019-02-23	13.20294552192	1.245
2019-02-18	19.0113416064	1.86916666666667
2019-02-14	12.67258620672	1.19527777777778
2019-02-09	12.67311729024	1.22027777777778
2019-02-06	8.99887228416	0.909722222222222
2019-02-03	10.02381519744	1.03194444444444
2019-01-30	6.45066918144	0.656388888888889
2019-01-25	5.54172778368	0.568888888888889
2019-01-13	13.60272266496	1.28666666666667
2019-01-10	14.72870019456	1.55166666666667
2019-01-07	10.79610719616	1.07583333333333
2019-01-05	10.25486871552	1.05027777777778
2019-01-03	6.66104262912	0.671111111111111
2018-12-30	3.29740101504	0.311666666666667
2018-11-27	10.99460368512	1.05416666666667
2018-11-24	10.14781515264	1.00305555555556
2018-11-19	7.84605089664	0.778611111111111
2018-11-17	6.67312880256	0.655
2018-11-15	5.497519104	0.561666666666667
2018-10-13	3.15524765952	0.312222222222222
2018-10-09	5.41679440896	0.501944444444444
2018-10-06	5.37615847296	0.496666666666667
2018-09-16	5.42287772928	0.495
2018-09-15	5.77358597376	0.544166666666667
2018-09-09	4.89238966656	0.5025
2018-09-01	14.9040543168	1.44694444444444
2018-08-18	21.2592733056	1.83
2018-08-15	16.1029351296	1.52055555555556
2018-08-12	16.4967416064	1.5425
2018-08-08	10.37497405824	1.025
2018-07-29	11.15985112704	1.06638888888889
2018-07-24	21.2496172416	2.04111111111111
2018-07-19	17.508858048	1.61333333333333
2018-07-14	10.77164516736	0.895277777777778
2018-06-27	9.99999690624	0.777222222222222
2018-06-20	16.1499279744	1.59777777777778
2018-06-17	9.5624001792	0.936388888888889
2018-06-14	16.3689596928	1.50055555555556
2018-06-07	19.6467106176	1.86527777777778
2018-05-31	23.4656839296	2.32138888888889
2018-05-23	5.02073485056	0.483055555555556
2018-05-23	5.0373271872	0.466666666666667
2018-05-19	17.6475835008	1.54055555555556
2018-05-16	11.49673510656	1.0225
2018-05-12	15.78164569344	1.47472222222222
2018-05-09	5.49520164864	0.506944444444444
2018-05-06	10.13690380032	0.960833333333333
2018-05-01	5.00000649984	0.495833333333333
2018-04-30	2.50000324992	0.189166666666667
2018-04-29	2.97924979968	0.276111111111111
2018-04-29	1.497745649664	0.1375
2018-04-29	2.98739308032	0.254166666666667
2018-04-27	3.57453005184	0.304722222222222
2018-04-25	4.93204390272	0.498611111111111
2018-04-25	4.3322735808	0.419166666666667
2018-04-22	4.7735557056	0.470555555555556
2018-04-21	1.572501287808	0.140555555555556
