Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (km),Workout Time (seconds),Avg Pace (min/km),Max Pace (min/km),Avg Speed (km/h),Max Speed (km/h),Avg Heart Rate,Steps,Notes,Source,Link
"Nov. 18, 2020","Feb. 9, 2020",Class Workout,447,0,3242,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978446397
"Nov. 18, 2020","Feb. 5, 2020",Class Workout,529,0,3838,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978446496
"Nov. 18, 2020","Feb. 4, 2020",Class Workout,328,0,2384,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978446568
"Nov. 18, 2020","Feb. 3, 2020",Indoor Sport / Other Activity,99,0,1134,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978446802
"Nov. 18, 2020","Feb. 3, 2020",Run,1263,15.50110484736,5147,5.534012616320687,2.0519540881253477,10.842037873919999,29.240332070399997,,14058,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978446703
"Nov. 18, 2020","Feb. 1, 2020",Indoor Sport / Other Activity,98,0,1127,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978447057
"Nov. 18, 2020","Feb. 1, 2020",Run,1256,15.481921466880001,5043,5.428913892865665,2.2977685317744374,11.051944611839998,26.1122501376,,13807,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978446949
"Nov. 18, 2020","Jan. 27, 2020",Class Workout,447,0,3245,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978447264
"Nov. 18, 2020","Jan. 27, 2020",Class Workout,484,0,3514,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978447144
"Nov. 18, 2020","Jan. 26, 2020",Video Workout,182,0,3447,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978447378
"Nov. 18, 2020","Jan. 24, 2020",Indoor Sport / Other Activity,222,0,2541,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978447471
"Nov. 18, 2020","Jan. 22, 2020",Indoor Sport / Other Activity,90,0,1029,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978447648
"Nov. 18, 2020","Jan. 22, 2020",Indoor Run / Jog,551,9.99999690624,3000,5.0,0,11.9999930688,0,,14174,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978447567
"Nov. 18, 2020","Jan. 20, 2020",Class Workout,327,0,2371,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978447738
"Nov. 18, 2020","Jan. 16, 2020",Indoor Sport / Other Activity,90,0,1027,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978447918
"Nov. 18, 2020","Jan. 16, 2020",Indoor Run / Jog,997,15.750005990400002,5428,5.743918018770381,0,10.445833474559999,0,,22325,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978447834
"Nov. 18, 2020","Jan. 14, 2020",Indoor Sport / Other Activity,115,0,1322,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978448134
"Nov. 18, 2020","Jan. 14, 2020",Run,1059,12.890217795840002,4419,5.713632386860733,2.5438625924600338,10.50119490816,23.5862237952,,12022,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978448029
"Nov. 18, 2020","Jan. 13, 2020",Class Workout,304,0,2208,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978448197
"Nov. 18, 2020","Jan. 10, 2020",Class Workout,338,0,2457,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978448326
"Nov. 18, 2020","Jan. 9, 2020",Class Workout,285,0,2067,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978448410
"Nov. 18, 2020","Jan. 6, 2020",Class Workout,511,0,3712,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978448557
"Nov. 18, 2020","Jan. 5, 2020",Indoor Sport / Other Activity,123,0,1405,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978448803
"Nov. 18, 2020","Jan. 5, 2020",Run,1261,15.483080194560001,5138,5.530769058697208,2.0073769187942414,10.848394782719998,29.8898633088,,14034,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978448677
"Nov. 18, 2020","Jan. 3, 2020",Class Workout,351,0,2547,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978448884
"Nov. 18, 2020","Dec. 30, 2019",Indoor Sport / Other Activity,94,0,1078,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978449106
"Nov. 18, 2020","Dec. 30, 2019",Run,1361,16.429631961600002,5833,5.917143879742304,1.8463920703093932,10.14002592768,32.495874048,,15803,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978449001
"Nov. 18, 2020","Dec. 29, 2019",Indoor Sport / Other Activity,97,0,1116,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978449400
"Nov. 18, 2020","Dec. 29, 2019",Run,1548,18.5835779712,6740,6.044779736339776,2.027527986558498,9.925918801919998,29.5927784064,,18215,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978449304
"Nov. 18, 2020","Dec. 26, 2019",Indoor Sport / Other Activity,76,0,873,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978449739
"Nov. 18, 2020","Dec. 26, 2019",Run,1301,15.636708172800002,5650,6.022155611230414,3.0141349518810148,9.963207302399999,19.906136870399997,,15276,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978449556
"Nov. 18, 2020","Dec. 25, 2019",Indoor Sport / Other Activity,108,0,1240,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978449919
"Nov. 18, 2020","Dec. 25, 2019",Run,360,4.32215080704,1560,6.015513153185397,3.0244372862483098,9.97421521536,19.838383487999998,,4218,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978449820
"Nov. 18, 2020","Dec. 19, 2019",Indoor Sport / Other Activity,103,0,1176,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978450126
"Nov. 18, 2020","Dec. 19, 2019",Run,1629,19.708348492800003,6930,5.8604686132983375,2.6030481985206393,10.238099351039999,23.049829439999996,,18796,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978450060
"Nov. 18, 2020","Dec. 18, 2019",Class Workout,368,0,2674,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978450228
"Nov. 18, 2020","Dec. 17, 2019",Indoor Sport / Other Activity,95,0,1087,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978450519
"Nov. 18, 2020","Dec. 17, 2019",Run,1265,15.4485758592,5229,5.6412985663723845,2.0005729042392426,10.635848720639999,29.991412915199998,,14248,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978450336
"Nov. 18, 2020","Dec. 10, 2019",Indoor Sport / Other Activity,88,0,1014,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978450798
"Nov. 18, 2020","Dec. 10, 2019",Run,1503,18.4765565952,6094,5.497034816670643,1.3986692714547044,10.914973344,42.8980299264,,16658,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978450699
"Nov. 18, 2020","Dec. 8, 2019",Indoor Sport / Other Activity,124,0,1422,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978451005
"Nov. 18, 2020","Dec. 8, 2019",Run,1262,15.608126223360001,5026,5.366863765608844,2.326792780163843,11.179710431999998,25.7866798464,,13780,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978450912
"Nov. 18, 2020","Dec. 3, 2019",Indoor Sport / Other Activity,98,0,1122,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978451254
"Nov. 18, 2020","Dec. 3, 2019",Run,1267,15.53398374528,5186,5.564142905432275,1.707049580450171,10.783329004799999,35.14823389439999,,14155,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978451125
"Nov. 18, 2020","Dec. 1, 2019",Indoor Sport / Other Activity,103,0,1184,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978451509
"Nov. 18, 2020","Dec. 1, 2019",Run,1271,15.528656816640002,5247,5.631524397518492,2.712477879185556,10.654307896319999,22.1199504768,,14300,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978451410
"Nov. 18, 2020","Nov. 30, 2019",Video Workout,152,0,2886,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978451614
"Nov. 18, 2020","Nov. 29, 2019",Class Workout,375,0,2721,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978451821
"Nov. 18, 2020","Nov. 28, 2019",Indoor Sport / Other Activity,117,0,1338,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978452079
"Nov. 18, 2020","Nov. 28, 2019",Run,1204,14.792108348160001,4897,5.517583561997932,2.7187350870913862,10.87432131456,22.0690952064,,13380,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978451992
"Nov. 18, 2020","Nov. 27, 2019",Class Workout,338,0,2453,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978452151
"Nov. 18, 2020","Nov. 26, 2019",Indoor Sport / Other Activity,123,0,1410,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978452397
"Nov. 18, 2020","Nov. 26, 2019",Run,1184,14.58698136192,4770,5.450065368249423,1.6461489898989898,11.009039500799998,36.4487447808,,13053,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978452298
"Nov. 18, 2020","Nov. 25, 2019",Class Workout,364,0,2643,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978452481
"Nov. 18, 2020","Nov. 22, 2019",Class Workout,241,0,1760,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978452580
"Nov. 18, 2020","Nov. 21, 2019",Indoor Sport / Other Activity,99,0,1140,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978452829
"Nov. 18, 2020","Nov. 21, 2019",Run,1044,12.830221451520002,4304,5.590967499801161,2.024464626580768,10.73160468864,29.6375181696,,11740,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978452751
"Nov. 18, 2020","Nov. 20, 2019",Class Workout,250,0,1819,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978452910
"Nov. 18, 2020","Nov. 19, 2019",Indoor Sport / Other Activity,99,0,1135,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978453126
"Nov. 18, 2020","Nov. 19, 2019",Run,1047,12.791146579200001,4387,5.716192436172751,1.818399298099101,10.49649562368,32.9960581632,,11934,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978453033
"Nov. 18, 2020","Nov. 16, 2019",Indoor Sport / Other Activity,120,0,1383,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978453354
"Nov. 18, 2020","Nov. 16, 2019",Run,1028,12.57489902592,4293,5.6899084347411115,2.003586554521594,10.5449851584,29.9463512832,,11685,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978453258
"Nov. 18, 2020","Oct. 30, 2019",Indoor Sport / Other Activity,86,0,990,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978453573
"Nov. 18, 2020","Oct. 30, 2019",Run,1061,13.099158927360001,4313,5.487633470532093,2.038805873697606,10.933673921279999,29.4289471872,,11792,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978453459
"Nov. 18, 2020","Oct. 29, 2019",Class Workout,337,0,2454,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978453663
"Nov. 18, 2020","Oct. 28, 2019",Class Workout,334,0,2435,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978453738
"Nov. 18, 2020","Oct. 27, 2019",Indoor Sport / Other Activity,101,0,1163,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978454059
"Nov. 18, 2020","Oct. 27, 2019",Run,1011,12.432729576960002,4160,5.576675962379703,2.3376481348922296,10.75909228416,25.666783718399998,,11351,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978453855
"Nov. 18, 2020","Oct. 20, 2019",Class Workout,331,0,2408,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978454170
"Nov. 18, 2020","Oct. 17, 2019",Class Workout,321,0,2338,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978454260
"Nov. 18, 2020","Oct. 16, 2019",Class Workout,372,0,2709,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978454377
"Nov. 18, 2020","Oct. 8, 2019",Class Workout,319,0,2321,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978454509
"Nov. 18, 2020","Oct. 7, 2019",Class Workout,292,0,2128,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978454626
"Nov. 18, 2020","Oct. 4, 2019",Video Workout,56,0,1055,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978454707
"Nov. 18, 2020","Oct. 2, 2019",Class Workout,310,0,2258,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978455013
"Nov. 18, 2020","Oct. 2, 2019",Indoor Sport / Other Activity,91,0,1048,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978454920
"Nov. 18, 2020","Oct. 2, 2019",Run,875,10.80077429376,3560,5.493430863755667,2.550486409369283,10.922134924799998,23.524907788799997,,9732,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978454836
"Nov. 18, 2020","Sept. 29, 2019",Indoor Sport / Other Activity,113,0,1295,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978455241
"Nov. 18, 2020","Sept. 29, 2019",Run,696,8.60342427648,2819,5.4610077149447225,2.651204465919033,10.986991488,22.6312390656,,7712,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978455127
"Nov. 18, 2020","Sept. 27, 2019",Class Workout,355,0,2585,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978455349
"Nov. 18, 2020","Sept. 20, 2019",Class Workout,332,0,2418,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978455418
"Nov. 18, 2020","Sept. 11, 2019",Class Workout,291,0,2122,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978455496
"Nov. 18, 2020","Sept. 8, 2019",Run,1697,21.409103232000003,6636,5.166011741430049,2.848545742861688,11.61436205952,21.063416140799998,,18285,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978455664
"Nov. 18, 2020","Sept. 7, 2019",Class Workout,464,0,3382,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978455760
"Nov. 18, 2020","Sept. 5, 2019",Class Workout,451,0,3282,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978455823
"Nov. 18, 2020","Aug. 31, 2019",Indoor Sport / Other Activity,74,0,852,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978456027
"Nov. 18, 2020","Aug. 31, 2019",Run,1696,21.542678784,6585,5.09454162689891,2.4995215441819774,11.777324232959998,24.0046532352,,18178,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978455934
"Nov. 18, 2020","Aug. 30, 2019",Class Workout,452,0,3293,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978456105
"Nov. 18, 2020","Aug. 28, 2019",Class Workout,205,0,1491,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978456210
"Nov. 18, 2020","Aug. 24, 2019",Run,1717,21.303208396800002,6870,5.374798675733715,2.119497136721546,11.163214656,28.3085218944,,18832,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978456348
"Nov. 18, 2020","Aug. 21, 2019",Indoor Sport / Other Activity,117,0,1343,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978456699
"Nov. 18, 2020","Aug. 21, 2019",Run,1512,19.027274112,5930,5.194277916964925,1.9744318181818181,11.551163120639998,30.388438079999997,,16328,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978456588
"Nov. 18, 2020","Aug. 21, 2019",Video Workout,36,0,686,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978456420
"Nov. 18, 2020","Aug. 18, 2019",Indoor Sport / Other Activity,131,0,1506,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978457047
"Nov. 18, 2020","Aug. 18, 2019",Run,638,8.07251778432,2491,5.142965083909965,1.536918148015589,11.666424337919999,39.039144883199995,,6868,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978456930
"Nov. 18, 2020","Aug. 18, 2019",Video Workout,36,0,693,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978456828
"Nov. 18, 2020","Aug. 12, 2019",Class Workout,226,0,1649,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978457107
"Nov. 18, 2020","Aug. 11, 2019",Indoor Sport / Other Activity,147,0,1696,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978457527
"Nov. 18, 2020","Aug. 11, 2019",Run,630,8.115937885440001,2408,4.944996222063151,2.647010210371431,12.133472060159999,22.667127436799998,,6674,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978457440
"Nov. 18, 2020","Aug. 11, 2019",Video Workout,36,0,683,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978457200
"Nov. 18, 2020","Aug. 8, 2019",Class Workout,429,0,3122,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978457617
"Nov. 18, 2020","Aug. 7, 2019",Class Workout,513,0,3740,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978457707
"Nov. 18, 2020","Aug. 3, 2019",Indoor Sport / Other Activity,125,0,1434,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978458106
"Nov. 18, 2020","Aug. 3, 2019",Run,650,8.22796432128,2530,5.124802403960868,2.0019834168456216,11.70776838528,29.970330508799996,,6979,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978457980
"Nov. 18, 2020","Aug. 3, 2019",Video Workout,43,0,812,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978457848
"Nov. 18, 2020","Aug. 1, 2019",Class Workout,311,0,2269,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978458181
"Nov. 18, 2020","July 25, 2019",Class Workout,302,0,2202,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978458283
"Nov. 18, 2020","July 24, 2019",Indoor Sport / Other Activity,236,0,2710,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978458577
"Nov. 18, 2020","July 24, 2019",Run,640,8.09335878912,2499,5.1461962141096,1.905192426230812,11.659101822719999,31.4929308672,,6889,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978458370
"Nov. 18, 2020","July 20, 2019",Indoor Sport / Other Activity,143,0,1642,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978458967
"Nov. 18, 2020","July 20, 2019",Run,1512,18.6231678336,6192,5.541487711763303,1.5906481150083511,10.827425030399999,37.7204484096,,16909,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978458859
"Nov. 18, 2020","July 20, 2019",Video Workout,38,0,723,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978458769
"Nov. 18, 2020","July 19, 2019",Class Workout,460,0,3350,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978459045
"Nov. 18, 2020","July 18, 2019",Class Workout,585,0,4261,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978459123
"Nov. 18, 2020","July 15, 2019",Indoor Sport / Other Activity,105,0,1211,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978459396
"Nov. 18, 2020","July 15, 2019",Run,1247,15.39738262656,5062,5.4792884554203445,2.373091147697447,10.95033063168,25.2834379776,,13843,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978459321
"Nov. 18, 2020","July 15, 2019",Video Workout,49,0,922,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978459213
"Nov. 18, 2020","July 14, 2019",Class Workout,652,0,4749,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978459504
"Nov. 18, 2020","July 11, 2019",Indoor Sport / Other Activity,121,0,1389,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978459708
"Nov. 18, 2020","July 11, 2019",Run,1344,16.7832048384,5315,5.2781071045096635,1.7843978664598743,11.36771399808,33.624828863999994,,14604,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978459624
"Nov. 18, 2020","July 10, 2019",Class Workout,477,0,3472,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978459783
"Nov. 18, 2020","July 9, 2019",Class Workout,558,0,4064,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978459852
"Nov. 18, 2020","July 6, 2019",Indoor Sport / Other Activity,136,0,1565,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978460326
"Nov. 18, 2020","July 6, 2019",Run,1286,16.06400509824,5088,5.27888381849996,1.6372323132903839,11.366040280319998,36.647176896,,13980,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978460212
"Nov. 18, 2020","July 6, 2019",Video Workout,40,0,759,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978460038
"Nov. 18, 2020","July 6, 2019",Class Workout,449,0,3267,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978459957
"Nov. 18, 2020","July 4, 2019",Bike Ride,116,3.6825975014400005,684,3.095646424878708,1.198308130517776,19.382134464,50.070715199999995,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978460905
"Nov. 18, 2020","July 4, 2019",Bike Ride,1007,31.938075417600004,5667,2.9572919152151433,1.5710624950290304,20.2888388736,38.190698726399994,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978460701
"Nov. 18, 2020","July 4, 2019",Bike Ride,43,1.288901078784,557,7.20249990058061,2.4186997932076673,8.33041516032,24.806750284799996,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978460602
"Nov. 18, 2020","July 4, 2019",Bike Ride,1081,34.19260542720001,7201,3.510020231846019,1.4731654636920386,17.0939691648,40.728634214399996,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978460491
"Nov. 18, 2020","July 3, 2019",Class Workout,395,0,2875,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978461016
"Nov. 18, 2020","July 2, 2019",Video Workout,42,0,804,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978461133
"Nov. 18, 2020","July 1, 2019",Indoor Sport / Other Activity,130,0,1493,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978461445
"Nov. 18, 2020","July 1, 2019",Run,1075,13.444186187520001,4244,5.261261731488109,2.433128032291418,11.404117359359999,24.6596562432,,11666,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978461343
"Nov. 18, 2020","June 30, 2019",Bike Ride,249,7.8905009779199995,1799,3.799933389008192,1.8773984928020362,15.789756787199998,31.959157824,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978461694
"Nov. 18, 2020","June 30, 2019",Class Workout,511,0,3720,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978461508
"Nov. 18, 2020","June 27, 2019",Indoor Sport / Other Activity,127,0,1464,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978462441
"Nov. 18, 2020","June 27, 2019",Run,1296,16.2263718144,5109,5.24764748866619,1.7447046746997534,11.433697102079998,34.3897500672,,14048,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978462351
"Nov. 18, 2020","June 27, 2019",Video Workout,45,0,864,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978462237
"Nov. 18, 2020","June 27, 2019",Bike Ride,261,8.1954233856,2291,4.659103336514754,1.680019933587847,12.878002874879998,35.7139183104,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978461997
"Nov. 18, 2020","June 27, 2019",Class Workout,658,0,4794,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978461775
"Nov. 18, 2020","June 24, 2019",Class Workout,613,0,4463,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978462600
"Nov. 18, 2020","June 24, 2019",Class Workout,548,0,3994,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978462522
"Nov. 18, 2020","June 23, 2019",Indoor Sport / Other Activity,141,0,1628,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978463074
"Nov. 18, 2020","June 23, 2019",Run,1251,15.51780983808,5012,5.383062912590471,1.7779915294679074,11.146075142399999,33.7460124672,,13737,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978462936
"Nov. 18, 2020","June 23, 2019",Video Workout,32,0,604,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978462699
"Nov. 18, 2020","June 22, 2019",Video Workout,171,0,3248,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978463275
"Nov. 18, 2020","June 21, 2019",Class Workout,447,0,3254,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978463368
"Nov. 18, 2020","June 19, 2019",Class Workout,331,0,2412,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978463464
"Nov. 18, 2020","June 16, 2019",Indoor Sport / Other Activity,122,0,1409,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978463764
"Nov. 18, 2020","June 16, 2019",Run,1584,19.4345990784,6555,5.621396047085024,1.9734065557146265,10.67350737024,30.404370585599995,,17868,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978463695
"Nov. 18, 2020","June 16, 2019",Class Workout,382,0,2785,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978463584
"Nov. 18, 2020","June 14, 2019",Class Workout,520,0,3790,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978463872
"Nov. 18, 2020","June 13, 2019",Class Workout,446,0,3247,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978463944
"Nov. 18, 2020","June 11, 2019",Indoor Sport / Other Activity,138,0,1585,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978464151
"Nov. 18, 2020","June 11, 2019",Run,1097,13.7049321024,4335,5.271818828044222,1.866928388212837,11.38126467456,32.1384387456,,11913,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978464079
"Nov. 18, 2020","June 10, 2019",Class Workout,393,0,2863,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978464394
"Nov. 18, 2020","June 10, 2019",Class Workout,560,0,4082,0,0,0,0,,,b'',Endomondo ,http://www.mapmyfitness.com/workout/4978464256
