com.samsung.shealth.tracker.pedometer_day_summary,6123001,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
4392,fe39178f-8f1f-4aeb-9d1f-bfcb6a4949f8.binning_data.json,1861851,6000,1888,2021-01-03 23:23:06.645,com.sec.android.app.shealth,2021-01-03 23:23:06.645,,2.2114651,4117.4204,246.29999,2504,1sk9YxjqgP,com.sec.android.app.shealth,2229,fe39178f-8f1f-4aeb-9d1f-bfcb6a4949f8.achievement.json,fe39178f-8f1f-4aeb-9d1f-bfcb6a4949f8,1609632000000,
4392,b0183333-6c38-4828-942d-a3ac3561efc9.binning_data.json,1861851,6000,1888,2021-01-03 22:15:41.897,com.sec.android.app.shealth,2021-01-03 00:08:56.111,b0183333-6c38-4828-942d-a3ac3561efc9.source_info.json,2.2114651,4117.4204,246.29999,2504,VfS0qUERdZ,com.sec.android.app.shealth,0,b0183333-6c38-4828-942d-a3ac3561efc9.achievement.json,b0183333-6c38-4828-942d-a3ac3561efc9,1609632000000,
3997,18fa3668-00f1-4992-b8e8-2db88e63878d.binning_data.json,1663042,6000,1669,2021-01-06 22:19:49.579,com.sec.android.app.shealth,2021-01-05 23:07:15.573,18fa3668-00f1-4992-b8e8-2db88e63878d.source_info.json,2.2872112,3803.73,224.22,2328,VfS0qUERdZ,com.sec.android.app.shealth,0,18fa3668-00f1-4992-b8e8-2db88e63878d.achievement.json,18fa3668-00f1-4992-b8e8-2db88e63878d,1609891200000,
3997,fe7764c6-9729-43db-89d5-8a1e4d8b97b8.binning_data.json,1663042,6000,1669,2021-01-06 23:00:01.783,com.sec.android.app.shealth,2021-01-06 23:00:01.783,,2.2872112,3803.73,224.22,2328,1sk9YxjqgP,com.sec.android.app.shealth,1961,fe7764c6-9729-43db-89d5-8a1e4d8b97b8.achievement.json,fe7764c6-9729-43db-89d5-8a1e4d8b97b8,1609891200000,
2546,74b32530-09e3-4fb9-9a4d-1d80f80287df.binning_data.json,1250459,6000,74,2020-12-20 22:17:08.589,com.sec.android.app.shealth,2020-12-19 23:43:20.268,74b32530-09e3-4fb9-9a4d-1d80f80287df.source_info.json,1.5906236,1989.01,99.03,2472,VfS0qUERdZ,com.sec.android.app.shealth,0,74b32530-09e3-4fb9-9a4d-1d80f80287df.achievement.json,74b32530-09e3-4fb9-9a4d-1d80f80287df,1608422400000,
4037,f06c2e80-e466-45f0-a4a8-faa7fc504ce1.binning_data.json,1682621,6000,1771,2021-01-09 20:27:01.173,com.sec.android.app.shealth,2021-01-08 23:12:07.635,f06c2e80-e466-45f0-a4a8-faa7fc504ce1.source_info.json,2.3327951,3925.21,230.75,2266,VfS0qUERdZ,com.sec.android.app.shealth,0,f06c2e80-e466-45f0-a4a8-faa7fc504ce1.achievement.json,f06c2e80-e466-45f0-a4a8-faa7fc504ce1,1610150400000,
2546,e3fa5a08-9dab-408d-ac97-0df3d445658e.binning_data.json,1250459,6000,74,2020-12-20 23:00:04.595,com.sec.android.app.shealth,2020-12-20 23:00:04.595,,1.5906236,1989.01,99.03,2472,1sk9YxjqgP,com.sec.android.app.shealth,0,e3fa5a08-9dab-408d-ac97-0df3d445658e.achievement.json,e3fa5a08-9dab-408d-ac97-0df3d445658e,1608422400000,
1308,df1de73d-874b-4e8a-b448-4a3c77f033bd.binning_data.json,614972,6000,86,2020-12-23 22:53:39.303,com.sec.android.app.shealth,2020-12-22 23:11:50.213,df1de73d-874b-4e8a-b448-4a3c77f033bd.source_info.json,1.7179469,1056.49,52.149998,1222,VfS0qUERdZ,com.sec.android.app.shealth,0,df1de73d-874b-4e8a-b448-4a3c77f033bd.achievement.json,df1de73d-874b-4e8a-b448-4a3c77f033bd,1608681600000,
1308,c62dbcd0-795b-4be0-af10-6fda52f94d89.binning_data.json,614972,6000,86,2020-12-23 23:00:44.350,com.sec.android.app.shealth,2020-12-23 23:00:44.350,,1.7179469,1056.49,52.149998,1222,1sk9YxjqgP,com.sec.android.app.shealth,0,c62dbcd0-795b-4be0-af10-6fda52f94d89.achievement.json,c62dbcd0-795b-4be0-af10-6fda52f94d89,1608681600000,
4184,7f6d8780-1524-4147-aae0-080e8be21b92.binning_data.json,1974989,6000,231,2021-01-12 22:56:29.057,com.sec.android.app.shealth,2021-01-11 23:15:07.184,7f6d8780-1524-4147-aae0-080e8be21b92.source_info.json,1.6985152,3354.55,168.43,3953,VfS0qUERdZ,com.sec.android.app.shealth,0,7f6d8780-1524-4147-aae0-080e8be21b92.achievement.json,7f6d8780-1524-4147-aae0-080e8be21b92,1610409600000,
4037,853c9572-43f5-4dcb-9ff5-ff13f2a7ad81.binning_data.json,1682621,6000,1771,2021-01-09 23:01:01.168,com.sec.android.app.shealth,2021-01-09 23:01:01.168,,2.3327951,3925.21,230.75,2266,1sk9YxjqgP,com.sec.android.app.shealth,2246,853c9572-43f5-4dcb-9ff5-ff13f2a7ad81.achievement.json,853c9572-43f5-4dcb-9ff5-ff13f2a7ad81,1610150400000,
2302,95b0c8ef-125a-4565-a128-e9856fe55815.binning_data.json,1134339,6000,51,2020-12-26 23:00:02.510,com.sec.android.app.shealth,2020-12-25 23:03:06.870,,1.5457624,1753.42,92.69,2251,1sk9YxjqgP,com.sec.android.app.shealth,0,95b0c8ef-125a-4565-a128-e9856fe55815.achievement.json,95b0c8ef-125a-4565-a128-e9856fe55815,1608940800000,
4184,b7820bbe-0cb4-4a97-ab74-90d812fcdba1.binning_data.json,1974989,6000,231,2021-01-12 23:00:34.430,com.sec.android.app.shealth,2021-01-12 23:00:34.430,,1.6985152,3354.55,168.43,3953,1sk9YxjqgP,com.sec.android.app.shealth,0,b7820bbe-0cb4-4a97-ab74-90d812fcdba1.achievement.json,b7820bbe-0cb4-4a97-ab74-90d812fcdba1,1610409600000,
2206,4e8c3237-7a8c-4764-a509-3a7dc564d77d.binning_data.json,1058430,6000,84,2021-01-15 22:53:06.218,com.sec.android.app.shealth,2021-01-14 23:10:16.717,4e8c3237-7a8c-4764-a509-3a7dc564d77d.source_info.json,1.6536844,1750.31,88.86,2122,VfS0qUERdZ,com.sec.android.app.shealth,0,4e8c3237-7a8c-4764-a509-3a7dc564d77d.achievement.json,4e8c3237-7a8c-4764-a509-3a7dc564d77d,1610668800000,
2302,0643853b-27f3-410d-a445-369aa6d3c537.binning_data.json,1134339,6000,51,2020-12-26 21:53:21.976,com.sec.android.app.shealth,2020-12-25 23:03:07.200,0643853b-27f3-410d-a445-369aa6d3c537.source_info.json,1.5457624,1753.42,92.69,2251,VfS0qUERdZ,com.sec.android.app.shealth,0,0643853b-27f3-410d-a445-369aa6d3c537.achievement.json,0643853b-27f3-410d-a445-369aa6d3c537,1608940800000,
3934,1b2839d3-64b8-4aaf-abfc-c11567ea8e6b.binning_data.json,1986812,6000,119,2020-12-29 22:49:13.988,com.sec.android.app.shealth,2020-12-29 00:36:09.770,1b2839d3-64b8-4aaf-abfc-c11567ea8e6b.source_info.json,1.5832294,3145.58,150.86,3815,VfS0qUERdZ,com.sec.android.app.shealth,0,1b2839d3-64b8-4aaf-abfc-c11567ea8e6b.achievement.json,1b2839d3-64b8-4aaf-abfc-c11567ea8e6b,1609200000000,
1947,9b1f495d-c1d1-461b-a19f-e77328241a17.binning_data.json,953119,6000,45,2020-12-21 22:51:53.457,com.sec.android.app.shealth,2020-12-21 09:08:05.680,9b1f495d-c1d1-461b-a19f-e77328241a17.source_info.json,1.5961474,1521.3201,72.81,1902,VfS0qUERdZ,com.sec.android.app.shealth,0,9b1f495d-c1d1-461b-a19f-e77328241a17.achievement.json,9b1f495d-c1d1-461b-a19f-e77328241a17,1608508800000,
1947,9a263418-3850-41ba-a783-43142ce62ada.binning_data.json,953119,6000,45,2020-12-21 23:00:02.012,com.sec.android.app.shealth,2020-12-21 23:00:02.012,,1.5961474,1521.3201,72.81,1902,1sk9YxjqgP,com.sec.android.app.shealth,0,9a263418-3850-41ba-a783-43142ce62ada.achievement.json,9a263418-3850-41ba-a783-43142ce62ada,1608508800000,
3934,7bac5564-1b1b-49f8-b2a0-9d236b58c7e5.binning_data.json,1986812,6000,119,2020-12-29 23:00:02.015,com.sec.android.app.shealth,2020-12-29 23:00:02.015,,1.5832294,3145.58,150.86,3815,1sk9YxjqgP,com.sec.android.app.shealth,865,7bac5564-1b1b-49f8-b2a0-9d236b58c7e5.achievement.json,7bac5564-1b1b-49f8-b2a0-9d236b58c7e5,1609200000000,
5107,d30426b8-b6f0-4df1-a4a9-2c6bd33e4f68.binning_data.json,2425981,6000,69,2021-01-01 23:00:05.724,com.sec.android.app.shealth,2020-12-31 23:07:26.367,d30426b8-b6f0-4df1-a4a9-2c6bd33e4f68.source_info.json,1.6671813,4044.55,171.90999,5038,VfS0qUERdZ,com.sec.android.app.shealth,0,d30426b8-b6f0-4df1-a4a9-2c6bd33e4f68.achievement.json,d30426b8-b6f0-4df1-a4a9-2c6bd33e4f68,1609459200000,
3051,123efbd1-a3f6-40eb-abc2-9a093289cddb.binning_data.json,1502676,6000,53,2020-12-24 23:00:59.572,com.sec.android.app.shealth,2020-12-24 23:00:59.572,,1.6224313,2437.99,111.42,2998,1sk9YxjqgP,com.sec.android.app.shealth,0,123efbd1-a3f6-40eb-abc2-9a093289cddb.achievement.json,123efbd1-a3f6-40eb-abc2-9a093289cddb,1608768000000,
5107,8a4466f8-a681-4499-8746-7bd4bb5dd3ec.binning_data.json,2425981,6000,69,2021-01-01 23:00:03.355,com.sec.android.app.shealth,2021-01-01 23:00:03.355,,1.6671813,4044.55,171.90999,5038,1sk9YxjqgP,com.sec.android.app.shealth,3171,8a4466f8-a681-4499-8746-7bd4bb5dd3ec.achievement.json,8a4466f8-a681-4499-8746-7bd4bb5dd3ec,1609459200000,
3051,37476938-776a-4aa9-bb4d-4db3fc1c7a34.binning_data.json,1502676,6000,53,2020-12-24 22:03:08.121,com.sec.android.app.shealth,2020-12-24 00:10:08.067,37476938-776a-4aa9-bb4d-4db3fc1c7a34.source_info.json,1.6224313,2437.99,111.42,2998,VfS0qUERdZ,com.sec.android.app.shealth,0,37476938-776a-4aa9-bb4d-4db3fc1c7a34.achievement.json,37476938-776a-4aa9-bb4d-4db3fc1c7a34,1608768000000,
4475,360ed7d2-6bf8-4c73-aa26-d82d92d6ba41.binning_data.json,1913671,6000,1853,2021-01-04 21:15:24.386,com.sec.android.app.shealth,2021-01-03 23:36:23.089,360ed7d2-6bf8-4c73-aa26-d82d92d6ba41.source_info.json,2.1797519,4171.33,247.11,2622,VfS0qUERdZ,com.sec.android.app.shealth,0,360ed7d2-6bf8-4c73-aa26-d82d92d6ba41.achievement.json,360ed7d2-6bf8-4c73-aa26-d82d92d6ba41,1609718400000,
4475,83f43a48-2c88-4068-9163-31957f1c6cfc.binning_data.json,1913671,6000,1853,2021-01-04 23:00:05.159,com.sec.android.app.shealth,2021-01-04 23:00:05.159,,2.1797519,4171.33,247.11,2622,1sk9YxjqgP,com.sec.android.app.shealth,2399,83f43a48-2c88-4068-9163-31957f1c6cfc.achievement.json,83f43a48-2c88-4068-9163-31957f1c6cfc,1609718400000,
1879,a1a084b7-554e-4d5c-9de5-afc0d8906625.binning_data.json,928683,6000,44,2020-12-27 23:00:01.256,com.sec.android.app.shealth,2020-12-27 23:00:01.256,,1.6152434,1500.05,72.85,1835,1sk9YxjqgP,com.sec.android.app.shealth,0,a1a084b7-554e-4d5c-9de5-afc0d8906625.achievement.json,a1a084b7-554e-4d5c-9de5-afc0d8906625,1609027200000,
14477,0a52ead1-116a-4d66-b68b-ccf6469ca0cb.binning_data.json,6969710,6000,1884,2021-01-07 23:00:00.757,com.sec.android.app.shealth,2021-01-07 23:00:00.757,,1.7253573,12025.24,594.6,12593,1sk9YxjqgP,com.sec.android.app.shealth,11208,0a52ead1-116a-4d66-b68b-ccf6469ca0cb.achievement.json,0a52ead1-116a-4d66-b68b-ccf6469ca0cb,1609977600000,
14477,f98b4752-dc34-4d2c-b1a3-bbf3d3db3a1c.binning_data.json,6969710,6000,1884,2021-01-07 22:59:58.943,com.sec.android.app.shealth,2021-01-07 06:45:11.300,f98b4752-dc34-4d2c-b1a3-bbf3d3db3a1c.source_info.json,1.7253573,12025.24,594.6,12593,VfS0qUERdZ,com.sec.android.app.shealth,0,f98b4752-dc34-4d2c-b1a3-bbf3d3db3a1c.achievement.json,f98b4752-dc34-4d2c-b1a3-bbf3d3db3a1c,1609977600000,
3394,e8ca8bf1-b0ac-4883-8a43-c4272d5de6c6.binning_data.json,1376512,6000,1771,2021-01-10 23:01:11.935,com.sec.android.app.shealth,2021-01-10 23:01:11.935,,2.4948783,3434.23,208.73999,1623,1sk9YxjqgP,com.sec.android.app.shealth,1992,e8ca8bf1-b0ac-4883-8a43-c4272d5de6c6.achievement.json,e8ca8bf1-b0ac-4883-8a43-c4272d5de6c6,1610236800000,
3394,04f803fe-3d6a-4c49-b0cb-5c10495e935a.binning_data.json,1376512,6000,1771,2021-01-10 19:37:02.514,com.sec.android.app.shealth,2021-01-09 23:24:35.684,04f803fe-3d6a-4c49-b0cb-5c10495e935a.source_info.json,2.4948783,3434.23,208.73999,1623,VfS0qUERdZ,com.sec.android.app.shealth,0,04f803fe-3d6a-4c49-b0cb-5c10495e935a.achievement.json,04f803fe-3d6a-4c49-b0cb-5c10495e935a,1610236800000,
2805,3411461f-aef6-482b-8fda-5f4a4f76e27c.binning_data.json,1397214,6000,83,2021-01-13 23:01:08.628,com.sec.android.app.shealth,2021-01-13 23:01:08.628,,1.5831647,2212.02,106.06,2722,1sk9YxjqgP,com.sec.android.app.shealth,0,3411461f-aef6-482b-8fda-5f4a4f76e27c.achievement.json,3411461f-aef6-482b-8fda-5f4a4f76e27c,1610496000000,
1879,9c9058b3-b957-498b-ab86-52313e954f26.binning_data.json,928683,6000,44,2020-12-27 16:55:41.796,com.sec.android.app.shealth,2020-12-26 23:20:22.463,9c9058b3-b957-498b-ab86-52313e954f26.source_info.json,1.6152434,1500.05,72.85,1835,VfS0qUERdZ,com.sec.android.app.shealth,0,9c9058b3-b957-498b-ab86-52313e954f26.achievement.json,9c9058b3-b957-498b-ab86-52313e954f26,1609027200000,
2805,fb0cfef0-6a99-47b6-befc-ae1a68e15474.binning_data.json,1397214,6000,83,2021-01-13 20:35:29.224,com.sec.android.app.shealth,2021-01-13 00:01:00.235,fb0cfef0-6a99-47b6-befc-ae1a68e15474.source_info.json,1.5831647,2212.02,106.06,2722,VfS0qUERdZ,com.sec.android.app.shealth,0,fb0cfef0-6a99-47b6-befc-ae1a68e15474.achievement.json,fb0cfef0-6a99-47b6-befc-ae1a68e15474,1610496000000,
4771,262170dd-1798-4366-bba0-f4febde321b7.binning_data.json,2452619,6000,120,2020-12-30 21:29:10.387,com.sec.android.app.shealth,2020-12-30 00:16:22.837,262170dd-1798-4366-bba0-f4febde321b7.source_info.json,1.5125784,3709.78,181.97,4651,VfS0qUERdZ,com.sec.android.app.shealth,0,262170dd-1798-4366-bba0-f4febde321b7.achievement.json,262170dd-1798-4366-bba0-f4febde321b7,1609286400000,
4771,f07bfdda-9fb5-4c00-83ff-0a8b30942641.binning_data.json,2452619,6000,120,2020-12-30 23:01:21.782,com.sec.android.app.shealth,2020-12-30 23:01:21.782,,1.5125784,3709.78,181.97,4651,1sk9YxjqgP,com.sec.android.app.shealth,0,f07bfdda-9fb5-4c00-83ff-0a8b30942641.achievement.json,f07bfdda-9fb5-4c00-83ff-0a8b30942641,1609286400000,
4759,f800d1bb-26cc-45ca-b54b-0483a3280e49.binning_data.json,2019196,6000,2026,2021-01-02 23:00:10.292,com.sec.android.app.shealth,2021-01-02 23:00:10.292,,2.214629,4471.77,259.66,2733,1sk9YxjqgP,com.sec.android.app.shealth,2347,f800d1bb-26cc-45ca-b54b-0483a3280e49.achievement.json,f800d1bb-26cc-45ca-b54b-0483a3280e49,1609545600000,
4759,d4f9c0b3-0d5f-4de5-a75b-e7e6c20841c1.binning_data.json,2019196,6000,2026,2021-01-02 22:06:45.114,com.sec.android.app.shealth,2021-01-01 23:26:10.317,d4f9c0b3-0d5f-4de5-a75b-e7e6c20841c1.source_info.json,2.214629,4471.77,259.66,2733,VfS0qUERdZ,com.sec.android.app.shealth,0,d4f9c0b3-0d5f-4de5-a75b-e7e6c20841c1.achievement.json,d4f9c0b3-0d5f-4de5-a75b-e7e6c20841c1,1609545600000,
4491,b5c65e9f-545b-4bf5-b44d-00561f750296.binning_data.json,1878392,6000,2057,2021-01-05 23:01:00.795,com.sec.android.app.shealth,2021-01-05 23:01:00.795,,2.2795017,4281.8003,256.95,2434,1sk9YxjqgP,com.sec.android.app.shealth,2307,b5c65e9f-545b-4bf5-b44d-00561f750296.achievement.json,b5c65e9f-545b-4bf5-b44d-00561f750296,1609804800000,
4491,19bff329-e366-4ae6-b78c-ea1cd2092cee.binning_data.json,1878392,6000,2057,2021-01-05 21:39:29.805,com.sec.android.app.shealth,2021-01-04 23:40:16.372,19bff329-e366-4ae6-b78c-ea1cd2092cee.source_info.json,2.2795017,4281.8003,256.95,2434,VfS0qUERdZ,com.sec.android.app.shealth,0,19bff329-e366-4ae6-b78c-ea1cd2092cee.achievement.json,19bff329-e366-4ae6-b78c-ea1cd2092cee,1609804800000,
4504,58ebcdc3-3825-476f-aa20-26f52e2e82fc.binning_data.json,1904247,6000,1685,2021-01-08 23:00:57.675,com.sec.android.app.shealth,2021-01-08 23:00:57.675,,2.1896052,4169.55,245.52,2819,1sk9YxjqgP,com.sec.android.app.shealth,2030,58ebcdc3-3825-476f-aa20-26f52e2e82fc.achievement.json,58ebcdc3-3825-476f-aa20-26f52e2e82fc,1610064000000,
4504,d25b360d-a429-4a35-85d6-3af5b8e7217e.binning_data.json,1904247,6000,1685,2021-01-08 22:16:24.780,com.sec.android.app.shealth,2021-01-08 08:34:12.420,d25b360d-a429-4a35-85d6-3af5b8e7217e.source_info.json,2.1896052,4169.55,245.52,2819,VfS0qUERdZ,com.sec.android.app.shealth,0,d25b360d-a429-4a35-85d6-3af5b8e7217e.achievement.json,d25b360d-a429-4a35-85d6-3af5b8e7217e,1610064000000,
2163,d017ab11-a69d-4053-9209-6344a8e4f1f1.binning_data.json,1090882,6000,58,2021-01-11 23:00:01.662,com.sec.android.app.shealth,2021-01-11 23:00:01.662,,1.5696745,1712.3301,83.5,2105,1sk9YxjqgP,com.sec.android.app.shealth,0,d017ab11-a69d-4053-9209-6344a8e4f1f1.achievement.json,d017ab11-a69d-4053-9209-6344a8e4f1f1,1610323200000,
2163,b1123311-c017-4388-b4b2-5be5e6c195cc.binning_data.json,1090882,6000,58,2021-01-11 22:39:58.274,com.sec.android.app.shealth,2021-01-10 23:27:46.757,b1123311-c017-4388-b4b2-5be5e6c195cc.source_info.json,1.5696745,1712.3301,83.5,2105,VfS0qUERdZ,com.sec.android.app.shealth,0,b1123311-c017-4388-b4b2-5be5e6c195cc.achievement.json,b1123311-c017-4388-b4b2-5be5e6c195cc,1610323200000,
1777,b3d3364e-54c6-4dcf-9b63-ac26c8fad2ba.binning_data.json,868798,6000,43,2021-01-14 23:01:43.916,com.sec.android.app.shealth,2021-01-14 23:01:43.916,,1.6353858,1420.82,69.46,1734,1sk9YxjqgP,com.sec.android.app.shealth,0,b3d3364e-54c6-4dcf-9b63-ac26c8fad2ba.achievement.json,b3d3364e-54c6-4dcf-9b63-ac26c8fad2ba,1610582400000,
1777,8cecf989-dde9-4368-98c0-e3703ca05314.binning_data.json,868798,6000,43,2021-01-14 21:56:34.324,com.sec.android.app.shealth,2021-01-13 23:22:31.581,8cecf989-dde9-4368-98c0-e3703ca05314.source_info.json,1.6353858,1420.82,69.46,1734,VfS0qUERdZ,com.sec.android.app.shealth,0,8cecf989-dde9-4368-98c0-e3703ca05314.achievement.json,8cecf989-dde9-4368-98c0-e3703ca05314,1610582400000,
