,id,name,img,link,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,author,album,whose
64,4p1PkkcdfnkPcEfUK3K3me,Xoxo,https://i.scdn.co/image/ab67616d00001e029f29a5163b0396c126a08506,https://p.scdn.co/mp3-preview/65b85cd8f294632df5fb252cbbefad5d58f4fef6?cid=774b29d4f13844c495f206cafdad9c86,0.59,0.815,-6.623,0.288,0.224,0.0,0.297,0.748,113.927,232613.0,Te-Tris,Definitywnie,p
65,0obWjUpeh2hWY2zz9pP3wI,Wisła Skuta Lodem,https://i.scdn.co/image/ab67616d00001e024545962743e846a8095743f0,https://p.scdn.co/mp3-preview/0c8a73d7333ca7ea22a5846199a1edb4bd9eb58f?cid=774b29d4f13844c495f206cafdad9c86,0.379,0.544,-11.747,0.06,0.0262,0.000571,0.142,0.0557,159.252,230173.0,Małpa,Blur,p
66,3IH6dzqGCOHAja5DO0udPg,ul. Znaków zapytania,https://i.scdn.co/image/ab67616d00001e0246c6461cf9c20a0a8c775ecb,https://p.scdn.co/mp3-preview/650c789ce14d4251ac9450266be6b9a7c066a237?cid=774b29d4f13844c495f206cafdad9c86,0.418,0.823,-5.395,0.144,0.0104,0.0,0.368,0.434,84.678,233973.0,TAU,Egzegeza: Księga pszczół,p
67,1UTWqp4z6QNWDFclnCyL8K,Zgłupiej,https://i.scdn.co/image/ab67616d00001e02176c6ac2acb07d66166bf715,https://p.scdn.co/mp3-preview/97d1b4c8d1c6787746cf85ec6c3cd063fa93f169?cid=774b29d4f13844c495f206cafdad9c86,0.662,0.918,-6.025,0.107,0.204,0.0,0.0398,0.683,127.992,233320.0,Zeus,Zeus. Jest super.,p
68,2G03TzwljqR4hYU7R4Qo53,Eli Lama Sabachtani,https://i.scdn.co/image/ab67616d00001e02e32295c3b09ad7d007b6c8b8,,0.439,0.479,-5.914,0.0265,0.0631,0.0,0.27,0.0841,89.953,223773.0,Tulia,Tulia (Deluxe Edition),p
69,19tFcx61y6tQCLtXw9OVlk,"Nie ma Go tu, wstał! (Alleluja)",https://i.scdn.co/image/ab67616d00001e0279defd04d1d8d15a70816b08,https://p.scdn.co/mp3-preview/7329fa19c1bea2bb9d07f45c89796f9bea1dbd22?cid=774b29d4f13844c495f206cafdad9c86,0.671,0.746,-3.982,0.0311,0.305,0.0,0.283,0.468,143.965,270387.0,niemaGOtu,Niemagotu,p
70,1NgPsE8OPp3gf5jCKBDZyA,Kocham wolność - Live,https://i.scdn.co/image/ab67616d00001e0226f88aaba42aca79e8eccf89,https://p.scdn.co/mp3-preview/e2a5c0637288ccc113bc338858b396726141bb24?cid=774b29d4f13844c495f206cafdad9c86,0.239,0.903,-5.561,0.0926,0.00105,0.0194,0.976,0.27,151.061,275456.0,Various Artists,Męskie Granie 2019,p
71,62C1plDw6ikRGfzO0ia6oa,Yoshimitsu,https://i.scdn.co/image/ab67616d00001e02176c6ac2acb07d66166bf715,https://p.scdn.co/mp3-preview/59872748db65c76509f6481245e28c33ccf9774e?cid=774b29d4f13844c495f206cafdad9c86,0.392,0.935,-7.527,0.15,0.0715,9.7e-05,0.0701,0.266,139.871,228840.0,Zeus,Zeus. Jest super.,p
72,2FMvT2EPg7TX45oj4rxkxA,Budzę Się,https://i.scdn.co/image/ab67616d00001e024545962743e846a8095743f0,https://p.scdn.co/mp3-preview/7a3ab7cdbcf30c62450858891915b189c702e0ee?cid=774b29d4f13844c495f206cafdad9c86,0.649,0.8,-7.651,0.0542,0.0181,0.0,0.101,0.23,135.047,205177.0,Małpa,Blur,p
73,4roRepmiEBrXVkYhH8axud,Łezki me,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.69,0.52,-7.523,0.0432,0.53,8.12e-05,0.241,0.144,117.964,189324.0,sanah,Królowa dram,p
74,6tt7fCU0agASHf0UoWc5TE,Pampeluna,https://i.scdn.co/image/ab67616d00001e029f29a5163b0396c126a08506,https://p.scdn.co/mp3-preview/4916a207a13a63f06de55bc3c1371cd4ddd91577?cid=774b29d4f13844c495f206cafdad9c86,0.616,0.715,-8.221,0.296,0.325,0.000144,0.367,0.39,87.854,302480.0,Te-Tris,Definitywnie,p
75,4m2yaoepRmST2wbt3KkJGA,Idealnie niedoskonały,https://i.scdn.co/image/ab67616d00001e02176c6ac2acb07d66166bf715,https://p.scdn.co/mp3-preview/193fc81c64f0c4bde5c86e1ecf54a426ce9cddc9?cid=774b29d4f13844c495f206cafdad9c86,0.637,0.806,-6.208,0.105,0.105,0.0,0.0412,0.647,81.996,207973.0,Zeus,Zeus. Jest super.,p
76,4vuI0RLKDMBH00sOlIdFNJ,Ukryte w śniegu,https://i.scdn.co/image/ab67616d00001e02cc9fadf424bf0054a0ef94de,https://p.scdn.co/mp3-preview/09e4be48ed447ec69df154301d2f5a093cddf7c0?cid=774b29d4f13844c495f206cafdad9c86,0.506,0.788,-7.227,0.291,0.496,0.0,0.134,0.615,76.474,185861.0,Bisz,Ukryte w śniegu,p
77,7MgZrdyo5d6Sbjp4q04e31,O! Nie rób tyle hałasu - Live,https://i.scdn.co/image/ab67616d00001e0226f88aaba42aca79e8eccf89,https://p.scdn.co/mp3-preview/8b675e00a37924146fa329570488fbac628c39b9?cid=774b29d4f13844c495f206cafdad9c86,0.465,0.809,-7.454,0.0398,8.8e-05,0.294,0.493,0.122,97.638,180996.0,Various Artists,Męskie Granie 2019,p
78,3e4dWk3sp4MUpGUvkKRuhk,Wstajemy Już - Z Serialu ZNAKI na AXN,https://i.scdn.co/image/ab67616d00001e02e32295c3b09ad7d007b6c8b8,,0.525,0.47,-6.101,0.029,0.355,0.0,0.0949,0.156,117.897,181160.0,Tulia,Tulia (Deluxe Edition),p
79,2RJ3cIUevPg0tHi6WyOXWI,Proszę pana,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.496,0.661,-4.989,0.368,0.0379,8.43e-06,0.507,0.279,191.791,174687.0,sanah,Królowa dram,p
80,4VpZdc76RyUGjohn4SUIjd,Będziemy dziećmi,https://i.scdn.co/image/ab67616d00001e02176c6ac2acb07d66166bf715,https://p.scdn.co/mp3-preview/38b8cb573eab7bf04ccc471f8530657254fd5ff5?cid=774b29d4f13844c495f206cafdad9c86,0.723,0.652,-7.704,0.0751,0.579,0.0,0.071,0.919,127.991,247280.0,Zeus,Zeus. Jest super.,p
81,54uvGEETDJW9UIm41073fo,I,https://i.scdn.co/image/ab67616d00001e02cc9fadf424bf0054a0ef94de,https://p.scdn.co/mp3-preview/a7b55350b5979af6be4ba4334f8a65caa89555ae?cid=774b29d4f13844c495f206cafdad9c86,0.453,0.409,-14.591,0.0309,0.503,0.794,0.342,0.0982,84.945,135602.0,Bisz,Ukryte w śniegu,p
82,6Gn7Tpem8ydQpS5aIZWV57,Mata Montana,https://i.scdn.co/image/ab67616d00001e020e33698e02004a608a15c177,https://p.scdn.co/mp3-preview/e8ef0b0f744fce18f93d79b438493027e341e437?cid=774b29d4f13844c495f206cafdad9c86,0.73,0.547,-9.952,0.448,0.375,1.65e-05,0.077,0.746,156.079,201547.0,Mata,100 dni do matury,p
83,3Z7EQdFApUqbgGnx6U6fKb,Cząstka,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.516,0.578,-8.287,0.0399,0.687,0.034,0.101,0.48,204.04,250001.0,sanah,Królowa dram,p
84,6bL2vJsx8yBQtafscSvutG,Słyszę wycie syren,https://i.scdn.co/image/ab67616d00001e02f4f9d471c599ecf404f845c1,https://p.scdn.co/mp3-preview/35d1d477caa7f3fad7b2f95dfa0e566c2f76c2c9?cid=774b29d4f13844c495f206cafdad9c86,0.651,0.46,-9.506,0.184,0.134,1.2e-06,0.193,0.335,130.244,212423.0,Zeus,W poszukiwaniu siebie,p
85,02A9J4tvUPbjrQTKFbAjU4,Godzina zmierzchu,https://i.scdn.co/image/ab67616d00001e02cc9fadf424bf0054a0ef94de,https://p.scdn.co/mp3-preview/831568431ae8de0a4521ad4da0b5b91f1e40b171?cid=774b29d4f13844c495f206cafdad9c86,0.484,0.695,-8.219,0.284,0.504,0.0,0.0803,0.738,82.081,236513.0,Bisz,Ukryte w śniegu,p
86,0Lf5p8cdsbNkIbQfI2pKfp,Długość Dźwięku Samotności,https://i.scdn.co/image/ab67616d00001e02867701e01d46eeba5387b781,,0.605,0.467,-7.231,0.0313,0.00444,0.0172,0.13,0.113,93.962,233060.0,Tulia,Długość Dźwięku Samotności,p
87,4fYQpBJrPIgUfz8PxwbIu2,Piękno tej niechcianej,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.351,0.283,-12.09,0.0539,0.941,8.26e-06,0.106,0.329,156.866,125849.0,sanah,Królowa dram,p
88,6JxPRWkESrFyBHR3p6BlGg,Mniejsze zło,https://i.scdn.co/image/ab67616d00001e02176c6ac2acb07d66166bf715,https://p.scdn.co/mp3-preview/c45e1c420b4b89af7ba8c208d6070a9f716866a6?cid=774b29d4f13844c495f206cafdad9c86,0.786,0.797,-6.444,0.0322,0.107,0.0,0.296,0.843,140.018,201920.0,Zeus,Zeus. Jest super.,p
89,5bhxzaE1SMjqQJOw5h5kzX,1 + 1 = 1,https://i.scdn.co/image/ab67616d00001e02cc9fadf424bf0054a0ef94de,https://p.scdn.co/mp3-preview/7d4ed80ad60e52454ac3a25c8922f3cf8a57a799?cid=774b29d4f13844c495f206cafdad9c86,0.492,0.695,-6.308,0.116,0.446,0.0,0.0808,0.807,81.224,211174.0,Bisz,Ukryte w śniegu,p
90,1Qg3KQCVcwrl60xSWvTLYX,Nigdy Więcej Nie Tańcz Ze Mną,https://i.scdn.co/image/ab67616d00001e02e32295c3b09ad7d007b6c8b8,,0.725,0.538,-4.838,0.0574,0.693,2.26e-06,0.0548,0.855,176.253,176187.0,Tulia,Tulia (Deluxe Edition),p
91,1DdJZCgHQ1mfbujTwZnEAG,ul. Nowych oczu,https://i.scdn.co/image/ab67616d00001e0246c6461cf9c20a0a8c775ecb,https://p.scdn.co/mp3-preview/a416d4d082c1b729e34c98830bec726d42718f62?cid=774b29d4f13844c495f206cafdad9c86,0.537,0.814,-4.323,0.271,0.166,0.0,0.0877,0.339,95.383,204547.0,TAU,Egzegeza: Księga pszczół,p
92,41gjsrLFhiuIph9dMCnbeL,Halellujah (Cover),https://i.scdn.co/image/ab67616d00001e020e33698e02004a608a15c177,https://p.scdn.co/mp3-preview/9d0ccde3c7aeae3eabfe2d33e94808a87a675a7b?cid=774b29d4f13844c495f206cafdad9c86,0.591,0.197,-11.666,0.0319,0.941,0.0,0.254,0.413,105.394,94613.0,Mata,100 dni do matury,p
93,7nABmwBdMT36OgOlPWYRbA,Łańcuch III: Korpo,https://i.scdn.co/image/ab67616d00001e02039eb28e8d4f4a08c31d4bf3,https://p.scdn.co/mp3-preview/e598b47addf9ca2de439edde87ae3f1cee753af0?cid=774b29d4f13844c495f206cafdad9c86,0.868,0.577,-8.986,0.215,0.859,0.0,0.109,0.534,117.003,145920.0,Taco Hemingway,Jarmark,p
94,617ZgYUT0qeplnuQgdsIVT,Zawsze,https://i.scdn.co/image/ab67616d00001e02ee423a7c8eeab4cbbbefda87,https://p.scdn.co/mp3-preview/b0cacba50fcf835baf563083baa5a95b1a5ec107?cid=774b29d4f13844c495f206cafdad9c86,0.514,0.492,-9.455,0.0335,0.155,6.25e-05,0.337,0.43,119.897,231640.0,Ralph Kaminski,Morze,p
95,6AAVeiDpETHW6aiZABYPeZ,Początek,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.377,0.132,-13.441,0.0309,0.985,0.686,0.0933,0.109,99.927,55595.0,sanah,Królowa dram,p
96,39VigLq155fsriPYNfHIBc,Hej wy,https://i.scdn.co/image/ab67616d00001e02d82e8c50f97051562020d6eb,https://p.scdn.co/mp3-preview/7911b37453314ffc064a0144e60016faf1ce627a?cid=774b29d4f13844c495f206cafdad9c86,0.367,0.418,-10.036,0.0498,0.804,0.044,0.121,0.156,94.997,245535.0,Kortez,Mini dom,p
97,6biFi1DYjUd4BkTzViVq4A,"Świt (feat. Daria Zawiałow, KRÓL & Igo)",https://i.scdn.co/image/ab67616d00001e022c482f60ded1e55e3a36a38c,https://p.scdn.co/mp3-preview/bd38a3396e0b059b1e8d8a4c183fd608dcf5ed1d?cid=774b29d4f13844c495f206cafdad9c86,0.508,0.848,-4.282,0.0483,0.0201,2.19e-06,0.343,0.853,79.936,192290.0,Męskie Granie Orkiestra 2020,"Świt (feat. Daria Zawiałow, KRÓL & Igo)",p
98,3nbwh7bLMjoyZadjRMItz4,Zacznij od Bacha,https://i.scdn.co/image/ab67616d00001e02bf4503f7cb4ba1299c4fd80b,https://p.scdn.co/mp3-preview/13cade66baafd001148c39b36dd2be990127e157?cid=774b29d4f13844c495f206cafdad9c86,0.229,0.642,-5.646,0.0462,0.699,4.2e-05,0.242,0.299,172.741,270573.0,Zbigniew Wodecki,Najwieksze przeboje,p
99,0xwpK0H2aL5YxREvcNw4Pe,Szampan,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.684,0.676,-6.669,0.0268,0.0159,0.0,0.272,0.674,129.977,200087.0,sanah,Królowa dram,p
100,4eTLBXcO0q4KRqubdLNYQc,Dziś późno pójdę spać,https://i.scdn.co/image/ab67616d00001e026105bf671731aa08830e9a86,https://p.scdn.co/mp3-preview/a0199670ab483eb4cadfdbff688c347331225489?cid=774b29d4f13844c495f206cafdad9c86,0.573,0.378,-10.286,0.0426,0.888,0.000219,0.0736,0.358,145.978,224209.0,Kwiat Jabłoni,Niemożliwe,u
101,563kwyNq7CvrcKxzspplrk,Nic więcej,https://i.scdn.co/image/ab67616d00001e026105bf671731aa08830e9a86,https://p.scdn.co/mp3-preview/94b5b92e08b36e65de2d807c6c83cef9a5c38b07?cid=774b29d4f13844c495f206cafdad9c86,0.666,0.505,-11.239,0.0288,0.921,0.156,0.109,0.478,117.908,245420.0,Kwiat Jabłoni,Niemożliwe,u
102,0AYmWvKRGtgePrpo3NdYXh,Niemożliwe,https://i.scdn.co/image/ab67616d00001e026105bf671731aa08830e9a86,https://p.scdn.co/mp3-preview/9d8d96aaecb392e6f5903c86da93c79b33eec8ca?cid=774b29d4f13844c495f206cafdad9c86,0.641,0.382,-11.055,0.0299,0.936,0.437,0.107,0.237,112.996,218530.0,Kwiat Jabłoni,Niemożliwe,u
103,3UWJ9ZIrkUbRmkUz6gcKeD,Kto powie mi jak,https://i.scdn.co/image/ab67616d00001e026105bf671731aa08830e9a86,https://p.scdn.co/mp3-preview/82688eeb03d668b09bbb10a3a1d00e8e586a5d73?cid=774b29d4f13844c495f206cafdad9c86,0.771,0.528,-10.679,0.029,0.814,0.0774,0.106,0.219,105.006,263739.0,Kwiat Jabłoni,Niemożliwe,u
104,3I1ucQNAeUpggV3n2ikufb,Wodymidaj,https://i.scdn.co/image/ab67616d00001e026105bf671731aa08830e9a86,https://p.scdn.co/mp3-preview/9f6bf870491e20f3cefe050c446429a7bd09ecc0?cid=774b29d4f13844c495f206cafdad9c86,0.711,0.438,-11.201,0.0318,0.916,0.749,0.0832,0.257,109.995,275889.0,Kwiat Jabłoni,Niemożliwe,u
105,3Z7EQdFApUqbgGnx6U6fKb,Cząstka,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.516,0.578,-8.287,0.0399,0.687,0.034,0.101,0.48,204.04,250001.0,sanah,Królowa dram,u
106,3EPXxR3ImUwfayaurPi3cm,Be Alright,https://i.scdn.co/image/ab67616d00001e0213480e8127119dcb882eb53d,,0.553,0.586,-6.319,0.0362,0.697,0.0,0.0813,0.443,126.684,196373.0,Dean Lewis,Be Alright,u
107,56twMOlq9DJc3EgpVUVIrW,Stone Cold,https://i.scdn.co/image/ab67616d00001e024e4f7c7ec167ec30c1c66e69,,0.419,0.453,-7.685,0.0437,0.539,0.0,0.0971,0.356,140.327,191308.0,Demi Lovato,Confident (Deluxe Edition),u
108,2vl3W1eqIPsrEaX42e6RWU,Nie ma czasu,https://i.scdn.co/image/ab67616d00001e026105bf671731aa08830e9a86,https://p.scdn.co/mp3-preview/64665857843e6a352e3e157174eb99bae2e99f03?cid=774b29d4f13844c495f206cafdad9c86,0.604,0.601,-11.598,0.0273,0.917,0.477,0.111,0.39,89.989,260351.0,Kwiat Jabłoni,Niemożliwe,u
109,4roRepmiEBrXVkYhH8axud,Łezki me,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.69,0.52,-7.523,0.0432,0.53,8.12e-05,0.241,0.144,117.964,189324.0,sanah,Królowa dram,u
110,2TIlqbIneP0ZY1O0EzYLlc,Someone You Loved,https://i.scdn.co/image/ab67616d00001e02b280aea74eef855675d7b93b,,0.501,0.405,-5.679,0.0319,0.751,0.0,0.105,0.446,109.891,182161.0,Lewis Capaldi,Breach,u
111,31VOknKjFrEX47bZXzqcoF,Next To Me,https://i.scdn.co/image/ab67616d00001e025675e83f707f1d7271e5cf8a,,0.301,0.672,-4.497,0.0623,0.28,3.1e-05,0.0609,0.384,169.497,230289.0,Imagine Dragons,Evolve,u
112,73ZWaicnvWhNNvgfK4zmlv,Za siódmą chmurą,https://i.scdn.co/image/ab67616d00001e026105bf671731aa08830e9a86,https://p.scdn.co/mp3-preview/75171aa759214ca1eef402b24269c60fed13f3a7?cid=774b29d4f13844c495f206cafdad9c86,0.76,0.447,-10.512,0.0358,0.886,0.31,0.126,0.549,102.948,228938.0,Kwiat Jabłoni,Niemożliwe,u
113,3xlk3SVStmEGEWx5FtqpkW,Melodia,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.484,0.513,-7.424,0.0416,0.611,0.0,0.15,0.383,159.995,183340.0,sanah,Królowa dram,u
114,2jTidefcsTu6VQhpIImJrt,All I Want,https://i.scdn.co/image/ab67616d00001e0274b1285d420d4d8494c72df5,,0.209,0.412,-9.733,0.0443,0.172,0.15,0.0843,0.162,86.26,305747.0,Kodaline,In A Perfect World (Deluxe),u
115,1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,https://i.scdn.co/image/ab67616d00001e0213b3e37318a0c247b550bccd,https://p.scdn.co/mp3-preview/097c7b735ceb410943cbd507a6e1dfda272fd8a8?cid=774b29d4f13844c495f206cafdad9c86,0.614,0.379,-10.48,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987.0,Ed Sheeran,x (Deluxe Edition),u
116,3f3s3cnjwhuIQbHaaZb3KP,Dzień dobry,https://i.scdn.co/image/ab67616d00001e026105bf671731aa08830e9a86,https://p.scdn.co/mp3-preview/666194950a07181e2fe4e285d90ee7a72827c1aa?cid=774b29d4f13844c495f206cafdad9c86,0.75,0.278,-12.794,0.0327,0.956,0.0238,0.101,0.576,100.015,194494.0,Kwiat Jabłoni,Niemożliwe,u
117,58KGkaZWMh38mOvHOrRq8J,2/10,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.417,0.607,-5.854,0.194,0.456,4.51e-06,0.0987,0.271,100.572,176365.0,sanah,Królowa dram,u
118,7DFNE7NO0raLIUbgzY2rzm,Let Her Go,https://i.scdn.co/image/ab67616d00001e02cd318f88c2016b08fa9834f9,https://p.scdn.co/mp3-preview/63f413aabb9ba8c4a4114de4f313413a514a47e9?cid=774b29d4f13844c495f206cafdad9c86,0.509,0.538,-7.335,0.0572,0.385,0.0,0.104,0.244,75.089,252867.0,Passenger,All The Little Lights,u
119,2b8fOow8UzyDFAE27YhOZM,Memories,https://i.scdn.co/image/ab67616d00001e02b8c0135a218de2d10a8435f5,,0.764,0.32,-7.209,0.0546,0.837,0.0,0.0822,0.575,91.019,189486.0,Maroon 5,Memories,u
120,4pkQDBbkjtLvEhC3OFwYwq,Turysta (Bonus Track),https://i.scdn.co/image/ab67616d00001e026105bf671731aa08830e9a86,https://p.scdn.co/mp3-preview/597e16a0f15c30bdf88b4844e0c3cfc2ebaebd09?cid=774b29d4f13844c495f206cafdad9c86,0.717,0.564,-9.835,0.0627,0.564,0.0,0.112,0.601,116.852,306570.0,Kwiat Jabłoni,Niemożliwe,u
121,0t1aCAoSZfup7J3mPIyijI,Siebie zapytasz,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.609,0.524,-7.576,0.034,0.827,0.000229,0.0964,0.403,171.934,228825.0,sanah,Królowa dram,u
122,6QPKYGnAW9QozVz2dSWqRg,Someone Like You,https://i.scdn.co/image/ab67616d00001e02ba764098164f221484bcc309,,0.554,0.321,-8.251,0.028,0.893,0.0,0.0996,0.288,135.047,285240.0,Adele,21,u
123,3nnG7AM9QopHVPEuLX3Khk,Let It Go,https://i.scdn.co/image/ab67616d00001e02066483b34a405583429b8049,,0.536,0.311,-10.396,0.0288,0.82,1.65e-05,0.107,0.246,147.486,260533.0,James Bay,Chaos And The Calm,u
124,2GK1vRUCaqO8VOKjM3Uirk,Wzięli zamknęli mi klub,https://i.scdn.co/image/ab67616d00001e026105bf671731aa08830e9a86,https://p.scdn.co/mp3-preview/dfca2b5870124d1a513a8976098b2c8821cddf1a?cid=774b29d4f13844c495f206cafdad9c86,0.76,0.592,-9.264,0.0342,0.872,0.134,0.146,0.93,119.989,216261.0,Kwiat Jabłoni,Niemożliwe,u
125,2NEpqhn1KJim7BkJdJtf2f,Idź,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.318,0.432,-9.965,0.12,0.59,1.57e-05,0.0966,0.164,76.885,225426.0,sanah,Królowa dram,u
126,0HZhYMZOcUzZKSFwPOti6m,Jar of Hearts,https://i.scdn.co/image/ab67616d00001e0226a2f5224465a369f8abbf88,https://p.scdn.co/mp3-preview/80ba56511eaa3e2649abe5bd7e30e926c4e32cdb?cid=774b29d4f13844c495f206cafdad9c86,0.349,0.348,-6.142,0.0316,0.726,0.0,0.12,0.0886,74.541,246587.0,Christina Perri,lovestrong.,u
127,2BOqDYLOJBiMOXShCV1neZ,Dancing On My Own,https://i.scdn.co/image/ab67616d00001e02f2d671c22b70e01b78a618a8,,0.682,0.173,-8.749,0.0314,0.839,3.26e-05,0.0983,0.236,112.663,260285.0,Calum Scott,Only Human (Deluxe),u
128,7vC86k1AgdZQK14ZswqSzh,Chodźmy nad wodę,https://i.scdn.co/image/ab67616d00001e026105bf671731aa08830e9a86,https://p.scdn.co/mp3-preview/dad012ae361d4061fd93a39b70669f4704547e29?cid=774b29d4f13844c495f206cafdad9c86,0.563,0.433,-9.909,0.0339,0.981,0.654,0.166,0.54,169.944,196317.0,Kwiat Jabłoni,Niemożliwe,u
129,0xwpK0H2aL5YxREvcNw4Pe,Szampan,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.684,0.676,-6.669,0.0268,0.0159,0.0,0.272,0.674,129.977,200087.0,sanah,Królowa dram,u
130,43zdsphuZLzwA9k4DJhU0I,when the party's over,https://i.scdn.co/image/ab67616d00001e0250a3147b4edd7701a876c6ce,,0.367,0.111,-14.084,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077.0,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",u
131,2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,https://i.scdn.co/image/ab67616d00001e02459d675aa0b6f3b211357370,https://p.scdn.co/mp3-preview/a784e71dbc6c31f02d4ab06d36b472ecbddbaaf9?cid=774b29d4f13844c495f206cafdad9c86,0.652,0.557,-5.714,0.0318,0.74,0.0,0.124,0.483,150.073,169354.0,Alec Benjamin,Narrated For You,u
132,6ejqrTVVylDuPTzD5ubZIA,Wodymidaj intro,https://i.scdn.co/image/ab67616d00001e026105bf671731aa08830e9a86,https://p.scdn.co/mp3-preview/4b74e8579bace9466fe5ce88a15952c2ae7e7fb6?cid=774b29d4f13844c495f206cafdad9c86,0.529,0.193,-17.212,0.0339,0.988,0.924,0.102,0.358,102.717,172274.0,Kwiat Jabłoni,Niemożliwe,u
133,23qZiN0yTTxvUGMSaw6RGt,Królowa dram,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.592,0.313,-10.956,0.0794,0.739,0.00194,0.106,0.254,99.733,185063.0,sanah,Królowa dram,u
134,4m0q0xQ2BNl9SCAGKyfiGZ,Somebody Else,https://i.scdn.co/image/ab67616d00001e02206517a3f7e4c34bf0bfc531,,0.618,0.793,-5.711,0.0601,0.204,0.0154,0.126,0.459,101.015,347526.0,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",u
135,5ELRkzdzz0HvGpMDlfZHkV,Sign of the Times,https://i.scdn.co/image/ab67616d00001e02cf4c6008624aaa58c5ea049a,https://p.scdn.co/mp3-preview/9801b9239ad1b833f1317574ee55b9d7b8426ff1?cid=774b29d4f13844c495f206cafdad9c86,0.518,0.575,-4.616,0.0302,0.0259,0.0,0.109,0.209,120.019,340707.0,Harry Styles,Sign of the Times,u
136,7HH8rEmkK5JENnv869MDCz,All Too Well,https://i.scdn.co/image/ab67616d00001e021c248e90c3e569f90aef9dec,,0.602,0.609,-7.803,0.0243,0.0382,0.0002,0.128,0.337,93.06,329160.0,Taylor Swift,Red (Big Machine Radio Release Special),u
137,4fRkBB2f0sodVxjmLGlM7Y,Oto cała ja,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.511,0.564,-8.004,0.252,0.772,0.00164,0.107,0.237,99.444,178176.0,sanah,Królowa dram,u
138,4Cy0NHJ8Gh0xMdwyM9RkQm,All I Want,https://i.scdn.co/image/ab67616d00001e02ee0d0dce888c6c8a70db6e8b,https://p.scdn.co/mp3-preview/1dd960a5c02c5330a0d6578672971314d85adb75?cid=774b29d4f13844c495f206cafdad9c86,0.53,0.829,-7.014,0.0361,0.0537,0.88,0.106,0.949,134.99,401440.0,LCD Soundsystem,This Is Happening,u
139,0fB77VOZ2FkQeKLv1DuEwp,hope is a dangerous thing for a woman like me to have - but I have it,https://i.scdn.co/image/ab67616d00001e02db58320165892f952a6ddb3f,,0.461,0.102,-13.05,0.0897,0.967,2.1e-06,0.164,0.259,71.835,324499.0,Lana Del Rey,Norman Fucking Rockwell!,u
140,4A7EkKijzA4ryEoCRWJzdG,I'll Never Love Again - Film Version,https://i.scdn.co/image/ab67616d00001e02e2d156fdc691f57900134342,,0.451,0.34,-7.466,0.031,0.763,2.49e-06,0.135,0.221,110.502,281067.0,Lady Gaga,A Star Is Born Soundtrack,u
141,2RJ3cIUevPg0tHi6WyOXWI,Proszę pana,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.496,0.661,-4.989,0.368,0.0379,8.43e-06,0.507,0.279,191.791,174687.0,sanah,Królowa dram,u
142,3U4isOIWM3VvDubwSI3y7a,All of Me,https://i.scdn.co/image/ab67616d00001e0294c9217a398f5174757c0c78,https://p.scdn.co/mp3-preview/488c53471e56ff9f629652691444438951e880bb?cid=774b29d4f13844c495f206cafdad9c86,0.422,0.264,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93,269560.0,John Legend,Love In The Future (Expanded Edition),u
143,7HFgnF1oPMzkCqEMBOA2yI,Beloved,https://i.scdn.co/image/ab67616d00001e02848f9921a4abfd0da1618b3a,,0.445,0.773,-7.227,0.0441,0.00539,0.153,0.131,0.313,191.966,265096.0,Mumford & Sons,Delta,u
144,4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,https://i.scdn.co/image/ab67616d00001e022f76b797c382bedcafdf45e1,https://p.scdn.co/mp3-preview/e8cbef539a2a32def5e66968cc00769a4f523c1c?cid=774b29d4f13844c495f206cafdad9c86,0.6,0.663,-5.802,0.0477,0.225,0.0,0.119,0.286,121.07,245493.0,One Direction,Midnight Memories (Deluxe),u
