,id,name,img,link,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,author,album,whose
145,0mceseOuQ1VzuS4Q0UL7O0,Solo,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.635,0.663,-8.506,0.2,0.472,1.29e-06,0.0847,0.392,95.842,154921.0,sanah,Królowa dram,u
146,7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,https://i.scdn.co/image/ab67616d00001e02b11bdc91cb9ac6b14f5c1dae,,0.677,0.485,-5.795,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,239317.0,Sam Smith,In The Lonely Hour,u
147,2fPb58e6f8KxejYDCaARwS,Say Something,https://i.scdn.co/image/ab67616d00001e02554488d0c51967b1654d8ce5,https://p.scdn.co/mp3-preview/e7aa436cb0bf12d70df81a0128fc48525921b7e3?cid=774b29d4f13844c495f206cafdad9c86,0.447,0.158,-7.571,0.036,0.872,1.58e-06,0.0816,0.142,140.942,233267.0,A Great Big World,Is There Anybody Out There?,u
148,2vwlzO0Qp8kfEtzTsCXfyE,Wrecking Ball,https://i.scdn.co/image/ab67616d00001e026b18d0490878750cd69abf2c,https://p.scdn.co/mp3-preview/73f134920237db5f77576099534ac22fd6773b96?cid=774b29d4f13844c495f206cafdad9c86,0.53,0.422,-6.262,0.0342,0.407,0.0,0.107,0.349,119.964,221360.0,Miley Cyrus,Bangerz (Deluxe Version),u
149,4fYQpBJrPIgUfz8PxwbIu2,Piękno tej niechcianej,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.351,0.283,-12.09,0.0539,0.941,8.26e-06,0.106,0.329,156.866,125849.0,sanah,Królowa dram,u
150,2QZ7WLBE8h2y1Y5Fb8RYbH,In My Blood,https://i.scdn.co/image/ab67616d00001e02269423eb6467e308c0fbce24,,0.622,0.712,-7.321,0.066,0.0573,0.0,0.13,0.487,140.025,211360.0,Shawn Mendes,Shawn Mendes,u
151,4hQ6UGyWQIGJmHSo0J88JW,Back To You - From 13 Reasons Why – Season 2 Soundtrack,https://i.scdn.co/image/ab67616d00001e0230885dcb2b5f38512fbcbc59,,0.601,0.724,-4.856,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,207905.0,Selena Gomez,Back To You (From 13 Reasons Why – Season 2 Soundtrack),u
152,6mORGLOz79w6VsCRLWYYuK,The Night We Met,https://i.scdn.co/image/ab67616d00001e02ee6611c95f868e465c98a0b2,,0.443,0.369,-9.514,0.0441,0.969,0.277,0.638,0.0989,174.107,208212.0,Lord Huron,Strange Trails,u
153,6AAVeiDpETHW6aiZABYPeZ,Początek,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.377,0.132,-13.441,0.0309,0.985,0.686,0.0933,0.109,99.927,55595.0,sanah,Królowa dram,u
154,6Kkt27YmFyIFrcX3QXFi2o,Liability,https://i.scdn.co/image/ab67616d00001e02f8553e18a11209d4becd0336,,0.587,0.229,-11.254,0.128,0.92,0.0,0.1,0.379,75.67,171728.0,Lorde,Melodrama,u
155,4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,https://i.scdn.co/image/ab67616d00001e022abcc266597eb46f897a8666,,0.488,0.343,-8.985,0.0436,0.556,0.0,0.21,0.0978,102.819,206459.0,Selena Gomez,Rare,u
156,7vA2Y79Q4bBqdzBCfHeGEe,Hurt Somebody (With Julia Michaels),https://i.scdn.co/image/ab67616d00001e02818587ad23441532e2132178,,0.633,0.559,-5.135,0.313,0.336,0.0,0.262,0.473,114.987,168640.0,Noah Kahan,Hurt Somebody,u
157,0g2llNPB73H0rRpNa88j5B,To ja a nie inna,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.784,0.439,-6.606,0.0422,0.622,6.31e-06,0.143,0.246,119.997,191839.0,sanah,Królowa dram,u
158,3Lp8Xd2K7TwlY32SPvXkvF,Lonely,https://i.scdn.co/image/ab67616d00001e02fd9703e7df6adafd9c9ee3d1,,0.594,0.26,-9.062,0.0601,0.779,0.0,0.0924,0.303,84.648,144387.0,Noah Cyrus,Lonely,u
159,7hTTjcrOja3B1nrYEiHWfX,Idzie zima,https://i.scdn.co/image/ab67616d00001e029ccba62356a3e53cc93cbfc2,https://p.scdn.co/mp3-preview/13bc23afe03bbc66845ab357d953124752d6ede7?cid=774b29d4f13844c495f206cafdad9c86,0.51,0.43,-9.747,0.0288,0.434,0.000685,0.193,0.306,99.955,225313.0,Kwiat Jabłoni,Idzie zima,u
160,5qaEfEh1AtSdrdrByCP7qR,Demons,https://i.scdn.co/image/ab67616d00001e02407bd04707c463bbb3410737,,0.505,0.71,-3.015,0.0321,0.19,0.00025,0.269,0.428,89.938,177507.0,Imagine Dragons,Night Visions,u
161,4MT3LuK0qd7eSyc5tN5uhz,Sama,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.759,0.415,-6.658,0.178,0.543,0.0,0.147,0.251,109.917,191272.0,sanah,Królowa dram,u
162,75JFxkI2RXiU7L9VXzMkle,The Scientist,https://i.scdn.co/image/ab67616d00001e0290afd8e4ec6d787114ed6c40,https://p.scdn.co/mp3-preview/629609b84c9e4a008385440d9908d89e622b5fa1?cid=774b29d4f13844c495f206cafdad9c86,0.557,0.442,-7.224,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600.0,Coldplay,A Rush of Blood to the Head,u
163,0jqFM7E9z1PLYtPVCuFwAi,Scott Street,https://i.scdn.co/image/ab67616d00001e02bbc87dd5388d9a98e80650a4,https://p.scdn.co/mp3-preview/217569209fd00067a088fd0834993d4e2e1bbab6?cid=774b29d4f13844c495f206cafdad9c86,0.509,0.417,-9.632,0.0295,0.77,0.0946,0.0887,0.482,134.956,305001.0,Phoebe Bridgers,Stranger in the Alps,u
164,1tpkN6z0Zd3wphAd3DASDX,The End Of Love,https://i.scdn.co/image/ab67616d00001e02d36d0f06096fa07f18b8e8a2,,0.254,0.0877,-9.996,0.0382,0.805,2.9e-05,0.137,0.0907,68.991,281440.0,Florence + The Machine,High As Hope,u
165,2wj3G9eJb1c4jTon2L7pjB,Koronki,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.633,0.578,-8.882,0.332,0.529,4.15e-05,0.0759,0.485,104.777,231303.0,sanah,Królowa dram,u
166,2vdBo4ALPYbHRUPKgtE5iC,ghostin,https://i.scdn.co/image/ab67616d00001e0256ac7b86e090f307e218e9c8,,0.287,0.364,-8.295,0.0306,0.418,1.8e-05,0.185,0.11,103.777,271467.0,Ariana Grande,"thank u, next",u
167,2uPVM8eGYFnAgQCadvReVD,Right Now,https://i.scdn.co/image/ab67616d00001e023d1d41392095659415fcc71c,,0.393,0.541,-6.427,0.0545,0.185,0.000122,0.135,0.349,150.298,255347.0,HAIM,Something To Tell You,u
168,05lBuZWQ2OhQuzoCSIkvUF,Holocene,https://i.scdn.co/image/ab67616d00001e02f68c287d90dce06539309986,,0.379,0.306,-14.446,0.0305,0.942,0.323,0.123,0.157,147.902,336613.0,Bon Iver,Bon Iver,u
169,54EwHqGQBNwai89HBrL7t3,Aniołom szepnij to,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.509,0.133,-11.302,0.0545,0.935,0.0,0.0991,0.255,85.613,222894.0,sanah,Królowa dram,u
170,5GUYJTQap5F3RDQiCOJhrS,Self Control,https://i.scdn.co/image/ab67616d00001e02c5649add07ed3720be9d5526,https://p.scdn.co/mp3-preview/ec76abf91ef45efe40fb8442e729f0d7b00facde?cid=774b29d4f13844c495f206cafdad9c86,0.572,0.209,-10.413,0.0313,0.765,0.0,0.356,0.446,80.069,249668.0,Frank Ocean,Blonde,u
171,25fcj6d2W1l8DQL11Czdzb,Party of One (feat. Sam Smith),https://i.scdn.co/image/ab67616d00001e02e361325cec92e0d5a46b663e,https://p.scdn.co/mp3-preview/07a4ce90f18e8c0cbc7c82588067fd9eb9adf7bd?cid=774b29d4f13844c495f206cafdad9c86,0.354,0.206,-11.799,0.0365,0.779,0.00021,0.0959,0.202,139.056,259559.0,Brandi Carlile,Party of One (feat. Sam Smith),u
172,6y6jbcPG4Yn3Du4moXaenr,idfc,https://i.scdn.co/image/ab67616d00001e02bf33fdea7b0ff3c71b6faf75,https://p.scdn.co/mp3-preview/80f59f57f6d2e9fac6c06273954cad289724caf5?cid=774b29d4f13844c495f206cafdad9c86,0.63,0.5,-8.755,0.0611,0.611,4.04e-05,0.114,0.315,144.871,245172.0,blackbear,deadroses,u
173,5LuTCwyfUAZD3LIDWsI56M,Koniec,https://i.scdn.co/image/ab67616d00001e02e8426ba765e1024a155949bf,,0.351,0.0851,-22.952,0.0684,0.982,0.726,0.129,0.219,138.404,46109.0,sanah,Królowa dram,u
174,0jdny0dhgjUwoIp5GkqEaA,Praying,https://i.scdn.co/image/ab67616d00001e0255de63b8aaf464fe8146b4f1,https://p.scdn.co/mp3-preview/f5d8d2d7787d4c69c795dd6682477edd5a50aaaf?cid=774b29d4f13844c495f206cafdad9c86,0.543,0.39,-7.202,0.0322,0.489,0.0,0.111,0.303,73.415,230267.0,Kesha,Rainbow,u
175,3u5bTqHMM1P34ZkbwzdckV,The Story Never Ends,https://i.scdn.co/image/ab67616d00001e025355919e31efac9b14c45c49,https://p.scdn.co/mp3-preview/03934134fb11acc57a5805dd82dbd9a1c7f63a7c?cid=774b29d4f13844c495f206cafdad9c86,0.614,0.126,-9.403,0.0376,0.911,0.0,0.148,0.351,119.945,229029.0,Lauv,I met you when I was 18. (the playlist),u
176,75ZvA4QfFiZvzhj2xkaWAh,I Fall Apart,https://i.scdn.co/image/ab67616d00001e0255404f712deb84d0650a4b41,,0.556,0.538,-5.408,0.0382,0.0689,0.0,0.196,0.291,143.95,223347.0,Post Malone,Stoney (Deluxe),u
177,50xTPetotCTtPCu5m3H1fa,projekt nieznajomy nie kłamie,https://i.scdn.co/image/ab67616d00001e02e6d2b90c1ee9a5d3f055961c,,0.416,0.178,-14.807,0.0518,0.773,0.0,0.182,0.215,149.431,174400.0,sanah,projekt nieznajomy nie kłamie,u
178,3i9UVldZOE0aD0JnyfAZZ0,Lover (Remix) [feat. Shawn Mendes],https://i.scdn.co/image/ab67616d00001e0259457bdb1edb5c6417f3baa2,,0.448,0.603,-7.176,0.064,0.433,0.0,0.0862,0.422,205.272,221307.0,Taylor Swift,Lover (Remix) [feat. Shawn Mendes],u
179,5eNYumDY5PCXtKKJ0SWg2r,Poison & Wine,https://i.scdn.co/image/ab67616d00001e02617bb1a0c0023e7ce25be082,https://p.scdn.co/mp3-preview/4022885d41d67875ea5d13dfa5519474ab482223?cid=774b29d4f13844c495f206cafdad9c86,0.285,0.186,-12.729,0.0288,0.76,7.3e-05,0.104,0.203,153.848,219467.0,The Civil Wars,Barton Hollow,u
180,3Y8XpUFQzTGSEDuApfyJV1,Past Life,https://i.scdn.co/image/ab67616d00001e02d658a02ba8931985bdc4e0da,,0.483,0.099,-11.179,0.0348,0.937,0.0,0.0759,0.263,110.34,216027.0,Maggie Rogers,Heard It In A Past Life,u
181,0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,https://i.scdn.co/image/ab67616d00001e02926f43e7cce571e62720fd46,https://p.scdn.co/mp3-preview/d93150cf43f68c863d9f73a6f1e2b3e64e44488e?cid=774b29d4f13844c495f206cafdad9c86,0.612,0.28,-8.648,0.0434,0.932,0.0,0.088,0.387,72.795,213827.0,Bruno Mars,Unorthodox Jukebox,u
182,52okn5MNA47tk87PeZJLEL,Let You Down,https://i.scdn.co/image/ab67616d00001e02cd733919ee57d0cc466e152f,,0.662,0.714,-5.68,0.121,0.312,0.0,0.179,0.464,147.997,212120.0,NF,Perception,u
183,3g0mEQx3NTanacLseoP0Gw,Takeaway,https://i.scdn.co/image/ab67616d00001e025e90ff76fd49a23f7333de76,https://p.scdn.co/mp3-preview/0017ff421bc67594b7a00740df16c58e3e2e0664?cid=774b29d4f13844c495f206cafdad9c86,0.528,0.511,-8.144,0.0324,0.126,0.0,0.101,0.351,100.1,209880.0,The Chainsmokers,World War Joy,u
184,7ybTXgmWoVFV33te4kVlUR,Run Through Walls,https://i.scdn.co/image/ab67616d00001e027f3e1789457ac548018876bf,https://p.scdn.co/mp3-preview/0b98c2206eab4e0a923063f8b9fcf89bb21151d7?cid=774b29d4f13844c495f206cafdad9c86,0.337,0.66,-3.644,0.0324,0.226,0.0,0.744,0.49,158.864,206693.0,The Script,Sunsets & Full Moons,u
185,5UXW4T4W80gThrchHR1Mgt,Sorrow,https://i.scdn.co/image/ab67616d00001e02cabe5d89dec40d635c11d233,,0.55,0.74,-8.83,0.0274,0.172,0.659,0.0584,0.521,122.278,205213.0,The National,High Violet,u
186,0Qh38w01QRXK6KHIv0e3hb,What About Us,https://i.scdn.co/image/ab67616d00001e0200164c96548a622d34b39828,https://p.scdn.co/mp3-preview/b97d90c4adf9386281985180edf7c7940e8908cb?cid=774b29d4f13844c495f206cafdad9c86,0.489,0.588,-6.177,0.0507,0.0285,2.11e-06,0.0906,0.187,113.617,269600.0,P!nk,Beautiful Trauma,u
187,0GNI8K3VATWBABQFAzBAYe,Stay,https://i.scdn.co/image/ab67616d00001e026dee21d6cd1823e4d6231d37,,0.621,0.31,-10.164,0.0283,0.945,6.12e-05,0.117,0.125,111.893,240707.0,Rihanna,Unapologetic (Deluxe),u
188,1XKpPquRjEig0y74JsARVJ,Your Hurricane,https://i.scdn.co/image/ab67616d00001e0297bf91e5ecee3470d063614f,https://p.scdn.co/mp3-preview/da6554f6d0331e0c370b9413936c66d592b42ace?cid=774b29d4f13844c495f206cafdad9c86,0.512,0.628,-7.06,0.032,0.123,0.00566,0.113,0.51,178.069,198907.0,Death Cab for Cutie,Thank You for Today,u
189,6nIE1oCE4udqMGv3bqVNVb,Half a Heart,https://i.scdn.co/image/ab67616d00001e022f76b797c382bedcafdf45e1,https://p.scdn.co/mp3-preview/5ed7d740f2fde7f0ef54b71947ff20e9d806e699?cid=774b29d4f13844c495f206cafdad9c86,0.515,0.714,-4.516,0.0348,0.286,0.0,0.118,0.495,155.954,188547.0,One Direction,Midnight Memories (Deluxe),u
190,46Qi2yZeAHgMVDcutpgRXl,2009,https://i.scdn.co/image/ab67616d00001e02d496c35567612c74b9117159,https://p.scdn.co/mp3-preview/d42c50c9baf273d3cf78e20a0897fd4d0965b90a?cid=774b29d4f13844c495f206cafdad9c86,0.699,0.341,-11.626,0.0405,0.846,0.204,0.158,0.192,124.844,244383.0,Ralph Kaminski,Młodość,u
191,5ypekuXRyW3nABqOt5y9km,Grazie dei fior,https://i.scdn.co/image/ab67616d00001e02287e559f99792a538f152ea6,https://p.scdn.co/mp3-preview/f105dfb033b9494cbe87fac99af6e990f6660df5?cid=774b29d4f13844c495f206cafdad9c86,0.233,0.218,-13.915,0.039,0.982,0.0245,0.328,0.252,167.851,226456.0,Various Artists,Italian Hits,u
192,005fIMi8VxYJy4mNTGR4S8,Miłość miłość,https://i.scdn.co/image/ab67616d00001e02afcf2b0e4487eb604d84aa2b,https://p.scdn.co/mp3-preview/f8ecff7a1823c7bb3fbb5c7f1239b303abf212fd?cid=774b29d4f13844c495f206cafdad9c86,0.507,0.543,-8.272,0.0493,0.192,1.61e-06,0.111,0.307,78.838,225667.0,Krzysztof Zalewski,Złoto,u
193,6PBw48Qjm5L9ISfXqAKcy7,Terra straniera,https://i.scdn.co/image/ab67616d00001e02287e559f99792a538f152ea6,https://p.scdn.co/mp3-preview/1bebd47f6eba2aebc6af66abf53ef44f2b265659?cid=774b29d4f13844c495f206cafdad9c86,0.322,0.196,-11.824,0.0465,0.965,9.24e-05,0.198,0.587,177.442,208170.0,Various Artists,Italian Hits,u
194,7vW5nUFoFAzXzpFM9GHvOV,Voglio vivere così,https://i.scdn.co/image/ab67616d00001e02287e559f99792a538f152ea6,https://p.scdn.co/mp3-preview/bdef1e4863e972fd0fade10d6706822effb86c80?cid=774b29d4f13844c495f206cafdad9c86,0.298,0.288,-10.548,0.0536,0.959,0.148,0.459,0.496,179.617,169848.0,Various Artists,Italian Hits,u
195,1y3bE5i57eUm3hfLAc7h08,Walking The Wire,https://i.scdn.co/image/ab67616d00001e025675e83f707f1d7271e5cf8a,,0.54,0.761,-5.339,0.0372,0.0163,0.0,0.0941,0.147,100.008,232907.0,Imagine Dragons,Evolve,u
196,3pe05XBTPu2wpWwkVPzuUX,Trofea,https://i.scdn.co/image/ab67616d00001e02c4aa14d6f01b64808cf9ae31,https://p.scdn.co/mp3-preview/7d75496b127f636166c7bb5e51d425bf307800c5?cid=774b29d4f13844c495f206cafdad9c86,0.758,0.673,-7.51,0.0579,0.00885,1.31e-05,0.158,0.635,109.908,224987.0,Dawid Podsiadło,Malomiasteczkowy,u
197,2JOK0LQEJjDm5e3xak7XOH,Jak Gdyby Nic,https://i.scdn.co/image/ab67616d00001e02e2506cc7c7db1b4d315c87b4,,0.525,0.299,-12.551,0.036,0.821,3.87e-05,0.109,0.169,109.745,158386.0,Marcin Maciejczak,Jak Gdyby Nic,u
198,21GAZ0Sg06bunDo32hL6Z3,I Know Places,https://i.scdn.co/image/ab67616d00001e02c2c54bfad0c85cacebd5f4f4,https://p.scdn.co/mp3-preview/552172a42f45a7a31ac023aa5874b02576fe7181?cid=774b29d4f13844c495f206cafdad9c86,0.368,0.114,-14.043,0.0334,0.762,0.0145,0.0872,0.0488,102.061,386787.0,Lykke Li,Wounded Rhymes (Bonus Version),u
199,3zT2616WcD9Df5m21OsCX0,Rise Up,https://i.scdn.co/image/ab67616d00001e025675e83f707f1d7271e5cf8a,,0.447,0.74,-6.607,0.0475,0.0122,0.000228,0.0958,0.102,93.759,231720.0,Imagine Dragons,Evolve,u
200,0jEuEpdKqxnmVx4VL7Nsdt,Goggles,https://i.scdn.co/image/ab67616d00001e026b13f1df52b989ec5f4856fe,https://p.scdn.co/mp3-preview/de37a625f7d56e694632e51144cd8fd31efaab42?cid=774b29d4f13844c495f206cafdad9c86,0.23,0.621,-7.039,0.0454,0.0789,0.00189,0.486,0.143,129.868,324000.0,Post Animal,Post Animal Perform the Most Curious Water Activities,z
201,7sP57RtB31LWReHyQ02RxX,Denmark / Van Gogh & Gone,https://i.scdn.co/image/ab67616d00001e02e9fc848924f30c739ff693a8,https://p.scdn.co/mp3-preview/473558aed06f9226ce818aa8f1ee3770a1ef370a?cid=774b29d4f13844c495f206cafdad9c86,0.397,0.432,-7.747,0.0291,0.219,0.417,0.11,0.0439,134.886,449347.0,Psychedelic Porn Crumpets,"High Visceral, Pt. 1",z
202,4xBFKgS6VAmpmeoG0WJ9Pl,Found God in a Tomato,https://i.scdn.co/image/ab67616d00001e02e9fc848924f30c739ff693a8,https://p.scdn.co/mp3-preview/41b7b92fbc2ff078fc59fe74dd05d4d4b8e6a0c9?cid=774b29d4f13844c495f206cafdad9c86,0.238,0.789,-6.453,0.0404,0.00213,0.0212,0.349,0.291,82.06,534213.0,Psychedelic Porn Crumpets,"High Visceral, Pt. 1",z
203,2X485T9Z5Ly0xyaghN73ed,Let It Happen,https://i.scdn.co/image/ab67616d00001e029e1cfc756886ac782e363d79,https://p.scdn.co/mp3-preview/e9389d297f1ca57b26b45f30472a67c686c9a927?cid=774b29d4f13844c495f206cafdad9c86,0.602,0.881,-5.875,0.0443,0.00462,0.0266,0.111,0.577,125.012,467587.0,Tame Impala,Currents,z
204,1XeBuRYNbhJsIhDgAdM48a,There You Are,https://i.scdn.co/image/ab67616d00001e024c35b832f13ddd28a75d8840,https://p.scdn.co/mp3-preview/defc584360ab385b486f5eb84dcf333271417f57?cid=774b29d4f13844c495f206cafdad9c86,0.636,0.936,-4.445,0.354,0.071,0.876,0.0668,0.157,83.994,360294.0,Nate Mercereau,Joy Techniques,z
205,3VDRXEOQDjBsQyzbFs1qGa,Work This Time,https://i.scdn.co/image/ab67616d00001e027dc0046c5e581f603598977b,,0.528,0.489,-6.249,0.195,0.154,0.102,0.134,0.53,114.054,276893.0,King Gizzard & The Lizard Wizard,Oddments,z
206,1oOD1pV43cV9sHg97aBdLs,Dean Town,https://i.scdn.co/image/ab67616d00001e02325ed53cf3123d2dd3e31556,https://p.scdn.co/mp3-preview/bb5097bd49baed573ced30273b49079e42537357?cid=774b29d4f13844c495f206cafdad9c86,0.796,0.608,-10.936,0.041,0.499,0.887,0.0979,0.907,108.756,213303.0,Vulfpeck,The Beautiful Game,z
207,2SPI1dXVaZvR4qlwbzxdcC,Cornflake,https://i.scdn.co/image/ab67616d00001e02e9fc848924f30c739ff693a8,https://p.scdn.co/mp3-preview/37945e9923fa2c44bfc395134ea5011eb2bc577e?cid=774b29d4f13844c495f206cafdad9c86,0.3,0.816,-6.2,0.034,0.0012,0.525,0.219,0.341,170.051,217440.0,Psychedelic Porn Crumpets,"High Visceral, Pt. 1",z
208,2ggJ03NNDqBvO1HjuRuEbP,The Trees Are Starting to Have Personality,https://i.scdn.co/image/ab67616d00001e024c35b832f13ddd28a75d8840,https://p.scdn.co/mp3-preview/39116cee92e0ef6cd9301a0c34c758cb7eeda618?cid=774b29d4f13844c495f206cafdad9c86,0.285,0.419,-11.899,0.0828,0.759,0.819,0.105,0.291,173.396,223566.0,Nate Mercereau,Joy Techniques,z
209,5gXKDmafOQ8i4lYr62wxTk,Deep Jungle Walk,https://i.scdn.co/image/ab67616d00001e0231b0f8c9ee642bbb120ee3fd,https://p.scdn.co/mp3-preview/f5541c331ca78f37796c5ef9b2917b7938f7c4fd?cid=774b29d4f13844c495f206cafdad9c86,0.618,0.885,-8.347,0.0454,0.000658,0.502,0.37,0.105,138.029,555705.0,Astrix,He.art,z
210,1w7WAOQ65UjKpwhqB5rTNl,Source,https://i.scdn.co/image/ab67616d00001e026b8dd821d5046d336d49d666,https://p.scdn.co/mp3-preview/4fdd531d4d03d394f0405939873b5f4cf574e8b9?cid=774b29d4f13844c495f206cafdad9c86,0.611,0.768,-10.306,0.0358,0.0549,0.0122,0.608,0.677,107.011,259067.0,Fever the Ghost,Crab in Honey,z
211,3vX5ocERV2VjlgxFnPIZbn,House of the Rising Sun,https://i.scdn.co/image/ab67616d00001e02e7819dfc871a963b3193d0d8,https://p.scdn.co/mp3-preview/491eb29c332cff51e06b5c6592d613c2f1e1cde9?cid=774b29d4f13844c495f206cafdad9c86,0.243,0.193,-16.924,0.0343,0.888,0.579,0.356,0.0377,113.093,320667.0,alt-J,RELAXER,z
212,2qNI7kERqw9p0OBBOg05L3,This Simulation Is A Good One,https://i.scdn.co/image/ab67616d00001e024c35b832f13ddd28a75d8840,https://p.scdn.co/mp3-preview/688b2ebd9a12d5de9ae654f51c03ae41a1e7936e?cid=774b29d4f13844c495f206cafdad9c86,0.743,0.645,-6.005,0.0375,0.338,0.741,0.264,0.214,100.012,212053.0,Nate Mercereau,Joy Techniques,z
213,6pmnLlu0OhMNFXEEgkiYEX,Cubensis Lenses,https://i.scdn.co/image/ab67616d00001e02e9fc848924f30c739ff693a8,https://p.scdn.co/mp3-preview/b1a83f1486e88f59e3a9059564179d791b300752?cid=774b29d4f13844c495f206cafdad9c86,0.407,0.946,-5.753,0.05,5.79e-05,0.187,0.422,0.71,155.092,343293.0,Psychedelic Porn Crumpets,"High Visceral, Pt. 1",z
214,3td69vL9Py7Ai9wfXYnvji,When You Die,https://i.scdn.co/image/ab67616d00001e02b47d309281c66820b7137f5d,https://p.scdn.co/mp3-preview/9fa11b51195e807d907565b45163a10fc248c99b?cid=774b29d4f13844c495f206cafdad9c86,0.645,0.938,-4.557,0.0391,0.0946,0.0226,0.159,0.495,140.886,263880.0,MGMT,Little Dark Age,z
215,6bQlmT1b3HDtVrep6NWsIV,Aral Sea,https://i.scdn.co/image/ab67616d00001e026b13f1df52b989ec5f4856fe,https://p.scdn.co/mp3-preview/0bc3df204dd619246e3995c284062f94db4a611f?cid=774b29d4f13844c495f206cafdad9c86,0.426,0.789,-6.658,0.0598,0.0683,0.000146,0.112,0.485,111.921,238000.0,Post Animal,Post Animal Perform the Most Curious Water Activities,z
216,6xZPdIDNlBDe6TPZMfOVR7,Righteous Energy,https://i.scdn.co/image/ab67616d00001e024c35b832f13ddd28a75d8840,https://p.scdn.co/mp3-preview/253d587b164c8e6cec7269fac520a17b7829d068?cid=774b29d4f13844c495f206cafdad9c86,0.43,0.685,-9.699,0.0949,0.134,0.851,0.112,0.396,83.177,216980.0,Nate Mercereau,Joy Techniques,z
217,7oxnK2wg8qFv8EXyyxKDJ4,Roller Mobster,https://i.scdn.co/image/ab67616d00001e021b1d6c550aaaae5acf220e84,https://p.scdn.co/mp3-preview/299524a15dc5e84a89a82963e3ec528d4c919a3d?cid=774b29d4f13844c495f206cafdad9c86,0.423,0.921,-1.67,0.0734,5.37e-06,0.903,0.179,0.187,131.011,214351.0,Carpenter Brut,TRILOGY,z
218,0bxcUgWlOURkU6lZt4zog0,Locket,https://i.scdn.co/image/ab67616d00001e026147b24815415ae922d2a88f,https://p.scdn.co/mp3-preview/9dd2e34ad180cb46e40b1b11aca987b345a60372?cid=774b29d4f13844c495f206cafdad9c86,0.393,0.481,-10.462,0.0273,0.758,0.73,0.0869,0.0763,98.462,318379.0,Crumb,Locket,z
219,3DPFmwFtV5ElQaTniLOdgk,Hunnybee,https://i.scdn.co/image/ab67616d00001e02aa839bb04931542d830c73b1,https://p.scdn.co/mp3-preview/512e5f47f3dc983d58a07bbada9808efa42dce6b?cid=774b29d4f13844c495f206cafdad9c86,0.956,0.373,-7.963,0.0773,0.569,0.394,0.314,0.568,119.994,268333.0,Unknown Mortal Orchestra,Sex & Food,z
220,0TkLr3RZsb4Qp9KrlF2eqf,Joy Techniques,https://i.scdn.co/image/ab67616d00001e024c35b832f13ddd28a75d8840,https://p.scdn.co/mp3-preview/f7fbe8b9b887cb738abd32df4d89971ef010ba44?cid=774b29d4f13844c495f206cafdad9c86,0.363,0.839,-6.701,0.169,0.0136,0.398,0.444,0.235,84.899,326926.0,Nate Mercereau,Joy Techniques,z
221,0QuCjcOrQHL1CFu6cDoYbi,Cremation Ghat I,https://i.scdn.co/image/ab67616d00001e02f6bed411c67054cd13159e87,https://p.scdn.co/mp3-preview/dc55926da654727bc9fe6a2c6f189667c6bd738f?cid=774b29d4f13844c495f206cafdad9c86,0.682,0.423,-18.424,0.0802,0.218,0.858,0.0729,0.905,80.346,191560.0,OM,God is Good,z
222,1RfrSu7Kvn2BTMqojSBrHu,"Blood and Rockets - Movement I, Saga of Jack Parsons - Movement II, Too The Moon",https://i.scdn.co/image/ab67616d00001e02fd9d1ba5193419dfc75aadc2,https://p.scdn.co/mp3-preview/1e9c72d7a87579ca787c2eb6ee2286e403411d87?cid=774b29d4f13844c495f206cafdad9c86,0.527,0.61,-5.161,0.0261,0.0353,0.525,0.0959,0.364,81.974,389827.0,The Claypool Lennon Delirium,South of Reality,z
223,3vA7Xrp9OK00lQHvGPGj4s,Under the Light,https://i.scdn.co/image/ab67616d00001e02b85d85c1d1c021c6f6fe48bc,https://p.scdn.co/mp3-preview/858208e5482a9932b04c0f8270118fbd6813691a?cid=774b29d4f13844c495f206cafdad9c86,0.455,0.579,-8.172,0.0307,0.403,0.555,0.0925,0.495,140.015,285655.0,Fleece,Voyager,z
224,1424qJbFDQ486BEZFS7N18,Of Course That's Happening,https://i.scdn.co/image/ab67616d00001e024c35b832f13ddd28a75d8840,https://p.scdn.co/mp3-preview/c371ac8f3fb4ec1dce19e35388c638fa72e92f86?cid=774b29d4f13844c495f206cafdad9c86,0.744,0.633,-8.34,0.0472,0.0255,0.858,0.059,0.416,100.002,252215.0,Nate Mercereau,Joy Techniques,z
