"PRCCODE","PRCCODE_LABEL","DECL","INDICATORS","PERIOD","Value"
"11021130","Champagne (important: excluding alcohol duty)","France","PRODQNT","Jan.-Dec. 2014","230 352 423"
"11021130","Champagne (important: excluding alcohol duty)","France","PRODQNT","Jan.-Dec. 2015","234 401 182"
"11021130","Champagne (important: excluding alcohol duty)","France","PRODQNT","Jan.-Dec. 2016","229 527 277"
"11021130","Champagne (important: excluding alcohol duty)","France","PRODQNT","Jan.-Dec. 2017","230 534 513"
"11021130","Champagne (important: excluding alcohol duty)","France","PRODQNT","Jan.-Dec. 2018","226 687 647"
"11021130","Champagne (important: excluding alcohol duty)","France","PRODQNT","Jan.-Dec. 2019","223 183 321"
"11021130","Champagne (important: excluding alcohol duty)","Netherlands","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Netherlands","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Netherlands","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Netherlands","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Netherlands","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Netherlands","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Germany","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Germany","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Germany","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Germany","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Germany","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Germany","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Italy","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Italy","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Italy","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Italy","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Italy","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Italy","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","United Kingdom","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","United Kingdom","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","United Kingdom","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","United Kingdom","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","United Kingdom","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","United Kingdom","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Ireland","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Ireland","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Ireland","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Ireland","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Ireland","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Ireland","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Denmark","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Denmark","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Denmark","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Denmark","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Denmark","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Denmark","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Greece","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Greece","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Greece","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Greece","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Greece","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Greece","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Portugal","PRODQNT","Jan.-Dec. 2014","477 638"
"11021130","Champagne (important: excluding alcohol duty)","Portugal","PRODQNT","Jan.-Dec. 2015","424 652"
"11021130","Champagne (important: excluding alcohol duty)","Portugal","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Portugal","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Portugal","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Portugal","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Spain","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Spain","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Spain","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Spain","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Spain","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Spain","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Belgium","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Belgium","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Belgium","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Belgium","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Belgium","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Belgium","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Luxemburg","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Luxemburg","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Luxemburg","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Luxemburg","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Luxemburg","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Luxemburg","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Iceland","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Iceland","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Iceland","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Iceland","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Iceland","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Iceland","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Norway","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Norway","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Norway","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Norway","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Norway","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Norway","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Sweden","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Sweden","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Sweden","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Sweden","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Sweden","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Sweden","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Finland","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Finland","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Finland","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Finland","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Finland","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Finland","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Austria","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Austria","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Austria","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Austria","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Austria","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Austria","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Malta","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Malta","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Malta","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Malta","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Malta","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Malta","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Estonia","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Estonia","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Estonia","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Estonia","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Estonia","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Estonia","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Latvia","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Latvia","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Latvia","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Latvia","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Latvia","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Latvia","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Lithuania","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Lithuania","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Lithuania","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Lithuania","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Lithuania","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Lithuania","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Poland","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Poland","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Poland","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Poland","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Poland","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Poland","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Czechia","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Czechia","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Czechia","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Czechia","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Czechia","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Czechia","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Slovakia","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Slovakia","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Slovakia","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Slovakia","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Slovakia","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Slovakia","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Hungary","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Hungary","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Hungary","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Hungary","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Hungary","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Hungary","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Romania","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Romania","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Romania","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Romania","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Romania","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Romania","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Bulgaria","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Bulgaria","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Bulgaria","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Bulgaria","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Bulgaria","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Bulgaria","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Slovenia","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Slovenia","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Slovenia","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Slovenia","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Slovenia","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Slovenia","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Croatia","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Croatia","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Croatia","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Croatia","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Croatia","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Croatia","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Cyprus","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Cyprus","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Cyprus","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Cyprus","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Cyprus","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Cyprus","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Bosnia and Herzegovina","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Bosnia and Herzegovina","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Bosnia and Herzegovina","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Bosnia and Herzegovina","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Bosnia and Herzegovina","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Bosnia and Herzegovina","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","North Macedonia","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","North Macedonia","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","North Macedonia","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","North Macedonia","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","North Macedonia","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","North Macedonia","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Montenegro","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Montenegro","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Montenegro","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Montenegro","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Montenegro","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Montenegro","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","Serbia","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Serbia","PRODQNT","Jan.-Dec. 2015","14 200"
"11021130","Champagne (important: excluding alcohol duty)","Serbia","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Serbia","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Serbia","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Serbia","PRODQNT","Jan.-Dec. 2019","0"
"11021130","Champagne (important: excluding alcohol duty)","EU27TOTALS_2020","PRODQNT","Jan.-Dec. 2014","230 950 000"
"11021130","Champagne (important: excluding alcohol duty)","EU27TOTALS_2020","PRODQNT","Jan.-Dec. 2015","235 020 000"
"11021130","Champagne (important: excluding alcohol duty)","EU27TOTALS_2020","PRODQNT","Jan.-Dec. 2016","230 233 668"
"11021130","Champagne (important: excluding alcohol duty)","EU27TOTALS_2020","PRODQNT","Jan.-Dec. 2017","231 300 000"
"11021130","Champagne (important: excluding alcohol duty)","EU27TOTALS_2020","PRODQNT","Jan.-Dec. 2018","227 140 000"
"11021130","Champagne (important: excluding alcohol duty)","EU27TOTALS_2020","PRODQNT","Jan.-Dec. 2019","223 200 000"
"11021130","Champagne (important: excluding alcohol duty)","Turkey","PRODQNT","Jan.-Dec. 2014","0"
"11021130","Champagne (important: excluding alcohol duty)","Turkey","PRODQNT","Jan.-Dec. 2015","0"
"11021130","Champagne (important: excluding alcohol duty)","Turkey","PRODQNT","Jan.-Dec. 2016","0"
"11021130","Champagne (important: excluding alcohol duty)","Turkey","PRODQNT","Jan.-Dec. 2017","0"
"11021130","Champagne (important: excluding alcohol duty)","Turkey","PRODQNT","Jan.-Dec. 2018","0"
"11021130","Champagne (important: excluding alcohol duty)","Turkey","PRODQNT","Jan.-Dec. 2019","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","France","PRODQNT","Jan.-Dec. 2014","101 673 900"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","France","PRODQNT","Jan.-Dec. 2015","112 754 900"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","France","PRODQNT","Jan.-Dec. 2016","99 619 300"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","France","PRODQNT","Jan.-Dec. 2017","98 918 500"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","France","PRODQNT","Jan.-Dec. 2018","85 611 600"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","France","PRODQNT","Jan.-Dec. 2019","84 202 800"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Netherlands","PRODQNT","Jan.-Dec. 2014","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Netherlands","PRODQNT","Jan.-Dec. 2015","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Netherlands","PRODQNT","Jan.-Dec. 2016","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Netherlands","PRODQNT","Jan.-Dec. 2017","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Netherlands","PRODQNT","Jan.-Dec. 2018","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Netherlands","PRODQNT","Jan.-Dec. 2019","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Germany","PRODQNT","Jan.-Dec. 2014","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Germany","PRODQNT","Jan.-Dec. 2015","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Germany","PRODQNT","Jan.-Dec. 2016","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Germany","PRODQNT","Jan.-Dec. 2017","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Germany","PRODQNT","Jan.-Dec. 2018","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Germany","PRODQNT","Jan.-Dec. 2019","269 903 079"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Italy","PRODQNT","Jan.-Dec. 2014","278 194 562"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Italy","PRODQNT","Jan.-Dec. 2015","376 773 283"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Italy","PRODQNT","Jan.-Dec. 2016","419 262 369"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Italy","PRODQNT","Jan.-Dec. 2017","527 319 829"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Italy","PRODQNT","Jan.-Dec. 2018","496 607 105"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Italy","PRODQNT","Jan.-Dec. 2019","549 446 180"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","United Kingdom","PRODQNT","Jan.-Dec. 2014","300 289"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","United Kingdom","PRODQNT","Jan.-Dec. 2015","423 868"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","United Kingdom","PRODQNT","Jan.-Dec. 2016","509 530"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","United Kingdom","PRODQNT","Jan.-Dec. 2017","726 565"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","United Kingdom","PRODQNT","Jan.-Dec. 2018","751 226"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","United Kingdom","PRODQNT","Jan.-Dec. 2019","910 987"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Ireland","PRODQNT","Jan.-Dec. 2014","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Ireland","PRODQNT","Jan.-Dec. 2015","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Ireland","PRODQNT","Jan.-Dec. 2016","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Ireland","PRODQNT","Jan.-Dec. 2017","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Ireland","PRODQNT","Jan.-Dec. 2018","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Ireland","PRODQNT","Jan.-Dec. 2019","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Denmark","PRODQNT","Jan.-Dec. 2014","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Denmark","PRODQNT","Jan.-Dec. 2015","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Denmark","PRODQNT","Jan.-Dec. 2016","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Denmark","PRODQNT","Jan.-Dec. 2017","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Denmark","PRODQNT","Jan.-Dec. 2018","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Denmark","PRODQNT","Jan.-Dec. 2019","0"
"11021190","Sparkling wine from fresh grapes (excluding champagne; alcohol duty)","Greece","PRODQNT","Jan.-Dec. 2014","0"
