Date,Open,High,Low,Close,Adj Close,Volume
2020-03-02,29.650000,30.160000,29.100000,30.090000,29.312637,182900
2020-03-03,30.230000,30.600000,29.230000,29.500000,28.737881,215200
2020-03-04,29.719999,30.709999,29.559999,30.540001,29.751013,109200
2020-03-05,29.719999,30.090000,29.420000,29.990000,29.215219,164400
2020-03-06,29.139999,30.400000,28.500000,29.129999,28.377438,183300
2020-03-09,27.510000,28.379999,25.280001,25.520000,24.860703,178500
2020-03-10,26.520000,27.410000,26.000000,26.879999,26.185566,185500
2020-03-11,26.120001,26.590000,25.059999,25.309999,24.656126,311000
2020-03-12,23.990000,24.250000,20.090000,20.129999,19.609949,302300
2020-03-13,21.330000,22.490000,19.450001,22.440001,21.860271,260000
2020-03-16,20.490000,21.440001,20.100000,20.690001,20.155483,297900
2020-03-17,21.389999,21.910000,19.350000,21.860001,21.295256,291000
2020-03-18,20.959999,21.110001,19.059999,20.000000,19.483307,291500
2020-03-19,19.900000,23.450001,19.020000,21.830000,21.266029,362400
2020-03-20,22.000000,23.350000,20.200001,20.420000,19.892458,426500
2020-03-23,20.830000,21.750000,19.740000,20.490000,19.960649,219800
2020-03-24,21.540001,22.870001,21.350000,22.790001,22.201231,170700
2020-03-25,23.139999,23.760000,20.430000,20.490000,19.960649,470100
2020-03-26,20.600000,22.860001,20.600000,22.270000,21.694664,264000
2020-03-27,21.770000,22.080000,20.500000,21.680000,21.119905,267200
2020-03-30,24.000000,24.830000,23.000000,24.290001,23.662477,267600
2020-03-31,24.350000,25.500000,23.600000,24.190001,23.565060,299000
2020-04-01,23.500000,24.480000,23.000000,23.209999,22.610376,194900
2020-04-02,23.020000,24.090000,21.180000,21.850000,21.285513,260300
2020-04-03,21.799999,22.490000,19.360001,19.940001,19.424858,353100
2020-04-06,20.750000,22.750000,20.709999,22.299999,21.723888,157400
2020-04-07,22.990000,23.700001,22.190001,22.650000,22.064846,170500
2020-04-08,23.139999,23.219999,22.150000,23.049999,22.454512,155400
2020-04-09,23.500000,25.150000,23.500000,25.129999,24.480774,170900
2020-04-13,25.040001,25.580000,24.500000,24.959999,24.315166,206400
2020-04-14,25.570000,25.830000,23.340000,23.440001,22.834438,123000
2020-04-15,22.600000,22.719999,21.430000,21.549999,20.993263,141700
2020-04-16,21.559999,22.090000,20.760000,21.510000,20.954298,186600
2020-04-17,22.160000,23.340000,22.150000,22.940001,22.347355,86700
2020-04-20,22.900000,23.129999,22.190001,22.389999,21.811563,85500
2020-04-21,21.570000,21.879999,21.280001,21.760000,21.197838,86300
2020-04-22,22.260000,22.260000,21.639999,21.940001,21.373188,66700
2020-04-23,21.969999,22.830000,21.969999,22.459999,21.879755,80800
2020-04-24,22.450001,22.459999,21.799999,22.110001,21.538795,70600
2020-04-27,22.209999,23.629999,22.080000,23.520000,22.912371,183300
2020-04-28,24.350000,24.750000,23.840000,24.090000,23.467646,132300
2020-04-29,25.080000,25.389999,24.049999,25.200001,24.548967,185700
2020-04-30,24.570000,24.570000,23.500000,23.940001,23.321520,146300
2020-05-01,23.290001,23.600000,22.709999,23.129999,22.731848,133800
2020-05-04,22.660000,22.870001,22.250000,22.780001,22.387875,88000
2020-05-05,23.270000,23.590000,22.430000,22.450001,22.063555,80400
2020-05-06,22.440001,22.440001,21.280001,21.280001,20.913694,97300
2020-05-07,21.510000,22.090000,21.309999,22.030001,21.650784,119500
2020-05-08,22.400000,23.670000,22.190001,22.940001,22.545118,278900
2020-05-11,22.540001,22.900000,22.120001,22.280001,21.896481,174700
2020-05-12,22.440001,22.500000,21.540001,21.549999,21.179047,175800
2020-05-13,21.230000,21.230000,19.410000,19.600000,19.262613,184300
2020-05-14,18.969999,19.549999,18.059999,19.459999,19.125021,225700
2020-05-15,19.270000,20.120001,19.020000,20.040001,19.695040,250800
2020-05-18,21.080000,21.750000,20.670000,21.370001,21.002146,247900
2020-05-19,21.030001,21.250000,20.350000,20.379999,20.029184,163600
2020-05-20,20.740000,21.209999,20.469999,20.959999,20.599201,189400
2020-05-21,20.920000,21.240000,20.639999,20.700001,20.343678,134000
2020-05-22,20.900000,20.990000,20.190001,20.480000,20.127464,90100
2020-05-26,21.410000,21.830000,21.000000,21.190001,20.825243,361800
2020-05-27,21.840000,21.990000,21.410000,21.940001,21.562332,265500
2020-05-28,22.350000,22.549999,21.580000,21.799999,21.424742,183500
2020-05-29,21.530001,21.549999,20.350000,20.700001,20.343678,170000
2020-06-01,20.650000,21.340000,20.430000,20.860001,20.500923,150500
2020-06-02,21.100000,21.600000,21.010000,21.309999,20.943176,137300
2020-06-03,21.610001,22.049999,21.520000,21.600000,21.228186,168600
2020-06-04,21.650000,22.010000,21.430000,21.889999,21.513193,389800
2020-06-05,21.910000,22.500000,21.650000,21.700001,21.326464,558200
2020-06-08,22.150000,22.590000,22.010000,22.219999,21.837513,601400
2020-06-09,21.780001,22.920000,21.450001,22.690001,22.299423,258300
2020-06-10,22.740000,22.889999,20.420000,20.459999,20.107809,222700
2020-06-11,19.530001,19.700001,18.580000,18.670000,18.348621,311000
