col0,country,country_code,geo_id_final,region,subnational_cases_7,subnational_cases_14,subnational_population,subnational_rate_14,national_cases_7,national_population,national_testing_rate,national_positivity_rate,subnational_testing_data,positivity_rate_combined,testing_rate_combined,colour,week
155,Poland,PL,PL41,Wielkopolskie,13554,29018,3473172,835.489863444713,152357,37972812,864.170923133109,46.4290720706994,TRUE,38.0292359922561,1026.1801027994,Red,2020-47
156,Poland,PL,PL42,Zachodniopomorskie,7824,13963,1675502,833.362180409215,152357,37972812,864.170923133109,46.4290720706994,TRUE,46.9064748201439,995.522535932515,Red,2020-47
157,Poland,PL,PL43,Lubuskie,3707,7534,1003310,750.914473094059,152357,37972812,864.170923133109,46.4290720706994,TRUE,125.448392554992,294.525121846687,Red,2020-47
158,Poland,PL,PL51,Dolnoslaskie,11775,25700,2865072,897.010616138093,152357,37972812,864.170923133109,46.4290720706994,TRUE,46.2562853551226,888.494250755304,Red,2020-47
159,Poland,PL,PL52,Opolskie,4826,9342,946038,987.4867605741,152357,37972812,864.170923133109,46.4290720706994,TRUE,162.273032952253,314.363693635985,Red,2020-47
160,Poland,PL,PL61,Kujawsko-Pomorskie,7151,13879,2055433,675.234853191517,152357,37972812,864.170923133109,46.4290720706994,TRUE,35.0797154770665,991.761833151458,Red,2020-47
161,Poland,PL,PL62,Warminsko-Mazurskie,6276,11405,1404441,812.066865037406,152357,37972812,864.170923133109,46.4290720706994,TRUE,60.7021955701712,736.164780150964,Red,2020-47
162,Poland,PL,PL63,Pomorskie,9501,16768,2305077,727.437738522401,152357,37972812,864.170923133109,46.4290720706994,TRUE,22.4016787701594,1839.93853567581,Red,2020-47
163,Poland,PL,PL71,Lodzkie,8615,17102,2453167,697.139656615306,152357,37972812,864.170923133109,46.4290720706994,TRUE,37.6809692516293,931.978948029221,Red,2020-47
164,Poland,PL,PL72,Swietokrzyskie,4814,9708,1226243,791.686476497725,152357,37972812,864.170923133109,46.4290720706994,TRUE,66.2446676757947,592.623158705085,Red,2020-47
165,Poland,PL,PL81,Lubelskie,6999,13779,2097294,656.989434957617,152357,37972812,864.170923133109,46.4290720706994,TRUE,50.5781182251771,659.802583710248,Red,2020-47
166,Poland,PL,PL82,Podkarpackie,5379,12001,2086135,575.274371025844,152357,37972812,864.170923133109,46.4290720706994,TRUE,58.1576386636393,443.355775153574,Red,2020-47
167,Poland,PL,PL84,Podlaskie,4478,8392,1152074,728.4254310053,152357,37972812,864.170923133109,46.4290720706994,TRUE,52.282545242265,743.441827521496,Red,2020-47
168,Poland,PL,PL92X,Mazowiecki regionalny,19320,30949,5380311,575.226971080296,152357,37972812,864.170923133109,46.4290720706994,TRUE,39.1632206275845,916.898669983947,Red,2020-47
169,Portugal,PT,PTCSR01,Alentejo,933,1637,466690,350.76817587692,44704,10276617,2775.69943494051,15.6719766659188,FALSE,15.6719766659188,2775.69943494051,Red,2020-47
170,Portugal,PT,PTCSR02,Algarve,632,1304,438406,297.441184655319,44704,10276617,2775.69943494051,15.6719766659188,FALSE,15.6719766659188,2775.69943494051,Red,2020-47
171,Portugal,PT,PTCSR03,Regiao Autonoma dos Acores,196,339,242796,139.623387535215,44704,10276617,2775.69943494051,15.6719766659188,FALSE,15.6719766659188,2775.69943494051,Red,2020-47
172,Portugal,PT,PTCSR04,Centro,4450,8777,1650394,531.812403583629,44704,10276617,2775.69943494051,15.6719766659188,FALSE,15.6719766659188,2775.69943494051,Red,2020-47
173,Portugal,PT,PTCSR05,Area Metropolitana de Lisboa,9226,20020,3674534,544.830990814073,44704,10276617,2775.69943494051,15.6719766659188,FALSE,15.6719766659188,2775.69943494051,Red,2020-47
174,Portugal,PT,PTCSR06,Regiao Autonoma da Madeira,97,233,254254,91.6406428217452,44704,10276617,2775.69943494051,15.6719766659188,FALSE,15.6719766659188,2775.69943494051,Red,2020-47
175,Portugal,PT,PTCSR07,Norte,23596,49072,3568835,1375.01453555572,44704,10276617,2775.69943494051,15.6719766659188,FALSE,15.6719766659188,2775.69943494051,Red,2020-47
176,Romania,RO,RO11,Nord-Vest,7514,16596,2552112,650.284940472832,59623,19414458,1069.7233989226,28.7089334123006,FALSE,28.7089334123006,1069.7233989226,Red,2020-47
177,Romania,RO,RO12,Centru,8112,17138,2318272,739.257515942909,59623,19414458,1069.7233989226,28.7089334123006,FALSE,28.7089334123006,1069.7233989226,Red,2020-47
178,Romania,RO,RO21,Nord-Est,6784,12992,3198564,406.18227429559,59623,19414458,1069.7233989226,28.7089334123006,FALSE,28.7089334123006,1069.7233989226,Red,2020-47
179,Romania,RO,RO22,Sud-Est,6136,12297,2396171,513.193757874542,59623,19414458,1069.7233989226,28.7089334123006,FALSE,28.7089334123006,1069.7233989226,Red,2020-47
180,Romania,RO,RO31,Sud - Muntenia,7845,15009,2929832,512.281932888985,59623,19414458,1069.7233989226,28.7089334123006,FALSE,28.7089334123006,1069.7233989226,Red,2020-47
181,Romania,RO,RO32,Bucuresti - Ilfov,11269,21018,2315173,907.837124914639,59623,19414458,1069.7233989226,28.7089334123006,FALSE,28.7089334123006,1069.7233989226,Red,2020-47
182,Romania,RO,RO41,Sud-Vest Oltenia,3387,7227,1926860,375.066169830709,59623,19414458,1069.7233989226,28.7089334123006,FALSE,28.7089334123006,1069.7233989226,Red,2020-47
183,Romania,RO,RO42,Vest,5082,11003,1777474,619.024525815849,59623,19414458,1069.7233989226,28.7089334123006,FALSE,28.7089334123006,1069.7233989226,Red,2020-47
184,Slovakia,SK,SK01,Bratislavsky Kraj,729,1441,659598,218.466399231047,0,0,0,0,FALSE,0,0,Grey - no data,2020-47
185,Slovakia,SK,SK02,Zapadne Slovensko,3685,7831,1826145,428.826845622883,0,0,0,0,FALSE,0,0,Grey - no data,2020-47
186,Slovakia,SK,SK03,Stredne Slovensko,1872,4822,1339242,360.054418842898,0,0,0,0,FALSE,0,0,Grey - no data,2020-47
187,Slovakia,SK,SK04,Vychodne Slovensko,2605,6276,1625436,386.111787852613,0,0,0,0,FALSE,0,0,Grey - no data,2020-47
188,Slovenia,SI,SI03,Vzhodna Slovenija,5750,11628,1094435,1062.46602128039,0,0,0,0,FALSE,0,0,Grey - no data,2020-47
189,Slovenia,SI,SI04,Zahodna Slovenija,3063,7360,986473,746.092391783657,0,0,0,0,FALSE,0,0,Grey - no data,2020-47
190,Spain,ES,ES11,Galicia,3741,7715,2700441,285.69407737477,98139,46937060,2029.99506147168,10.2998467706387,TRUE,7.29766108109163,1898.3195707664,Red,2020-47
191,Spain,ES,ES12,Principado De Asturias,2434,5987,1022205,585.694650290304,98139,46937060,2029.99506147168,10.2998467706387,TRUE,6.06120975172448,3928.46836006476,Red,2020-47
192,Spain,ES,ES13,Cantabria,1313,2798,581641,481.052745593932,98139,46937060,2029.99506147168,10.2998467706387,TRUE,9.16579406631763,2462.85939264942,Red,2020-47
193,Spain,ES,ES21,Pais Vasco,6275,14787,2177880,678.96302826602,98139,46937060,2029.99506147168,10.2998467706387,TRUE,8.22411533420708,3503.40698293754,Red,2020-47
194,Spain,ES,ES22,Comunidad Foral De Navarra,963,2479,649946,381.41630227742,98139,46937060,2029.99506147168,10.2998467706387,TRUE,6.12400635930048,2419.43176817766,Red,2020-47
195,Spain,ES,ES23,La Rioja,761,1789,313571,570.524697755851,98139,46937060,2029.99506147168,10.2998467706387,TRUE,9.51487871967992,2550.61852020754,Red,2020-47
196,Spain,ES,ES24,Aragon,2522,6501,1320586,492.28145686839,98139,46937060,2029.99506147168,10.2998467706387,TRUE,11.8743820330524,1608.30116327146,Red,2020-47
197,Spain,ES,ES30,Comunidad De Madrid,8575,18830,6641649,283.51392854395,98139,46937060,2029.99506147168,10.2998467706387,TRUE,5.88820984687221,2192.67835442674,Red,2020-47
198,Spain,ES,ES41,Castilla Y Leon,8398,19488,2407733,809.392071296942,98139,46937060,2029.99506147168,10.2998467706387,TRUE,14.4446928911746,2414.678039467,Red,2020-47
199,Spain,ES,ES42,Castilla-La Mancha,3895,9207,2034877,452.459780124302,98139,46937060,2029.99506147168,10.2998467706387,TRUE,14.1868512110727,1349.22159914334,Red,2020-47
200,Spain,ES,ES43,Extremadura,1586,3782,1065424,354.976047094866,98139,46937060,2029.99506147168,10.2998467706387,TRUE,9.16233391103408,1624.70528165313,Red,2020-47
201,Spain,ES,ES51,Cataluna,11969,28688,7566431,379.148372594688,98139,46937060,2029.99506147168,10.2998467706387,TRUE,6.96572715580206,2270.91213810051,Red,2020-47
202,Spain,ES,ES52,Comunidad Valenciana,10257,21135,4974969,424.826767764784,98139,46937060,2029.99506147168,10.2998467706387,TRUE,12.6833189068876,1625.53776717001,Red,2020-47
203,Spain,ES,ES53,Illes Balears,1205,2576,1188220,216.794869636936,98139,46937060,2029.99506147168,10.2998467706387,TRUE,5.00977009104893,2024.28843143526,Red,2020-47
204,Spain,ES,ES61,Andalucia,17729,44922,8427405,533.046649591422,98139,46937060,2029.99506147168,10.2998467706387,TRUE,12.2215022334969,1721.33652055407,Red,2020-47
205,Spain,ES,ES62,Region De Murcia,2812,8021,1487663,539.167808838426,98139,46937060,2029.99506147168,10.2998467706387,TRUE,11.0521557992375,1710.26637081113,Red,2020-47
206,Spain,ES,ES63,Ciudad Autonoma De Ceuta,222,501,84829,590.599912765682,98139,46937060,2029.99506147168,10.2998467706387,TRUE,13.0742049469965,2001.67395584057,Red,2020-47
207,Spain,ES,ES64,Ciudad Autonoma De Melilla,248,532,84689,628.180755470014,98139,46937060,2029.99506147168,10.2998467706387,TRUE,18.1551976573939,1612.9603608497,Red,2020-47
208,Spain,ES,ES70,Canarias,847,1660,2206901,75.2185983875126,98139,46937060,2029.99506147168,10.2998467706387,TRUE,3.14192447510943,1221.53191284974,Orange,2020-47
209,Sweden,SE,SE11,Stockholm,9786,19359,2344124,825.852216009051,31140,10230185,2485.73217395384,12.2456202442046,FALSE,12.2456202442046,2485.73217395384,Red,2020-47
210,Sweden,SE,SE12,Ostra Mellansverige,5305,10486,1708813,613.642335352084,31140,10230185,2485.73217395384,12.2456202442046,FALSE,12.2456202442046,2485.73217395384,Red,2020-47
211,Sweden,SE,SE21,Smaland Med Oarna,2466,5077,864630,587.187583128043,31140,10230185,2485.73217395384,12.2456202442046,FALSE,12.2456202442046,2485.73217395384,Red,2020-47
212,Sweden,SE,SE22,Sydsverige,4948,8962,1521848,588.889297748527,31140,10230185,2485.73217395384,12.2456202442046,FALSE,12.2456202442046,2485.73217395384,Red,2020-47
213,Sweden,SE,SE23,Vastsverige,5306,10073,2039166,493.976459003338,31140,10230185,2485.73217395384,12.2456202442046,FALSE,12.2456202442046,2485.73217395384,Red,2020-47
214,Sweden,SE,SE31,Norra Mellansverige,2192,4090,855220,478.239517317182,31140,10230185,2485.73217395384,12.2456202442046,FALSE,12.2456202442046,2485.73217395384,Red,2020-47
215,Sweden,SE,SE32,Mellersta Norrland,1482,2418,375733,643.54208972861,31140,10230185,2485.73217395384,12.2456202442046,FALSE,12.2456202442046,2485.73217395384,Red,2020-47
216,Sweden,SE,SE33,Ovre Norrland,1636,2855,520651,548.351967056627,31140,10230185,2485.73217395384,12.2456202442046,FALSE,12.2456202442046,2485.73217395384,Red,2020-47
217,United Kingdom,UK,UKC,North East (England),119694,21646,2656980,814.684340868204,149027,66647112,3481.7472661081,6.42223777453324,TRUE,11.5868149569369,1839.05119379287,Red,2020-47
218,United Kingdom,UK,UKD,North West (England),119694,44925,7300075,615.404636253737,149027,66647112,3481.7472661081,6.42223777453324,TRUE,11.5868149569369,1839.05119379287,Red,2020-47
219,United Kingdom,UK,UKE,Yorkshire And The Humber,119694,41630,5486230,758.808872395069,149027,66647112,3481.7472661081,6.42223777453324,TRUE,11.5868149569369,1839.05119379287,Red,2020-47
220,United Kingdom,UK,UKF,East Midlands (England),119694,30506,4811065,634.079980212281,149027,66647112,3481.7472661081,6.42223777453324,TRUE,11.5868149569369,1839.05119379287,Red,2020-47
221,United Kingdom,UK,UKG,West Midlands (England),119694,40695,5907872,688.82670443774,149027,66647112,3481.7472661081,6.42223777453324,TRUE,11.5868149569369,1839.05119379287,Red,2020-47
222,United Kingdom,UK,UKH,East Of England,119694,15865,6235410,254.433950614314,149027,66647112,3481.7472661081,6.42223777453324,TRUE,11.5868149569369,1839.05119379287,Red,2020-47
223,United Kingdom,UK,UKI,London,119694,32479,8982256,361.590673879702,149027,66647112,3481.7472661081,6.42223777453324,TRUE,11.5868149569369,1839.05119379287,Red,2020-47
224,United Kingdom,UK,UKJ,South East (England),119694,30477,9175033,332.173192183614,149027,66647112,3481.7472661081,6.42223777453324,TRUE,11.5868149569369,1839.05119379287,Red,2020-47
225,United Kingdom,UK,UKK,South West (England),119694,20816,5616381,370.630126410584,149027,66647112,3481.7472661081,6.42223777453324,TRUE,11.5868149569369,1839.05119379287,Red,2020-47
226,United Kingdom,UK,UKL,Wales,6018,11572,3138631,368.695778509802,149027,66647112,3481.7472661081,6.42223777453324,TRUE,11.7937562466929,1625.77251037156,Red,2020-47
227,United Kingdom,UK,UKM,Scotland,7299,14955,5438100,275.004137474486,149027,66647112,3481.7472661081,6.42223777453324,FALSE,0,0,Grey - no data,2020-47
228,United Kingdom,UK,UKN,Northern Ireland,2902,6676,1875957,355.871696419481,149027,66647112,3481.7472661081,6.42223777453324,FALSE,0,0,Grey - no data,2020-47
