date	voivodeship	region	infected_total
25.06.2020	Mazowieckie	Powiat warszawski zachodni	79
26.06.2020	Mazowieckie	Powiat warszawski zachodni	79
27.06.2020	Mazowieckie	Powiat warszawski zachodni	80
28.06.2020	Mazowieckie	Powiat warszawski zachodni	81
29.06.2020	Mazowieckie	Powiat warszawski zachodni	81
30.06.2020	Mazowieckie	Powiat warszawski zachodni	81
01.07.2020	Mazowieckie	Powiat warszawski zachodni	83
02.07.2020	Mazowieckie	Powiat warszawski zachodni	84
03.07.2020	Mazowieckie	Powiat warszawski zachodni	84
04.07.2020	Mazowieckie	Powiat warszawski zachodni	87
05.07.2020	Mazowieckie	Powiat warszawski zachodni	87
06.07.2020	Mazowieckie	Powiat warszawski zachodni	87
07.07.2020	Mazowieckie	Powiat warszawski zachodni	88
08.07.2020	Mazowieckie	Powiat warszawski zachodni	88
09.07.2020	Mazowieckie	Powiat warszawski zachodni	89
10.07.2020	Mazowieckie	Powiat warszawski zachodni	89
11.07.2020	Mazowieckie	Powiat warszawski zachodni	89
12.07.2020	Mazowieckie	Powiat warszawski zachodni	90
13.07.2020	Mazowieckie	Powiat warszawski zachodni	94
14.07.2020	Mazowieckie	Powiat warszawski zachodni	95
15.07.2020	Mazowieckie	Powiat warszawski zachodni	95
16.07.2020	Mazowieckie	Powiat warszawski zachodni	95
17.07.2020	Mazowieckie	Powiat warszawski zachodni	96
18.07.2020	Mazowieckie	Powiat warszawski zachodni	96
19.07.2020	Mazowieckie	Powiat warszawski zachodni	96
20.07.2020	Mazowieckie	Powiat warszawski zachodni	98
21.07.2020	Mazowieckie	Powiat warszawski zachodni	98
22.07.2020	Mazowieckie	Powiat warszawski zachodni	98
23.07.2020	Mazowieckie	Powiat warszawski zachodni	101
24.07.2020	Mazowieckie	Powiat warszawski zachodni	102
25.07.2020	Mazowieckie	Powiat warszawski zachodni	102
26.07.2020	Mazowieckie	Powiat warszawski zachodni	102
27.07.2020	Mazowieckie	Powiat warszawski zachodni	102
28.07.2020	Mazowieckie	Powiat warszawski zachodni	103
29.07.2020	Mazowieckie	Powiat warszawski zachodni	104
30.07.2020	Mazowieckie	Powiat warszawski zachodni	105
31.07.2020	Mazowieckie	Powiat warszawski zachodni	105
01.08.2020	Mazowieckie	Powiat warszawski zachodni	105
02.08.2020	Mazowieckie	Powiat warszawski zachodni	106
03.08.2020	Mazowieckie	Powiat warszawski zachodni	108
04.08.2020	Mazowieckie	Powiat warszawski zachodni	108
05.08.2020	Mazowieckie	Powiat warszawski zachodni	109
06.08.2020	Mazowieckie	Powiat warszawski zachodni	111
07.08.2020	Mazowieckie	Powiat warszawski zachodni	111
08.08.2020	Mazowieckie	Powiat warszawski zachodni	112
09.08.2020	Mazowieckie	Powiat warszawski zachodni	113
10.08.2020	Mazowieckie	Powiat warszawski zachodni	113
11.08.2020	Mazowieckie	Powiat warszawski zachodni	116
12.08.2020	Mazowieckie	Powiat warszawski zachodni	118
13.08.2020	Mazowieckie	Powiat warszawski zachodni	120
14.08.2020	Mazowieckie	Powiat warszawski zachodni	120
15.08.2020	Mazowieckie	Powiat warszawski zachodni	121
16.08.2020	Mazowieckie	Powiat warszawski zachodni	124
17.08.2020	Mazowieckie	Powiat warszawski zachodni	125
18.08.2020	Mazowieckie	Powiat warszawski zachodni	127
19.08.2020	Mazowieckie	Powiat warszawski zachodni	128
20.08.2020	Mazowieckie	Powiat warszawski zachodni	129
21.08.2020	Mazowieckie	Powiat warszawski zachodni	131
22.08.2020	Mazowieckie	Powiat warszawski zachodni	131
23.08.2020	Mazowieckie	Powiat warszawski zachodni	131
24.08.2020	Mazowieckie	Powiat warszawski zachodni	134
25.08.2020	Mazowieckie	Powiat warszawski zachodni	134
26.08.2020	Mazowieckie	Powiat warszawski zachodni	134
27.08.2020	Mazowieckie	Powiat warszawski zachodni	135
28.08.2020	Mazowieckie	Powiat warszawski zachodni	138
29.08.2020	Mazowieckie	Powiat warszawski zachodni	138
30.08.2020	Mazowieckie	Powiat warszawski zachodni	148
31.08.2020	Mazowieckie	Powiat warszawski zachodni	148
01.09.2020	Mazowieckie	Powiat warszawski zachodni	148
02.09.2020	Mazowieckie	Powiat warszawski zachodni	149
03.09.2020	Mazowieckie	Powiat warszawski zachodni	151
04.09.2020	Mazowieckie	Powiat warszawski zachodni	152
05.09.2020	Mazowieckie	Powiat warszawski zachodni	152
06.09.2020	Mazowieckie	Powiat warszawski zachodni	152
07.09.2020	Mazowieckie	Powiat warszawski zachodni	153
08.09.2020	Mazowieckie	Powiat warszawski zachodni	154
09.09.2020	Mazowieckie	Powiat warszawski zachodni	155
10.09.2020	Mazowieckie	Powiat warszawski zachodni	158
11.09.2020	Mazowieckie	Powiat warszawski zachodni	161
12.09.2020	Mazowieckie	Powiat warszawski zachodni	165
13.09.2020	Mazowieckie	Powiat warszawski zachodni	167
14.09.2020	Mazowieckie	Powiat warszawski zachodni	169
15.09.2020	Mazowieckie	Powiat warszawski zachodni	170
16.09.2020	Mazowieckie	Powiat warszawski zachodni	172
17.09.2020	Mazowieckie	Powiat warszawski zachodni	173
18.09.2020	Mazowieckie	Powiat warszawski zachodni	177
19.09.2020	Mazowieckie	Powiat warszawski zachodni	180
20.09.2020	Mazowieckie	Powiat warszawski zachodni	186
21.09.2020	Mazowieckie	Powiat warszawski zachodni	189
22.09.2020	Mazowieckie	Powiat warszawski zachodni	190
23.09.2020	Mazowieckie	Powiat warszawski zachodni	195
24.09.2020	Mazowieckie	Powiat warszawski zachodni	197
25.09.2020	Mazowieckie	Powiat warszawski zachodni	201
26.09.2020	Mazowieckie	Powiat warszawski zachodni	204
27.09.2020	Mazowieckie	Powiat warszawski zachodni	206
28.09.2020	Mazowieckie	Powiat warszawski zachodni	207
29.09.2020	Mazowieckie	Powiat warszawski zachodni	208
30.09.2020	Mazowieckie	Powiat warszawski zachodni	210
01.10.2020	Mazowieckie	Powiat warszawski zachodni	214
02.10.2020	Mazowieckie	Powiat warszawski zachodni	227
03.10.2020	Mazowieckie	Powiat warszawski zachodni	231
04.10.2020	Mazowieckie	Powiat warszawski zachodni	232
05.10.2020	Mazowieckie	Powiat warszawski zachodni	235
06.10.2020	Mazowieckie	Powiat warszawski zachodni	236
07.10.2020	Mazowieckie	Powiat warszawski zachodni	243
08.10.2020	Mazowieckie	Powiat warszawski zachodni	253
09.10.2020	Mazowieckie	Powiat warszawski zachodni	267
10.10.2020	Mazowieckie	Powiat warszawski zachodni	273
11.10.2020	Mazowieckie	Powiat warszawski zachodni	291
12.10.2020	Mazowieckie	Powiat warszawski zachodni	303
13.10.2020	Mazowieckie	Powiat warszawski zachodni	310
14.10.2020	Mazowieckie	Powiat warszawski zachodni	382
15.10.2020	Mazowieckie	Powiat warszawski zachodni	406
16.10.2020	Mazowieckie	Powiat warszawski zachodni	439
17.10.2020	Mazowieckie	Powiat warszawski zachodni	449
18.10.2020	Mazowieckie	Powiat warszawski zachodni	462
19.10.2020	Mazowieckie	Powiat warszawski zachodni	493
20.10.2020	Mazowieckie	Powiat warszawski zachodni	548
21.10.2020	Mazowieckie	Powiat warszawski zachodni	580
22.10.2020	Mazowieckie	Powiat warszawski zachodni	643
23.10.2020	Mazowieckie	Powiat warszawski zachodni	685
24.10.2020	Mazowieckie	Powiat warszawski zachodni	701
25.10.2020	Mazowieckie	Powiat warszawski zachodni	726
26.10.2020	Mazowieckie	Powiat warszawski zachodni	785
27.10.2020	Mazowieckie	Powiat warszawski zachodni	836
28.10.2020	Mazowieckie	Powiat warszawski zachodni	878
29.10.2020	Mazowieckie	Powiat warszawski zachodni	948
30.10.2020	Mazowieckie	Powiat warszawski zachodni	1006
31.10.2020	Mazowieckie	Powiat warszawski zachodni	1030
01.11.2020	Mazowieckie	Powiat warszawski zachodni	1044
02.11.2020	Mazowieckie	Powiat warszawski zachodni	1085
03.11.2020	Mazowieckie	Powiat warszawski zachodni	1144
04.11.2020	Mazowieckie	Powiat warszawski zachodni	1217
05.11.2020	Mazowieckie	Powiat warszawski zachodni	1311
06.11.2020	Mazowieckie	Powiat warszawski zachodni	1443
07.11.2020	Mazowieckie	Powiat warszawski zachodni	1494
08.11.2020	Mazowieckie	Powiat warszawski zachodni	1522
09.11.2020	Mazowieckie	Powiat warszawski zachodni	1588
10.11.2020	Mazowieckie	Powiat warszawski zachodni	1672
11.11.2020	Mazowieckie	Powiat warszawski zachodni	1726
12.11.2020	Mazowieckie	Powiat warszawski zachodni	1780
13.11.2020	Mazowieckie	Powiat warszawski zachodni	1841
14.11.2020	Mazowieckie	Powiat warszawski zachodni	1873
15.11.2020	Mazowieckie	Powiat warszawski zachodni	1926
16.11.2020	Mazowieckie	Powiat warszawski zachodni	2033
17.11.2020	Mazowieckie	Powiat warszawski zachodni	2184
18.11.2020	Mazowieckie	Powiat warszawski zachodni	2274
19.11.2020	Mazowieckie	Powiat warszawski zachodni	2364
20.11.2020	Mazowieckie	Powiat warszawski zachodni	2459
21.11.2020	Mazowieckie	Powiat warszawski zachodni	2550
22.11.2020	Mazowieckie	Powiat warszawski zachodni	2584
23.11.2020	Mazowieckie	Powiat warszawski zachodni	2702
04.03.2020	Mazowieckie	Powiat Warszawa	0
05.03.2020	Mazowieckie	Powiat Warszawa	0
06.03.2020	Mazowieckie	Powiat Warszawa	0
07.03.2020	Mazowieckie	Powiat Warszawa	0
08.03.2020	Mazowieckie	Powiat Warszawa	0
09.03.2020	Mazowieckie	Powiat Warszawa	0
10.03.2020	Mazowieckie	Powiat Warszawa	0
11.03.2020	Mazowieckie	Powiat Warszawa	0
12.03.2020	Mazowieckie	Powiat Warszawa	0
13.03.2020	Mazowieckie	Powiat Warszawa	9
14.03.2020	Mazowieckie	Powiat Warszawa	13
15.03.2020	Mazowieckie	Powiat Warszawa	18
16.03.2020	Mazowieckie	Powiat Warszawa	23
17.03.2020	Mazowieckie	Powiat Warszawa	31
18.03.2020	Mazowieckie	Powiat Warszawa	47
19.03.2020	Mazowieckie	Powiat Warszawa	53
20.03.2020	Mazowieckie	Powiat Warszawa	60
21.03.2020	Mazowieckie	Powiat Warszawa	69
22.03.2020	Mazowieckie	Powiat Warszawa	80
23.03.2020	Mazowieckie	Powiat Warszawa	89
24.03.2020	Mazowieckie	Powiat Warszawa	96
25.03.2020	Mazowieckie	Powiat Warszawa	122
26.03.2020	Mazowieckie	Powiat Warszawa	NA
27.03.2020	Mazowieckie	Powiat Warszawa	131
28.03.2020	Mazowieckie	Powiat Warszawa	147
29.03.2020	Mazowieckie	Powiat Warszawa	168
30.03.2020	Mazowieckie	Powiat Warszawa	174
31.03.2020	Mazowieckie	Powiat Warszawa	181
01.04.2020	Mazowieckie	Powiat Warszawa	181
02.04.2020	Mazowieckie	Powiat Warszawa	212
03.04.2020	Mazowieckie	Powiat Warszawa	227
04.04.2020	Mazowieckie	Powiat Warszawa	266
05.04.2020	Mazowieckie	Powiat Warszawa	309
06.04.2020	Mazowieckie	Powiat Warszawa	354
07.04.2020	Mazowieckie	Powiat Warszawa	392
08.04.2020	Mazowieckie	Powiat Warszawa	412
09.04.2020	Mazowieckie	Powiat Warszawa	459
10.04.2020	Mazowieckie	Powiat Warszawa	499
11.04.2020	Mazowieckie	Powiat Warszawa	514
12.04.2020	Mazowieckie	Powiat Warszawa	530
13.04.2020	Mazowieckie	Powiat Warszawa	542
14.04.2020	Mazowieckie	Powiat Warszawa	550
15.04.2020	Mazowieckie	Powiat Warszawa	600
16.04.2020	Mazowieckie	Powiat Warszawa	620
17.04.2020	Mazowieckie	Powiat Warszawa	627
18.04.2020	Mazowieckie	Powiat Warszawa	643
19.04.2020	Mazowieckie	Powiat Warszawa	660
20.04.2020	Mazowieckie	Powiat Warszawa	675
21.04.2020	Mazowieckie	Powiat Warszawa	680
22.04.2020	Mazowieckie	Powiat Warszawa	693
23.04.2020	Mazowieckie	Powiat Warszawa	707
24.04.2020	Mazowieckie	Powiat Warszawa	735
25.04.2020	Mazowieckie	Powiat Warszawa	750
26.04.2020	Mazowieckie	Powiat Warszawa	755
27.04.2020	Mazowieckie	Powiat Warszawa	765
28.04.2020	Mazowieckie	Powiat Warszawa	771
29.04.2020	Mazowieckie	Powiat Warszawa	783
30.04.2020	Mazowieckie	Powiat Warszawa	787
01.05.2020	Mazowieckie	Powiat Warszawa	788
02.05.2020	Mazowieckie	Powiat Warszawa	802
03.05.2020	Mazowieckie	Powiat Warszawa	809
04.05.2020	Mazowieckie	Powiat Warszawa	812
05.05.2020	Mazowieckie	Powiat Warszawa	818
06.05.2020	Mazowieckie	Powiat Warszawa	827
07.05.2020	Mazowieckie	Powiat Warszawa	833
08.05.2020	Mazowieckie	Powiat Warszawa	841
09.05.2020	Mazowieckie	Powiat Warszawa	847
10.05.2020	Mazowieckie	Powiat Warszawa	853
11.05.2020	Mazowieckie	Powiat Warszawa	856
12.05.2020	Mazowieckie	Powiat Warszawa	867
13.05.2020	Mazowieckie	Powiat Warszawa	883
14.05.2020	Mazowieckie	Powiat Warszawa	895
15.05.2020	Mazowieckie	Powiat Warszawa	904
16.05.2020	Mazowieckie	Powiat Warszawa	907
17.05.2020	Mazowieckie	Powiat Warszawa	912
18.05.2020	Mazowieckie	Powiat Warszawa	917
19.05.2020	Mazowieckie	Powiat Warszawa	927
20.05.2020	Mazowieckie	Powiat Warszawa	937
21.05.2020	Mazowieckie	Powiat Warszawa	952
22.05.2020	Mazowieckie	Powiat Warszawa	963
23.05.2020	Mazowieckie	Powiat Warszawa	988
24.05.2020	Mazowieckie	Powiat Warszawa	992
25.05.2020	Mazowieckie	Powiat Warszawa	1032
26.05.2020	Mazowieckie	Powiat Warszawa	1087
27.05.2020	Mazowieckie	Powiat Warszawa	1112
28.05.2020	Mazowieckie	Powiat Warszawa	1127
29.05.2020	Mazowieckie	Powiat Warszawa	1143
30.05.2020	Mazowieckie	Powiat Warszawa	1161
31.05.2020	Mazowieckie	Powiat Warszawa	1181
01.06.2020	Mazowieckie	Powiat Warszawa	1202
02.06.2020	Mazowieckie	Powiat Warszawa	1213
03.06.2020	Mazowieckie	Powiat Warszawa	1221
04.06.2020	Mazowieckie	Powiat Warszawa	1240
05.06.2020	Mazowieckie	Powiat Warszawa	1265
06.06.2020	Mazowieckie	Powiat Warszawa	1289
07.06.2020	Mazowieckie	Powiat Warszawa	1297
08.06.2020	Mazowieckie	Powiat Warszawa	1309
09.06.2020	Mazowieckie	Powiat Warszawa	1334
10.06.2020	Mazowieckie	Powiat Warszawa	1358
11.06.2020	Mazowieckie	Powiat Warszawa	1370
12.06.2020	Mazowieckie	Powiat Warszawa	1403
13.06.2020	Mazowieckie	Powiat Warszawa	1418
14.06.2020	Mazowieckie	Powiat Warszawa	1434
15.06.2020	Mazowieckie	Powiat Warszawa	1443
16.06.2020	Mazowieckie	Powiat Warszawa	1463
17.06.2020	Mazowieckie	Powiat Warszawa	1482
18.06.2020	Mazowieckie	Powiat Warszawa	1492
19.06.2020	Mazowieckie	Powiat Warszawa	1510
20.06.2020	Mazowieckie	Powiat Warszawa	1517
21.06.2020	Mazowieckie	Powiat Warszawa	1523
22.06.2020	Mazowieckie	Powiat Warszawa	1530
23.06.2020	Mazowieckie	Powiat Warszawa	1548
24.06.2020	Mazowieckie	Powiat Warszawa	1565
25.06.2020	Mazowieckie	Powiat Warszawa	1577
26.06.2020	Mazowieckie	Powiat Warszawa	1592
27.06.2020	Mazowieckie	Powiat Warszawa	1599
28.06.2020	Mazowieckie	Powiat Warszawa	1602
29.06.2020	Mazowieckie	Powiat Warszawa	1609
30.06.2020	Mazowieckie	Powiat Warszawa	1622
01.07.2020	Mazowieckie	Powiat Warszawa	1631
02.07.2020	Mazowieckie	Powiat Warszawa	1646
03.07.2020	Mazowieckie	Powiat Warszawa	1652
04.07.2020	Mazowieckie	Powiat Warszawa	1661
05.07.2020	Mazowieckie	Powiat Warszawa	1677
06.07.2020	Mazowieckie	Powiat Warszawa	1689
07.07.2020	Mazowieckie	Powiat Warszawa	1700
08.07.2020	Mazowieckie	Powiat Warszawa	1716
09.07.2020	Mazowieckie	Powiat Warszawa	1723
10.07.2020	Mazowieckie	Powiat Warszawa	1732
11.07.2020	Mazowieckie	Powiat Warszawa	1743
12.07.2020	Mazowieckie	Powiat Warszawa	1749
13.07.2020	Mazowieckie	Powiat Warszawa	1753
14.07.2020	Mazowieckie	Powiat Warszawa	1760
15.07.2020	Mazowieckie	Powiat Warszawa	1765
16.07.2020	Mazowieckie	Powiat Warszawa	1778
17.07.2020	Mazowieckie	Powiat Warszawa	1789
18.07.2020	Mazowieckie	Powiat Warszawa	1799
19.07.2020	Mazowieckie	Powiat Warszawa	1807
20.07.2020	Mazowieckie	Powiat Warszawa	1828
21.07.2020	Mazowieckie	Powiat Warszawa	1842
22.07.2020	Mazowieckie	Powiat Warszawa	1885
23.07.2020	Mazowieckie	Powiat Warszawa	1907
24.07.2020	Mazowieckie	Powiat Warszawa	1927
25.07.2020	Mazowieckie	Powiat Warszawa	1951
26.07.2020	Mazowieckie	Powiat Warszawa	1966
27.07.2020	Mazowieckie	Powiat Warszawa	2013
28.07.2020	Mazowieckie	Powiat Warszawa	2034
29.07.2020	Mazowieckie	Powiat Warszawa	2067
30.07.2020	Mazowieckie	Powiat Warszawa	2108
31.07.2020	Mazowieckie	Powiat Warszawa	2156
01.08.2020	Mazowieckie	Powiat Warszawa	2189
02.08.2020	Mazowieckie	Powiat Warszawa	2228
03.08.2020	Mazowieckie	Powiat Warszawa	2261
04.08.2020	Mazowieckie	Powiat Warszawa	2298
05.08.2020	Mazowieckie	Powiat Warszawa	2350
06.08.2020	Mazowieckie	Powiat Warszawa	2403
07.08.2020	Mazowieckie	Powiat Warszawa	2459
08.08.2020	Mazowieckie	Powiat Warszawa	2515
09.08.2020	Mazowieckie	Powiat Warszawa	2546
10.08.2020	Mazowieckie	Powiat Warszawa	2574
11.08.2020	Mazowieckie	Powiat Warszawa	2606
12.08.2020	Mazowieckie	Powiat Warszawa	2650
13.08.2020	Mazowieckie	Powiat Warszawa	2687
14.08.2020	Mazowieckie	Powiat Warszawa	2718
15.08.2020	Mazowieckie	Powiat Warszawa	2747
16.08.2020	Mazowieckie	Powiat Warszawa	2773
17.08.2020	Mazowieckie	Powiat Warszawa	2802
18.08.2020	Mazowieckie	Powiat Warszawa	2841
19.08.2020	Mazowieckie	Powiat Warszawa	2892
20.08.2020	Mazowieckie	Powiat Warszawa	2938
21.08.2020	Mazowieckie	Powiat Warszawa	2985
22.08.2020	Mazowieckie	Powiat Warszawa	3075
23.08.2020	Mazowieckie	Powiat Warszawa	3075
24.08.2020	Mazowieckie	Powiat Warszawa	3110
25.08.2020	Mazowieckie	Powiat Warszawa	3148
26.08.2020	Mazowieckie	Powiat Warszawa	3191
27.08.2020	Mazowieckie	Powiat Warszawa	3237
28.08.2020	Mazowieckie	Powiat Warszawa	3266
29.08.2020	Mazowieckie	Powiat Warszawa	3302
30.08.2020	Mazowieckie	Powiat Warszawa	3322
31.08.2020	Mazowieckie	Powiat Warszawa	3357
01.09.2020	Mazowieckie	Powiat Warszawa	3397
02.09.2020	Mazowieckie	Powiat Warszawa	3456
03.09.2020	Mazowieckie	Powiat Warszawa	3493
04.09.2020	Mazowieckie	Powiat Warszawa	3528
05.09.2020	Mazowieckie	Powiat Warszawa	3555
06.09.2020	Mazowieckie	Powiat Warszawa	3584
07.09.2020	Mazowieckie	Powiat Warszawa	3614
08.09.2020	Mazowieckie	Powiat Warszawa	3646
09.09.2020	Mazowieckie	Powiat Warszawa	3676
10.09.2020	Mazowieckie	Powiat Warszawa	3718
11.09.2020	Mazowieckie	Powiat Warszawa	3753
12.09.2020	Mazowieckie	Powiat Warszawa	3787
13.09.2020	Mazowieckie	Powiat Warszawa	3809
14.09.2020	Mazowieckie	Powiat Warszawa	3868
15.09.2020	Mazowieckie	Powiat Warszawa	3934
16.09.2020	Mazowieckie	Powiat Warszawa	4000
17.09.2020	Mazowieckie	Powiat Warszawa	4077
18.09.2020	Mazowieckie	Powiat Warszawa	4163
19.09.2020	Mazowieckie	Powiat Warszawa	4229
20.09.2020	Mazowieckie	Powiat Warszawa	4277
21.09.2020	Mazowieckie	Powiat Warszawa	4335
22.09.2020	Mazowieckie	Powiat Warszawa	4401
23.09.2020	Mazowieckie	Powiat Warszawa	4524
24.09.2020	Mazowieckie	Powiat Warszawa	4653
25.09.2020	Mazowieckie	Powiat Warszawa	4758
26.09.2020	Mazowieckie	Powiat Warszawa	4808
27.09.2020	Mazowieckie	Powiat Warszawa	4865
28.09.2020	Mazowieckie	Powiat Warszawa	4940
29.09.2020	Mazowieckie	Powiat Warszawa	5058
30.09.2020	Mazowieckie	Powiat Warszawa	5206
01.10.2020	Mazowieckie	Powiat Warszawa	5328
02.10.2020	Mazowieckie	Powiat Warszawa	5449
03.10.2020	Mazowieckie	Powiat Warszawa	5550
04.10.2020	Mazowieckie	Powiat Warszawa	5663
05.10.2020	Mazowieckie	Powiat Warszawa	5724
06.10.2020	Mazowieckie	Powiat Warszawa	5902
07.10.2020	Mazowieckie	Powiat Warszawa	5958
08.10.2020	Mazowieckie	Powiat Warszawa	6268
09.10.2020	Mazowieckie	Powiat Warszawa	6600
10.10.2020	Mazowieckie	Powiat Warszawa	7009
11.10.2020	Mazowieckie	Powiat Warszawa	7257
12.10.2020	Mazowieckie	Powiat Warszawa	7540
13.10.2020	Mazowieckie	Powiat Warszawa	7890
14.10.2020	Mazowieckie	Powiat Warszawa	8610
15.10.2020	Mazowieckie	Powiat Warszawa	9104
16.10.2020	Mazowieckie	Powiat Warszawa	9438
17.10.2020	Mazowieckie	Powiat Warszawa	9823
18.10.2020	Mazowieckie	Powiat Warszawa	10262
19.10.2020	Mazowieckie	Powiat Warszawa	10628
20.10.2020	Mazowieckie	Powiat Warszawa	11276
21.10.2020	Mazowieckie	Powiat Warszawa	11749
22.10.2020	Mazowieckie	Powiat Warszawa	12365
23.10.2020	Mazowieckie	Powiat Warszawa	13221
24.10.2020	Mazowieckie	Powiat Warszawa	13921
25.10.2020	Mazowieckie	Powiat Warszawa	14636
26.10.2020	Mazowieckie	Powiat Warszawa	15381
27.10.2020	Mazowieckie	Powiat Warszawa	16318
28.10.2020	Mazowieckie	Powiat Warszawa	17555
29.10.2020	Mazowieckie	Powiat Warszawa	19073
30.10.2020	Mazowieckie	Powiat Warszawa	20126
31.10.2020	Mazowieckie	Powiat Warszawa	20885
01.11.2020	Mazowieckie	Powiat Warszawa	22001
02.11.2020	Mazowieckie	Powiat Warszawa	23140
03.11.2020	Mazowieckie	Powiat Warszawa	24627
04.11.2020	Mazowieckie	Powiat Warszawa	26340
05.11.2020	Mazowieckie	Powiat Warszawa	28152
06.11.2020	Mazowieckie	Powiat Warszawa	29582
07.11.2020	Mazowieckie	Powiat Warszawa	31267
08.11.2020	Mazowieckie	Powiat Warszawa	32903
09.11.2020	Mazowieckie	Powiat Warszawa	34349
10.11.2020	Mazowieckie	Powiat Warszawa	36106
11.11.2020	Mazowieckie	Powiat Warszawa	37282
12.11.2020	Mazowieckie	Powiat Warszawa	38042
13.11.2020	Mazowieckie	Powiat Warszawa	39164
14.11.2020	Mazowieckie	Powiat Warszawa	40332
15.11.2020	Mazowieckie	Powiat Warszawa	41193
16.11.2020	Mazowieckie	Powiat Warszawa	42059
17.11.2020	Mazowieckie	Powiat Warszawa	42997
18.11.2020	Mazowieckie	Powiat Warszawa	43876
19.11.2020	Mazowieckie	Powiat Warszawa	44465
20.11.2020	Mazowieckie	Powiat Warszawa	45213
21.11.2020	Mazowieckie	Powiat Warszawa	46091
22.11.2020	Mazowieckie	Powiat Warszawa	46889
23.11.2020	Mazowieckie	Powiat Warszawa	46889
04.03.2020	Mazowieckie	Powiat węgrowski	0
05.03.2020	Mazowieckie	Powiat węgrowski	0
06.03.2020	Mazowieckie	Powiat węgrowski	0
07.03.2020	Mazowieckie	Powiat węgrowski	0
08.03.2020	Mazowieckie	Powiat węgrowski	0
09.03.2020	Mazowieckie	Powiat węgrowski	0
10.03.2020	Mazowieckie	Powiat węgrowski	0
11.03.2020	Mazowieckie	Powiat węgrowski	0
12.03.2020	Mazowieckie	Powiat węgrowski	0
13.03.2020	Mazowieckie	Powiat węgrowski	NA
14.03.2020	Mazowieckie	Powiat węgrowski	NA
15.03.2020	Mazowieckie	Powiat węgrowski	NA
16.03.2020	Mazowieckie	Powiat węgrowski	NA
17.03.2020	Mazowieckie	Powiat węgrowski	NA
18.03.2020	Mazowieckie	Powiat węgrowski	NA
19.03.2020	Mazowieckie	Powiat węgrowski	NA
20.03.2020	Mazowieckie	Powiat węgrowski	NA
21.03.2020	Mazowieckie	Powiat węgrowski	NA
22.03.2020	Mazowieckie	Powiat węgrowski	NA
23.03.2020	Mazowieckie	Powiat węgrowski	NA
24.03.2020	Mazowieckie	Powiat węgrowski	NA
25.03.2020	Mazowieckie	Powiat węgrowski	NA
26.03.2020	Mazowieckie	Powiat węgrowski	NA
27.03.2020	Mazowieckie	Powiat węgrowski	NA
28.03.2020	Mazowieckie	Powiat węgrowski	NA
29.03.2020	Mazowieckie	Powiat węgrowski	NA
30.03.2020	Mazowieckie	Powiat węgrowski	NA
31.03.2020	Mazowieckie	Powiat węgrowski	NA
01.04.2020	Mazowieckie	Powiat węgrowski	NA
02.04.2020	Mazowieckie	Powiat węgrowski	NA
03.04.2020	Mazowieckie	Powiat węgrowski	NA
04.04.2020	Mazowieckie	Powiat węgrowski	NA
05.04.2020	Mazowieckie	Powiat węgrowski	NA
06.04.2020	Mazowieckie	Powiat węgrowski	NA
07.04.2020	Mazowieckie	Powiat węgrowski	NA
08.04.2020	Mazowieckie	Powiat węgrowski	20
09.04.2020	Mazowieckie	Powiat węgrowski	23
10.04.2020	Mazowieckie	Powiat węgrowski	24
11.04.2020	Mazowieckie	Powiat węgrowski	27
12.04.2020	Mazowieckie	Powiat węgrowski	27
13.04.2020	Mazowieckie	Powiat węgrowski	27
14.04.2020	Mazowieckie	Powiat węgrowski	27
15.04.2020	Mazowieckie	Powiat węgrowski	27
16.04.2020	Mazowieckie	Powiat węgrowski	27
17.04.2020	Mazowieckie	Powiat węgrowski	27
18.04.2020	Mazowieckie	Powiat węgrowski	28
19.04.2020	Mazowieckie	Powiat węgrowski	28
20.04.2020	Mazowieckie	Powiat węgrowski	28
21.04.2020	Mazowieckie	Powiat węgrowski	29
22.04.2020	Mazowieckie	Powiat węgrowski	29
23.04.2020	Mazowieckie	Powiat węgrowski	29
24.04.2020	Mazowieckie	Powiat węgrowski	29
25.04.2020	Mazowieckie	Powiat węgrowski	29
26.04.2020	Mazowieckie	Powiat węgrowski	29
27.04.2020	Mazowieckie	Powiat węgrowski	29
28.04.2020	Mazowieckie	Powiat węgrowski	30
29.04.2020	Mazowieckie	Powiat węgrowski	31
30.04.2020	Mazowieckie	Powiat węgrowski	31
01.05.2020	Mazowieckie	Powiat węgrowski	31
02.05.2020	Mazowieckie	Powiat węgrowski	31
03.05.2020	Mazowieckie	Powiat węgrowski	33
04.05.2020	Mazowieckie	Powiat węgrowski	33
05.05.2020	Mazowieckie	Powiat węgrowski	33
06.05.2020	Mazowieckie	Powiat węgrowski	33
07.05.2020	Mazowieckie	Powiat węgrowski	33
08.05.2020	Mazowieckie	Powiat węgrowski	33
09.05.2020	Mazowieckie	Powiat węgrowski	33
10.05.2020	Mazowieckie	Powiat węgrowski	33
11.05.2020	Mazowieckie	Powiat węgrowski	33
12.05.2020	Mazowieckie	Powiat węgrowski	33
13.05.2020	Mazowieckie	Powiat węgrowski	33
14.05.2020	Mazowieckie	Powiat węgrowski	33
15.05.2020	Mazowieckie	Powiat węgrowski	34
16.05.2020	Mazowieckie	Powiat węgrowski	34
17.05.2020	Mazowieckie	Powiat węgrowski	34
