date	voivodeship	region	infected_total
12.03.2020	Mazowieckie	Powiat grójecki	6
13.03.2020	Mazowieckie	Powiat grójecki	NA
14.03.2020	Mazowieckie	Powiat grójecki	NA
15.03.2020	Mazowieckie	Powiat grójecki	NA
16.03.2020	Mazowieckie	Powiat grójecki	NA
17.03.2020	Mazowieckie	Powiat grójecki	NA
18.03.2020	Mazowieckie	Powiat grójecki	8
19.03.2020	Mazowieckie	Powiat grójecki	11
20.03.2020	Mazowieckie	Powiat grójecki	21
21.03.2020	Mazowieckie	Powiat grójecki	27
22.03.2020	Mazowieckie	Powiat grójecki	28
23.03.2020	Mazowieckie	Powiat grójecki	40
24.03.2020	Mazowieckie	Powiat grójecki	44
25.03.2020	Mazowieckie	Powiat grójecki	47
26.03.2020	Mazowieckie	Powiat grójecki	51
27.03.2020	Mazowieckie	Powiat grójecki	55
28.03.2020	Mazowieckie	Powiat grójecki	62
29.03.2020	Mazowieckie	Powiat grójecki	66
30.03.2020	Mazowieckie	Powiat grójecki	68
31.03.2020	Mazowieckie	Powiat grójecki	74
01.04.2020	Mazowieckie	Powiat grójecki	83
02.04.2020	Mazowieckie	Powiat grójecki	95
03.04.2020	Mazowieckie	Powiat grójecki	112
04.04.2020	Mazowieckie	Powiat grójecki	116
05.04.2020	Mazowieckie	Powiat grójecki	123
06.04.2020	Mazowieckie	Powiat grójecki	132
07.04.2020	Mazowieckie	Powiat grójecki	204
08.04.2020	Mazowieckie	Powiat grójecki	211
09.04.2020	Mazowieckie	Powiat grójecki	226
10.04.2020	Mazowieckie	Powiat grójecki	229
11.04.2020	Mazowieckie	Powiat grójecki	240
12.04.2020	Mazowieckie	Powiat grójecki	241
13.04.2020	Mazowieckie	Powiat grójecki	242
14.04.2020	Mazowieckie	Powiat grójecki	243
15.04.2020	Mazowieckie	Powiat grójecki	246
16.04.2020	Mazowieckie	Powiat grójecki	250
17.04.2020	Mazowieckie	Powiat grójecki	252
18.04.2020	Mazowieckie	Powiat grójecki	254
19.04.2020	Mazowieckie	Powiat grójecki	255
20.04.2020	Mazowieckie	Powiat grójecki	258
21.04.2020	Mazowieckie	Powiat grójecki	262
22.04.2020	Mazowieckie	Powiat grójecki	263
23.04.2020	Mazowieckie	Powiat grójecki	264
24.04.2020	Mazowieckie	Powiat grójecki	267
25.04.2020	Mazowieckie	Powiat grójecki	270
26.04.2020	Mazowieckie	Powiat grójecki	273
27.04.2020	Mazowieckie	Powiat grójecki	273
28.04.2020	Mazowieckie	Powiat grójecki	273
29.04.2020	Mazowieckie	Powiat grójecki	273
30.04.2020	Mazowieckie	Powiat grójecki	273
01.05.2020	Mazowieckie	Powiat grójecki	273
02.05.2020	Mazowieckie	Powiat grójecki	273
03.05.2020	Mazowieckie	Powiat grójecki	273
04.05.2020	Mazowieckie	Powiat grójecki	273
05.05.2020	Mazowieckie	Powiat grójecki	292
06.05.2020	Mazowieckie	Powiat grójecki	296
07.05.2020	Mazowieckie	Powiat grójecki	296
08.05.2020	Mazowieckie	Powiat grójecki	296
09.05.2020	Mazowieckie	Powiat grójecki	296
10.05.2020	Mazowieckie	Powiat grójecki	296
11.05.2020	Mazowieckie	Powiat grójecki	296
12.05.2020	Mazowieckie	Powiat grójecki	296
13.05.2020	Mazowieckie	Powiat grójecki	296
14.05.2020	Mazowieckie	Powiat grójecki	297
15.05.2020	Mazowieckie	Powiat grójecki	297
16.05.2020	Mazowieckie	Powiat grójecki	297
17.05.2020	Mazowieckie	Powiat grójecki	297
18.05.2020	Mazowieckie	Powiat grójecki	297
19.05.2020	Mazowieckie	Powiat grójecki	298
20.05.2020	Mazowieckie	Powiat grójecki	298
21.05.2020	Mazowieckie	Powiat grójecki	298
22.05.2020	Mazowieckie	Powiat grójecki	298
23.05.2020	Mazowieckie	Powiat grójecki	298
24.05.2020	Mazowieckie	Powiat grójecki	298
25.05.2020	Mazowieckie	Powiat grójecki	298
26.05.2020	Mazowieckie	Powiat grójecki	298
27.05.2020	Mazowieckie	Powiat grójecki	299
28.05.2020	Mazowieckie	Powiat grójecki	304
29.05.2020	Mazowieckie	Powiat grójecki	304
30.05.2020	Mazowieckie	Powiat grójecki	307
31.05.2020	Mazowieckie	Powiat grójecki	307
01.06.2020	Mazowieckie	Powiat grójecki	308
02.06.2020	Mazowieckie	Powiat grójecki	308
03.06.2020	Mazowieckie	Powiat grójecki	308
04.06.2020	Mazowieckie	Powiat grójecki	308
05.06.2020	Mazowieckie	Powiat grójecki	308
06.06.2020	Mazowieckie	Powiat grójecki	309
07.06.2020	Mazowieckie	Powiat grójecki	311
08.06.2020	Mazowieckie	Powiat grójecki	312
09.06.2020	Mazowieckie	Powiat grójecki	315
10.06.2020	Mazowieckie	Powiat grójecki	315
11.06.2020	Mazowieckie	Powiat grójecki	315
12.06.2020	Mazowieckie	Powiat grójecki	316
13.06.2020	Mazowieckie	Powiat grójecki	316
14.06.2020	Mazowieckie	Powiat grójecki	316
15.06.2020	Mazowieckie	Powiat grójecki	317
16.06.2020	Mazowieckie	Powiat grójecki	321
17.06.2020	Mazowieckie	Powiat grójecki	321
18.06.2020	Mazowieckie	Powiat grójecki	328
19.06.2020	Mazowieckie	Powiat grójecki	328
20.06.2020	Mazowieckie	Powiat grójecki	331
21.06.2020	Mazowieckie	Powiat grójecki	331
22.06.2020	Mazowieckie	Powiat grójecki	331
23.06.2020	Mazowieckie	Powiat grójecki	332
24.06.2020	Mazowieckie	Powiat grójecki	333
25.06.2020	Mazowieckie	Powiat grójecki	334
26.06.2020	Mazowieckie	Powiat grójecki	337
27.06.2020	Mazowieckie	Powiat grójecki	337
28.06.2020	Mazowieckie	Powiat grójecki	337
29.06.2020	Mazowieckie	Powiat grójecki	339
30.06.2020	Mazowieckie	Powiat grójecki	339
01.07.2020	Mazowieckie	Powiat grójecki	340
02.07.2020	Mazowieckie	Powiat grójecki	340
03.07.2020	Mazowieckie	Powiat grójecki	340
04.07.2020	Mazowieckie	Powiat grójecki	340
05.07.2020	Mazowieckie	Powiat grójecki	340
06.07.2020	Mazowieckie	Powiat grójecki	340
07.07.2020	Mazowieckie	Powiat grójecki	341
08.07.2020	Mazowieckie	Powiat grójecki	342
09.07.2020	Mazowieckie	Powiat grójecki	344
10.07.2020	Mazowieckie	Powiat grójecki	344
11.07.2020	Mazowieckie	Powiat grójecki	344
12.07.2020	Mazowieckie	Powiat grójecki	344
13.07.2020	Mazowieckie	Powiat grójecki	345
14.07.2020	Mazowieckie	Powiat grójecki	345
15.07.2020	Mazowieckie	Powiat grójecki	345
16.07.2020	Mazowieckie	Powiat grójecki	345
17.07.2020	Mazowieckie	Powiat grójecki	345
18.07.2020	Mazowieckie	Powiat grójecki	345
19.07.2020	Mazowieckie	Powiat grójecki	345
20.07.2020	Mazowieckie	Powiat grójecki	347
21.07.2020	Mazowieckie	Powiat grójecki	347
22.07.2020	Mazowieckie	Powiat grójecki	347
23.07.2020	Mazowieckie	Powiat grójecki	347
24.07.2020	Mazowieckie	Powiat grójecki	347
25.07.2020	Mazowieckie	Powiat grójecki	347
26.07.2020	Mazowieckie	Powiat grójecki	347
27.07.2020	Mazowieckie	Powiat grójecki	349
28.07.2020	Mazowieckie	Powiat grójecki	350
29.07.2020	Mazowieckie	Powiat grójecki	350
30.07.2020	Mazowieckie	Powiat grójecki	351
31.07.2020	Mazowieckie	Powiat grójecki	351
01.08.2020	Mazowieckie	Powiat grójecki	352
02.08.2020	Mazowieckie	Powiat grójecki	352
03.08.2020	Mazowieckie	Powiat grójecki	355
04.08.2020	Mazowieckie	Powiat grójecki	355
05.08.2020	Mazowieckie	Powiat grójecki	355
06.08.2020	Mazowieckie	Powiat grójecki	360
07.08.2020	Mazowieckie	Powiat grójecki	360
08.08.2020	Mazowieckie	Powiat grójecki	360
09.08.2020	Mazowieckie	Powiat grójecki	360
10.08.2020	Mazowieckie	Powiat grójecki	360
11.08.2020	Mazowieckie	Powiat grójecki	361
12.08.2020	Mazowieckie	Powiat grójecki	361
13.08.2020	Mazowieckie	Powiat grójecki	363
14.08.2020	Mazowieckie	Powiat grójecki	365
15.08.2020	Mazowieckie	Powiat grójecki	368
16.08.2020	Mazowieckie	Powiat grójecki	368
17.08.2020	Mazowieckie	Powiat grójecki	368
18.08.2020	Mazowieckie	Powiat grójecki	368
19.08.2020	Mazowieckie	Powiat grójecki	370
20.08.2020	Mazowieckie	Powiat grójecki	371
21.08.2020	Mazowieckie	Powiat grójecki	374
22.08.2020	Mazowieckie	Powiat grójecki	374
23.08.2020	Mazowieckie	Powiat grójecki	374
24.08.2020	Mazowieckie	Powiat grójecki	374
25.08.2020	Mazowieckie	Powiat grójecki	374
26.08.2020	Mazowieckie	Powiat grójecki	375
27.08.2020	Mazowieckie	Powiat grójecki	377
28.08.2020	Mazowieckie	Powiat grójecki	379
29.08.2020	Mazowieckie	Powiat grójecki	380
30.08.2020	Mazowieckie	Powiat grójecki	380
31.08.2020	Mazowieckie	Powiat grójecki	380
01.09.2020	Mazowieckie	Powiat grójecki	382
02.09.2020	Mazowieckie	Powiat grójecki	382
03.09.2020	Mazowieckie	Powiat grójecki	382
04.09.2020	Mazowieckie	Powiat grójecki	385
05.09.2020	Mazowieckie	Powiat grójecki	387
06.09.2020	Mazowieckie	Powiat grójecki	387
07.09.2020	Mazowieckie	Powiat grójecki	388
08.09.2020	Mazowieckie	Powiat grójecki	389
09.09.2020	Mazowieckie	Powiat grójecki	389
10.09.2020	Mazowieckie	Powiat grójecki	389
11.09.2020	Mazowieckie	Powiat grójecki	389
12.09.2020	Mazowieckie	Powiat grójecki	389
13.09.2020	Mazowieckie	Powiat grójecki	389
14.09.2020	Mazowieckie	Powiat grójecki	389
15.09.2020	Mazowieckie	Powiat grójecki	390
16.09.2020	Mazowieckie	Powiat grójecki	390
17.09.2020	Mazowieckie	Powiat grójecki	390
18.09.2020	Mazowieckie	Powiat grójecki	391
19.09.2020	Mazowieckie	Powiat grójecki	391
20.09.2020	Mazowieckie	Powiat grójecki	391
21.09.2020	Mazowieckie	Powiat grójecki	391
22.09.2020	Mazowieckie	Powiat grójecki	392
23.09.2020	Mazowieckie	Powiat grójecki	393
24.09.2020	Mazowieckie	Powiat grójecki	395
25.09.2020	Mazowieckie	Powiat grójecki	397
26.09.2020	Mazowieckie	Powiat grójecki	400
27.09.2020	Mazowieckie	Powiat grójecki	402
28.09.2020	Mazowieckie	Powiat grójecki	404
29.09.2020	Mazowieckie	Powiat grójecki	408
30.09.2020	Mazowieckie	Powiat grójecki	414
01.10.2020	Mazowieckie	Powiat grójecki	417
02.10.2020	Mazowieckie	Powiat grójecki	423
03.10.2020	Mazowieckie	Powiat grójecki	427
04.10.2020	Mazowieckie	Powiat grójecki	427
05.10.2020	Mazowieckie	Powiat grójecki	429
06.10.2020	Mazowieckie	Powiat grójecki	436
07.10.2020	Mazowieckie	Powiat grójecki	440
08.10.2020	Mazowieckie	Powiat grójecki	444
09.10.2020	Mazowieckie	Powiat grójecki	449
10.10.2020	Mazowieckie	Powiat grójecki	451
11.10.2020	Mazowieckie	Powiat grójecki	451
12.10.2020	Mazowieckie	Powiat grójecki	462
13.10.2020	Mazowieckie	Powiat grójecki	468
14.10.2020	Mazowieckie	Powiat grójecki	481
15.10.2020	Mazowieckie	Powiat grójecki	487
16.10.2020	Mazowieckie	Powiat grójecki	494
17.10.2020	Mazowieckie	Powiat grójecki	503
18.10.2020	Mazowieckie	Powiat grójecki	503
19.10.2020	Mazowieckie	Powiat grójecki	524
20.10.2020	Mazowieckie	Powiat grójecki	534
21.10.2020	Mazowieckie	Powiat grójecki	554
22.10.2020	Mazowieckie	Powiat grójecki	568
23.10.2020	Mazowieckie	Powiat grójecki	579
24.10.2020	Mazowieckie	Powiat grójecki	590
25.10.2020	Mazowieckie	Powiat grójecki	596
26.10.2020	Mazowieckie	Powiat grójecki	631
27.10.2020	Mazowieckie	Powiat grójecki	649
28.10.2020	Mazowieckie	Powiat grójecki	674
29.10.2020	Mazowieckie	Powiat grójecki	732
30.10.2020	Mazowieckie	Powiat grójecki	765
31.10.2020	Mazowieckie	Powiat grójecki	804
01.11.2020	Mazowieckie	Powiat grójecki	870
02.11.2020	Mazowieckie	Powiat grójecki	915
03.11.2020	Mazowieckie	Powiat grójecki	936
04.11.2020	Mazowieckie	Powiat grójecki	980
05.11.2020	Mazowieckie	Powiat grójecki	1032
06.11.2020	Mazowieckie	Powiat grójecki	1101
07.11.2020	Mazowieckie	Powiat grójecki	1147
08.11.2020	Mazowieckie	Powiat grójecki	1190
09.11.2020	Mazowieckie	Powiat grójecki	1210
10.11.2020	Mazowieckie	Powiat grójecki	1233
11.11.2020	Mazowieckie	Powiat grójecki	1261
12.11.2020	Mazowieckie	Powiat grójecki	1290
13.11.2020	Mazowieckie	Powiat grójecki	1321
14.11.2020	Mazowieckie	Powiat grójecki	1348
15.11.2020	Mazowieckie	Powiat grójecki	1358
16.11.2020	Mazowieckie	Powiat grójecki	1364
17.11.2020	Mazowieckie	Powiat grójecki	1400
18.11.2020	Mazowieckie	Powiat grójecki	1426
19.11.2020	Mazowieckie	Powiat grójecki	1450
20.11.2020	Mazowieckie	Powiat grójecki	1499
21.11.2020	Mazowieckie	Powiat grójecki	1558
22.11.2020	Mazowieckie	Powiat grójecki	1600
23.11.2020	Mazowieckie	Powiat grójecki	1609
04.03.2020	Mazowieckie	Powiat kozienicki	0
05.03.2020	Mazowieckie	Powiat kozienicki	0
06.03.2020	Mazowieckie	Powiat kozienicki	0
07.03.2020	Mazowieckie	Powiat kozienicki	0
08.03.2020	Mazowieckie	Powiat kozienicki	0
09.03.2020	Mazowieckie	Powiat kozienicki	0
10.03.2020	Mazowieckie	Powiat kozienicki	0
11.03.2020	Mazowieckie	Powiat kozienicki	0
12.03.2020	Mazowieckie	Powiat kozienicki	0
13.03.2020	Mazowieckie	Powiat kozienicki	0
14.03.2020	Mazowieckie	Powiat kozienicki	0
15.03.2020	Mazowieckie	Powiat kozienicki	0
16.03.2020	Mazowieckie	Powiat kozienicki	1
17.03.2020	Mazowieckie	Powiat kozienicki	1
18.03.2020	Mazowieckie	Powiat kozienicki	1
19.03.2020	Mazowieckie	Powiat kozienicki	1
20.03.2020	Mazowieckie	Powiat kozienicki	1
21.03.2020	Mazowieckie	Powiat kozienicki	1
22.03.2020	Mazowieckie	Powiat kozienicki	1
23.03.2020	Mazowieckie	Powiat kozienicki	1
24.03.2020	Mazowieckie	Powiat kozienicki	1
25.03.2020	Mazowieckie	Powiat kozienicki	1
26.03.2020	Mazowieckie	Powiat kozienicki	1
27.03.2020	Mazowieckie	Powiat kozienicki	1
28.03.2020	Mazowieckie	Powiat kozienicki	1
29.03.2020	Mazowieckie	Powiat kozienicki	1
30.03.2020	Mazowieckie	Powiat kozienicki	1
31.03.2020	Mazowieckie	Powiat kozienicki	1
01.04.2020	Mazowieckie	Powiat kozienicki	1
02.04.2020	Mazowieckie	Powiat kozienicki	1
03.04.2020	Mazowieckie	Powiat kozienicki	1
04.04.2020	Mazowieckie	Powiat kozienicki	2
05.04.2020	Mazowieckie	Powiat kozienicki	2
06.04.2020	Mazowieckie	Powiat kozienicki	3
07.04.2020	Mazowieckie	Powiat kozienicki	5
08.04.2020	Mazowieckie	Powiat kozienicki	5
09.04.2020	Mazowieckie	Powiat kozienicki	7
10.04.2020	Mazowieckie	Powiat kozienicki	9
11.04.2020	Mazowieckie	Powiat kozienicki	13
12.04.2020	Mazowieckie	Powiat kozienicki	14
13.04.2020	Mazowieckie	Powiat kozienicki	14
14.04.2020	Mazowieckie	Powiat kozienicki	15
15.04.2020	Mazowieckie	Powiat kozienicki	19
16.04.2020	Mazowieckie	Powiat kozienicki	23
17.04.2020	Mazowieckie	Powiat kozienicki	23
18.04.2020	Mazowieckie	Powiat kozienicki	24
19.04.2020	Mazowieckie	Powiat kozienicki	24
20.04.2020	Mazowieckie	Powiat kozienicki	25
21.04.2020	Mazowieckie	Powiat kozienicki	25
22.04.2020	Mazowieckie	Powiat kozienicki	27
23.04.2020	Mazowieckie	Powiat kozienicki	27
24.04.2020	Mazowieckie	Powiat kozienicki	28
25.04.2020	Mazowieckie	Powiat kozienicki	28
26.04.2020	Mazowieckie	Powiat kozienicki	28
27.04.2020	Mazowieckie	Powiat kozienicki	28
28.04.2020	Mazowieckie	Powiat kozienicki	28
29.04.2020	Mazowieckie	Powiat kozienicki	28
30.04.2020	Mazowieckie	Powiat kozienicki	28
01.05.2020	Mazowieckie	Powiat kozienicki	28
02.05.2020	Mazowieckie	Powiat kozienicki	28
03.05.2020	Mazowieckie	Powiat kozienicki	28
04.05.2020	Mazowieckie	Powiat kozienicki	28
05.05.2020	Mazowieckie	Powiat kozienicki	28
06.05.2020	Mazowieckie	Powiat kozienicki	28
07.05.2020	Mazowieckie	Powiat kozienicki	28
08.05.2020	Mazowieckie	Powiat kozienicki	28
09.05.2020	Mazowieckie	Powiat kozienicki	28
10.05.2020	Mazowieckie	Powiat kozienicki	28
11.05.2020	Mazowieckie	Powiat kozienicki	28
12.05.2020	Mazowieckie	Powiat kozienicki	28
13.05.2020	Mazowieckie	Powiat kozienicki	30
14.05.2020	Mazowieckie	Powiat kozienicki	30
15.05.2020	Mazowieckie	Powiat kozienicki	31
16.05.2020	Mazowieckie	Powiat kozienicki	32
17.05.2020	Mazowieckie	Powiat kozienicki	34
18.05.2020	Mazowieckie	Powiat kozienicki	38
19.05.2020	Mazowieckie	Powiat kozienicki	40
20.05.2020	Mazowieckie	Powiat kozienicki	45
21.05.2020	Mazowieckie	Powiat kozienicki	48
22.05.2020	Mazowieckie	Powiat kozienicki	49
23.05.2020	Mazowieckie	Powiat kozienicki	49
24.05.2020	Mazowieckie	Powiat kozienicki	54
25.05.2020	Mazowieckie	Powiat kozienicki	54
26.05.2020	Mazowieckie	Powiat kozienicki	55
27.05.2020	Mazowieckie	Powiat kozienicki	55
28.05.2020	Mazowieckie	Powiat kozienicki	57
29.05.2020	Mazowieckie	Powiat kozienicki	57
30.05.2020	Mazowieckie	Powiat kozienicki	65
31.05.2020	Mazowieckie	Powiat kozienicki	65
01.06.2020	Mazowieckie	Powiat kozienicki	65
02.06.2020	Mazowieckie	Powiat kozienicki	65
03.06.2020	Mazowieckie	Powiat kozienicki	65
04.06.2020	Mazowieckie	Powiat kozienicki	67
05.06.2020	Mazowieckie	Powiat kozienicki	67
06.06.2020	Mazowieckie	Powiat kozienicki	68
07.06.2020	Mazowieckie	Powiat kozienicki	72
08.06.2020	Mazowieckie	Powiat kozienicki	72
09.06.2020	Mazowieckie	Powiat kozienicki	72
10.06.2020	Mazowieckie	Powiat kozienicki	73
11.06.2020	Mazowieckie	Powiat kozienicki	77
12.06.2020	Mazowieckie	Powiat kozienicki	82
13.06.2020	Mazowieckie	Powiat kozienicki	83
14.06.2020	Mazowieckie	Powiat kozienicki	83
15.06.2020	Mazowieckie	Powiat kozienicki	83
16.06.2020	Mazowieckie	Powiat kozienicki	83
17.06.2020	Mazowieckie	Powiat kozienicki	83
18.06.2020	Mazowieckie	Powiat kozienicki	83
19.06.2020	Mazowieckie	Powiat kozienicki	86
20.06.2020	Mazowieckie	Powiat kozienicki	88
21.06.2020	Mazowieckie	Powiat kozienicki	90
22.06.2020	Mazowieckie	Powiat kozienicki	94
23.06.2020	Mazowieckie	Powiat kozienicki	94
24.06.2020	Mazowieckie	Powiat kozienicki	97
25.06.2020	Mazowieckie	Powiat kozienicki	98
26.06.2020	Mazowieckie	Powiat kozienicki	102
27.06.2020	Mazowieckie	Powiat kozienicki	107
28.06.2020	Mazowieckie	Powiat kozienicki	109
29.06.2020	Mazowieckie	Powiat kozienicki	111
30.06.2020	Mazowieckie	Powiat kozienicki	111
01.07.2020	Mazowieckie	Powiat kozienicki	112
02.07.2020	Mazowieckie	Powiat kozienicki	114
03.07.2020	Mazowieckie	Powiat kozienicki	116
04.07.2020	Mazowieckie	Powiat kozienicki	116
05.07.2020	Mazowieckie	Powiat kozienicki	116
06.07.2020	Mazowieckie	Powiat kozienicki	117
07.07.2020	Mazowieckie	Powiat kozienicki	118
08.07.2020	Mazowieckie	Powiat kozienicki	118
09.07.2020	Mazowieckie	Powiat kozienicki	118
10.07.2020	Mazowieckie	Powiat kozienicki	119
11.07.2020	Mazowieckie	Powiat kozienicki	119
12.07.2020	Mazowieckie	Powiat kozienicki	120
13.07.2020	Mazowieckie	Powiat kozienicki	120
14.07.2020	Mazowieckie	Powiat kozienicki	120
15.07.2020	Mazowieckie	Powiat kozienicki	120
16.07.2020	Mazowieckie	Powiat kozienicki	121
17.07.2020	Mazowieckie	Powiat kozienicki	122
18.07.2020	Mazowieckie	Powiat kozienicki	122
19.07.2020	Mazowieckie	Powiat kozienicki	122
20.07.2020	Mazowieckie	Powiat kozienicki	122
21.07.2020	Mazowieckie	Powiat kozienicki	122
22.07.2020	Mazowieckie	Powiat kozienicki	124
23.07.2020	Mazowieckie	Powiat kozienicki	125
24.07.2020	Mazowieckie	Powiat kozienicki	126
25.07.2020	Mazowieckie	Powiat kozienicki	126
26.07.2020	Mazowieckie	Powiat kozienicki	127
27.07.2020	Mazowieckie	Powiat kozienicki	127
28.07.2020	Mazowieckie	Powiat kozienicki	127
29.07.2020	Mazowieckie	Powiat kozienicki	127
30.07.2020	Mazowieckie	Powiat kozienicki	129
31.07.2020	Mazowieckie	Powiat kozienicki	130
01.08.2020	Mazowieckie	Powiat kozienicki	130
02.08.2020	Mazowieckie	Powiat kozienicki	131
03.08.2020	Mazowieckie	Powiat kozienicki	131
04.08.2020	Mazowieckie	Powiat kozienicki	131
05.08.2020	Mazowieckie	Powiat kozienicki	132
06.08.2020	Mazowieckie	Powiat kozienicki	133
07.08.2020	Mazowieckie	Powiat kozienicki	137
08.08.2020	Mazowieckie	Powiat kozienicki	137
09.08.2020	Mazowieckie	Powiat kozienicki	137
10.08.2020	Mazowieckie	Powiat kozienicki	137
11.08.2020	Mazowieckie	Powiat kozienicki	139
12.08.2020	Mazowieckie	Powiat kozienicki	139
13.08.2020	Mazowieckie	Powiat kozienicki	140
14.08.2020	Mazowieckie	Powiat kozienicki	144
15.08.2020	Mazowieckie	Powiat kozienicki	144
16.08.2020	Mazowieckie	Powiat kozienicki	144
17.08.2020	Mazowieckie	Powiat kozienicki	144
18.08.2020	Mazowieckie	Powiat kozienicki	144
19.08.2020	Mazowieckie	Powiat kozienicki	144
20.08.2020	Mazowieckie	Powiat kozienicki	146
21.08.2020	Mazowieckie	Powiat kozienicki	147
22.08.2020	Mazowieckie	Powiat kozienicki	147
23.08.2020	Mazowieckie	Powiat kozienicki	147
24.08.2020	Mazowieckie	Powiat kozienicki	147
25.08.2020	Mazowieckie	Powiat kozienicki	147
26.08.2020	Mazowieckie	Powiat kozienicki	147
27.08.2020	Mazowieckie	Powiat kozienicki	149
28.08.2020	Mazowieckie	Powiat kozienicki	150
29.08.2020	Mazowieckie	Powiat kozienicki	151
30.08.2020	Mazowieckie	Powiat kozienicki	152
31.08.2020	Mazowieckie	Powiat kozienicki	152
01.09.2020	Mazowieckie	Powiat kozienicki	152
02.09.2020	Mazowieckie	Powiat kozienicki	152
03.09.2020	Mazowieckie	Powiat kozienicki	153
04.09.2020	Mazowieckie	Powiat kozienicki	154
05.09.2020	Mazowieckie	Powiat kozienicki	154
06.09.2020	Mazowieckie	Powiat kozienicki	154
07.09.2020	Mazowieckie	Powiat kozienicki	154
08.09.2020	Mazowieckie	Powiat kozienicki	154
09.09.2020	Mazowieckie	Powiat kozienicki	154
10.09.2020	Mazowieckie	Powiat kozienicki	154
11.09.2020	Mazowieckie	Powiat kozienicki	154
12.09.2020	Mazowieckie	Powiat kozienicki	154
13.09.2020	Mazowieckie	Powiat kozienicki	155
14.09.2020	Mazowieckie	Powiat kozienicki	155
15.09.2020	Mazowieckie	Powiat kozienicki	155
16.09.2020	Mazowieckie	Powiat kozienicki	155
17.09.2020	Mazowieckie	Powiat kozienicki	155
18.09.2020	Mazowieckie	Powiat kozienicki	155
19.09.2020	Mazowieckie	Powiat kozienicki	157
20.09.2020	Mazowieckie	Powiat kozienicki	157
21.09.2020	Mazowieckie	Powiat kozienicki	157
22.09.2020	Mazowieckie	Powiat kozienicki	158
23.09.2020	Mazowieckie	Powiat kozienicki	162
24.09.2020	Mazowieckie	Powiat kozienicki	163
25.09.2020	Mazowieckie	Powiat kozienicki	165
26.09.2020	Mazowieckie	Powiat kozienicki	165
27.09.2020	Mazowieckie	Powiat kozienicki	165
28.09.2020	Mazowieckie	Powiat kozienicki	165
29.09.2020	Mazowieckie	Powiat kozienicki	167
30.09.2020	Mazowieckie	Powiat kozienicki	168
01.10.2020	Mazowieckie	Powiat kozienicki	169
02.10.2020	Mazowieckie	Powiat kozienicki	169
03.10.2020	Mazowieckie	Powiat kozienicki	170
04.10.2020	Mazowieckie	Powiat kozienicki	171
05.10.2020	Mazowieckie	Powiat kozienicki	171
06.10.2020	Mazowieckie	Powiat kozienicki	172
07.10.2020	Mazowieckie	Powiat kozienicki	183
08.10.2020	Mazowieckie	Powiat kozienicki	187
09.10.2020	Mazowieckie	Powiat kozienicki	196
10.10.2020	Mazowieckie	Powiat kozienicki	207
11.10.2020	Mazowieckie	Powiat kozienicki	216
12.10.2020	Mazowieckie	Powiat kozienicki	225
13.10.2020	Mazowieckie	Powiat kozienicki	232
14.10.2020	Mazowieckie	Powiat kozienicki	252
15.10.2020	Mazowieckie	Powiat kozienicki	273
16.10.2020	Mazowieckie	Powiat kozienicki	292
17.10.2020	Mazowieckie	Powiat kozienicki	307
18.10.2020	Mazowieckie	Powiat kozienicki	323
19.10.2020	Mazowieckie	Powiat kozienicki	331
20.10.2020	Mazowieckie	Powiat kozienicki	353
21.10.2020	Mazowieckie	Powiat kozienicki	362
22.10.2020	Mazowieckie	Powiat kozienicki	392
23.10.2020	Mazowieckie	Powiat kozienicki	430
24.10.2020	Mazowieckie	Powiat kozienicki	470
25.10.2020	Mazowieckie	Powiat kozienicki	473
26.10.2020	Mazowieckie	Powiat kozienicki	511
27.10.2020	Mazowieckie	Powiat kozienicki	543
28.10.2020	Mazowieckie	Powiat kozienicki	572
29.10.2020	Mazowieckie	Powiat kozienicki	592
30.10.2020	Mazowieckie	Powiat kozienicki	666
31.10.2020	Mazowieckie	Powiat kozienicki	708
01.11.2020	Mazowieckie	Powiat kozienicki	743
02.11.2020	Mazowieckie	Powiat kozienicki	765
03.11.2020	Mazowieckie	Powiat kozienicki	788
04.11.2020	Mazowieckie	Powiat kozienicki	816
05.11.2020	Mazowieckie	Powiat kozienicki	853
06.11.2020	Mazowieckie	Powiat kozienicki	922
07.11.2020	Mazowieckie	Powiat kozienicki	973
08.11.2020	Mazowieckie	Powiat kozienicki	997
09.11.2020	Mazowieckie	Powiat kozienicki	1005
10.11.2020	Mazowieckie	Powiat kozienicki	1024
11.11.2020	Mazowieckie	Powiat kozienicki	1067
12.11.2020	Mazowieckie	Powiat kozienicki	1110
13.11.2020	Mazowieckie	Powiat kozienicki	1147
14.11.2020	Mazowieckie	Powiat kozienicki	1188
15.11.2020	Mazowieckie	Powiat kozienicki	1210
16.11.2020	Mazowieckie	Powiat kozienicki	1223
17.11.2020	Mazowieckie	Powiat kozienicki	1259
18.11.2020	Mazowieckie	Powiat kozienicki	1290
19.11.2020	Mazowieckie	Powiat kozienicki	1299
20.11.2020	Mazowieckie	Powiat kozienicki	1332
21.11.2020	Mazowieckie	Powiat kozienicki	1359
22.11.2020	Mazowieckie	Powiat kozienicki	1370
23.11.2020	Mazowieckie	Powiat kozienicki	1384
04.03.2020	Mazowieckie	Powiat legionowski	0
05.03.2020	Mazowieckie	Powiat legionowski	0
06.03.2020	Mazowieckie	Powiat legionowski	0
07.03.2020	Mazowieckie	Powiat legionowski	0
