id_living_municipality	id_working_municipality	number_of_people	living_municipality	living_voivodeship	working_municipality	working_voivodeship
1015082	1438032	11	Skierniewice	Łódzkie	Puszcza Mariańska	Mazowieckie
1015082	1465011	152	Skierniewice	Łódzkie	Warszawa	Mazowieckie
1015082	2609011	23	Skierniewice	Łódzkie	Sandomierz	Świętokrzyskie
1015092	1015032	12	Słupia	Łódzkie	Godzianów	Łódzkie
1015092	1015052	14	Słupia	Łódzkie	Lipce Reymontowskie	Łódzkie
1015092	1021042	15	Słupia	Łódzkie	Jeżów	Łódzkie
1015092	1061011	103	Słupia	Łódzkie	Łódź	Łódzkie
1015092	1063011	84	Słupia	Łódzkie	Skierniewice	Łódzkie
1015092	1465011	28	Słupia	Łódzkie	Warszawa	Mazowieckie
1016011	0264011	14	Tomaszów Mazowiecki	Łódzkie	Wrocław	Dolnośląskie
1016011	1001011	11	Tomaszów Mazowiecki	Łódzkie	Bełchatów	Łódzkie
1016011	1001042	13	Tomaszów Mazowiecki	Łódzkie	Kleszczów	Łódzkie
1016011	1006074	18	Tomaszów Mazowiecki	Łódzkie	Koluszki - miasto	Łódzkie
1016011	1007044	75	Tomaszów Mazowiecki	Łódzkie	Opoczno - miasto	Łódzkie
1016011	1007072	40	Tomaszów Mazowiecki	Łódzkie	Sławno	Łódzkie
1016011	1010114	27	Tomaszów Mazowiecki	Łódzkie	Wolbórz - miasto	Łódzkie
1016011	1010115	77	Tomaszów Mazowiecki	Łódzkie	Wolbórz - obszar wiejski	Łódzkie
1016011	1013011	19	Tomaszów Mazowiecki	Łódzkie	Rawa Mazowiecka	Łódzkie
1016011	1013042	20	Tomaszów Mazowiecki	Łódzkie	Rawa Mazowiecka	Łódzkie
1016011	1016042	34	Tomaszów Mazowiecki	Łódzkie	Czerniewice	Łódzkie
1016011	1016052	142	Tomaszów Mazowiecki	Łódzkie	Inowłódz	Łódzkie
1016011	1016062	115	Tomaszów Mazowiecki	Łódzkie	Lubochnia	Łódzkie
1016011	1016072	17	Tomaszów Mazowiecki	Łódzkie	Rokiciny	Łódzkie
1016011	1016082	12	Tomaszów Mazowiecki	Łódzkie	Rzeczyca	Łódzkie
1016011	1016092	402	Tomaszów Mazowiecki	Łódzkie	Tomaszów Mazowiecki	Łódzkie
1016011	1016102	348	Tomaszów Mazowiecki	Łódzkie	Ujazd	Łódzkie
1016011	1020031	272	Tomaszów Mazowiecki	Łódzkie	Zgierz	Łódzkie
1016011	1061011	569	Tomaszów Mazowiecki	Łódzkie	Łódź	Łódzkie
1016011	1062011	125	Tomaszów Mazowiecki	Łódzkie	Piotrków Trybunalski	Łódzkie
1016011	1218014	10	Tomaszów Mazowiecki	Łódzkie	Andrychów - miasto	Małopolskie
1016011	1261011	10	Tomaszów Mazowiecki	Łódzkie	Kraków	Małopolskie
1016011	1465011	184	Tomaszów Mazowiecki	Łódzkie	Warszawa	Mazowieckie
1016011	2261011	19	Tomaszów Mazowiecki	Łódzkie	Gdańsk	Pomorskie
1016011	2469011	12	Tomaszów Mazowiecki	Łódzkie	Katowice	Śląskie
1016011	3064011	23	Tomaszów Mazowiecki	Łódzkie	Poznań	Wielkopolskie
1016022	1010022	34	Będków	Łódzkie	Czarnocin	Łódzkie
1016022	1010062	19	Będków	Łódzkie	Moszczenica	Łódzkie
1016022	1010114	12	Będków	Łódzkie	Wolbórz - miasto	Łódzkie
1016022	1016011	34	Będków	Łódzkie	Tomaszów Mazowiecki	Łódzkie
1016022	1016072	22	Będków	Łódzkie	Rokiciny	Łódzkie
1016022	1016102	40	Będków	Łódzkie	Ujazd	Łódzkie
1016022	1061011	136	Będków	Łódzkie	Łódź	Łódzkie
1016022	1062011	19	Będków	Łódzkie	Piotrków Trybunalski	Łódzkie
1016022	1465011	19	Będków	Łódzkie	Warszawa	Mazowieckie
1016032	1006074	26	Budziszewice	Łódzkie	Koluszki - miasto	Łódzkie
1016032	1016011	40	Budziszewice	Łódzkie	Tomaszów Mazowiecki	Łódzkie
1016032	1016102	64	Budziszewice	Łódzkie	Ujazd	Łódzkie
1016032	1016112	13	Budziszewice	Łódzkie	Żelechlinek	Łódzkie
1016032	1061011	69	Budziszewice	Łódzkie	Łódź	Łódzkie
1016042	1013011	112	Czerniewice	Łódzkie	Rawa Mazowiecka	Łódzkie
1016042	1013042	30	Czerniewice	Łódzkie	Rawa Mazowiecka	Łódzkie
1016042	1016011	65	Czerniewice	Łódzkie	Tomaszów Mazowiecki	Łódzkie
1016042	1016052	21	Czerniewice	Łódzkie	Inowłódz	Łódzkie
1016042	1016062	21	Czerniewice	Łódzkie	Lubochnia	Łódzkie
1016042	1016082	16	Czerniewice	Łódzkie	Rzeczyca	Łódzkie
1016042	1020031	18	Czerniewice	Łódzkie	Zgierz	Łódzkie
1016042	1061011	49	Czerniewice	Łódzkie	Łódź	Łódzkie
1016042	1465011	20	Czerniewice	Łódzkie	Warszawa	Mazowieckie
1016042	3064011	18	Czerniewice	Łódzkie	Poznań	Wielkopolskie
1016052	1016011	165	Inowłódz	Łódzkie	Tomaszów Mazowiecki	Łódzkie
1016052	1016092	12	Inowłódz	Łódzkie	Tomaszów Mazowiecki	Łódzkie
1016052	1020031	23	Inowłódz	Łódzkie	Zgierz	Łódzkie
1016052	1061011	65	Inowłódz	Łódzkie	Łódź	Łódzkie
1016052	1465011	10	Inowłódz	Łódzkie	Warszawa	Mazowieckie
1016062	1013042	11	Lubochnia	Łódzkie	Rawa Mazowiecka	Łódzkie
1016062	1016011	414	Lubochnia	Łódzkie	Tomaszów Mazowiecki	Łódzkie
1016062	1016042	10	Lubochnia	Łódzkie	Czerniewice	Łódzkie
1016062	1016052	58	Lubochnia	Łódzkie	Inowłódz	Łódzkie
1016062	1016092	21	Lubochnia	Łódzkie	Tomaszów Mazowiecki	Łódzkie
1016062	1016102	88	Lubochnia	Łódzkie	Ujazd	Łódzkie
1016062	1020031	82	Lubochnia	Łódzkie	Zgierz	Łódzkie
1016062	1061011	111	Lubochnia	Łódzkie	Łódź	Łódzkie
1016062	1062011	18	Lubochnia	Łódzkie	Piotrków Trybunalski	Łódzkie
1016062	1465011	17	Lubochnia	Łódzkie	Warszawa	Mazowieckie
1016072	1006032	48	Rokiciny	Łódzkie	Brójce	Łódzkie
1016072	1006074	46	Rokiciny	Łódzkie	Koluszki - miasto	Łódzkie
1016072	1006075	14	Rokiciny	Łódzkie	Koluszki - obszar wiejski	Łódzkie
1016072	1010022	12	Rokiciny	Łódzkie	Czarnocin	Łódzkie
1016072	1016011	41	Rokiciny	Łódzkie	Tomaszów Mazowiecki	Łódzkie
1016072	1016102	67	Rokiciny	Łódzkie	Ujazd	Łódzkie
1016072	1020031	11	Rokiciny	Łódzkie	Zgierz	Łódzkie
1016072	1020085	11	Rokiciny	Łódzkie	Stryków - obszar wiejski	Łódzkie
1016072	1061011	419	Rokiciny	Łódzkie	Łódź	Łódzkie
1016072	1062011	14	Rokiciny	Łódzkie	Piotrków Trybunalski	Łódzkie
1016072	1462011	10	Rokiciny	Łódzkie	Płock	Mazowieckie
1016072	1465011	38	Rokiciny	Łódzkie	Warszawa	Mazowieckie
1016072	3064011	10	Rokiciny	Łódzkie	Poznań	Wielkopolskie
1016082	1013011	78	Rzeczyca	Łódzkie	Rawa Mazowiecka	Łódzkie
1016082	1013042	10	Rzeczyca	Łódzkie	Rawa Mazowiecka	Łódzkie
1016082	1016011	37	Rzeczyca	Łódzkie	Tomaszów Mazowiecki	Łódzkie
1016082	1016042	11	Rzeczyca	Łódzkie	Czerniewice	Łódzkie
1016082	1016052	10	Rzeczyca	Łódzkie	Inowłódz	Łódzkie
1016082	1061011	40	Rzeczyca	Łódzkie	Łódź	Łódzkie
1016082	1465011	55	Rzeczyca	Łódzkie	Warszawa	Mazowieckie
1016092	1007044	14	Tomaszów Mazowiecki	Łódzkie	Opoczno - miasto	Łódzkie
1016092	1007045	10	Tomaszów Mazowiecki	Łódzkie	Opoczno - obszar wiejski	Łódzkie
1016092	1007072	16	Tomaszów Mazowiecki	Łódzkie	Sławno	Łódzkie
1016092	1010114	22	Tomaszów Mazowiecki	Łódzkie	Wolbórz - miasto	Łódzkie
1016092	1010115	33	Tomaszów Mazowiecki	Łódzkie	Wolbórz - obszar wiejski	Łódzkie
1016092	1016011	738	Tomaszów Mazowiecki	Łódzkie	Tomaszów Mazowiecki	Łódzkie
1016092	1016052	27	Tomaszów Mazowiecki	Łódzkie	Inowłódz	Łódzkie
1016092	1016072	11	Tomaszów Mazowiecki	Łódzkie	Rokiciny	Łódzkie
1016092	1016102	89	Tomaszów Mazowiecki	Łódzkie	Ujazd	Łódzkie
1016092	1020031	58	Tomaszów Mazowiecki	Łódzkie	Zgierz	Łódzkie
1016092	1061011	229	Tomaszów Mazowiecki	Łódzkie	Łódź	Łódzkie
1016092	1062011	23	Tomaszów Mazowiecki	Łódzkie	Piotrków Trybunalski	Łódzkie
1016092	1465011	34	Tomaszów Mazowiecki	Łódzkie	Warszawa	Mazowieckie
1016102	1006074	21	Ujazd	Łódzkie	Koluszki - miasto	Łódzkie
1016102	1010114	10	Ujazd	Łódzkie	Wolbórz - miasto	Łódzkie
1016102	1010115	10	Ujazd	Łódzkie	Wolbórz - obszar wiejski	Łódzkie
1016102	1016011	279	Ujazd	Łódzkie	Tomaszów Mazowiecki	Łódzkie
1016102	1016062	16	Ujazd	Łódzkie	Lubochnia	Łódzkie
1016102	1016072	20	Ujazd	Łódzkie	Rokiciny	Łódzkie
1016102	1016092	37	Ujazd	Łódzkie	Tomaszów Mazowiecki	Łódzkie
1016102	1020031	25	Ujazd	Łódzkie	Zgierz	Łódzkie
1016102	1061011	166	Ujazd	Łódzkie	Łódź	Łódzkie
1016102	1062011	10	Ujazd	Łódzkie	Piotrków Trybunalski	Łódzkie
1016102	1218014	19	Ujazd	Łódzkie	Andrychów - miasto	Małopolskie
1016102	1465011	27	Ujazd	Łódzkie	Warszawa	Mazowieckie
1016102	3064011	16	Ujazd	Łódzkie	Poznań	Wielkopolskie
1016112	1006074	22	Żelechlinek	Łódzkie	Koluszki - miasto	Łódzkie
1016112	1013011	28	Żelechlinek	Łódzkie	Rawa Mazowiecka	Łódzkie
1016112	1013042	19	Żelechlinek	Łódzkie	Rawa Mazowiecka	Łódzkie
1016112	1015022	12	Żelechlinek	Łódzkie	Głuchów	Łódzkie
1016112	1016011	38	Żelechlinek	Łódzkie	Tomaszów Mazowiecki	Łódzkie
1016112	1016062	10	Żelechlinek	Łódzkie	Lubochnia	Łódzkie
1016112	1016102	32	Żelechlinek	Łódzkie	Ujazd	Łódzkie
1016112	1061011	60	Żelechlinek	Łódzkie	Łódź	Łódzkie
1016112	1465011	15	Żelechlinek	Łódzkie	Warszawa	Mazowieckie
1017012	0264011	16	Biała	Łódzkie	Wrocław	Dolnośląskie
1017012	1017094	288	Biała	Łódzkie	Wieluń - miasto	Łódzkie
1017012	1017095	10	Biała	Łódzkie	Wieluń - obszar wiejski	Łódzkie
1017012	1018022	22	Biała	Łódzkie	Czastary	Łódzkie
1017012	1018042	26	Biała	Łódzkie	Lututów	Łódzkie
1017012	1018062	32	Biała	Łódzkie	Sokolniki	Łódzkie
1017012	1018074	38	Biała	Łódzkie	Wieruszów - miasto	Łódzkie
1017012	1018075	16	Biała	Łódzkie	Wieruszów - obszar wiejski	Łódzkie
1017012	1061011	28	Biała	Łódzkie	Łódź	Łódzkie
1017012	1261011	16	Biała	Łódzkie	Kraków	Małopolskie
1017012	1465011	45	Biała	Łódzkie	Warszawa	Mazowieckie
1017012	3008042	16	Biała	Łódzkie	Łęka Opatowska	Wielkopolskie
1017022	0264011	10	Czarnożyły	Łódzkie	Wrocław	Dolnośląskie
1017022	1017012	12	Czarnożyły	Łódzkie	Biała	Łódzkie
1017022	1017062	17	Czarnożyły	Łódzkie	Ostrówek	Łódzkie
1017022	1017094	348	Czarnożyły	Łódzkie	Wieluń - miasto	Łódzkie
1017022	1017095	15	Czarnożyły	Łódzkie	Wieluń - obszar wiejski	Łódzkie
1017022	1018042	15	Czarnożyły	Łódzkie	Lututów	Łódzkie
1017022	1061011	25	Czarnożyły	Łódzkie	Łódź	Łódzkie
1017022	1261011	31	Czarnożyły	Łódzkie	Kraków	Małopolskie
1017022	1465011	13	Czarnożyły	Łódzkie	Warszawa	Mazowieckie
1017032	1001042	21	Konopnica	Łódzkie	Kleszczów	Łódzkie
1017032	1001062	26	Konopnica	Łódzkie	Rusiec	Łódzkie
1017032	1003042	19	Konopnica	Łódzkie	Widawa	Łódzkie
1017032	1017052	30	Konopnica	Łódzkie	Osjaków	Łódzkie
1017032	1017094	132	Konopnica	Łódzkie	Wieluń - miasto	Łódzkie
1017032	1061011	27	Konopnica	Łódzkie	Łódź	Łódzkie
1017042	0264011	11	Mokrsko	Łódzkie	Wrocław	Dolnośląskie
1017042	1017022	32	Mokrsko	Łódzkie	Czarnożyły	Łódzkie
1017042	1017082	32	Mokrsko	Łódzkie	Skomlin	Łódzkie
1017042	1017094	400	Mokrsko	Łódzkie	Wieluń - miasto	Łódzkie
1017042	1017095	19	Mokrsko	Łódzkie	Wieluń - obszar wiejski	Łódzkie
1017042	1018052	21	Mokrsko	Łódzkie	Łubnice	Łódzkie
1017042	1061011	46	Mokrsko	Łódzkie	Łódź	Łódzkie
1017042	1261011	17	Mokrsko	Łódzkie	Kraków	Małopolskie
1017042	1465011	25	Mokrsko	Łódzkie	Warszawa	Mazowieckie
1017042	1608044	69	Mokrsko	Łódzkie	Praszka - miasto	Opolskie
1017042	1608045	14	Mokrsko	Łódzkie	Praszka - obszar wiejski	Opolskie
1017052	1001042	26	Osjaków	Łódzkie	Kleszczów	Łódzkie
1017052	1001062	31	Osjaków	Łódzkie	Rusiec	Łódzkie
1017052	1009015	10	Osjaków	Łódzkie	Działoszyn - obszar wiejski	Łódzkie
1017052	1017094	185	Osjaków	Łódzkie	Wieluń - miasto	Łódzkie
1017052	1017095	16	Osjaków	Łódzkie	Wieluń - obszar wiejski	Łódzkie
1017052	1061011	33	Osjaków	Łódzkie	Łódź	Łódzkie
1017062	0264011	17	Ostrówek	Łódzkie	Wrocław	Dolnośląskie
1017062	1001042	10	Ostrówek	Łódzkie	Kleszczów	Łódzkie
1017062	1014011	23	Ostrówek	Łódzkie	Sieradz	Łódzkie
1017062	1014114	13	Ostrówek	Łódzkie	Złoczew - miasto	Łódzkie
1017062	1017022	59	Ostrówek	Łódzkie	Czarnożyły	Łódzkie
1017062	1017094	277	Ostrówek	Łódzkie	Wieluń - miasto	Łódzkie
1017062	1019011	10	Ostrówek	Łódzkie	Zduńska Wola	Łódzkie
1017062	1061011	40	Ostrówek	Łódzkie	Łódź	Łódzkie
1017062	1261011	28	Ostrówek	Łódzkie	Kraków	Małopolskie
1017072	0264011	18	Pątnów	Łódzkie	Wrocław	Dolnośląskie
1017072	1009015	14	Pątnów	Łódzkie	Działoszyn - obszar wiejski	Łódzkie
1017072	1017012	10	Pątnów	Łódzkie	Biała	Łódzkie
1017072	1017094	423	Pątnów	Łódzkie	Wieluń - miasto	Łódzkie
1017072	1017095	26	Pątnów	Łódzkie	Wieluń - obszar wiejski	Łódzkie
1017072	1017102	14	Pątnów	Łódzkie	Wierzchlas	Łódzkie
1017072	1061011	50	Pątnów	Łódzkie	Łódź	Łódzkie
1017072	1261011	26	Pątnów	Łódzkie	Kraków	Małopolskie
1017072	1465011	13	Pątnów	Łódzkie	Warszawa	Mazowieckie
1017072	1608044	43	Pątnów	Łódzkie	Praszka - miasto	Opolskie
1017072	1608062	35	Pątnów	Łódzkie	Rudniki	Opolskie
1017072	2406032	11	Pątnów	Łódzkie	Lipie	Śląskie
1017072	2413041	73	Pątnów	Łódzkie	Tarnowskie Góry	Śląskie
1017082	1017042	27	Skomlin	Łódzkie	Mokrsko	Łódzkie
1017082	1017094	181	Skomlin	Łódzkie	Wieluń - miasto	Łódzkie
1017082	1018052	28	Skomlin	Łódzkie	Łubnice	Łódzkie
1017082	1018074	12	Skomlin	Łódzkie	Wieruszów - miasto	Łódzkie
1017082	1061011	15	Skomlin	Łódzkie	Łódź	Łódzkie
1017082	1465011	15	Skomlin	Łódzkie	Warszawa	Mazowieckie
1017082	1608044	27	Skomlin	Łódzkie	Praszka - miasto	Opolskie
1017082	1608045	10	Skomlin	Łódzkie	Praszka - obszar wiejski	Opolskie
1017082	3008042	10	Skomlin	Łódzkie	Łęka Opatowska	Wielkopolskie
1017094	0264011	48	Wieluń - miasto	Łódzkie	Wrocław	Dolnośląskie
1017094	1001042	12	Wieluń - miasto	Łódzkie	Kleszczów	Łódzkie
1017094	1001062	14	Wieluń - miasto	Łódzkie	Rusiec	Łódzkie
1017094	1009014	13	Wieluń - miasto	Łódzkie	Działoszyn - miasto	Łódzkie
1017094	1009015	25	Wieluń - miasto	Łódzkie	Działoszyn - obszar wiejski	Łódzkie
1017094	1014011	16	Wieluń - miasto	Łódzkie	Sieradz	Łódzkie
1017094	1017012	71	Wieluń - miasto	Łódzkie	Biała	Łódzkie
1017094	1017022	107	Wieluń - miasto	Łódzkie	Czarnożyły	Łódzkie
1017094	1017032	11	Wieluń - miasto	Łódzkie	Konopnica	Łódzkie
1017094	1017042	37	Wieluń - miasto	Łódzkie	Mokrsko	Łódzkie
1017094	1017052	52	Wieluń - miasto	Łódzkie	Osjaków	Łódzkie
1017094	1017062	36	Wieluń - miasto	Łódzkie	Ostrówek	Łódzkie
1017094	1017072	20	Wieluń - miasto	Łódzkie	Pątnów	Łódzkie
1017094	1017082	23	Wieluń - miasto	Łódzkie	Skomlin	Łódzkie
1017094	1017095	69	Wieluń - miasto	Łódzkie	Wieluń - obszar wiejski	Łódzkie
1017094	1017102	30	Wieluń - miasto	Łódzkie	Wierzchlas	Łódzkie
1017094	1018022	10	Wieluń - miasto	Łódzkie	Czastary	Łódzkie
1017094	1018042	18	Wieluń - miasto	Łódzkie	Lututów	Łódzkie
1017094	1018062	27	Wieluń - miasto	Łódzkie	Sokolniki	Łódzkie
1017094	1018074	14	Wieluń - miasto	Łódzkie	Wieruszów - miasto	Łódzkie
1017094	1019011	18	Wieluń - miasto	Łódzkie	Zduńska Wola	Łódzkie
1017094	1061011	95	Wieluń - miasto	Łódzkie	Łódź	Łódzkie
1017094	1465011	64	Wieluń - miasto	Łódzkie	Warszawa	Mazowieckie
1017094	1608044	35	Wieluń - miasto	Łódzkie	Praszka - miasto	Opolskie
1017094	1608045	12	Wieluń - miasto	Łódzkie	Praszka - obszar wiejski	Opolskie
1017094	1608062	17	Wieluń - miasto	Łódzkie	Rudniki	Opolskie
1017094	2413041	22	Wieluń - miasto	Łódzkie	Tarnowskie Góry	Śląskie
1017094	2464011	19	Wieluń - miasto	Łódzkie	Częstochowa	Śląskie
1017094	2466011	10	Wieluń - miasto	Łódzkie	Gliwice	Śląskie
1017095	0264011	22	Wieluń - obszar wiejski	Łódzkie	Wrocław	Dolnośląskie
1017095	1017012	26	Wieluń - obszar wiejski	Łódzkie	Biała	Łódzkie
1017095	1017022	53	Wieluń - obszar wiejski	Łódzkie	Czarnożyły	Łódzkie
1017095	1017052	24	Wieluń - obszar wiejski	Łódzkie	Osjaków	Łódzkie
1017095	1017062	11	Wieluń - obszar wiejski	Łódzkie	Ostrówek	Łódzkie
1017095	1017082	11	Wieluń - obszar wiejski	Łódzkie	Skomlin	Łódzkie
1017095	1017094	815	Wieluń - obszar wiejski	Łódzkie	Wieluń - miasto	Łódzkie
1017095	1017102	15	Wieluń - obszar wiejski	Łódzkie	Wierzchlas	Łódzkie
1017095	1019011	13	Wieluń - obszar wiejski	Łódzkie	Zduńska Wola	Łódzkie
1017095	1061011	65	Wieluń - obszar wiejski	Łódzkie	Łódź	Łódzkie
1017095	1261011	28	Wieluń - obszar wiejski	Łódzkie	Kraków	Małopolskie
1017095	1465011	24	Wieluń - obszar wiejski	Łódzkie	Warszawa	Mazowieckie
1017095	1608044	11	Wieluń - obszar wiejski	Łódzkie	Praszka - miasto	Opolskie
1017095	2464011	12	Wieluń - obszar wiejski	Łódzkie	Częstochowa	Śląskie
1017102	0264011	17	Wierzchlas	Łódzkie	Wrocław	Dolnośląskie
1017102	1009014	19	Wierzchlas	Łódzkie	Działoszyn - miasto	Łódzkie
1017102	1009015	26	Wierzchlas	Łódzkie	Działoszyn - obszar wiejski	Łódzkie
1017102	1017022	10	Wierzchlas	Łódzkie	Czarnożyły	Łódzkie
1017102	1017052	22	Wierzchlas	Łódzkie	Osjaków	Łódzkie
1017102	1017072	15	Wierzchlas	Łódzkie	Pątnów	Łódzkie
1017102	1017094	569	Wierzchlas	Łódzkie	Wieluń - miasto	Łódzkie
1017102	1017095	28	Wierzchlas	Łódzkie	Wieluń - obszar wiejski	Łódzkie
1017102	1061011	52	Wierzchlas	Łódzkie	Łódź	Łódzkie
1017102	1261011	35	Wierzchlas	Łódzkie	Kraków	Małopolskie
1017102	2413041	16	Wierzchlas	Łódzkie	Tarnowskie Góry	Śląskie
1018012	0264011	17	Bolesławiec	Łódzkie	Wrocław	Dolnośląskie
1018012	1017094	11	Bolesławiec	Łódzkie	Wieluń - miasto	Łódzkie
1018012	1018022	18	Bolesławiec	Łódzkie	Czastary	Łódzkie
1018012	1018052	25	Bolesławiec	Łódzkie	Łubnice	Łódzkie
1018012	1018074	209	Bolesławiec	Łódzkie	Wieruszów - miasto	Łódzkie
1018012	1018075	45	Bolesławiec	Łódzkie	Wieruszów - obszar wiejski	Łódzkie
1018012	1061011	27	Bolesławiec	Łódzkie	Łódź	Łódzkie
1018012	1604014	14	Bolesławiec	Łódzkie	Byczyna - miasto	Opolskie
1018012	1604024	13	Bolesławiec	Łódzkie	Kluczbork - miasto	Opolskie
1018012	3008012	56	Bolesławiec	Łódzkie	Baranów	Wielkopolskie
1018012	3008034	21	Bolesławiec	Łódzkie	Kępno - miasto	Wielkopolskie
1018012	3008035	14	Bolesławiec	Łódzkie	Kępno - obszar wiejski	Wielkopolskie
1018012	3008042	166	Bolesławiec	Łódzkie	Łęka Opatowska	Wielkopolskie
1018022	0223022	13	Czastary	Łódzkie	Długołęka	Dolnośląskie
1018022	0264011	10	Czastary	Łódzkie	Wrocław	Dolnośląskie
1018022	1017094	39	Czastary	Łódzkie	Wieluń - miasto	Łódzkie
1018022	1018012	24	Czastary	Łódzkie	Bolesławiec	Łódzkie
1018022	1018052	14	Czastary	Łódzkie	Łubnice	Łódzkie
1018022	1018062	41	Czastary	Łódzkie	Sokolniki	Łódzkie
1018022	1018074	151	Czastary	Łódzkie	Wieruszów - miasto	Łódzkie
1018022	1018075	76	Czastary	Łódzkie	Wieruszów - obszar wiejski	Łódzkie
1018022	1061011	42	Czastary	Łódzkie	Łódź	Łódzkie
1018022	1465011	28	Czastary	Łódzkie	Warszawa	Mazowieckie
1018022	3008012	13	Czastary	Łódzkie	Baranów	Wielkopolskie
1018022	3008035	10	Czastary	Łódzkie	Kępno - obszar wiejski	Wielkopolskie
1018022	3008042	50	Czastary	Łódzkie	Łęka Opatowska	Wielkopolskie
1018032	0264011	26	Galewice	Łódzkie	Wrocław	Dolnośląskie
1018032	1017094	17	Galewice	Łódzkie	Wieluń - miasto	Łódzkie
1018032	1018062	29	Galewice	Łódzkie	Sokolniki	Łódzkie
1018032	1018074	321	Galewice	Łódzkie	Wieruszów - miasto	Łódzkie
1018032	1018075	173	Galewice	Łódzkie	Wieruszów - obszar wiejski	Łódzkie
1018032	1061011	64	Galewice	Łódzkie	Łódź	Łódzkie
1018032	1465011	12	Galewice	Łódzkie	Warszawa	Mazowieckie
1018032	3008012	59	Galewice	Łódzkie	Baranów	Wielkopolskie
1018032	3008034	40	Galewice	Łódzkie	Kępno - miasto	Wielkopolskie
1018032	3008035	36	Galewice	Łódzkie	Kępno - obszar wiejski	Wielkopolskie
1018032	3008042	22	Galewice	Łódzkie	Łęka Opatowska	Wielkopolskie
1018032	3018052	10	Galewice	Łódzkie	Kraszewice	Wielkopolskie
1018042	0264011	11	Lututów	Łódzkie	Wrocław	Dolnośląskie
1018042	1014011	22	Lututów	Łódzkie	Sieradz	Łódzkie
1018042	1014114	18	Lututów	Łódzkie	Złoczew - miasto	Łódzkie
1018042	1017012	15	Lututów	Łódzkie	Biała	Łódzkie
1018042	1017022	25	Lututów	Łódzkie	Czarnożyły	Łódzkie
1018042	1017094	80	Lututów	Łódzkie	Wieluń - miasto	Łódzkie
1018042	1018032	18	Lututów	Łódzkie	Galewice	Łódzkie
1018042	1018062	39	Lututów	Łódzkie	Sokolniki	Łódzkie
1018042	1018074	28	Lututów	Łódzkie	Wieruszów - miasto	Łódzkie
1018042	1018075	19	Lututów	Łódzkie	Wieruszów - obszar wiejski	Łódzkie
1018042	1061011	41	Lututów	Łódzkie	Łódź	Łódzkie
1018042	1465011	32	Lututów	Łódzkie	Warszawa	Mazowieckie
1018042	3018012	12	Lututów	Łódzkie	Czajków	Wielkopolskie
1018042	3018052	13	Lututów	Łódzkie	Kraszewice	Wielkopolskie
1018052	1017094	30	Łubnice	Łódzkie	Wieluń - miasto	Łódzkie
1018052	1018012	48	Łubnice	Łódzkie	Bolesławiec	Łódzkie
1018052	1018022	17	Łubnice	Łódzkie	Czastary	Łódzkie
1018052	1018074	85	Łubnice	Łódzkie	Wieruszów - miasto	Łódzkie
1018052	1018075	13	Łubnice	Łódzkie	Wieruszów - obszar wiejski	Łódzkie
1018052	1061011	19	Łubnice	Łódzkie	Łódź	Łódzkie
1018052	1604014	15	Łubnice	Łódzkie	Byczyna - miasto	Opolskie
1018052	1604024	18	Łubnice	Łódzkie	Kluczbork - miasto	Opolskie
1018052	3008012	35	Łubnice	Łódzkie	Baranów	Wielkopolskie
1018052	3008042	174	Łubnice	Łódzkie	Łęka Opatowska	Wielkopolskie
1018062	0264011	11	Sokolniki	Łódzkie	Wrocław	Dolnośląskie
1018062	1017012	11	Sokolniki	Łódzkie	Biała	Łódzkie
1018062	1017094	30	Sokolniki	Łódzkie	Wieluń - miasto	Łódzkie
1018062	1018012	13	Sokolniki	Łódzkie	Bolesławiec	Łódzkie
1018062	1018022	32	Sokolniki	Łódzkie	Czastary	Łódzkie
1018062	1018032	29	Sokolniki	Łódzkie	Galewice	Łódzkie
1018062	1018042	14	Sokolniki	Łódzkie	Lututów	Łódzkie
1018062	1018074	208	Sokolniki	Łódzkie	Wieruszów - miasto	Łódzkie
1018062	1018075	99	Sokolniki	Łódzkie	Wieruszów - obszar wiejski	Łódzkie
1018062	1061011	63	Sokolniki	Łódzkie	Łódź	Łódzkie
1018062	1465011	65	Sokolniki	Łódzkie	Warszawa	Mazowieckie
