"","user","weekday","hour","domain","average"
"124","jakub","niedz",16,"pw.edu.pl",0.208333333333333
"125","jakub","niedz",16,"youtube.com",0.916666666666667
"126","jakub","niedz",16,"google.com",2.33333333333333
"127","jakub","niedz",16,"facebook.com",0.0833333333333333
"128","jakub","niedz",16,"instagram.com",0
"129","jakub","niedz",17,"stackoverflow.com",0
"130","jakub","niedz",17,"wikipedia.org",0.0833333333333333
"131","jakub","niedz",17,"github.com",0
"132","jakub","niedz",17,"pw.edu.pl",0.104166666666667
"133","jakub","niedz",17,"youtube.com",0.25
"134","jakub","niedz",17,"google.com",2.25
"135","jakub","niedz",17,"facebook.com",0
"136","jakub","niedz",17,"instagram.com",0
"137","jakub","niedz",18,"stackoverflow.com",0
"138","jakub","niedz",18,"wikipedia.org",0.3125
"139","jakub","niedz",18,"github.com",0
"140","jakub","niedz",18,"pw.edu.pl",0.0208333333333333
"141","jakub","niedz",18,"youtube.com",0.583333333333333
"142","jakub","niedz",18,"google.com",3.70833333333333
"143","jakub","niedz",18,"facebook.com",0.333333333333333
"144","jakub","niedz",18,"instagram.com",0
"145","jakub","niedz",19,"stackoverflow.com",0.0416666666666667
"146","jakub","niedz",19,"wikipedia.org",0.0208333333333333
"147","jakub","niedz",19,"github.com",0
"148","jakub","niedz",19,"pw.edu.pl",0.0416666666666667
"149","jakub","niedz",19,"youtube.com",0.895833333333333
"150","jakub","niedz",19,"google.com",2.875
"151","jakub","niedz",19,"facebook.com",0.145833333333333
"152","jakub","niedz",19,"instagram.com",0
"153","jakub","niedz",20,"stackoverflow.com",0
"154","jakub","niedz",20,"wikipedia.org",0
"155","jakub","niedz",20,"github.com",0.0208333333333333
"156","jakub","niedz",20,"pw.edu.pl",0
"157","jakub","niedz",20,"youtube.com",0.333333333333333
"158","jakub","niedz",20,"google.com",4.1875
"159","jakub","niedz",20,"facebook.com",0.1875
"160","jakub","niedz",20,"instagram.com",0
"161","jakub","niedz",21,"stackoverflow.com",0
"162","jakub","niedz",21,"wikipedia.org",0.0416666666666667
"163","jakub","niedz",21,"github.com",0.0625
"164","jakub","niedz",21,"pw.edu.pl",0
"165","jakub","niedz",21,"youtube.com",1.02083333333333
"166","jakub","niedz",21,"google.com",3.41666666666667
"167","jakub","niedz",21,"facebook.com",0.1875
"168","jakub","niedz",21,"instagram.com",0
"169","jakub","niedz",22,"stackoverflow.com",0
"170","jakub","niedz",22,"wikipedia.org",0
"171","jakub","niedz",22,"github.com",0
"172","jakub","niedz",22,"pw.edu.pl",0.145833333333333
"173","jakub","niedz",22,"youtube.com",0.854166666666667
"174","jakub","niedz",22,"google.com",1.79166666666667
"175","jakub","niedz",22,"facebook.com",0.0416666666666667
"176","jakub","niedz",22,"instagram.com",0
"177","jakub","niedz",23,"stackoverflow.com",0
"178","jakub","niedz",23,"wikipedia.org",0.0208333333333333
"179","jakub","niedz",23,"github.com",0
"180","jakub","niedz",23,"pw.edu.pl",0.104166666666667
"181","jakub","niedz",23,"youtube.com",0.0833333333333333
"182","jakub","niedz",23,"google.com",2.08333333333333
"183","jakub","niedz",23,"facebook.com",0.0833333333333333
"184","jakub","niedz",23,"instagram.com",0
"185","jakub","niedz",24,"stackoverflow.com",0
"186","jakub","niedz",24,"wikipedia.org",0
"187","jakub","niedz",24,"github.com",0
"188","jakub","niedz",24,"pw.edu.pl",0
"189","jakub","niedz",24,"youtube.com",0
"190","jakub","niedz",24,"google.com",0
"191","jakub","niedz",24,"facebook.com",0
"192","jakub","niedz",24,"instagram.com",0
"193","jakub","pon",1,"stackoverflow.com",0
"194","jakub","pon",1,"wikipedia.org",0.0212765957446809
"195","jakub","pon",1,"github.com",0
"196","jakub","pon",1,"pw.edu.pl",0
"197","jakub","pon",1,"youtube.com",0
"198","jakub","pon",1,"google.com",0.361702127659574
"199","jakub","pon",1,"facebook.com",0
"200","jakub","pon",1,"instagram.com",0
"201","jakub","pon",2,"stackoverflow.com",0
"202","jakub","pon",2,"wikipedia.org",0.0212765957446809
"203","jakub","pon",2,"github.com",0
"204","jakub","pon",2,"pw.edu.pl",0
"205","jakub","pon",2,"youtube.com",0
"206","jakub","pon",2,"google.com",0.106382978723404
"207","jakub","pon",2,"facebook.com",0
"208","jakub","pon",2,"instagram.com",0
"209","jakub","pon",3,"stackoverflow.com",0
"210","jakub","pon",3,"wikipedia.org",0
"211","jakub","pon",3,"github.com",0
"212","jakub","pon",3,"pw.edu.pl",0
"213","jakub","pon",3,"youtube.com",0
"214","jakub","pon",3,"google.com",0.0638297872340425
"215","jakub","pon",3,"facebook.com",0
"216","jakub","pon",3,"instagram.com",0
"217","jakub","pon",4,"stackoverflow.com",0
"218","jakub","pon",4,"wikipedia.org",0
"219","jakub","pon",4,"github.com",0
"220","jakub","pon",4,"pw.edu.pl",0
"221","jakub","pon",4,"youtube.com",0
"222","jakub","pon",4,"google.com",0
"223","jakub","pon",4,"facebook.com",0
"224","jakub","pon",4,"instagram.com",0
"225","jakub","pon",5,"stackoverflow.com",0
"226","jakub","pon",5,"wikipedia.org",0
"227","jakub","pon",5,"github.com",0
"228","jakub","pon",5,"pw.edu.pl",0
"229","jakub","pon",5,"youtube.com",0
"230","jakub","pon",5,"google.com",0
"231","jakub","pon",5,"facebook.com",0
"232","jakub","pon",5,"instagram.com",0
"233","jakub","pon",6,"stackoverflow.com",0
"234","jakub","pon",6,"wikipedia.org",0
"235","jakub","pon",6,"github.com",0
"236","jakub","pon",6,"pw.edu.pl",0
"237","jakub","pon",6,"youtube.com",0
"238","jakub","pon",6,"google.com",0.0425531914893617
"239","jakub","pon",6,"facebook.com",0
"240","jakub","pon",6,"instagram.com",0
"241","jakub","pon",7,"stackoverflow.com",0
"242","jakub","pon",7,"wikipedia.org",0
"243","jakub","pon",7,"github.com",0
"244","jakub","pon",7,"pw.edu.pl",0.48936170212766
"245","jakub","pon",7,"youtube.com",0
"246","jakub","pon",7,"google.com",0.191489361702128
"247","jakub","pon",7,"facebook.com",0
"248","jakub","pon",7,"instagram.com",0
"249","jakub","pon",8,"stackoverflow.com",0
"250","jakub","pon",8,"wikipedia.org",0
"251","jakub","pon",8,"github.com",0
"252","jakub","pon",8,"pw.edu.pl",0
"253","jakub","pon",8,"youtube.com",0
"254","jakub","pon",8,"google.com",0.48936170212766
"255","jakub","pon",8,"facebook.com",0
"256","jakub","pon",8,"instagram.com",0
"257","jakub","pon",9,"stackoverflow.com",0
"258","jakub","pon",9,"wikipedia.org",0.0638297872340425
"259","jakub","pon",9,"github.com",0
"260","jakub","pon",9,"pw.edu.pl",0
"261","jakub","pon",9,"youtube.com",0.212765957446809
"262","jakub","pon",9,"google.com",1.14893617021277
"263","jakub","pon",9,"facebook.com",0.127659574468085
"264","jakub","pon",9,"instagram.com",0
"265","jakub","pon",10,"stackoverflow.com",0
"266","jakub","pon",10,"wikipedia.org",0.0425531914893617
"267","jakub","pon",10,"github.com",0
"268","jakub","pon",10,"pw.edu.pl",0.234042553191489
"269","jakub","pon",10,"youtube.com",0.48936170212766
"270","jakub","pon",10,"google.com",3.8936170212766
"271","jakub","pon",10,"facebook.com",0.361702127659574
"272","jakub","pon",10,"instagram.com",0
"273","jakub","pon",11,"stackoverflow.com",0
"274","jakub","pon",11,"wikipedia.org",0.0851063829787234
"275","jakub","pon",11,"github.com",0
"276","jakub","pon",11,"pw.edu.pl",0.276595744680851
"277","jakub","pon",11,"youtube.com",0.595744680851064
"278","jakub","pon",11,"google.com",2.63829787234043
"279","jakub","pon",11,"facebook.com",0.191489361702128
"280","jakub","pon",11,"instagram.com",0
"281","jakub","pon",12,"stackoverflow.com",0
"282","jakub","pon",12,"wikipedia.org",0.0425531914893617
"283","jakub","pon",12,"github.com",0
"284","jakub","pon",12,"pw.edu.pl",1.31914893617021
"285","jakub","pon",12,"youtube.com",0.51063829787234
"286","jakub","pon",12,"google.com",3.76595744680851
"287","jakub","pon",12,"facebook.com",0.0425531914893617
"288","jakub","pon",12,"instagram.com",0
"289","jakub","pon",13,"stackoverflow.com",0
"290","jakub","pon",13,"wikipedia.org",0.0212765957446809
"291","jakub","pon",13,"github.com",0
"292","jakub","pon",13,"pw.edu.pl",0.468085106382979
"293","jakub","pon",13,"youtube.com",0.319148936170213
"294","jakub","pon",13,"google.com",2.76595744680851
"295","jakub","pon",13,"facebook.com",0.340425531914894
"296","jakub","pon",13,"instagram.com",0
"297","jakub","pon",14,"stackoverflow.com",0
"298","jakub","pon",14,"wikipedia.org",0.106382978723404
"299","jakub","pon",14,"github.com",0
"300","jakub","pon",14,"pw.edu.pl",1.31914893617021
"301","jakub","pon",14,"youtube.com",0.978723404255319
"302","jakub","pon",14,"google.com",4.14893617021277
"303","jakub","pon",14,"facebook.com",1.34042553191489
"304","jakub","pon",14,"instagram.com",0
"305","jakub","pon",15,"stackoverflow.com",0
"306","jakub","pon",15,"wikipedia.org",0.0212765957446809
"307","jakub","pon",15,"github.com",0
"308","jakub","pon",15,"pw.edu.pl",0.617021276595745
"309","jakub","pon",15,"youtube.com",0.74468085106383
"310","jakub","pon",15,"google.com",3.14893617021277
"311","jakub","pon",15,"facebook.com",0.51063829787234
"312","jakub","pon",15,"instagram.com",0
"313","jakub","pon",16,"stackoverflow.com",0
"314","jakub","pon",16,"wikipedia.org",0.0212765957446809
"315","jakub","pon",16,"github.com",0
"316","jakub","pon",16,"pw.edu.pl",0.0425531914893617
"317","jakub","pon",16,"youtube.com",0.893617021276596
"318","jakub","pon",16,"google.com",3.61702127659574
"319","jakub","pon",16,"facebook.com",0.340425531914894
"320","jakub","pon",16,"instagram.com",0
"321","jakub","pon",17,"stackoverflow.com",0
"322","jakub","pon",17,"wikipedia.org",0
"323","jakub","pon",17,"github.com",0
"324","jakub","pon",17,"pw.edu.pl",0.0851063829787234
"325","jakub","pon",17,"youtube.com",0.851063829787234
"326","jakub","pon",17,"google.com",2.8936170212766
"327","jakub","pon",17,"facebook.com",0.127659574468085
"328","jakub","pon",17,"instagram.com",0
"329","jakub","pon",18,"stackoverflow.com",0
"330","jakub","pon",18,"wikipedia.org",0.0638297872340425
"331","jakub","pon",18,"github.com",0
"332","jakub","pon",18,"pw.edu.pl",0.0212765957446809
"333","jakub","pon",18,"youtube.com",0.765957446808511
"334","jakub","pon",18,"google.com",3.08510638297872
"335","jakub","pon",18,"facebook.com",0.297872340425532
"336","jakub","pon",18,"instagram.com",0
"337","jakub","pon",19,"stackoverflow.com",0
"338","jakub","pon",19,"wikipedia.org",0.0851063829787234
"339","jakub","pon",19,"github.com",0
"340","jakub","pon",19,"pw.edu.pl",0
"341","jakub","pon",19,"youtube.com",0.574468085106383
"342","jakub","pon",19,"google.com",3.19148936170213
"343","jakub","pon",19,"facebook.com",0.425531914893617
"344","jakub","pon",19,"instagram.com",0
"345","jakub","pon",20,"stackoverflow.com",0
"346","jakub","pon",20,"wikipedia.org",0.234042553191489
"347","jakub","pon",20,"github.com",0
"348","jakub","pon",20,"pw.edu.pl",0.404255319148936
"349","jakub","pon",20,"youtube.com",1.95744680851064
"350","jakub","pon",20,"google.com",4.34042553191489
"351","jakub","pon",20,"facebook.com",0.446808510638298
"352","jakub","pon",20,"instagram.com",0
"353","jakub","pon",21,"stackoverflow.com",0
"354","jakub","pon",21,"wikipedia.org",0.0425531914893617
"355","jakub","pon",21,"github.com",0
"356","jakub","pon",21,"pw.edu.pl",0.468085106382979
"357","jakub","pon",21,"youtube.com",1.17021276595745
"358","jakub","pon",21,"google.com",2.17021276595745
"359","jakub","pon",21,"facebook.com",0.0638297872340425
"360","jakub","pon",21,"instagram.com",0
"361","jakub","pon",22,"stackoverflow.com",0
"362","jakub","pon",22,"wikipedia.org",0.0212765957446809
"363","jakub","pon",22,"github.com",0
"364","jakub","pon",22,"pw.edu.pl",0.127659574468085
"365","jakub","pon",22,"youtube.com",1.27659574468085
"366","jakub","pon",22,"google.com",2.27659574468085
"367","jakub","pon",22,"facebook.com",0.319148936170213
"368","jakub","pon",22,"instagram.com",0.127659574468085
"369","jakub","pon",23,"stackoverflow.com",0
"370","jakub","pon",23,"wikipedia.org",0.0425531914893617
"371","jakub","pon",23,"github.com",0
"372","jakub","pon",23,"pw.edu.pl",0.0851063829787234
"373","jakub","pon",23,"youtube.com",0.212765957446809
"374","jakub","pon",23,"google.com",1.91489361702128
"375","jakub","pon",23,"facebook.com",2.46808510638298
"376","jakub","pon",23,"instagram.com",0
"377","jakub","pon",24,"stackoverflow.com",0
"378","jakub","pon",24,"wikipedia.org",0
"379","jakub","pon",24,"github.com",0
"380","jakub","pon",24,"pw.edu.pl",0
"381","jakub","pon",24,"youtube.com",0
"382","jakub","pon",24,"google.com",0
"383","jakub","pon",24,"facebook.com",0
"384","jakub","pon",24,"instagram.com",0
"385","jakub","wt",1,"stackoverflow.com",0
"386","jakub","wt",1,"wikipedia.org",0.0425531914893617
"387","jakub","wt",1,"github.com",0
"388","jakub","wt",1,"pw.edu.pl",0.0212765957446809
"389","jakub","wt",1,"youtube.com",0
"390","jakub","wt",1,"google.com",0.276595744680851
"391","jakub","wt",1,"facebook.com",0
"392","jakub","wt",1,"instagram.com",0
"393","jakub","wt",2,"stackoverflow.com",0
"394","jakub","wt",2,"wikipedia.org",0
"395","jakub","wt",2,"github.com",0
"396","jakub","wt",2,"pw.edu.pl",0
"397","jakub","wt",2,"youtube.com",0
"398","jakub","wt",2,"google.com",0
"399","jakub","wt",2,"facebook.com",0
"400","jakub","wt",2,"instagram.com",0
"401","jakub","wt",3,"stackoverflow.com",0
"402","jakub","wt",3,"wikipedia.org",0
"403","jakub","wt",3,"github.com",0
"404","jakub","wt",3,"pw.edu.pl",0
"405","jakub","wt",3,"youtube.com",0
"406","jakub","wt",3,"google.com",0.0851063829787234
"407","jakub","wt",3,"facebook.com",0
"408","jakub","wt",3,"instagram.com",0
"409","jakub","wt",4,"stackoverflow.com",0
"410","jakub","wt",4,"wikipedia.org",0
"411","jakub","wt",4,"github.com",0
"412","jakub","wt",4,"pw.edu.pl",0
"413","jakub","wt",4,"youtube.com",0
"414","jakub","wt",4,"google.com",0
"415","jakub","wt",4,"facebook.com",0
"416","jakub","wt",4,"instagram.com",0
"417","jakub","wt",5,"stackoverflow.com",0
"418","jakub","wt",5,"wikipedia.org",0
"419","jakub","wt",5,"github.com",0
"420","jakub","wt",5,"pw.edu.pl",0
"421","jakub","wt",5,"youtube.com",0
"422","jakub","wt",5,"google.com",0
"423","jakub","wt",5,"facebook.com",0
"424","jakub","wt",5,"instagram.com",0
"425","jakub","wt",6,"stackoverflow.com",0
"426","jakub","wt",6,"wikipedia.org",0
"427","jakub","wt",6,"github.com",0
"428","jakub","wt",6,"pw.edu.pl",0
"429","jakub","wt",6,"youtube.com",0
"430","jakub","wt",6,"google.com",0
"431","jakub","wt",6,"facebook.com",0
"432","jakub","wt",6,"instagram.com",0
"433","jakub","wt",7,"stackoverflow.com",0
"434","jakub","wt",7,"wikipedia.org",0
"435","jakub","wt",7,"github.com",0
"436","jakub","wt",7,"pw.edu.pl",0
"437","jakub","wt",7,"youtube.com",0
"438","jakub","wt",7,"google.com",0.340425531914894
"439","jakub","wt",7,"facebook.com",0.106382978723404
"440","jakub","wt",7,"instagram.com",0
"441","jakub","wt",8,"stackoverflow.com",0
"442","jakub","wt",8,"wikipedia.org",0
"443","jakub","wt",8,"github.com",0
"444","jakub","wt",8,"pw.edu.pl",0.404255319148936
"445","jakub","wt",8,"youtube.com",0.787234042553192
"446","jakub","wt",8,"google.com",0.74468085106383
"447","jakub","wt",8,"facebook.com",0.148936170212766
"448","jakub","wt",8,"instagram.com",0
"449","jakub","wt",9,"stackoverflow.com",0
"450","jakub","wt",9,"wikipedia.org",0.0425531914893617
"451","jakub","wt",9,"github.com",0
"452","jakub","wt",9,"pw.edu.pl",0.936170212765957
"453","jakub","wt",9,"youtube.com",0.829787234042553
"454","jakub","wt",9,"google.com",1.51063829787234
"455","jakub","wt",9,"facebook.com",0.0425531914893617
"456","jakub","wt",9,"instagram.com",0
"457","jakub","wt",10,"stackoverflow.com",0
"458","jakub","wt",10,"wikipedia.org",0.0851063829787234
"459","jakub","wt",10,"github.com",0
"460","jakub","wt",10,"pw.edu.pl",1.27659574468085
"461","jakub","wt",10,"youtube.com",0.531914893617021
"462","jakub","wt",10,"google.com",2.08510638297872
"463","jakub","wt",10,"facebook.com",0.127659574468085
"464","jakub","wt",10,"instagram.com",0
"465","jakub","wt",11,"stackoverflow.com",0
"466","jakub","wt",11,"wikipedia.org",0.0212765957446809
"467","jakub","wt",11,"github.com",0.106382978723404
"468","jakub","wt",11,"pw.edu.pl",0.361702127659574
"469","jakub","wt",11,"youtube.com",0.361702127659574
"470","jakub","wt",11,"google.com",2.17021276595745
"471","jakub","wt",11,"facebook.com",0.276595744680851
"472","jakub","wt",11,"instagram.com",0
"473","jakub","wt",12,"stackoverflow.com",0
"474","jakub","wt",12,"wikipedia.org",0.0212765957446809
"475","jakub","wt",12,"github.com",0
"476","jakub","wt",12,"pw.edu.pl",0
"477","jakub","wt",12,"youtube.com",0.340425531914894
"478","jakub","wt",12,"google.com",1.80851063829787
"479","jakub","wt",12,"facebook.com",0
"480","jakub","wt",12,"instagram.com",0
"481","jakub","wt",13,"stackoverflow.com",0.0425531914893617
"482","jakub","wt",13,"wikipedia.org",0
"483","jakub","wt",13,"github.com",0
"484","jakub","wt",13,"pw.edu.pl",0.319148936170213
"485","jakub","wt",13,"youtube.com",0.553191489361702
"486","jakub","wt",13,"google.com",1.38297872340426
"487","jakub","wt",13,"facebook.com",0.361702127659574
"488","jakub","wt",13,"instagram.com",0
"489","jakub","wt",14,"stackoverflow.com",0.0212765957446809
"490","jakub","wt",14,"wikipedia.org",0
"491","jakub","wt",14,"github.com",0
"492","jakub","wt",14,"pw.edu.pl",0
"493","jakub","wt",14,"youtube.com",0.851063829787234
"494","jakub","wt",14,"google.com",3.12765957446809
"495","jakub","wt",14,"facebook.com",0
"496","jakub","wt",14,"instagram.com",0
"497","jakub","wt",15,"stackoverflow.com",0
"498","jakub","wt",15,"wikipedia.org",0.0212765957446809
"499","jakub","wt",15,"github.com",0
"500","jakub","wt",15,"pw.edu.pl",0
"501","jakub","wt",15,"youtube.com",0.74468085106383
"502","jakub","wt",15,"google.com",2.59574468085106
"503","jakub","wt",15,"facebook.com",0.0851063829787234
"504","jakub","wt",15,"instagram.com",0
"505","jakub","wt",16,"stackoverflow.com",0
"506","jakub","wt",16,"wikipedia.org",0.0425531914893617
"507","jakub","wt",16,"github.com",0
"508","jakub","wt",16,"pw.edu.pl",0.127659574468085
"509","jakub","wt",16,"youtube.com",0.680851063829787
"510","jakub","wt",16,"google.com",1.87234042553191
"511","jakub","wt",16,"facebook.com",0.319148936170213
"512","jakub","wt",16,"instagram.com",0
"513","jakub","wt",17,"stackoverflow.com",0
"514","jakub","wt",17,"wikipedia.org",0.127659574468085
"515","jakub","wt",17,"github.com",0
"516","jakub","wt",17,"pw.edu.pl",0.148936170212766
"517","jakub","wt",17,"youtube.com",1.08510638297872
"518","jakub","wt",17,"google.com",4.25531914893617
"519","jakub","wt",17,"facebook.com",1.21276595744681
"520","jakub","wt",17,"instagram.com",0
"521","jakub","wt",18,"stackoverflow.com",0
"522","jakub","wt",18,"wikipedia.org",0.106382978723404
"523","jakub","wt",18,"github.com",0
"524","jakub","wt",18,"pw.edu.pl",0
"525","jakub","wt",18,"youtube.com",0.574468085106383
"526","jakub","wt",18,"google.com",2.34042553191489
"527","jakub","wt",18,"facebook.com",0.106382978723404
"528","jakub","wt",18,"instagram.com",0
"529","jakub","wt",19,"stackoverflow.com",0
"530","jakub","wt",19,"wikipedia.org",0.0851063829787234
"531","jakub","wt",19,"github.com",0
"532","jakub","wt",19,"pw.edu.pl",0.680851063829787
"533","jakub","wt",19,"youtube.com",0.340425531914894
"534","jakub","wt",19,"google.com",1.72340425531915
"535","jakub","wt",19,"facebook.com",0.0212765957446809
"536","jakub","wt",19,"instagram.com",0
"537","jakub","wt",20,"stackoverflow.com",0
"538","jakub","wt",20,"wikipedia.org",0
"539","jakub","wt",20,"github.com",0
"540","jakub","wt",20,"pw.edu.pl",0.0425531914893617
"541","jakub","wt",20,"youtube.com",0.276595744680851
"542","jakub","wt",20,"google.com",1.53191489361702
"543","jakub","wt",20,"facebook.com",0
"544","jakub","wt",20,"instagram.com",0
"545","jakub","wt",21,"stackoverflow.com",0
"546","jakub","wt",21,"wikipedia.org",0.0425531914893617
"547","jakub","wt",21,"github.com",0
"548","jakub","wt",21,"pw.edu.pl",0
"549","jakub","wt",21,"youtube.com",0
"550","jakub","wt",21,"google.com",3.48936170212766
"551","jakub","wt",21,"facebook.com",0.0851063829787234
"552","jakub","wt",21,"instagram.com",0
"553","jakub","wt",22,"stackoverflow.com",0
"554","jakub","wt",22,"wikipedia.org",0
"555","jakub","wt",22,"github.com",0
"556","jakub","wt",22,"pw.edu.pl",0.170212765957447
"557","jakub","wt",22,"youtube.com",0.468085106382979
"558","jakub","wt",22,"google.com",1.85106382978723
"559","jakub","wt",22,"facebook.com",0
"560","jakub","wt",22,"instagram.com",0
"561","jakub","wt",23,"stackoverflow.com",0
"562","jakub","wt",23,"wikipedia.org",0
"563","jakub","wt",23,"github.com",0
"564","jakub","wt",23,"pw.edu.pl",0
"565","jakub","wt",23,"youtube.com",0
"566","jakub","wt",23,"google.com",1.06382978723404
"567","jakub","wt",23,"facebook.com",0
"568","jakub","wt",23,"instagram.com",0
"569","jakub","wt",24,"stackoverflow.com",0
"570","jakub","wt",24,"wikipedia.org",0
"571","jakub","wt",24,"github.com",0
"572","jakub","wt",24,"pw.edu.pl",0
"573","jakub","wt",24,"youtube.com",0
"574","jakub","wt",24,"google.com",0
"575","jakub","wt",24,"facebook.com",0
"576","jakub","wt",24,"instagram.com",0
"577","jakub","sr",1,"stackoverflow.com",0
