"","time_usec","domain","count"
"480",2020-02-13,"instagram.com",0
"481",2020-02-14,"stackoverflow.com",0
"482",2020-02-14,"wikipedia.org",1
"483",2020-02-14,"github.com",1
"484",2020-02-14,"pw.edu.pl",99
"485",2020-02-14,"youtube.com",20
"486",2020-02-14,"google.com",78
"487",2020-02-14,"facebook.com",2
"488",2020-02-14,"instagram.com",0
"489",2020-02-15,"stackoverflow.com",0
"490",2020-02-15,"wikipedia.org",0
"491",2020-02-15,"github.com",0
"492",2020-02-15,"pw.edu.pl",3
"493",2020-02-15,"youtube.com",36
"494",2020-02-15,"google.com",10
"495",2020-02-15,"facebook.com",0
"496",2020-02-15,"instagram.com",0
"497",2020-02-16,"stackoverflow.com",3
"498",2020-02-16,"wikipedia.org",0
"499",2020-02-16,"github.com",0
"500",2020-02-16,"pw.edu.pl",0
"501",2020-02-16,"youtube.com",3
"502",2020-02-16,"google.com",15
"503",2020-02-16,"facebook.com",0
"504",2020-02-16,"instagram.com",0
"505",2020-02-17,"stackoverflow.com",2
"506",2020-02-17,"wikipedia.org",0
"507",2020-02-17,"github.com",0
"508",2020-02-17,"pw.edu.pl",0
"509",2020-02-17,"youtube.com",53
"510",2020-02-17,"google.com",0
"511",2020-02-17,"facebook.com",0
"512",2020-02-17,"instagram.com",0
"513",2020-02-18,"stackoverflow.com",1
"514",2020-02-18,"wikipedia.org",0
"515",2020-02-18,"github.com",0
"516",2020-02-18,"pw.edu.pl",12
"517",2020-02-18,"youtube.com",62
"518",2020-02-18,"google.com",4
"519",2020-02-18,"facebook.com",0
"520",2020-02-18,"instagram.com",0
"521",2020-02-19,"stackoverflow.com",0
"522",2020-02-19,"wikipedia.org",0
"523",2020-02-19,"github.com",0
"524",2020-02-19,"pw.edu.pl",0
"525",2020-02-19,"youtube.com",0
"526",2020-02-19,"google.com",8
"527",2020-02-19,"facebook.com",0
"528",2020-02-19,"instagram.com",0
"529",2020-02-20,"stackoverflow.com",2
"530",2020-02-20,"wikipedia.org",0
"531",2020-02-20,"github.com",0
"532",2020-02-20,"pw.edu.pl",2
"533",2020-02-20,"youtube.com",82
"534",2020-02-20,"google.com",4
"535",2020-02-20,"facebook.com",17
"536",2020-02-20,"instagram.com",0
"537",2020-02-21,"stackoverflow.com",0
"538",2020-02-21,"wikipedia.org",0
"539",2020-02-21,"github.com",0
"540",2020-02-21,"pw.edu.pl",0
"541",2020-02-21,"youtube.com",1
"542",2020-02-21,"google.com",1
"543",2020-02-21,"facebook.com",8
"544",2020-02-21,"instagram.com",0
"545",2020-02-22,"stackoverflow.com",0
"546",2020-02-22,"wikipedia.org",0
"547",2020-02-22,"github.com",0
"548",2020-02-22,"pw.edu.pl",0
"549",2020-02-22,"youtube.com",34
"550",2020-02-22,"google.com",1
"551",2020-02-22,"facebook.com",8
