"","time_usec","domain","count"
"316",2020-01-29,"pw.edu.pl",42
"317",2020-01-29,"youtube.com",98
"318",2020-01-29,"google.com",57
"319",2020-01-29,"facebook.com",31
"320",2020-01-29,"instagram.com",0
"321",2020-01-30,"stackoverflow.com",0
"322",2020-01-30,"wikipedia.org",0
"323",2020-01-30,"github.com",0
"324",2020-01-30,"pw.edu.pl",0
"325",2020-01-30,"youtube.com",32
"326",2020-01-30,"google.com",2
"327",2020-01-30,"facebook.com",6
"328",2020-01-30,"instagram.com",0
"329",2020-01-31,"stackoverflow.com",0
"330",2020-01-31,"wikipedia.org",8
"331",2020-01-31,"github.com",8
"332",2020-01-31,"pw.edu.pl",97
"333",2020-01-31,"youtube.com",126
"334",2020-01-31,"google.com",77
"335",2020-01-31,"facebook.com",28
"336",2020-01-31,"instagram.com",0
"337",2020-02-01,"stackoverflow.com",0
"338",2020-02-01,"wikipedia.org",4
"339",2020-02-01,"github.com",0
"340",2020-02-01,"pw.edu.pl",57
"341",2020-02-01,"youtube.com",69
"342",2020-02-01,"google.com",42
"343",2020-02-01,"facebook.com",12
"344",2020-02-01,"instagram.com",0
"345",2020-02-02,"stackoverflow.com",0
"346",2020-02-02,"wikipedia.org",18
"347",2020-02-02,"github.com",0
"348",2020-02-02,"pw.edu.pl",56
"349",2020-02-02,"youtube.com",128
"350",2020-02-02,"google.com",74
"351",2020-02-02,"facebook.com",18
"352",2020-02-02,"instagram.com",0
"353",2020-02-03,"stackoverflow.com",0
"354",2020-02-03,"wikipedia.org",22
"355",2020-02-03,"github.com",0
"356",2020-02-03,"pw.edu.pl",1
"357",2020-02-03,"youtube.com",96
"358",2020-02-03,"google.com",111
"359",2020-02-03,"facebook.com",19
"360",2020-02-03,"instagram.com",0
"361",2020-02-04,"stackoverflow.com",0
"362",2020-02-04,"wikipedia.org",18
"363",2020-02-04,"github.com",15
"364",2020-02-04,"pw.edu.pl",9
"365",2020-02-04,"youtube.com",107
"366",2020-02-04,"google.com",79
"367",2020-02-04,"facebook.com",30
"368",2020-02-04,"instagram.com",0
