"","endTime","artistName","trackName","msPlayed","X","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature"
"190","2019-12-29 14:29","Tyler, The Creator","GONE, GONE / THANK YOU",375386,187,0.518,0.492,10,-8.436,0,0.193,0.216,0.0012,0.146,0.471,78.848,"audio_features","1hz7SRTGUNAtIQ46qiNv2p","spotify:track:1hz7SRTGUNAtIQ46qiNv2p","https://api.spotify.com/v1/tracks/1hz7SRTGUNAtIQ46qiNv2p","https://api.spotify.com/v1/audio-analysis/1hz7SRTGUNAtIQ46qiNv2p",375387,4
"191","2019-12-29 14:31","Tyler, The Creator","I DON'T LOVE YOU ANYMORE",161200,188,0.638,0.522,8,-9.814,1,0.0932,0.352,0.0663,0.165,0.584,142.952,"audio_features","5A0M6B0RBSXSNWv0wcppZ9","spotify:track:5A0M6B0RBSXSNWv0wcppZ9","https://api.spotify.com/v1/tracks/5A0M6B0RBSXSNWv0wcppZ9","https://api.spotify.com/v1/audio-analysis/5A0M6B0RBSXSNWv0wcppZ9",161200,4
"192","2019-12-29 14:36","Tyler, The Creator","ARE WE STILL FRIENDS?",265480,189,0.216,0.497,10,-8.025,1,0.0371,0.128,2.39e-06,0.111,0.313,187.308,"audio_features","5TxRUOsGeWeRl3xOML59Ai","spotify:track:5TxRUOsGeWeRl3xOML59Ai","https://api.spotify.com/v1/tracks/5TxRUOsGeWeRl3xOML59Ai","https://api.spotify.com/v1/audio-analysis/5TxRUOsGeWeRl3xOML59Ai",265480,3
"193","2019-12-29 14:39","Tyler, The Creator","Foreword (feat. Rex Orange County)",194080,190,0.734,0.671,1,-7.107,1,0.0315,0.118,0.00317,0.352,0.113,94.025,"audio_features","33i3xxHB4YSYGYbtJrwwO8","spotify:track:33i3xxHB4YSYGYbtJrwwO8","https://api.spotify.com/v1/tracks/33i3xxHB4YSYGYbtJrwwO8","https://api.spotify.com/v1/audio-analysis/33i3xxHB4YSYGYbtJrwwO8",194080,4
"194","2019-12-29 14:41","Tyler, The Creator","Where This Flower Blooms (feat. Frank Ocean)",143373,191,0.686,0.429,8,-10.402,0,0.15,0.71,3.41e-06,0.166,0.27,130.09,"audio_features","6KuXb26rHuRy3ZDse1VRmx","spotify:track:6KuXb26rHuRy3ZDse1VRmx","https://api.spotify.com/v1/tracks/6KuXb26rHuRy3ZDse1VRmx","https://api.spotify.com/v1/audio-analysis/6KuXb26rHuRy3ZDse1VRmx",194933,4
"195","2019-12-29 14:46","The Beatles","Come Together - Remastered 2009",259946,192,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,"audio_features","2EqlS6tkEnglzr7tkKAAYD","spotify:track:2EqlS6tkEnglzr7tkKAAYD","https://api.spotify.com/v1/tracks/2EqlS6tkEnglzr7tkKAAYD","https://api.spotify.com/v1/audio-analysis/2EqlS6tkEnglzr7tkKAAYD",259947,4
"196","2019-12-29 14:49","The Beatles","Something - Remastered 2009",182293,193,0.396,0.338,0,-10.872,1,0.0304,0.198,2.62e-06,0.138,0.377,133.522,"audio_features","0pNeVovbiZHkulpGeOx1Gj","spotify:track:0pNeVovbiZHkulpGeOx1Gj","https://api.spotify.com/v1/tracks/0pNeVovbiZHkulpGeOx1Gj","https://api.spotify.com/v1/audio-analysis/0pNeVovbiZHkulpGeOx1Gj",182293,4
"197","2019-12-29 14:52","The Beatles","Maxwell's Silver Hammer - Remastered 2009",207920,194,0.764,0.426,2,-11.045,1,0.0405,0.629,0.000119,0.132,0.726,131.12,"audio_features","2S8xyNRJX1XQdo3qnTuovI","spotify:track:2S8xyNRJX1XQdo3qnTuovI","https://api.spotify.com/v1/tracks/2S8xyNRJX1XQdo3qnTuovI","https://api.spotify.com/v1/audio-analysis/2S8xyNRJX1XQdo3qnTuovI",207920,4
"198","2019-12-29 14:56","The Beatles","Oh! Darling - Remastered 2009",207240,195,0.422,0.656,4,-8.412,1,0.0397,0.0126,0.0279,0.268,0.549,173.93,"audio_features","2mxByJWOajjiVsLWjNXvDJ","spotify:track:2mxByJWOajjiVsLWjNXvDJ","https://api.spotify.com/v1/tracks/2mxByJWOajjiVsLWjNXvDJ","https://api.spotify.com/v1/audio-analysis/2mxByJWOajjiVsLWjNXvDJ",207240,3
"199","2019-12-29 14:58","The Beatles","Octopus's Garden - Remastered 2009",170720,196,0.626,0.512,1,-9.15,0,0.0247,0.155,4.65e-05,0.215,0.73,92.225,"audio_features","0suLngfo7rJoetk7Ub6N8l","spotify:track:0suLngfo7rJoetk7Ub6N8l","https://api.spotify.com/v1/tracks/0suLngfo7rJoetk7Ub6N8l","https://api.spotify.com/v1/audio-analysis/0suLngfo7rJoetk7Ub6N8l",170720,4
"200","2019-12-29 15:06","The Beatles","I Want You (She's So Heavy) - Remastered 2009",467320,197,0.37,0.515,2,-9.487,0,0.0321,0.0233,0.205,0.0966,0.42,115.732,"audio_features","3Z25k4ZF6QENy2d9YatsM5","spotify:track:3Z25k4ZF6QENy2d9YatsM5","https://api.spotify.com/v1/tracks/3Z25k4ZF6QENy2d9YatsM5","https://api.spotify.com/v1/audio-analysis/3Z25k4ZF6QENy2d9YatsM5",467320,4
"201","2019-12-29 15:09","The Beatles","Here Comes The Sun - Remastered 2009",185733,198,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,"audio_features","6dGnYIeXmHdcikdzNNDMm2","spotify:track:6dGnYIeXmHdcikdzNNDMm2","https://api.spotify.com/v1/tracks/6dGnYIeXmHdcikdzNNDMm2","https://api.spotify.com/v1/audio-analysis/6dGnYIeXmHdcikdzNNDMm2",185733,4
"202","2019-12-29 15:12","The Beatles","Because - Remastered 2009",165666,199,0.328,0.249,2,-11.777,1,0.0272,0.754,5.77e-06,0.134,0.162,81.257,"audio_features","1rxoyGj1QuPoVi8fOft1Kt","spotify:track:1rxoyGj1QuPoVi8fOft1Kt","https://api.spotify.com/v1/tracks/1rxoyGj1QuPoVi8fOft1Kt","https://api.spotify.com/v1/audio-analysis/1rxoyGj1QuPoVi8fOft1Kt",165667,4
"203","2019-12-29 15:16","The Beatles","You Never Give Me Your Money - Remastered 2009",242973,200,0.335,0.416,0,-11.051,1,0.0348,0.345,0.136,0.116,0.223,174.464,"audio_features","1jOLTO379yIu9aMnCkpMQl","spotify:track:1jOLTO379yIu9aMnCkpMQl","https://api.spotify.com/v1/tracks/1jOLTO379yIu9aMnCkpMQl","https://api.spotify.com/v1/audio-analysis/1jOLTO379yIu9aMnCkpMQl",242973,3
"204","2019-12-29 15:18","The Beatles","Sun King - Remastered 2009",127326,201,0.483,0.177,2,-17.629,1,0.0277,0.284,0.499,0.116,0.192,74.994,"audio_features","4nwKdZID1ht0lDBJ5h2p87","spotify:track:4nwKdZID1ht0lDBJ5h2p87","https://api.spotify.com/v1/tracks/4nwKdZID1ht0lDBJ5h2p87","https://api.spotify.com/v1/audio-analysis/4nwKdZID1ht0lDBJ5h2p87",146267,4
"205","2019-12-29 15:20","Tyler, The Creator","I THINK",76560,202,0.826,0.579,8,-8.241,0,0.0801,0.00881,0,0.129,0.431,121.075,"audio_features","4f8Mh5wuWHOsfXtzjrJB3t","spotify:track:4f8Mh5wuWHOsfXtzjrJB3t","https://api.spotify.com/v1/tracks/4f8Mh5wuWHOsfXtzjrJB3t","https://api.spotify.com/v1/audio-analysis/4f8Mh5wuWHOsfXtzjrJB3t",212013,4
"206","2019-12-29 15:24","Red Hot Chili Peppers","Around the World",239213,203,0.504,0.96,0,-1.464,1,0.183,0.00417,0.569,0.0613,0.774,96.682,"audio_features","0aGQHMr7bc23Y9Ts84ffop","spotify:track:0aGQHMr7bc23Y9Ts84ffop","https://api.spotify.com/v1/tracks/0aGQHMr7bc23Y9Ts84ffop","https://api.spotify.com/v1/audio-analysis/0aGQHMr7bc23Y9Ts84ffop",238733,4
"207","2019-12-29 15:28","Red Hot Chili Peppers","Parallel Universe",269373,204,0.343,0.983,0,-2.359,0,0.212,0.00107,0.296,0.0708,0.186,124.536,"audio_features","1Se0r96r0gnqg67kJPmESc","spotify:track:1Se0r96r0gnqg67kJPmESc","https://api.spotify.com/v1/tracks/1Se0r96r0gnqg67kJPmESc","https://api.spotify.com/v1/audio-analysis/1Se0r96r0gnqg67kJPmESc",269360,4
"208","2019-12-29 15:32","Red Hot Chili Peppers","Scar Tissue",215906,205,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,"audio_features","1G391cbiT3v3Cywg8T7DM1","spotify:track:1G391cbiT3v3Cywg8T7DM1","https://api.spotify.com/v1/tracks/1G391cbiT3v3Cywg8T7DM1","https://api.spotify.com/v1/audio-analysis/1G391cbiT3v3Cywg8T7DM1",215907,4
"209","2019-12-29 15:36","Red Hot Chili Peppers","Otherside",255373,206,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,"audio_features","64BbK9SFKH2jk86U3dGj2P","spotify:track:64BbK9SFKH2jk86U3dGj2P","https://api.spotify.com/v1/tracks/64BbK9SFKH2jk86U3dGj2P","https://api.spotify.com/v1/audio-analysis/64BbK9SFKH2jk86U3dGj2P",255373,4
"210","2019-12-29 15:39","Red Hot Chili Peppers","Get on Top",198066,207,0.573,0.994,4,-0.407,0,0.342,0.0281,0.00543,0.367,0.416,114.563,"audio_features","3s3oiCHAHLWmKZUYk1ozJG","spotify:track:3s3oiCHAHLWmKZUYk1ozJG","https://api.spotify.com/v1/tracks/3s3oiCHAHLWmKZUYk1ozJG","https://api.spotify.com/v1/audio-analysis/3s3oiCHAHLWmKZUYk1ozJG",198067,4
"211","2019-12-29 15:45","Red Hot Chili Peppers","Californication",329733,208,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,"audio_features","48UPSzbZjgc449aqz8bxox","spotify:track:48UPSzbZjgc449aqz8bxox","https://api.spotify.com/v1/tracks/48UPSzbZjgc449aqz8bxox","https://api.spotify.com/v1/audio-analysis/48UPSzbZjgc449aqz8bxox",329733,4
"212","2019-12-29 15:48","Red Hot Chili Peppers","Easily",201043,209,0.283,0.982,0,-0.32,1,0.0703,0.000204,0.0756,0.0627,0.438,124.149,"audio_features","3DmOWG8OD9eR12180fmJqf","spotify:track:3DmOWG8OD9eR12180fmJqf","https://api.spotify.com/v1/tracks/3DmOWG8OD9eR12180fmJqf","https://api.spotify.com/v1/audio-analysis/3DmOWG8OD9eR12180fmJqf",231333,4
"213","2019-12-29 19:34","Avicii","Lonely Together (feat. Rita Ora)",3720,210,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,"audio_features","75NhhYjHO43mvZgYtnXgti","spotify:track:75NhhYjHO43mvZgYtnXgti","https://api.spotify.com/v1/tracks/75NhhYjHO43mvZgYtnXgti","https://api.spotify.com/v1/audio-analysis/75NhhYjHO43mvZgYtnXgti",181812,4
"214","2019-12-29 19:34","Wiz Khalifa","You and Your Friends (feat. Snoop Dogg & Ty Dolla $ign)",7570,211,0.783,0.662,7,-6.124,1,0.0415,0.126,0,0.101,0.523,96.987,"audio_features","1eL8wZKx7CVJVbZG12becL","spotify:track:1eL8wZKx7CVJVbZG12becL","https://api.spotify.com/v1/tracks/1eL8wZKx7CVJVbZG12becL","https://api.spotify.com/v1/audio-analysis/1eL8wZKx7CVJVbZG12becL",186373,4
"215","2019-12-29 19:34","Wiz Khalifa","We Dem Boyz",3590,212,0.717,0.862,8,-4.736,1,0.054,0.00689,0,0.321,0.52,130.021,"audio_features","1ULa3GfdMKs0MfRpm6xVlu","spotify:track:1ULa3GfdMKs0MfRpm6xVlu","https://api.spotify.com/v1/tracks/1ULa3GfdMKs0MfRpm6xVlu","https://api.spotify.com/v1/audio-analysis/1ULa3GfdMKs0MfRpm6xVlu",224933,4
"216","2019-12-29 19:34","Kanye West","Stronger",970,213,0.617,0.717,10,-7.858,0,0.153,0.00564,0,0.408,0.49,103.992,"audio_features","4fzsfWzRhPawzqhX8Qt9F3","spotify:track:4fzsfWzRhPawzqhX8Qt9F3","https://api.spotify.com/v1/tracks/4fzsfWzRhPawzqhX8Qt9F3","https://api.spotify.com/v1/audio-analysis/4fzsfWzRhPawzqhX8Qt9F3",311867,4
"217","2019-12-29 19:34","Wiz Khalifa","Ass Drop",4950,214,0.816,0.578,10,-4.536,0,0.0986,0.0136,1.2e-05,0.0412,0.302,177.959,"audio_features","2iDjCLUOGhJtz5cPHljGVd","spotify:track:2iDjCLUOGhJtz5cPHljGVd","https://api.spotify.com/v1/tracks/2iDjCLUOGhJtz5cPHljGVd","https://api.spotify.com/v1/audio-analysis/2iDjCLUOGhJtz5cPHljGVd",166707,4
"218","2019-12-29 19:36","Kanye West","All Of The Lights",9300,215,0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,"audio_features","22L7bfCiAkJo5xGSQgmiIO","spotify:track:22L7bfCiAkJo5xGSQgmiIO","https://api.spotify.com/v1/tracks/22L7bfCiAkJo5xGSQgmiIO","https://api.spotify.com/v1/audio-analysis/22L7bfCiAkJo5xGSQgmiIO",299613,4
"219","2019-12-29 19:43","Kanye West","Flashing Lights",4770,216,0.639,0.628,6,-7.578,0,0.0399,0.0381,0,0.386,0.43,90.482,"audio_features","31I3Rt1bPa2LrE74DdNizO","spotify:track:31I3Rt1bPa2LrE74DdNizO","https://api.spotify.com/v1/tracks/31I3Rt1bPa2LrE74DdNizO","https://api.spotify.com/v1/audio-analysis/31I3Rt1bPa2LrE74DdNizO",237507,4
"220","2019-12-29 19:44","lovelytheband","broken",48060,217,0.666,0.728,7,-5.808,1,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,"audio_features","6XcfKZvJio9Z0fQy11GnNX","spotify:track:6XcfKZvJio9Z0fQy11GnNX","https://api.spotify.com/v1/tracks/6XcfKZvJio9Z0fQy11GnNX","https://api.spotify.com/v1/audio-analysis/6XcfKZvJio9Z0fQy11GnNX",204878,4
"221","2019-12-29 19:45","Jack Stauber","Buttercup",60110,218,0.705,0.373,7,-9.066,1,0.0384,0.723,0.81,0.289,0.551,120.046,"audio_features","2mlGPkAx4kwF8Df0GlScsC","spotify:track:2mlGPkAx4kwF8Df0GlScsC","https://api.spotify.com/v1/tracks/2mlGPkAx4kwF8Df0GlScsC","https://api.spotify.com/v1/audio-analysis/2mlGPkAx4kwF8Df0GlScsC",208026,4
"222","2019-12-29 19:47","Mac DeMarco","Here Comes The Cowboy",134150,219,0.706,0.111,3,-20.481,1,0.164,0.237,0.849,0.0912,0.524,57.012,"audio_features","1am561XPWzs1Rsa0FgR2XF","spotify:track:1am561XPWzs1Rsa0FgR2XF","https://api.spotify.com/v1/tracks/1am561XPWzs1Rsa0FgR2XF","https://api.spotify.com/v1/audio-analysis/1am561XPWzs1Rsa0FgR2XF",180128,4
"223","2019-12-29 19:47","Mac DeMarco","Nobody",7240,220,0.877,0.178,3,-13.987,1,0.102,0.776,0.0193,0.107,0.442,74.997,"audio_features","42EMSKPgulAzr4RLY65Eut","spotify:track:42EMSKPgulAzr4RLY65Eut","https://api.spotify.com/v1/tracks/42EMSKPgulAzr4RLY65Eut","https://api.spotify.com/v1/audio-analysis/42EMSKPgulAzr4RLY65Eut",212460,4
"224","2019-12-29 22:57","Greer","Song for Me",4770,221,0.316,0.909,10,-5.383,1,0.0613,0.0274,0.0361,0.108,0.399,102.816,"audio_features","0QtWg6I0Y6WM4uoX523SH3","spotify:track:0QtWg6I0Y6WM4uoX523SH3","https://api.spotify.com/v1/tracks/0QtWg6I0Y6WM4uoX523SH3","https://api.spotify.com/v1/audio-analysis/0QtWg6I0Y6WM4uoX523SH3",208655,3
"225","2019-12-29 23:00","The Lumineers","Donna",185973,222,0.49,0.247,4,-10.481,1,0.035,0.96,1.78e-05,0.119,0.282,134.121,"audio_features","3ZkleTkBBKIPKJh9jIqT7s","spotify:track:3ZkleTkBBKIPKJh9jIqT7s","https://api.spotify.com/v1/tracks/3ZkleTkBBKIPKJh9jIqT7s","https://api.spotify.com/v1/audio-analysis/3ZkleTkBBKIPKJh9jIqT7s",185973,4
"226","2019-12-29 23:04","The Lumineers","Life In The City",231360,223,0.743,0.57,0,-7.376,1,0.0335,0.506,5.18e-05,0.0994,0.273,97.005,"audio_features","5WyL4ZuwJ06qVd8X5bf2b5","spotify:track:5WyL4ZuwJ06qVd8X5bf2b5","https://api.spotify.com/v1/tracks/5WyL4ZuwJ06qVd8X5bf2b5","https://api.spotify.com/v1/audio-analysis/5WyL4ZuwJ06qVd8X5bf2b5",231360,3
"227","2019-12-29 23:07","The Lumineers","Gloria",216120,224,0.523,0.714,11,-6.021,1,0.0367,0.658,5.2e-06,0.0785,0.659,78.211,"audio_features","5BkGp7FLUUpKgWl29jBK0J","spotify:track:5BkGp7FLUUpKgWl29jBK0J","https://api.spotify.com/v1/tracks/5BkGp7FLUUpKgWl29jBK0J","https://api.spotify.com/v1/audio-analysis/5BkGp7FLUUpKgWl29jBK0J",216120,4
"228","2019-12-29 23:11","The Lumineers","It Wasn't Easy To Be Happy For You",214066,225,0.765,0.373,2,-5.321,1,0.0302,0.854,0,0.0949,0.379,89.099,"audio_features","2qhfWLkKqWripwiw8DJdGU","spotify:track:2qhfWLkKqWripwiw8DJdGU","https://api.spotify.com/v1/tracks/2qhfWLkKqWripwiw8DJdGU","https://api.spotify.com/v1/audio-analysis/2qhfWLkKqWripwiw8DJdGU",214067,4
"229","2019-12-29 23:17","The Lumineers","Leader Of The Landslide",354840,226,0.46,0.437,1,-8.822,1,0.0416,0.804,1.65e-05,0.283,0.119,127.318,"audio_features","4BzYMqZUzXpLz6TULBkAFI","spotify:track:4BzYMqZUzXpLz6TULBkAFI","https://api.spotify.com/v1/tracks/4BzYMqZUzXpLz6TULBkAFI","https://api.spotify.com/v1/audio-analysis/4BzYMqZUzXpLz6TULBkAFI",354840,5
"230","2019-12-29 23:20","The Lumineers","Left For Denver",196653,227,0.737,0.118,5,-11.78,1,0.0338,0.908,5.21e-05,0.102,0.453,88.732,"audio_features","0Bd3xsL3mgGTrrHWL811B6","spotify:track:0Bd3xsL3mgGTrrHWL811B6","https://api.spotify.com/v1/tracks/0Bd3xsL3mgGTrrHWL811B6","https://api.spotify.com/v1/audio-analysis/0Bd3xsL3mgGTrrHWL811B6",196653,4
"231","2019-12-29 23:23","The Lumineers","My Cell",196280,228,0.629,0.229,8,-9.29,1,0.029,0.922,0.000611,0.156,0.303,134.535,"audio_features","5xhi6dgxwlMPs5IMWVs7b2","spotify:track:5xhi6dgxwlMPs5IMWVs7b2","https://api.spotify.com/v1/tracks/5xhi6dgxwlMPs5IMWVs7b2","https://api.spotify.com/v1/audio-analysis/5xhi6dgxwlMPs5IMWVs7b2",196280,4
"232","2019-12-29 23:29","The Lumineers","Jimmy Sparks",355986,229,0.503,0.383,1,-8.026,1,0.0351,0.734,3.75e-05,0.332,0.193,108.988,"audio_features","7lD7NtMkqQfzvxDCGnCrE1","spotify:track:7lD7NtMkqQfzvxDCGnCrE1","https://api.spotify.com/v1/tracks/7lD7NtMkqQfzvxDCGnCrE1","https://api.spotify.com/v1/audio-analysis/7lD7NtMkqQfzvxDCGnCrE1",355987,4
"233","2019-12-29 23:30","The Lumineers","April",50080,230,0.438,0.0311,1,-22.587,0,0.0562,0.99,0.904,0.086,0.104,179.442,"audio_features","5GkLiVMMsFjvXNlPCfrAOC","spotify:track:5GkLiVMMsFjvXNlPCfrAOC","https://api.spotify.com/v1/tracks/5GkLiVMMsFjvXNlPCfrAOC","https://api.spotify.com/v1/audio-analysis/5GkLiVMMsFjvXNlPCfrAOC",50081,4
"234","2019-12-29 23:35","The Lumineers","Salt And The Sea",270892,231,0.63,0.31,9,-9.253,1,0.028,0.704,0.0011,0.128,0.0712,93.067,"audio_features","5EKqsMU2tn1iAYNQF8h0ll","spotify:track:5EKqsMU2tn1iAYNQF8h0ll","https://api.spotify.com/v1/tracks/5EKqsMU2tn1iAYNQF8h0ll","https://api.spotify.com/v1/audio-analysis/5EKqsMU2tn1iAYNQF8h0ll",270893,4
"235","2019-12-29 23:41","The Lumineers","Democracy - Bonus Track",404466,232,0.441,0.487,9,-8.367,1,0.0305,0.357,0,0.104,0.259,87.229,"audio_features","3iFC25AYyUzc0hr8OqAbuu","spotify:track:3iFC25AYyUzc0hr8OqAbuu","https://api.spotify.com/v1/tracks/3iFC25AYyUzc0hr8OqAbuu","https://api.spotify.com/v1/audio-analysis/3iFC25AYyUzc0hr8OqAbuu",404467,4
"236","2019-12-29 23:46","The Lumineers","Old Lady - Bonus Track",257360,233,0.566,0.134,9,-15.662,0,0.0329,0.943,0.0796,0.104,0.268,142.136,"audio_features","6EOqzUZDen3bgjASgcnxBA","spotify:track:6EOqzUZDen3bgjASgcnxBA","https://api.spotify.com/v1/tracks/6EOqzUZDen3bgjASgcnxBA","https://api.spotify.com/v1/audio-analysis/6EOqzUZDen3bgjASgcnxBA",257360,4
"237","2019-12-29 23:48","The Lumineers","Soundtrack Song - Bonus Track",121460,234,0.684,0.538,7,-7.012,1,0.032,0.702,2.59e-06,0.347,0.353,119.957,"audio_features","1WWHOomqa45vPjGp90ErwI","spotify:track:1WWHOomqa45vPjGp90ErwI","https://api.spotify.com/v1/tracks/1WWHOomqa45vPjGp90ErwI","https://api.spotify.com/v1/audio-analysis/1WWHOomqa45vPjGp90ErwI",121461,4
"238","2019-12-29 23:51","The Lumineers","Sleep On The Floor",211851,235,0.389,0.431,7,-8.061,1,0.0344,0.249,0,0.13,0.275,142.14,"audio_features","5MMZJtHOiH1RmQSSe3DJdg","spotify:track:5MMZJtHOiH1RmQSSe3DJdg","https://api.spotify.com/v1/tracks/5MMZJtHOiH1RmQSSe3DJdg","https://api.spotify.com/v1/audio-analysis/5MMZJtHOiH1RmQSSe3DJdg",211851,4
"239","2019-12-29 23:54","The Lumineers","Ophelia",160097,236,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,"audio_features","3d8y0t70g7hw2FOWl9Z4Fm","spotify:track:3d8y0t70g7hw2FOWl9Z4Fm","https://api.spotify.com/v1/tracks/3d8y0t70g7hw2FOWl9Z4Fm","https://api.spotify.com/v1/audio-analysis/3d8y0t70g7hw2FOWl9Z4Fm",160097,4
"240","2019-12-29 23:57","The Lumineers","Cleopatra",201413,237,0.536,0.775,8,-6.765,1,0.0394,0.228,0.000143,0.0947,0.485,151.393,"audio_features","2ToW7zhGCrVrLU4fiKj9U1","spotify:track:2ToW7zhGCrVrLU4fiKj9U1","https://api.spotify.com/v1/tracks/2ToW7zhGCrVrLU4fiKj9U1","https://api.spotify.com/v1/audio-analysis/2ToW7zhGCrVrLU4fiKj9U1",201413,4
"241","2019-12-30 00:01","The Lumineers","Gun Song",216546,238,0.683,0.713,7,-5.512,1,0.025,0.294,2.47e-05,0.0997,0.286,96.27,"audio_features","02VxlOxetoqdcq2G7zHImz","spotify:track:02VxlOxetoqdcq2G7zHImz","https://api.spotify.com/v1/tracks/02VxlOxetoqdcq2G7zHImz","https://api.spotify.com/v1/audio-analysis/02VxlOxetoqdcq2G7zHImz",216547,4
"242","2019-12-30 00:04","The Lumineers","Angela",201785,239,0.668,0.563,4,-8.23,1,0.0305,0.649,0.000347,0.11,0.289,130.366,"audio_features","5bodDpPolC3xlame0SVcDY","spotify:track:5bodDpPolC3xlame0SVcDY","https://api.spotify.com/v1/tracks/5bodDpPolC3xlame0SVcDY","https://api.spotify.com/v1/audio-analysis/5bodDpPolC3xlame0SVcDY",201786,4
"243","2019-12-30 00:08","The Lumineers","In The Light",231867,240,0.689,0.41,9,-9.629,1,0.0275,0.835,0.0276,0.1,0.248,97.725,"audio_features","0Ulxa4or5zsSFIJc7rEao0","spotify:track:0Ulxa4or5zsSFIJc7rEao0","https://api.spotify.com/v1/tracks/0Ulxa4or5zsSFIJc7rEao0","https://api.spotify.com/v1/audio-analysis/0Ulxa4or5zsSFIJc7rEao0",231868,4
"244","2019-12-30 00:11","The Lumineers","Gale Song",193720,241,0.357,0.326,0,-8.441,1,0.0302,0.761,0.000132,0.104,0.181,176.53,"audio_features","31xsM9IYq8B2EWfiJUzyXW","spotify:track:31xsM9IYq8B2EWfiJUzyXW","https://api.spotify.com/v1/tracks/31xsM9IYq8B2EWfiJUzyXW","https://api.spotify.com/v1/audio-analysis/31xsM9IYq8B2EWfiJUzyXW",193720,3
"245","2019-12-30 00:14","The Lumineers","Long Way From Home",152280,242,0.528,0.416,9,-8.523,1,0.0305,0.691,0.000276,0.0953,0.184,99.868,"audio_features","6C6xqMptwc0qjFo1KzCzX3","spotify:track:6C6xqMptwc0qjFo1KzCzX3","https://api.spotify.com/v1/tracks/6C6xqMptwc0qjFo1KzCzX3","https://api.spotify.com/v1/audio-analysis/6C6xqMptwc0qjFo1KzCzX3",152280,5
"246","2019-12-30 00:16","The Lumineers","Sick In The Head",151466,243,0.605,0.361,7,-11.787,1,0.0303,0.787,0.0718,0.339,0.398,124.087,"audio_features","2sJeUeuJSfbwI4xLF0wGD7","spotify:track:2sJeUeuJSfbwI4xLF0wGD7","https://api.spotify.com/v1/tracks/2sJeUeuJSfbwI4xLF0wGD7","https://api.spotify.com/v1/audio-analysis/2sJeUeuJSfbwI4xLF0wGD7",151467,4
"247","2019-12-30 00:20","The Lumineers","My Eyes",216600,244,0.435,0.309,4,-8.337,1,0.0309,0.852,2.63e-05,0.113,0.0831,93.871,"audio_features","34WAdNQOUeGjgFOZshew1e","spotify:track:34WAdNQOUeGjgFOZshew1e","https://api.spotify.com/v1/tracks/34WAdNQOUeGjgFOZshew1e","https://api.spotify.com/v1/audio-analysis/34WAdNQOUeGjgFOZshew1e",216600,3
"248","2019-12-30 00:22","The Lumineers","Patience",95987,245,0.477,0.236,4,-16.991,1,0.0458,0.973,0.922,0.108,0.0982,138.361,"audio_features","5xxqxlolNTVsPwSqaltfZm","spotify:track:5xxqxlolNTVsPwSqaltfZm","https://api.spotify.com/v1/tracks/5xxqxlolNTVsPwSqaltfZm","https://api.spotify.com/v1/audio-analysis/5xxqxlolNTVsPwSqaltfZm",97051,3
"249","2019-12-30 00:25","The Lumineers","Sleep On The Floor",211851,246,0.389,0.431,7,-8.061,1,0.0344,0.249,0,0.13,0.275,142.14,"audio_features","5MMZJtHOiH1RmQSSe3DJdg","spotify:track:5MMZJtHOiH1RmQSSe3DJdg","https://api.spotify.com/v1/tracks/5MMZJtHOiH1RmQSSe3DJdg","https://api.spotify.com/v1/audio-analysis/5MMZJtHOiH1RmQSSe3DJdg",211851,4
"250","2019-12-30 00:28","The Lumineers","Ophelia",160097,247,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,"audio_features","3d8y0t70g7hw2FOWl9Z4Fm","spotify:track:3d8y0t70g7hw2FOWl9Z4Fm","https://api.spotify.com/v1/tracks/3d8y0t70g7hw2FOWl9Z4Fm","https://api.spotify.com/v1/audio-analysis/3d8y0t70g7hw2FOWl9Z4Fm",160097,4
"251","2019-12-30 00:31","The Lumineers","Cleopatra",201413,248,0.536,0.775,8,-6.765,1,0.0394,0.228,0.000143,0.0947,0.485,151.393,"audio_features","2ToW7zhGCrVrLU4fiKj9U1","spotify:track:2ToW7zhGCrVrLU4fiKj9U1","https://api.spotify.com/v1/tracks/2ToW7zhGCrVrLU4fiKj9U1","https://api.spotify.com/v1/audio-analysis/2ToW7zhGCrVrLU4fiKj9U1",201413,4
