Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,TimeDim,Dim1Type,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
19248011,SDGAIRBOD,COUNTRY,UZB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,4[ 3–6],4.35414,2.7946,6.2844,,2018-05-28T14:24:30.993+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248020,SDGAIRBOD,COUNTRY,UZB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,39[ 30–49],38.69952,29.95418,49.36143,,2018-05-28T14:24:31.297+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248023,SDGAIRBOD,COUNTRY,UZB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,1[ 1–1],0.93442,0.50918,1.46466,,2018-05-28T14:24:31.457+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248026,SDGAIRBOD,COUNTRY,UZB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,9[ 6–11],8.56096,6.34039,11.34693,,2018-05-28T14:24:31.547+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248029,SDGAIRBOD,COUNTRY,VCT,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,9[ 5–14],9.40137,5.2531,13.6901,,2018-05-28T14:24:31.64+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248038,SDGAIRBOD,COUNTRY,VCT,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,22[ 16–29],22.45181,16.47921,28.82646,,2018-05-28T14:24:31.943+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248041,SDGAIRBOD,COUNTRY,VCT,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,1[ 1–2],1.26789,0.68747,2.05841,,2018-05-28T14:24:32.033+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248044,SDGAIRBOD,COUNTRY,VCT,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,11[ 8–16],11.26991,8.00619,16.41701,,2018-05-28T14:24:32.137+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248047,SDGAIRBOD,COUNTRY,VEN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,4[ 2–6],3.65766,1.84914,5.8635,,2018-05-28T14:24:32.223+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248056,SDGAIRBOD,COUNTRY,VEN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,16[ 12–19],15.56427,11.96539,19.34961,,2018-05-28T14:24:32.58+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248059,SDGAIRBOD,COUNTRY,VEN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,2[ 1–3],1.58736,0.82323,2.62654,,2018-05-28T14:24:32.663+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248062,SDGAIRBOD,COUNTRY,VEN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,5[ 3–8],4.95637,3.45507,7.64528,,2018-05-28T14:24:32.763+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248065,SDGAIRBOD,COUNTRY,VNM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,8[ 6–10],7.91846,6.13446,9.66211,,2018-05-28T14:24:32.897+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248074,SDGAIRBOD,COUNTRY,VNM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,18[ 14–22],18.11797,14.29972,22.28635,,2018-05-28T14:24:33.183+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248077,SDGAIRBOD,COUNTRY,VNM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,9[ 6–11],8.55944,5.82459,11.29616,,2018-05-28T14:24:33.267+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248080,SDGAIRBOD,COUNTRY,VNM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,20[ 16–25],20.14804,15.85688,25.05307,,2018-05-28T14:24:33.367+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248083,SDGAIRBOD,COUNTRY,VUT,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,15[ 13–17],15.27458,12.81533,17.39046,,2018-05-28T14:24:33.46+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248092,SDGAIRBOD,COUNTRY,VUT,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,31[ 27–35],30.74445,26.7434,34.783,,2018-05-28T14:24:33.76+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248095,SDGAIRBOD,COUNTRY,VUT,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,3[ 2–4],3.06106,2.3469,3.68374,,2018-05-28T14:24:33.867+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248098,SDGAIRBOD,COUNTRY,VUT,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,17[ 14–19],16.67455,14.09135,19.43468,,2018-05-28T14:24:33.99+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248101,SDGAIRBOD,COUNTRY,WSM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,13[ 10–16],12.88015,9.99643,15.52538,,2018-05-28T14:24:34.087+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248110,SDGAIRBOD,COUNTRY,WSM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,26[ 21–31],25.86114,20.63224,31.07515,,2018-05-28T14:24:34.42+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248113,SDGAIRBOD,COUNTRY,WSM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,2[ 2–3],2.34257,1.66463,2.98961,,2018-05-28T14:24:34.513+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248116,SDGAIRBOD,COUNTRY,WSM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,14[ 10–17],13.72494,10.31737,17.24501,,2018-05-28T14:24:34.603+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248119,SDGAIRBOD,COUNTRY,YEM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,23[ 18–27],23.03706,18.1319,27.46724,,2018-05-28T14:24:34.697+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248128,SDGAIRBOD,COUNTRY,YEM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,43[ 36–50],42.817,35.92994,50.09188,,2018-05-28T14:24:34.967+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248131,SDGAIRBOD,COUNTRY,YEM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,1[ 0–1],0.6749,0.46463,0.87847,,2018-05-28T14:24:35.06+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248134,SDGAIRBOD,COUNTRY,YEM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,16[ 13–19],15.64986,12.93393,18.60196,,2018-05-28T14:24:35.187+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248137,SDGAIRBOD,COUNTRY,ZAF,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,22[ 16–28],21.86569,16.19138,27.88664,,2018-05-28T14:24:35.3+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248146,SDGAIRBOD,COUNTRY,ZAF,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,16[ 13–20],16.48847,13.45861,19.75297,,2018-05-28T14:24:35.607+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248149,SDGAIRBOD,COUNTRY,ZAF,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,3[ 2–5],3.32204,2.15339,4.58945,,2018-05-28T14:24:35.743+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248152,SDGAIRBOD,COUNTRY,ZAF,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,10[ 8–12],9.92876,7.87116,12.30139,,2018-05-28T14:24:35.837+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248155,SDGAIRBOD,COUNTRY,ZMB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,39[ 33–44],38.89901,32.76876,44.00656,,2018-05-28T14:24:35.93+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248164,SDGAIRBOD,COUNTRY,ZMB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,12[ 11–14],12.17471,10.77422,13.6279,,2018-05-28T14:24:36.203+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248167,SDGAIRBOD,COUNTRY,ZMB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,0[ 0–0],0.38927,0.30341,0.46637,,2018-05-28T14:24:36.3+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248170,SDGAIRBOD,COUNTRY,ZMB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,8[ 7–9],7.6176,6.57772,8.68711,,2018-05-28T14:24:36.393+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248173,SDGAIRBOD,COUNTRY,ZWE,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,39[ 32–45],39.01242,32.29024,44.93824,,2018-05-28T14:24:36.487+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248182,SDGAIRBOD,COUNTRY,ZWE,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,13[ 11–14],12.51427,10.72816,14.34446,,2018-05-28T14:24:36.76+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248185,SDGAIRBOD,COUNTRY,ZWE,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,1[ 1–1],0.72878,0.54649,0.89792,,2018-05-28T14:24:36.857+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19248188,SDGAIRBOD,COUNTRY,ZWE,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,8[ 7–10],8.27265,7.0653,9.64174,,2018-05-28T14:24:36.95+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300517,SDGAIRBOD,COUNTRY,AFG,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,95[ 85–104],95.1151,85.12387,104.2578,,2018-05-30T09:09:40.973+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300520,SDGAIRBOD,COUNTRY,AFG,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,7[ 5–8],6.97458,5.32946,8.3869,,2018-05-30T09:09:41.057+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300523,SDGAIRBOD,COUNTRY,AGO,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,67[ 58–76],67.25207,57.82645,76.42841,,2018-05-30T09:09:41.167+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300526,SDGAIRBOD,COUNTRY,AGO,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,4[ 3–5],3.81391,2.81904,4.74138,,2018-05-30T09:09:41.327+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300529,SDGAIRBOD,COUNTRY,ALB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,105[ 70–147],104.74041,70.26089,147.28015,,2018-05-30T09:09:41.42+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300532,SDGAIRBOD,COUNTRY,ALB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,7[ 4–11],6.86138,3.8378,10.65202,,2018-05-30T09:09:41.517+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300541,SDGAIRBOD,COUNTRY,ARE,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,16[ 14–19],15.93985,13.93976,19.24293,,2018-05-30T09:09:41.79+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300544,SDGAIRBOD,COUNTRY,ARE,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,1[ 1–2],1.41348,0.81905,2.06394,,2018-05-30T09:09:41.883+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300547,SDGAIRBOD,COUNTRY,ARG,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,37[ 28–49],36.95279,27.61931,48.95986,,2018-05-30T09:09:41.957+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300550,SDGAIRBOD,COUNTRY,ARG,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,7[ 3–12],6.94546,3.05749,11.97515,,2018-05-30T09:09:42.037+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300553,SDGAIRBOD,COUNTRY,ARM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,81[ 64–102],80.51174,64.26976,101.55944,,2018-05-30T09:09:42.11+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300556,SDGAIRBOD,COUNTRY,ARM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,9[ 5–13],8.89398,5.06887,13.45114,,2018-05-30T09:09:42.197+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300559,SDGAIRBOD,COUNTRY,ATG,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,28[ 24–34],28.28815,23.82656,33.63611,,2018-05-30T09:09:42.283+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300562,SDGAIRBOD,COUNTRY,ATG,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,2[ 1–4],2.46779,1.21246,3.90263,,2018-05-30T09:09:42.363+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300565,SDGAIRBOD,COUNTRY,AUS,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,17[ 12–24],16.83212,11.83315,23.67769,,2018-05-30T09:09:42.437+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300568,SDGAIRBOD,COUNTRY,AUS,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,3[ 1–6],3.18313,0.96558,6.26737,,2018-05-30T09:09:42.507+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300571,SDGAIRBOD,COUNTRY,AUT,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,39[ 28–51],38.74384,28.09131,50.53872,,2018-05-30T09:09:42.593+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300574,SDGAIRBOD,COUNTRY,AUT,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,5[ 2–10],5.43355,2.12912,9.61447,,2018-05-30T09:09:42.717+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300577,SDGAIRBOD,COUNTRY,AZE,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,55[ 43–73],54.93922,43.26474,72.6291,,2018-05-30T09:09:42.843+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300580,SDGAIRBOD,COUNTRY,AZE,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,3[ 2–5],3.32807,1.55,5.357,,2018-05-30T09:09:43.1+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300583,SDGAIRBOD,COUNTRY,BDI,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,100[ 91–109],100.23255,90.84059,108.76655,,2018-05-30T09:09:43.357+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300586,SDGAIRBOD,COUNTRY,BDI,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,7[ 5–8],6.72328,4.9287,8.00563,,2018-05-30T09:09:43.607+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300589,SDGAIRBOD,COUNTRY,BEL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,39[ 30–51],39.35927,29.7975,50.62489,,2018-05-30T09:09:43.737+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300592,SDGAIRBOD,COUNTRY,BEL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,8[ 3–14],8.21652,3.268,14.47975,,2018-05-30T09:09:43.84+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300595,SDGAIRBOD,COUNTRY,BEN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,119[ 107–129],119.06817,107.05952,129.48869,,2018-05-30T09:09:43.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300598,SDGAIRBOD,COUNTRY,BEN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,8[ 6–10],8.1415,6.26797,9.58325,,2018-05-30T09:09:43.99+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300601,SDGAIRBOD,COUNTRY,BFA,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,93[ 84–101],92.70708,83.72483,101.08655,,2018-05-30T09:09:44.06+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300604,SDGAIRBOD,COUNTRY,BFA,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,4[ 3–5],4.40819,3.42489,5.16662,,2018-05-30T09:09:44.133+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300607,SDGAIRBOD,COUNTRY,BGD,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,103[ 94–112],103.44324,94.20599,112.24266,,2018-05-30T09:09:44.243+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300610,SDGAIRBOD,COUNTRY,BGD,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,25[ 19–29],24.62707,18.59,29.28803,,2018-05-30T09:09:44.353+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300613,SDGAIRBOD,COUNTRY,BGR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,141[ 103–230],140.53897,103.06442,230.38721,,2018-05-30T09:09:44.48+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300616,SDGAIRBOD,COUNTRY,BGR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,12[ 5–21],11.56994,5.14896,21.4254,,2018-05-30T09:09:44.633+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300619,SDGAIRBOD,COUNTRY,BHR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,15[ 14–17],15.31571,13.744,17.00282,,2018-05-30T09:09:44.817+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300622,SDGAIRBOD,COUNTRY,BHR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,1[ 1–2],1.49291,0.95105,2.09966,,2018-05-30T09:09:44.993+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300625,SDGAIRBOD,COUNTRY,BHS,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,22[ 18–26],21.59453,18.14849,25.58771,,2018-05-30T09:09:45.15+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300628,SDGAIRBOD,COUNTRY,BHS,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,1[ 0–2],1.05198,0.47525,1.75771,,2018-05-30T09:09:45.243+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300631,SDGAIRBOD,COUNTRY,BIH,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,159[ 117–204],159.33101,116.57924,204.1748,,2018-05-30T09:09:45.327+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300634,SDGAIRBOD,COUNTRY,BIH,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,16[ 10–21],15.83344,9.88179,21.4633,,2018-05-30T09:09:45.403+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300637,SDGAIRBOD,COUNTRY,BLR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,110[ 86–139],109.57402,85.54765,138.77652,,2018-05-30T09:09:45.47+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300640,SDGAIRBOD,COUNTRY,BLR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,4[ 2–6],3.78841,1.85425,6.15921,,2018-05-30T09:09:45.56+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300643,SDGAIRBOD,COUNTRY,BLZ,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,35[ 29–42],35.14664,29.12448,41.68068,,2018-05-30T09:09:45.99+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300646,SDGAIRBOD,COUNTRY,BLZ,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,4[ 2–5],3.54224,2.17179,5.10482,,2018-05-30T09:09:46.093+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300649,SDGAIRBOD,COUNTRY,BOL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,55[ 46–65],55.1977,46.28296,65.46598,,2018-05-30T09:09:46.17+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300652,SDGAIRBOD,COUNTRY,BOL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,7[ 5–10],7.03972,4.51446,9.7333,,2018-05-30T09:09:46.263+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300655,SDGAIRBOD,COUNTRY,BRA,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,31[ 24–41],31.00301,24.49449,40.80711,,2018-05-30T09:09:46.347+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300658,SDGAIRBOD,COUNTRY,BRA,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,5[ 3–8],4.90301,2.50973,8.21397,,2018-05-30T09:09:46.43+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300661,SDGAIRBOD,COUNTRY,BRB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,57[ 46–69],57.05168,46.09264,68.76959,,2018-05-30T09:09:46.51+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300664,SDGAIRBOD,COUNTRY,BRB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,4[ 2–6],3.99692,2.1628,6.28386,,2018-05-30T09:09:46.603+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300667,SDGAIRBOD,COUNTRY,BRN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,9[ 6–11],8.51677,6.15153,11.20092,,2018-05-30T09:09:46.71+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300670,SDGAIRBOD,COUNTRY,BRN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,1[ 0–2],0.96368,0.12174,2.30962,,2018-05-30T09:09:46.807+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300673,SDGAIRBOD,COUNTRY,BTN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,88[ 66–106],87.52842,66.46027,106.2617,,2018-05-30T09:09:46.9+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300676,SDGAIRBOD,COUNTRY,BTN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,20[ 13–26],19.80162,12.96804,26.12035,,2018-05-30T09:09:46.99+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300679,SDGAIRBOD,COUNTRY,BWA,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,53[ 42–64],52.98551,42.03032,64.11994,,2018-05-30T09:09:47.077+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300682,SDGAIRBOD,COUNTRY,BWA,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,8[ 5–11],7.81982,5.09416,10.55421,,2018-05-30T09:09:47.167+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19300685,SDGAIRBOD,COUNTRY,CAF,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,141[ 128–153],141.30379,128.49864,152.78804,,2018-05-30T09:09:47.25+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
