"","date","pos","artistName","no","color"
"1699",2020-06-18,9,"        Charli XCX",101,"#FCCDE5"
"1700",2020-06-18,10,"       Quebonafide",90,"#BC80BD"
"1701",2020-06-19,1,"        The Weeknd",224,"#80B1D3"
"1702",2020-06-19,2,"     TUZZA Globale",192,"#BC80BD"
"1703",2020-06-19,3,"           PRO8L3M",174,"#FDB462"
"1704",2020-06-19,4,"         clipping.",151,"#D9D9D9"
"1705",2020-06-19,5,"       Oliver Tree",141,"#80B1D3"
"1706",2020-06-19,6,"            Bedoes",138,"#FDB462"
"1707",2020-06-19,7,"     Billie Eilish",116,"#BC80BD"
"1708",2020-06-19,8,"    Dorian Electra",110,"#FB8072"
"1709",2020-06-19,9,"        Charli XCX",101,"#FCCDE5"
"1710",2020-06-19,10,"       Quebonafide",90,"#BC80BD"
"1711",2020-06-20,1,"        The Weeknd",224,"#80B1D3"
"1712",2020-06-20,2,"     TUZZA Globale",192,"#BC80BD"
"1713",2020-06-20,3,"           PRO8L3M",174,"#FDB462"
"1714",2020-06-20,4,"         clipping.",151,"#D9D9D9"
"1715",2020-06-20,5,"       Oliver Tree",141,"#80B1D3"
"1716",2020-06-20,6,"            Bedoes",138,"#FDB462"
"1717",2020-06-20,7,"     Billie Eilish",116,"#BC80BD"
"1718",2020-06-20,8,"    Dorian Electra",110,"#FB8072"
"1719",2020-06-20,9,"        Charli XCX",101,"#FCCDE5"
"1720",2020-06-20,10,"       Quebonafide",90,"#BC80BD"
"1721",2020-06-21,1,"        The Weeknd",224,"#80B1D3"
"1722",2020-06-21,2,"     TUZZA Globale",192,"#BC80BD"
"1723",2020-06-21,3,"           PRO8L3M",174,"#FDB462"
"1724",2020-06-21,4,"         clipping.",151,"#D9D9D9"
"1725",2020-06-21,5,"       Oliver Tree",141,"#80B1D3"
"1726",2020-06-21,6,"            Bedoes",138,"#FDB462"
"1727",2020-06-21,7,"     Billie Eilish",116,"#BC80BD"
"1728",2020-06-21,8,"    Dorian Electra",110,"#FB8072"
"1729",2020-06-21,9,"        Charli XCX",101,"#FCCDE5"
"1730",2020-06-21,10,"       Quebonafide",90,"#BC80BD"
"1731",2020-06-22,1,"        The Weeknd",224,"#80B1D3"
"1732",2020-06-22,2,"     TUZZA Globale",192,"#BC80BD"
"1733",2020-06-22,3,"           PRO8L3M",174,"#FDB462"
"1734",2020-06-22,4,"         clipping.",151,"#D9D9D9"
"1735",2020-06-22,5,"       Oliver Tree",141,"#80B1D3"
"1736",2020-06-22,6,"            Bedoes",138,"#FDB462"
"1737",2020-06-22,7,"     Billie Eilish",116,"#BC80BD"
"1738",2020-06-22,8,"    Dorian Electra",110,"#FB8072"
"1739",2020-06-22,9,"        Charli XCX",101,"#FCCDE5"
"1740",2020-06-22,10,"       Quebonafide",90,"#BC80BD"
"1741",2020-06-23,1,"        The Weeknd",224,"#80B1D3"
"1742",2020-06-23,2,"     TUZZA Globale",192,"#BC80BD"
"1743",2020-06-23,3,"           PRO8L3M",174,"#FDB462"
"1744",2020-06-23,4,"         clipping.",151,"#D9D9D9"
"1745",2020-06-23,5,"       Oliver Tree",141,"#80B1D3"
"1746",2020-06-23,6,"            Bedoes",138,"#FDB462"
"1747",2020-06-23,7,"     Billie Eilish",116,"#BC80BD"
"1748",2020-06-23,8,"    Dorian Electra",110,"#FB8072"
"1749",2020-06-23,9,"        Charli XCX",101,"#FCCDE5"
"1750",2020-06-23,10,"       Quebonafide",90,"#BC80BD"
"1751",2020-06-24,1,"        The Weeknd",224,"#80B1D3"
"1752",2020-06-24,2,"     TUZZA Globale",192,"#BC80BD"
"1753",2020-06-24,3,"           PRO8L3M",174,"#FDB462"
"1754",2020-06-24,4,"         clipping.",151,"#D9D9D9"
"1755",2020-06-24,5,"       Oliver Tree",141,"#80B1D3"
"1756",2020-06-24,6,"            Bedoes",138,"#FDB462"
"1757",2020-06-24,7,"     Billie Eilish",116,"#BC80BD"
"1758",2020-06-24,8,"    Dorian Electra",110,"#FB8072"
"1759",2020-06-24,9,"        Charli XCX",101,"#FCCDE5"
"1760",2020-06-24,10,"       Quebonafide",90,"#BC80BD"
"1761",2020-06-25,1,"        The Weeknd",224,"#80B1D3"
"1762",2020-06-25,2,"     TUZZA Globale",192,"#BC80BD"
"1763",2020-06-25,3,"           PRO8L3M",174,"#FDB462"
"1764",2020-06-25,4,"         clipping.",151,"#D9D9D9"
"1765",2020-06-25,5,"       Oliver Tree",141,"#80B1D3"
"1766",2020-06-25,6,"            Bedoes",138,"#FDB462"
"1767",2020-06-25,7,"     Billie Eilish",116,"#BC80BD"
"1768",2020-06-25,8,"    Dorian Electra",110,"#FB8072"
"1769",2020-06-25,9,"        Charli XCX",101,"#FCCDE5"
"1770",2020-06-25,10,"       Quebonafide",90,"#BC80BD"
"1771",2020-06-26,1,"        The Weeknd",224,"#80B1D3"
"1772",2020-06-26,2,"     TUZZA Globale",192,"#BC80BD"
"1773",2020-06-26,3,"           PRO8L3M",174,"#FDB462"
"1774",2020-06-26,4,"         clipping.",151,"#D9D9D9"
"1775",2020-06-26,5,"       Oliver Tree",141,"#80B1D3"
"1776",2020-06-26,6,"            Bedoes",138,"#FDB462"
"1777",2020-06-26,7,"     Billie Eilish",116,"#BC80BD"
"1778",2020-06-26,8,"    Dorian Electra",110,"#FB8072"
"1779",2020-06-26,9,"        Charli XCX",101,"#FCCDE5"
"1780",2020-06-26,10,"       Quebonafide",90,"#BC80BD"
"1781",2020-06-27,1,"        The Weeknd",224,"#80B1D3"
"1782",2020-06-27,2,"     TUZZA Globale",192,"#BC80BD"
"1783",2020-06-27,3,"           PRO8L3M",174,"#FDB462"
"1784",2020-06-27,4,"         clipping.",151,"#D9D9D9"
"1785",2020-06-27,5,"       Oliver Tree",141,"#80B1D3"
"1786",2020-06-27,6,"            Bedoes",138,"#FDB462"
"1787",2020-06-27,7,"     Billie Eilish",116,"#BC80BD"
"1788",2020-06-27,8,"    Dorian Electra",110,"#FB8072"
"1789",2020-06-27,9,"        Charli XCX",101,"#FCCDE5"
"1790",2020-06-27,10,"       Quebonafide",90,"#BC80BD"
"1791",2020-06-28,1,"        The Weeknd",224,"#80B1D3"
"1792",2020-06-28,2,"     TUZZA Globale",192,"#BC80BD"
"1793",2020-06-28,3,"           PRO8L3M",174,"#FDB462"
"1794",2020-06-28,4,"         clipping.",151,"#D9D9D9"
"1795",2020-06-28,5,"       Oliver Tree",141,"#80B1D3"
"1796",2020-06-28,6,"            Bedoes",138,"#FDB462"
"1797",2020-06-28,7,"     Billie Eilish",116,"#BC80BD"
"1798",2020-06-28,8,"    Dorian Electra",110,"#FB8072"
"1799",2020-06-28,9,"        Charli XCX",101,"#FCCDE5"
"1800",2020-06-28,10,"       Quebonafide",90,"#BC80BD"
"1801",2020-06-29,1,"        The Weeknd",224,"#80B1D3"
"1802",2020-06-29,2,"     TUZZA Globale",192,"#BC80BD"
"1803",2020-06-29,3,"           PRO8L3M",174,"#FDB462"
"1804",2020-06-29,4,"         clipping.",151,"#D9D9D9"
"1805",2020-06-29,5,"       Oliver Tree",141,"#80B1D3"
"1806",2020-06-29,6,"            Bedoes",138,"#FDB462"
"1807",2020-06-29,7,"     Billie Eilish",116,"#BC80BD"
"1808",2020-06-29,8,"    Dorian Electra",110,"#FB8072"
"1809",2020-06-29,9,"        Charli XCX",101,"#FCCDE5"
"1810",2020-06-29,10,"       Quebonafide",90,"#BC80BD"
"1811",2020-06-30,1,"        The Weeknd",224,"#80B1D3"
"1812",2020-06-30,2,"     TUZZA Globale",192,"#BC80BD"
"1813",2020-06-30,3,"           PRO8L3M",174,"#FDB462"
"1814",2020-06-30,4,"         clipping.",151,"#D9D9D9"
"1815",2020-06-30,5,"       Oliver Tree",141,"#80B1D3"
"1816",2020-06-30,6,"            Bedoes",138,"#FDB462"
"1817",2020-06-30,7,"     Billie Eilish",116,"#BC80BD"
"1818",2020-06-30,8,"    Dorian Electra",110,"#FB8072"
"1819",2020-06-30,9,"        Charli XCX",101,"#FCCDE5"
"1820",2020-06-30,10,"       Quebonafide",90,"#BC80BD"
"1821",2020-07-01,1,"        The Weeknd",224,"#80B1D3"
"1822",2020-07-01,2,"     TUZZA Globale",192,"#BC80BD"
"1823",2020-07-01,3,"           PRO8L3M",174,"#FDB462"
"1824",2020-07-01,4,"         clipping.",151,"#D9D9D9"
"1825",2020-07-01,5,"       Oliver Tree",141,"#80B1D3"
"1826",2020-07-01,6,"            Bedoes",138,"#FDB462"
"1827",2020-07-01,7,"     Billie Eilish",116,"#BC80BD"
"1828",2020-07-01,8,"    Dorian Electra",110,"#FB8072"
"1829",2020-07-01,9,"        Charli XCX",101,"#FCCDE5"
"1830",2020-07-01,10,"       Quebonafide",90,"#BC80BD"
"1831",2020-07-02,1,"        The Weeknd",224,"#80B1D3"
"1832",2020-07-02,2,"     TUZZA Globale",192,"#BC80BD"
"1833",2020-07-02,3,"           PRO8L3M",174,"#FDB462"
"1834",2020-07-02,4,"         clipping.",151,"#D9D9D9"
"1835",2020-07-02,5,"       Oliver Tree",142,"#80B1D3"
"1836",2020-07-02,6,"            Bedoes",138,"#FDB462"
"1837",2020-07-02,7,"     Billie Eilish",116,"#BC80BD"
"1838",2020-07-02,8,"    Dorian Electra",110,"#FB8072"
"1839",2020-07-02,9,"        Charli XCX",101,"#FCCDE5"
"1840",2020-07-02,10,"       Quebonafide",90,"#BC80BD"
"1841",2020-07-03,1,"        The Weeknd",224,"#80B1D3"
"1842",2020-07-03,2,"     TUZZA Globale",192,"#BC80BD"
"1843",2020-07-03,3,"           PRO8L3M",174,"#FDB462"
"1844",2020-07-03,4,"         clipping.",151,"#D9D9D9"
"1845",2020-07-03,5,"       Oliver Tree",142,"#80B1D3"
"1846",2020-07-03,6,"            Bedoes",138,"#FDB462"
"1847",2020-07-03,7,"     Billie Eilish",116,"#BC80BD"
"1848",2020-07-03,8,"    Dorian Electra",110,"#FB8072"
"1849",2020-07-03,9,"        Charli XCX",101,"#FCCDE5"
"1850",2020-07-03,10,"       Quebonafide",90,"#BC80BD"
"1851",2020-07-04,1,"        The Weeknd",224,"#80B1D3"
"1852",2020-07-04,2,"     TUZZA Globale",192,"#BC80BD"
"1853",2020-07-04,3,"           PRO8L3M",174,"#FDB462"
"1854",2020-07-04,4,"         clipping.",151,"#D9D9D9"
"1855",2020-07-04,5,"       Oliver Tree",142,"#80B1D3"
"1856",2020-07-04,6,"            Bedoes",138,"#FDB462"
"1857",2020-07-04,7,"     Billie Eilish",116,"#BC80BD"
"1858",2020-07-04,8,"    Dorian Electra",110,"#FB8072"
"1859",2020-07-04,9,"        Charli XCX",101,"#FCCDE5"
"1860",2020-07-04,10,"       Quebonafide",90,"#BC80BD"
"1861",2020-07-05,1,"        The Weeknd",224,"#80B1D3"
"1862",2020-07-05,2,"     TUZZA Globale",192,"#BC80BD"
"1863",2020-07-05,3,"           PRO8L3M",174,"#FDB462"
"1864",2020-07-05,4,"         clipping.",151,"#D9D9D9"
"1865",2020-07-05,5,"       Oliver Tree",145,"#80B1D3"
"1866",2020-07-05,6,"            Bedoes",138,"#FDB462"
"1867",2020-07-05,7,"     Billie Eilish",116,"#BC80BD"
"1868",2020-07-05,8,"    Dorian Electra",110,"#FB8072"
"1869",2020-07-05,9,"        Charli XCX",101,"#FCCDE5"
"1870",2020-07-05,10,"       Quebonafide",90,"#BC80BD"
"1871",2020-07-06,1,"        The Weeknd",224,"#80B1D3"
"1872",2020-07-06,2,"     TUZZA Globale",194,"#BC80BD"
"1873",2020-07-06,3,"           PRO8L3M",174,"#FDB462"
"1874",2020-07-06,4,"         clipping.",151,"#D9D9D9"
"1875",2020-07-06,5,"       Oliver Tree",145,"#80B1D3"
"1876",2020-07-06,6,"            Bedoes",139,"#FDB462"
"1877",2020-07-06,7,"     Billie Eilish",116,"#BC80BD"
"1878",2020-07-06,8,"    Dorian Electra",110,"#FB8072"
"1879",2020-07-06,9,"        Charli XCX",102,"#FCCDE5"
"1880",2020-07-06,10,"       Quebonafide",93,"#BC80BD"
"1881",2020-07-07,1,"        The Weeknd",224,"#80B1D3"
"1882",2020-07-07,2,"     TUZZA Globale",194,"#BC80BD"
"1883",2020-07-07,3,"           PRO8L3M",174,"#FDB462"
"1884",2020-07-07,4,"         clipping.",151,"#D9D9D9"
"1885",2020-07-07,5,"       Oliver Tree",145,"#80B1D3"
"1886",2020-07-07,6,"            Bedoes",139,"#FDB462"
"1887",2020-07-07,7,"     Billie Eilish",116,"#BC80BD"
"1888",2020-07-07,8,"    Dorian Electra",110,"#FB8072"
"1889",2020-07-07,9,"        Charli XCX",102,"#FCCDE5"
"1890",2020-07-07,10,"       Quebonafide",93,"#BC80BD"
"1891",2020-07-08,1,"        The Weeknd",224,"#80B1D3"
"1892",2020-07-08,2,"     TUZZA Globale",196,"#BC80BD"
"1893",2020-07-08,3,"           PRO8L3M",178,"#FDB462"
"1894",2020-07-08,4,"       Oliver Tree",153,"#80B1D3"
"1895",2020-07-08,5,"         clipping.",151,"#D9D9D9"
"1896",2020-07-08,6,"            Bedoes",139,"#FDB462"
"1897",2020-07-08,7,"     Billie Eilish",116,"#BC80BD"
"1898",2020-07-08,8,"    Dorian Electra",110,"#FB8072"
"1899",2020-07-08,9,"        Charli XCX",102,"#FCCDE5"
"1900",2020-07-08,10,"       Quebonafide",93,"#BC80BD"
"1901",2020-07-09,1,"        The Weeknd",224,"#80B1D3"
"1902",2020-07-09,2,"     TUZZA Globale",196,"#BC80BD"
"1903",2020-07-09,3,"           PRO8L3M",178,"#FDB462"
"1904",2020-07-09,4,"       Oliver Tree",154,"#80B1D3"
"1905",2020-07-09,5,"         clipping.",151,"#D9D9D9"
"1906",2020-07-09,6,"            Bedoes",139,"#FDB462"
"1907",2020-07-09,7,"     Billie Eilish",116,"#BC80BD"
"1908",2020-07-09,8,"    Dorian Electra",110,"#FB8072"
"1909",2020-07-09,9,"        Charli XCX",102,"#FCCDE5"
"1910",2020-07-09,10,"       Quebonafide",93,"#BC80BD"
"1911",2020-07-10,1,"        The Weeknd",224,"#80B1D3"
"1912",2020-07-10,2,"     TUZZA Globale",197,"#BC80BD"
"1913",2020-07-10,3,"           PRO8L3M",180,"#FDB462"
"1914",2020-07-10,4,"       Oliver Tree",157,"#80B1D3"
"1915",2020-07-10,5,"         clipping.",151,"#D9D9D9"
"1916",2020-07-10,6,"            Bedoes",140,"#FDB462"
"1917",2020-07-10,7,"     Billie Eilish",116,"#BC80BD"
"1918",2020-07-10,8,"    Dorian Electra",110,"#FB8072"
"1919",2020-07-10,9,"        Charli XCX",104,"#FCCDE5"
"1920",2020-07-10,10,"       Quebonafide",93,"#BC80BD"
"1921",2020-07-11,1,"        The Weeknd",224,"#80B1D3"
"1922",2020-07-11,2,"     TUZZA Globale",200,"#BC80BD"
"1923",2020-07-11,3,"           PRO8L3M",181,"#FDB462"
"1924",2020-07-11,4,"       Oliver Tree",157,"#80B1D3"
"1925",2020-07-11,5,"         clipping.",151,"#D9D9D9"
"1926",2020-07-11,6,"            Bedoes",140,"#FDB462"
"1927",2020-07-11,7,"     Billie Eilish",116,"#BC80BD"
"1928",2020-07-11,8,"    Dorian Electra",110,"#FB8072"
"1929",2020-07-11,9,"        Charli XCX",105,"#FCCDE5"
"1930",2020-07-11,10,"       Quebonafide",95,"#BC80BD"
"1931",2020-07-12,1,"        The Weeknd",227,"#80B1D3"
"1932",2020-07-12,2,"     TUZZA Globale",208,"#BC80BD"
"1933",2020-07-12,3,"           PRO8L3M",186,"#FDB462"
"1934",2020-07-12,4,"       Oliver Tree",157,"#80B1D3"
"1935",2020-07-12,5,"         clipping.",151,"#D9D9D9"
"1936",2020-07-12,6,"            Bedoes",140,"#FDB462"
"1937",2020-07-12,7,"     Billie Eilish",117,"#BC80BD"
"1938",2020-07-12,8,"    Dorian Electra",110,"#FB8072"
"1939",2020-07-12,9,"        Charli XCX",107,"#FCCDE5"
"1940",2020-07-12,10,"       Quebonafide",96,"#BC80BD"
"1941",2020-07-13,1,"        The Weeknd",227,"#80B1D3"
"1942",2020-07-13,2,"     TUZZA Globale",210,"#BC80BD"
"1943",2020-07-13,3,"           PRO8L3M",189,"#FDB462"
"1944",2020-07-13,4,"       Oliver Tree",157,"#80B1D3"
"1945",2020-07-13,5,"         clipping.",152,"#D9D9D9"
"1946",2020-07-13,6,"            Bedoes",142,"#FDB462"
"1947",2020-07-13,7,"     Billie Eilish",117,"#BC80BD"
"1948",2020-07-13,8,"    Dorian Electra",114,"#FB8072"
"1949",2020-07-13,9,"        Charli XCX",111,"#FCCDE5"
"1950",2020-07-13,10,"       Quebonafide",96,"#BC80BD"
"1951",2020-07-14,1,"        The Weeknd",227,"#80B1D3"
"1952",2020-07-14,2,"     TUZZA Globale",210,"#BC80BD"
"1953",2020-07-14,3,"           PRO8L3M",192,"#FDB462"
"1954",2020-07-14,4,"       Oliver Tree",158,"#80B1D3"
"1955",2020-07-14,5,"         clipping.",152,"#D9D9D9"
"1956",2020-07-14,6,"            Bedoes",142,"#FDB462"
"1957",2020-07-14,7,"     Billie Eilish",117,"#BC80BD"
"1958",2020-07-14,8,"    Dorian Electra",114,"#FB8072"
"1959",2020-07-14,9,"        Charli XCX",111,"#FCCDE5"
"1960",2020-07-14,10,"       Quebonafide",96,"#BC80BD"
"1961",2020-07-15,1,"        The Weeknd",227,"#80B1D3"
"1962",2020-07-15,2,"     TUZZA Globale",210,"#BC80BD"
"1963",2020-07-15,3,"           PRO8L3M",192,"#FDB462"
"1964",2020-07-15,4,"       Oliver Tree",158,"#80B1D3"
"1965",2020-07-15,5,"         clipping.",152,"#D9D9D9"
"1966",2020-07-15,6,"            Bedoes",142,"#FDB462"
"1967",2020-07-15,7,"     Billie Eilish",117,"#BC80BD"
"1968",2020-07-15,8,"    Dorian Electra",114,"#FB8072"
"1969",2020-07-15,9,"        Charli XCX",111,"#FCCDE5"
"1970",2020-07-15,10,"       Quebonafide",96,"#BC80BD"
"1971",2020-07-16,1,"        The Weeknd",227,"#80B1D3"
"1972",2020-07-16,2,"     TUZZA Globale",210,"#BC80BD"
"1973",2020-07-16,3,"           PRO8L3M",192,"#FDB462"
"1974",2020-07-16,4,"       Oliver Tree",159,"#80B1D3"
"1975",2020-07-16,5,"         clipping.",152,"#D9D9D9"
"1976",2020-07-16,6,"            Bedoes",142,"#FDB462"
"1977",2020-07-16,7,"     Billie Eilish",117,"#BC80BD"
"1978",2020-07-16,8,"    Dorian Electra",114,"#FB8072"
"1979",2020-07-16,9,"        Charli XCX",111,"#FCCDE5"
"1980",2020-07-16,10,"       Quebonafide",96,"#BC80BD"
"1981",2020-07-17,1,"        The Weeknd",227,"#80B1D3"
"1982",2020-07-17,2,"     TUZZA Globale",210,"#BC80BD"
"1983",2020-07-17,3,"           PRO8L3M",192,"#FDB462"
"1984",2020-07-17,4,"       Oliver Tree",159,"#80B1D3"
"1985",2020-07-17,5,"         clipping.",152,"#D9D9D9"
"1986",2020-07-17,6,"            Bedoes",142,"#FDB462"
"1987",2020-07-17,7,"     Billie Eilish",117,"#BC80BD"
"1988",2020-07-17,8,"    Dorian Electra",114,"#FB8072"
"1989",2020-07-17,9,"        Charli XCX",111,"#FCCDE5"
"1990",2020-07-17,10,"       Quebonafide",96,"#BC80BD"
"1991",2020-07-18,1,"        The Weeknd",227,"#80B1D3"
"1992",2020-07-18,2,"     TUZZA Globale",210,"#BC80BD"
"1993",2020-07-18,3,"           PRO8L3M",192,"#FDB462"
"1994",2020-07-18,4,"       Oliver Tree",159,"#80B1D3"
"1995",2020-07-18,5,"         clipping.",152,"#D9D9D9"
"1996",2020-07-18,6,"            Bedoes",142,"#FDB462"
