"","date","pos","artistName","no","color"
"858",2020-03-26,8,"     TUZZA Globale",58,"#BC80BD"
"859",2020-03-26,9,"       Bia造 Tunel",56,"#FCCDE5"
"860",2020-03-26,10,"     Jan-Rapowanie",44,"#8DD3C7"
"861",2020-03-27,1,"        The Weeknd",137,"#80B1D3"
"862",2020-03-27,2,"         clipping.",136,"#D9D9D9"
"863",2020-03-27,3,"    Dorian Electra",95,"#FB8072"
"864",2020-03-27,4,"           PRO8L3M",92,"#FDB462"
"865",2020-03-27,5,"            Bedoes",90,"#FDB462"
"866",2020-03-27,6,"       Oliver Tree",73,"#80B1D3"
"867",2020-03-27,7,"    Ralph Kaminski",69,"#FFED6F"
"868",2020-03-27,8,"     TUZZA Globale",58,"#BC80BD"
"869",2020-03-27,9,"       Bia造 Tunel",56,"#FCCDE5"
"870",2020-03-27,10,"     Jan-Rapowanie",44,"#8DD3C7"
"871",2020-03-28,1,"        The Weeknd",140,"#80B1D3"
"872",2020-03-28,2,"         clipping.",136,"#D9D9D9"
"873",2020-03-28,3,"    Dorian Electra",95,"#FB8072"
"874",2020-03-28,4,"           PRO8L3M",92,"#FDB462"
"875",2020-03-28,5,"            Bedoes",90,"#FDB462"
"876",2020-03-28,6,"       Oliver Tree",77,"#80B1D3"
"877",2020-03-28,7,"    Ralph Kaminski",69,"#FFED6F"
"878",2020-03-28,8,"     TUZZA Globale",64,"#BC80BD"
"879",2020-03-28,9,"       Bia造 Tunel",56,"#FCCDE5"
"880",2020-03-28,10,"     Jan-Rapowanie",44,"#8DD3C7"
"881",2020-03-29,1,"        The Weeknd",140,"#80B1D3"
"882",2020-03-29,2,"         clipping.",136,"#D9D9D9"
"883",2020-03-29,3,"    Dorian Electra",95,"#FB8072"
"884",2020-03-29,4,"           PRO8L3M",92,"#FDB462"
"885",2020-03-29,5,"            Bedoes",90,"#FDB462"
"886",2020-03-29,6,"       Oliver Tree",77,"#80B1D3"
"887",2020-03-29,7,"    Ralph Kaminski",69,"#FFED6F"
"888",2020-03-29,8,"     TUZZA Globale",64,"#BC80BD"
"889",2020-03-29,9,"       Bia造 Tunel",56,"#FCCDE5"
"890",2020-03-29,10,"     Jan-Rapowanie",44,"#8DD3C7"
"891",2020-03-30,1,"        The Weeknd",149,"#80B1D3"
"892",2020-03-30,2,"         clipping.",136,"#D9D9D9"
"893",2020-03-30,3,"    Dorian Electra",95,"#FB8072"
"894",2020-03-30,4,"           PRO8L3M",92,"#FDB462"
"895",2020-03-30,5,"            Bedoes",90,"#FDB462"
"896",2020-03-30,6,"       Oliver Tree",77,"#80B1D3"
"897",2020-03-30,7,"    Ralph Kaminski",69,"#FFED6F"
"898",2020-03-30,8,"     TUZZA Globale",64,"#BC80BD"
"899",2020-03-30,9,"       Bia造 Tunel",56,"#FCCDE5"
"900",2020-03-30,10,"     Jan-Rapowanie",44,"#8DD3C7"
"901",2020-03-31,1,"        The Weeknd",149,"#80B1D3"
"902",2020-03-31,2,"         clipping.",138,"#D9D9D9"
"903",2020-03-31,3,"    Dorian Electra",95,"#FB8072"
"904",2020-03-31,4,"           PRO8L3M",92,"#FDB462"
"905",2020-03-31,5,"            Bedoes",90,"#FDB462"
"906",2020-03-31,6,"       Oliver Tree",77,"#80B1D3"
"907",2020-03-31,7,"    Ralph Kaminski",69,"#FFED6F"
"908",2020-03-31,8,"     TUZZA Globale",64,"#BC80BD"
"909",2020-03-31,9,"       Bia造 Tunel",56,"#FCCDE5"
"910",2020-03-31,10,"     Jan-Rapowanie",44,"#8DD3C7"
"911",2020-04-01,1,"        The Weeknd",149,"#80B1D3"
"912",2020-04-01,2,"         clipping.",138,"#D9D9D9"
"913",2020-04-01,3,"    Dorian Electra",95,"#FB8072"
"914",2020-04-01,4,"           PRO8L3M",92,"#FDB462"
"915",2020-04-01,5,"            Bedoes",90,"#FDB462"
"916",2020-04-01,6,"       Oliver Tree",77,"#80B1D3"
"917",2020-04-01,7,"    Ralph Kaminski",69,"#FFED6F"
"918",2020-04-01,8,"     TUZZA Globale",64,"#BC80BD"
"919",2020-04-01,9,"       Bia造 Tunel",56,"#FCCDE5"
"920",2020-04-01,10,"     Jan-Rapowanie",44,"#8DD3C7"
"921",2020-04-02,1,"        The Weeknd",160,"#80B1D3"
"922",2020-04-02,2,"         clipping.",138,"#D9D9D9"
"923",2020-04-02,3,"    Dorian Electra",95,"#FB8072"
"924",2020-04-02,4,"           PRO8L3M",92,"#FDB462"
"925",2020-04-02,5,"            Bedoes",90,"#FDB462"
"926",2020-04-02,6,"       Oliver Tree",77,"#80B1D3"
"927",2020-04-02,7,"    Ralph Kaminski",69,"#FFED6F"
"928",2020-04-02,8,"     TUZZA Globale",64,"#BC80BD"
"929",2020-04-02,9,"       Bia造 Tunel",56,"#FCCDE5"
"930",2020-04-02,10,"     Jan-Rapowanie",44,"#8DD3C7"
"931",2020-04-03,1,"        The Weeknd",160,"#80B1D3"
"932",2020-04-03,2,"         clipping.",138,"#D9D9D9"
"933",2020-04-03,3,"    Dorian Electra",95,"#FB8072"
"934",2020-04-03,4,"           PRO8L3M",92,"#FDB462"
"935",2020-04-03,5,"            Bedoes",90,"#FDB462"
"936",2020-04-03,6,"       Oliver Tree",87,"#80B1D3"
"937",2020-04-03,7,"    Ralph Kaminski",73,"#FFED6F"
"938",2020-04-03,8,"     TUZZA Globale",64,"#BC80BD"
"939",2020-04-03,9,"       Bia造 Tunel",56,"#FCCDE5"
"940",2020-04-03,10,"     Jan-Rapowanie",44,"#8DD3C7"
"941",2020-04-04,1,"        The Weeknd",172,"#80B1D3"
"942",2020-04-04,2,"         clipping.",138,"#D9D9D9"
"943",2020-04-04,3,"    Dorian Electra",95,"#FB8072"
"944",2020-04-04,4,"            Bedoes",94,"#FDB462"
"945",2020-04-04,5,"           PRO8L3M",92,"#FDB462"
"946",2020-04-04,6,"       Oliver Tree",87,"#80B1D3"
"947",2020-04-04,7,"    Ralph Kaminski",74,"#FFED6F"
"948",2020-04-04,8,"     TUZZA Globale",64,"#BC80BD"
"949",2020-04-04,9,"       Bia造 Tunel",56,"#FCCDE5"
"950",2020-04-04,10,"     Jan-Rapowanie",44,"#8DD3C7"
"951",2020-04-05,1,"        The Weeknd",172,"#80B1D3"
"952",2020-04-05,2,"         clipping.",138,"#D9D9D9"
"953",2020-04-05,3,"    Dorian Electra",95,"#FB8072"
"954",2020-04-05,4,"            Bedoes",94,"#FDB462"
"955",2020-04-05,5,"           PRO8L3M",92,"#FDB462"
"956",2020-04-05,6,"       Oliver Tree",87,"#80B1D3"
"957",2020-04-05,7,"    Ralph Kaminski",74,"#FFED6F"
"958",2020-04-05,8,"     TUZZA Globale",64,"#BC80BD"
"959",2020-04-05,9,"       Bia造 Tunel",56,"#FCCDE5"
"960",2020-04-05,10,"     Jan-Rapowanie",44,"#8DD3C7"
"961",2020-04-06,1,"        The Weeknd",172,"#80B1D3"
"962",2020-04-06,2,"         clipping.",138,"#D9D9D9"
"963",2020-04-06,3,"            Bedoes",103,"#FDB462"
"964",2020-04-06,4,"    Dorian Electra",95,"#FB8072"
"965",2020-04-06,5,"           PRO8L3M",92,"#FDB462"
"966",2020-04-06,6,"       Oliver Tree",90,"#80B1D3"
"967",2020-04-06,7,"    Ralph Kaminski",77,"#FFED6F"
"968",2020-04-06,8,"     TUZZA Globale",64,"#BC80BD"
"969",2020-04-06,9,"       Bia造 Tunel",63,"#FCCDE5"
"970",2020-04-06,10,"           FINNEAS",49,"#CCEBC5"
"971",2020-04-07,1,"        The Weeknd",172,"#80B1D3"
"972",2020-04-07,2,"         clipping.",138,"#D9D9D9"
"973",2020-04-07,3,"            Bedoes",103,"#FDB462"
"974",2020-04-07,4,"    Dorian Electra",95,"#FB8072"
"975",2020-04-07,5,"           PRO8L3M",92,"#FDB462"
"976",2020-04-07,6,"       Oliver Tree",90,"#80B1D3"
"977",2020-04-07,7,"    Ralph Kaminski",77,"#FFED6F"
"978",2020-04-07,8,"     TUZZA Globale",64,"#BC80BD"
"979",2020-04-07,9,"       Bia造 Tunel",63,"#FCCDE5"
"980",2020-04-07,10,"       Quebonafide",50,"#BC80BD"
"981",2020-04-08,1,"        The Weeknd",172,"#80B1D3"
"982",2020-04-08,2,"         clipping.",138,"#D9D9D9"
"983",2020-04-08,3,"            Bedoes",103,"#FDB462"
"984",2020-04-08,4,"    Dorian Electra",95,"#FB8072"
"985",2020-04-08,5,"           PRO8L3M",92,"#FDB462"
"986",2020-04-08,6,"       Oliver Tree",90,"#80B1D3"
"987",2020-04-08,7,"    Ralph Kaminski",77,"#FFED6F"
"988",2020-04-08,8,"     TUZZA Globale",64,"#BC80BD"
"989",2020-04-08,9,"       Bia造 Tunel",63,"#FCCDE5"
"990",2020-04-08,10,"       Quebonafide",50,"#BC80BD"
"991",2020-04-09,1,"        The Weeknd",172,"#80B1D3"
"992",2020-04-09,2,"         clipping.",138,"#D9D9D9"
"993",2020-04-09,3,"            Bedoes",103,"#FDB462"
"994",2020-04-09,4,"    Dorian Electra",95,"#FB8072"
"995",2020-04-09,5,"           PRO8L3M",92,"#FDB462"
"996",2020-04-09,6,"       Oliver Tree",90,"#80B1D3"
"997",2020-04-09,7,"    Ralph Kaminski",77,"#FFED6F"
"998",2020-04-09,8,"     TUZZA Globale",64,"#BC80BD"
"999",2020-04-09,9,"       Bia造 Tunel",63,"#FCCDE5"
"1000",2020-04-09,10,"           FINNEAS",55,"#CCEBC5"
"1001",2020-04-10,1,"        The Weeknd",172,"#80B1D3"
"1002",2020-04-10,2,"         clipping.",138,"#D9D9D9"
"1003",2020-04-10,3,"            Bedoes",103,"#FDB462"
"1004",2020-04-10,4,"    Dorian Electra",95,"#FB8072"
"1005",2020-04-10,5,"           PRO8L3M",92,"#FDB462"
"1006",2020-04-10,6,"       Oliver Tree",90,"#80B1D3"
"1007",2020-04-10,7,"    Ralph Kaminski",77,"#FFED6F"
"1008",2020-04-10,8,"     TUZZA Globale",64,"#BC80BD"
"1009",2020-04-10,9,"       Bia造 Tunel",63,"#FCCDE5"
"1010",2020-04-10,10,"       Quebonafide",58,"#BC80BD"
"1011",2020-04-11,1,"        The Weeknd",172,"#80B1D3"
"1012",2020-04-11,2,"         clipping.",138,"#D9D9D9"
"1013",2020-04-11,3,"            Bedoes",103,"#FDB462"
"1014",2020-04-11,4,"           PRO8L3M",102,"#FDB462"
"1015",2020-04-11,5,"    Dorian Electra",95,"#FB8072"
"1016",2020-04-11,6,"       Oliver Tree",90,"#80B1D3"
"1017",2020-04-11,7,"    Ralph Kaminski",77,"#FFED6F"
"1018",2020-04-11,8,"       Quebonafide",68,"#BC80BD"
"1019",2020-04-11,9,"     TUZZA Globale",64,"#BC80BD"
"1020",2020-04-11,10,"       Bia造 Tunel",63,"#FCCDE5"
"1021",2020-04-12,1,"        The Weeknd",172,"#80B1D3"
"1022",2020-04-12,2,"         clipping.",138,"#D9D9D9"
"1023",2020-04-12,3,"            Bedoes",103,"#FDB462"
"1024",2020-04-12,4,"           PRO8L3M",102,"#FDB462"
"1025",2020-04-12,5,"    Dorian Electra",95,"#FB8072"
"1026",2020-04-12,6,"       Oliver Tree",90,"#80B1D3"
"1027",2020-04-12,7,"    Ralph Kaminski",77,"#FFED6F"
"1028",2020-04-12,8,"     TUZZA Globale",75,"#BC80BD"
"1029",2020-04-12,9,"       Quebonafide",68,"#BC80BD"
"1030",2020-04-12,10,"       Bia造 Tunel",63,"#FCCDE5"
"1031",2020-04-13,1,"        The Weeknd",172,"#80B1D3"
"1032",2020-04-13,2,"         clipping.",138,"#D9D9D9"
"1033",2020-04-13,3,"            Bedoes",109,"#FDB462"
"1034",2020-04-13,4,"           PRO8L3M",102,"#FDB462"
"1035",2020-04-13,5,"    Dorian Electra",95,"#FB8072"
"1036",2020-04-13,6,"       Oliver Tree",90,"#80B1D3"
"1037",2020-04-13,7,"    Ralph Kaminski",77,"#FFED6F"
"1038",2020-04-13,8,"     TUZZA Globale",75,"#BC80BD"
"1039",2020-04-13,9,"       Quebonafide",73,"#BC80BD"
"1040",2020-04-13,10,"       Bia造 Tunel",71,"#FCCDE5"
"1041",2020-04-14,1,"        The Weeknd",172,"#80B1D3"
"1042",2020-04-14,2,"         clipping.",138,"#D9D9D9"
"1043",2020-04-14,3,"           PRO8L3M",115,"#FDB462"
"1044",2020-04-14,4,"            Bedoes",109,"#FDB462"
"1045",2020-04-14,5,"    Dorian Electra",95,"#FB8072"
"1046",2020-04-14,6,"       Oliver Tree",90,"#80B1D3"
"1047",2020-04-14,7,"     TUZZA Globale",86,"#BC80BD"
"1048",2020-04-14,8,"    Ralph Kaminski",82,"#FFED6F"
"1049",2020-04-14,9,"       Quebonafide",73,"#BC80BD"
"1050",2020-04-14,10,"       Bia造 Tunel",71,"#FCCDE5"
"1051",2020-04-15,1,"        The Weeknd",172,"#80B1D3"
"1052",2020-04-15,2,"         clipping.",138,"#D9D9D9"
"1053",2020-04-15,3,"           PRO8L3M",115,"#FDB462"
"1054",2020-04-15,4,"            Bedoes",109,"#FDB462"
"1055",2020-04-15,5,"    Dorian Electra",95,"#FB8072"
"1056",2020-04-15,6,"       Oliver Tree",90,"#80B1D3"
"1057",2020-04-15,7,"     TUZZA Globale",86,"#BC80BD"
"1058",2020-04-15,8,"    Ralph Kaminski",82,"#FFED6F"
"1059",2020-04-15,9,"       Quebonafide",73,"#BC80BD"
"1060",2020-04-15,10,"       Bia造 Tunel",71,"#FCCDE5"
"1061",2020-04-16,1,"        The Weeknd",172,"#80B1D3"
"1062",2020-04-16,2,"         clipping.",138,"#D9D9D9"
"1063",2020-04-16,3,"           PRO8L3M",116,"#FDB462"
"1064",2020-04-16,4,"            Bedoes",109,"#FDB462"
"1065",2020-04-16,5,"    Dorian Electra",95,"#FB8072"
"1066",2020-04-16,6,"     TUZZA Globale",92,"#BC80BD"
"1067",2020-04-16,7,"       Oliver Tree",90,"#80B1D3"
"1068",2020-04-16,8,"    Ralph Kaminski",82,"#FFED6F"
"1069",2020-04-16,9,"       Quebonafide",73,"#BC80BD"
"1070",2020-04-16,10,"       Bia造 Tunel",71,"#FCCDE5"
"1071",2020-04-17,1,"        The Weeknd",172,"#80B1D3"
"1072",2020-04-17,2,"         clipping.",138,"#D9D9D9"
"1073",2020-04-17,3,"           PRO8L3M",129,"#FDB462"
"1074",2020-04-17,4,"            Bedoes",109,"#FDB462"
"1075",2020-04-17,5,"    Dorian Electra",95,"#FB8072"
"1076",2020-04-17,6,"     TUZZA Globale",92,"#BC80BD"
"1077",2020-04-17,7,"       Oliver Tree",90,"#80B1D3"
"1078",2020-04-17,8,"    Ralph Kaminski",82,"#FFED6F"
"1079",2020-04-17,9,"       Quebonafide",73,"#BC80BD"
"1080",2020-04-17,10,"       Bia造 Tunel",71,"#FCCDE5"
"1081",2020-04-18,1,"        The Weeknd",172,"#80B1D3"
"1082",2020-04-18,2,"         clipping.",138,"#D9D9D9"
"1083",2020-04-18,3,"           PRO8L3M",129,"#FDB462"
"1084",2020-04-18,4,"            Bedoes",112,"#FDB462"
"1085",2020-04-18,5,"    Dorian Electra",95,"#FB8072"
"1086",2020-04-18,6,"     TUZZA Globale",93,"#BC80BD"
"1087",2020-04-18,7,"       Oliver Tree",90,"#80B1D3"
"1088",2020-04-18,8,"    Ralph Kaminski",82,"#FFED6F"
"1089",2020-04-18,9,"       Quebonafide",73,"#BC80BD"
"1090",2020-04-18,10,"       Bia造 Tunel",71,"#FCCDE5"
"1091",2020-04-19,1,"        The Weeknd",172,"#80B1D3"
"1092",2020-04-19,2,"         clipping.",138,"#D9D9D9"
"1093",2020-04-19,3,"           PRO8L3M",129,"#FDB462"
"1094",2020-04-19,4,"            Bedoes",112,"#FDB462"
"1095",2020-04-19,5,"     TUZZA Globale",100,"#BC80BD"
"1096",2020-04-19,6,"    Dorian Electra",95,"#FB8072"
"1097",2020-04-19,7,"       Oliver Tree",90,"#80B1D3"
"1098",2020-04-19,8,"    Ralph Kaminski",82,"#FFED6F"
"1099",2020-04-19,9,"       Quebonafide",73,"#BC80BD"
"1100",2020-04-19,10,"       Bia造 Tunel",71,"#FCCDE5"
"1101",2020-04-20,1,"        The Weeknd",172,"#80B1D3"
"1102",2020-04-20,2,"         clipping.",138,"#D9D9D9"
"1103",2020-04-20,3,"           PRO8L3M",129,"#FDB462"
"1104",2020-04-20,4,"            Bedoes",112,"#FDB462"
"1105",2020-04-20,5,"     TUZZA Globale",100,"#BC80BD"
"1106",2020-04-20,6,"    Dorian Electra",95,"#FB8072"
"1107",2020-04-20,7,"       Oliver Tree",90,"#80B1D3"
"1108",2020-04-20,8,"    Ralph Kaminski",82,"#FFED6F"
"1109",2020-04-20,9,"       Quebonafide",73,"#BC80BD"
"1110",2020-04-20,10,"       Bia造 Tunel",71,"#FCCDE5"
"1111",2020-04-21,1,"        The Weeknd",172,"#80B1D3"
"1112",2020-04-21,2,"         clipping.",138,"#D9D9D9"
"1113",2020-04-21,3,"           PRO8L3M",129,"#FDB462"
"1114",2020-04-21,4,"            Bedoes",112,"#FDB462"
"1115",2020-04-21,5,"     TUZZA Globale",100,"#BC80BD"
"1116",2020-04-21,6,"    Dorian Electra",95,"#FB8072"
"1117",2020-04-21,7,"       Oliver Tree",90,"#80B1D3"
"1118",2020-04-21,8,"    Ralph Kaminski",82,"#FFED6F"
"1119",2020-04-21,9,"       Quebonafide",73,"#BC80BD"
"1120",2020-04-21,10,"       Bia造 Tunel",71,"#FCCDE5"
"1121",2020-04-22,1,"        The Weeknd",172,"#80B1D3"
"1122",2020-04-22,2,"         clipping.",138,"#D9D9D9"
"1123",2020-04-22,3,"           PRO8L3M",129,"#FDB462"
"1124",2020-04-22,4,"            Bedoes",112,"#FDB462"
"1125",2020-04-22,5,"     TUZZA Globale",109,"#BC80BD"
"1126",2020-04-22,6,"    Dorian Electra",95,"#FB8072"
"1127",2020-04-22,7,"       Oliver Tree",90,"#80B1D3"
"1128",2020-04-22,8,"    Ralph Kaminski",82,"#FFED6F"
"1129",2020-04-22,9,"       Quebonafide",73,"#BC80BD"
"1130",2020-04-22,10,"       Bia造 Tunel",71,"#FCCDE5"
"1131",2020-04-23,1,"        The Weeknd",172,"#80B1D3"
"1132",2020-04-23,2,"         clipping.",138,"#D9D9D9"
"1133",2020-04-23,3,"           PRO8L3M",129,"#FDB462"
"1134",2020-04-23,4,"            Bedoes",112,"#FDB462"
"1135",2020-04-23,5,"     TUZZA Globale",109,"#BC80BD"
"1136",2020-04-23,6,"    Dorian Electra",95,"#FB8072"
"1137",2020-04-23,7,"       Oliver Tree",90,"#80B1D3"
"1138",2020-04-23,8,"    Ralph Kaminski",82,"#FFED6F"
"1139",2020-04-23,9,"       Quebonafide",73,"#BC80BD"
"1140",2020-04-23,10,"     Billie Eilish",72,"#BC80BD"
"1141",2020-04-24,1,"        The Weeknd",172,"#80B1D3"
"1142",2020-04-24,2,"         clipping.",138,"#D9D9D9"
"1143",2020-04-24,3,"           PRO8L3M",129,"#FDB462"
"1144",2020-04-24,4,"            Bedoes",112,"#FDB462"
"1145",2020-04-24,5,"     TUZZA Globale",109,"#BC80BD"
"1146",2020-04-24,6,"    Dorian Electra",95,"#FB8072"
"1147",2020-04-24,7,"       Oliver Tree",90,"#80B1D3"
"1148",2020-04-24,8,"    Ralph Kaminski",82,"#FFED6F"
"1149",2020-04-24,9,"       Quebonafide",73,"#BC80BD"
"1150",2020-04-24,10,"     Billie Eilish",72,"#BC80BD"
"1151",2020-04-25,1,"        The Weeknd",186,"#80B1D3"
"1152",2020-04-25,2,"         clipping.",138,"#D9D9D9"
"1153",2020-04-25,3,"           PRO8L3M",129,"#FDB462"
"1154",2020-04-25,4,"            Bedoes",112,"#FDB462"
"1155",2020-04-25,5,"     TUZZA Globale",109,"#BC80BD"
"1156",2020-04-25,6,"    Dorian Electra",95,"#FB8072"
"1157",2020-04-25,7,"       Oliver Tree",90,"#80B1D3"
"1158",2020-04-25,8,"    Ralph Kaminski",82,"#FFED6F"
"1159",2020-04-25,9,"       Quebonafide",73,"#BC80BD"
"1160",2020-04-25,10,"     Billie Eilish",72,"#BC80BD"
"1161",2020-04-26,1,"        The Weeknd",186,"#80B1D3"
"1162",2020-04-26,2,"         clipping.",144,"#D9D9D9"
"1163",2020-04-26,3,"           PRO8L3M",129,"#FDB462"
"1164",2020-04-26,4,"            Bedoes",112,"#FDB462"
"1165",2020-04-26,5,"     TUZZA Globale",109,"#BC80BD"
"1166",2020-04-26,6,"    Dorian Electra",95,"#FB8072"
"1167",2020-04-26,7,"       Oliver Tree",90,"#80B1D3"
"1168",2020-04-26,8,"    Ralph Kaminski",82,"#FFED6F"
"1169",2020-04-26,9,"     Billie Eilish",74,"#BC80BD"
"1170",2020-04-26,10,"       Quebonafide",73,"#BC80BD"
"1171",2020-04-27,1,"        The Weeknd",186,"#80B1D3"
"1172",2020-04-27,2,"         clipping.",145,"#D9D9D9"
"1173",2020-04-27,3,"           PRO8L3M",132,"#FDB462"
"1174",2020-04-27,4,"            Bedoes",112,"#FDB462"
"1175",2020-04-27,5,"     TUZZA Globale",109,"#BC80BD"
"1176",2020-04-27,6,"    Dorian Electra",95,"#FB8072"
"1177",2020-04-27,7,"       Oliver Tree",90,"#80B1D3"
"1178",2020-04-27,8,"    Ralph Kaminski",82,"#FFED6F"
"1179",2020-04-27,9,"     Billie Eilish",74,"#BC80BD"
"1180",2020-04-27,10,"       Quebonafide",73,"#BC80BD"
"1181",2020-04-28,1,"        The Weeknd",186,"#80B1D3"
"1182",2020-04-28,2,"         clipping.",145,"#D9D9D9"
"1183",2020-04-28,3,"           PRO8L3M",132,"#FDB462"
"1184",2020-04-28,4,"            Bedoes",112,"#FDB462"
"1185",2020-04-28,5,"     TUZZA Globale",109,"#BC80BD"
"1186",2020-04-28,6,"    Dorian Electra",95,"#FB8072"
"1187",2020-04-28,7,"       Oliver Tree",90,"#80B1D3"
"1188",2020-04-28,8,"       Quebonafide",89,"#BC80BD"
"1189",2020-04-28,9,"    Ralph Kaminski",82,"#FFED6F"
"1190",2020-04-28,10,"     Billie Eilish",74,"#BC80BD"
"1191",2020-04-29,1,"        The Weeknd",186,"#80B1D3"
"1192",2020-04-29,2,"         clipping.",145,"#D9D9D9"
"1193",2020-04-29,3,"           PRO8L3M",132,"#FDB462"
"1194",2020-04-29,4,"     TUZZA Globale",115,"#BC80BD"
"1195",2020-04-29,5,"            Bedoes",112,"#FDB462"
"1196",2020-04-29,6,"    Dorian Electra",95,"#FB8072"
"1197",2020-04-29,7,"       Oliver Tree",90,"#80B1D3"
"1198",2020-04-29,8,"       Quebonafide",89,"#BC80BD"
"1199",2020-04-29,9,"    Ralph Kaminski",82,"#FFED6F"
"1200",2020-04-29,10,"     Billie Eilish",74,"#BC80BD"
"1201",2020-04-30,1,"        The Weeknd",186,"#80B1D3"
"1202",2020-04-30,2,"         clipping.",145,"#D9D9D9"
"1203",2020-04-30,3,"           PRO8L3M",132,"#FDB462"
"1204",2020-04-30,4,"     TUZZA Globale",126,"#BC80BD"
"1205",2020-04-30,5,"            Bedoes",112,"#FDB462"
"1206",2020-04-30,6,"    Dorian Electra",95,"#FB8072"
"1207",2020-04-30,7,"       Oliver Tree",90,"#80B1D3"
"1208",2020-04-30,8,"       Quebonafide",89,"#BC80BD"
"1209",2020-04-30,9,"    Ralph Kaminski",82,"#FFED6F"
"1210",2020-04-30,10,"     Billie Eilish",74,"#BC80BD"
"1211",2020-05-01,1,"        The Weeknd",186,"#80B1D3"
"1212",2020-05-01,2,"         clipping.",145,"#D9D9D9"
"1213",2020-05-01,3,"           PRO8L3M",137,"#FDB462"
"1214",2020-05-01,4,"     TUZZA Globale",126,"#BC80BD"
"1215",2020-05-01,5,"            Bedoes",116,"#FDB462"
"1216",2020-05-01,6,"    Dorian Electra",95,"#FB8072"
"1217",2020-05-01,7,"       Oliver Tree",90,"#80B1D3"
"1218",2020-05-01,8,"       Quebonafide",90,"#BC80BD"
"1219",2020-05-01,9,"    Ralph Kaminski",82,"#FFED6F"
"1220",2020-05-01,10,"     Billie Eilish",74,"#BC80BD"
"1221",2020-05-02,1,"        The Weeknd",186,"#80B1D3"
"1222",2020-05-02,2,"         clipping.",145,"#D9D9D9"
"1223",2020-05-02,3,"           PRO8L3M",137,"#FDB462"
"1224",2020-05-02,4,"     TUZZA Globale",126,"#BC80BD"
"1225",2020-05-02,5,"            Bedoes",116,"#FDB462"
"1226",2020-05-02,6,"    Dorian Electra",95,"#FB8072"
"1227",2020-05-02,7,"       Oliver Tree",90,"#80B1D3"
"1228",2020-05-02,8,"       Quebonafide",90,"#BC80BD"
"1229",2020-05-02,9,"    Ralph Kaminski",82,"#FFED6F"
"1230",2020-05-02,10,"     Billie Eilish",74,"#BC80BD"
"1231",2020-05-03,1,"        The Weeknd",186,"#80B1D3"
"1232",2020-05-03,2,"         clipping.",145,"#D9D9D9"
"1233",2020-05-03,3,"           PRO8L3M",140,"#FDB462"
"1234",2020-05-03,4,"     TUZZA Globale",138,"#BC80BD"
"1235",2020-05-03,5,"            Bedoes",116,"#FDB462"
"1236",2020-05-03,6,"    Dorian Electra",95,"#FB8072"
"1237",2020-05-03,7,"       Oliver Tree",93,"#80B1D3"
"1238",2020-05-03,8,"       Quebonafide",90,"#BC80BD"
"1239",2020-05-03,9,"    Ralph Kaminski",82,"#FFED6F"
"1240",2020-05-03,10,"     Billie Eilish",74,"#BC80BD"
"1241",2020-05-04,1,"        The Weeknd",186,"#80B1D3"
"1242",2020-05-04,2,"         clipping.",145,"#D9D9D9"
"1243",2020-05-04,3,"           PRO8L3M",140,"#FDB462"
"1244",2020-05-04,4,"     TUZZA Globale",138,"#BC80BD"
"1245",2020-05-04,5,"            Bedoes",120,"#FDB462"
"1246",2020-05-04,6,"    Dorian Electra",95,"#FB8072"
"1247",2020-05-04,7,"       Oliver Tree",93,"#80B1D3"
"1248",2020-05-04,8,"       Quebonafide",90,"#BC80BD"
"1249",2020-05-04,9,"    Ralph Kaminski",82,"#FFED6F"
"1250",2020-05-04,10,"     Billie Eilish",74,"#BC80BD"
"1251",2020-05-05,1,"        The Weeknd",186,"#80B1D3"
"1252",2020-05-05,2,"         clipping.",145,"#D9D9D9"
"1253",2020-05-05,3,"           PRO8L3M",140,"#FDB462"
"1254",2020-05-05,4,"     TUZZA Globale",138,"#BC80BD"
"1255",2020-05-05,5,"            Bedoes",120,"#FDB462"
"1256",2020-05-05,6,"    Dorian Electra",95,"#FB8072"
"1257",2020-05-05,7,"       Oliver Tree",93,"#80B1D3"
"1258",2020-05-05,8,"       Quebonafide",90,"#BC80BD"
"1259",2020-05-05,9,"    Ralph Kaminski",82,"#FFED6F"
"1260",2020-05-05,10,"     Billie Eilish",74,"#BC80BD"
"1261",2020-05-06,1,"        The Weeknd",186,"#80B1D3"
"1262",2020-05-06,2,"           PRO8L3M",159,"#FDB462"
"1263",2020-05-06,3,"         clipping.",150,"#D9D9D9"
"1264",2020-05-06,4,"     TUZZA Globale",138,"#BC80BD"
"1265",2020-05-06,5,"            Bedoes",120,"#FDB462"
"1266",2020-05-06,6,"       Oliver Tree",97,"#80B1D3"
"1267",2020-05-06,7,"    Dorian Electra",95,"#FB8072"
"1268",2020-05-06,8,"       Quebonafide",90,"#BC80BD"
"1269",2020-05-06,9,"    Ralph Kaminski",82,"#FFED6F"
"1270",2020-05-06,10,"     Billie Eilish",74,"#BC80BD"
"1271",2020-05-07,1,"        The Weeknd",186,"#80B1D3"
"1272",2020-05-07,2,"           PRO8L3M",172,"#FDB462"
"1273",2020-05-07,3,"         clipping.",150,"#D9D9D9"
"1274",2020-05-07,4,"     TUZZA Globale",138,"#BC80BD"
"1275",2020-05-07,5,"            Bedoes",128,"#FDB462"
