"","artistName","endTime"
"157","      Lana Del Rey",2020-01-14
"158","      Lana Del Rey",2020-01-14
"159","      Lana Del Rey",2020-01-14
"160","      Lana Del Rey",2020-01-14
"161","      Lana Del Rey",2020-01-14
"162","      Lana Del Rey",2020-01-14
"163","      Lana Del Rey",2020-01-14
"164","      Lana Del Rey",2020-01-14
"165","      Lana Del Rey",2020-01-14
"166","      Lana Del Rey",2020-01-14
"167","      Lana Del Rey",2020-01-14
"168","      Lana Del Rey",2020-01-14
"169","      Lana Del Rey",2020-01-14
"170","      Lana Del Rey",2020-01-14
"171","      Lana Del Rey",2020-01-14
"172","      Lana Del Rey",2020-01-14
"173","      Lana Del Rey",2020-01-14
"174","    Kendrick Lamar",2020-01-15
"175","    Massive Attack",2020-01-15
"176"," Dusty Springfield",2020-01-15
"177","        Nick Drake",2020-01-15
"178","      Eric Clapton",2020-01-15
"179","          Kasabian",2020-01-15
"180","        Miles Kane",2020-01-15
"181","   The Temptations",2020-01-15
"182","     Stevie Wonder",2020-01-15
"183","     Stevie Wonder",2020-01-15
"184","     Stevie Wonder",2020-01-15
"185","     Stevie Wonder",2020-01-15
"186","    The Black Keys",2020-01-15
"187","   Franz Ferdinand",2020-01-15
"188","   Charles Bradley",2020-01-15
"189","      Dennis Lloyd",2020-01-16
"190","       Tones And I",2020-01-16
"191","      Milky Chance",2020-01-16
"192","     Jan-Rapowanie",2020-01-16
"193","         Daft Punk",2020-01-16
"194","          Hot Chip",2020-01-16
"195","Queens of the S...",2020-01-16
"196","              RJD2",2020-01-16
"197","     Gesaffelstein",2020-01-16
"198","        Wolfmother",2020-01-16
"199","         Daft Punk",2020-01-16
"200","         Daft Punk",2020-01-16
"201","        Chet Faker",2020-01-16
"202","        Chet Faker",2020-01-16
"203","        Chet Faker",2020-01-16
"204","        Chet Faker",2020-01-16
"205","        Chet Faker",2020-01-16
"206","        Chet Faker",2020-01-16
"207","        Chet Faker",2020-01-16
"208","        Chet Faker",2020-01-16
"209","        Chet Faker",2020-01-16
"210","        DOPE LEMON",2020-01-16
"211","    Sticky Fingers",2020-01-16
"212","          Jamie xx",2020-01-16
"213","       Nick Murphy",2020-01-16
"214","              Rhye",2020-01-16
"215","Northeast Party...",2020-01-16
"216","    Sticky Fingers",2020-01-16
"217","       Nick Murphy",2020-01-16
"218","             NoMBe",2020-01-16
"219"," The Jungle Giants",2020-01-16
"220","      Methyl Ethel",2020-01-16
"221","        Chet Faker",2020-01-16
"222","        DOPE LEMON",2020-01-16
"223","      Elder Island",2020-01-16
"224","   Crooked Colours",2020-01-16
"225","              Mata",2020-01-17
"226","              Mata",2020-01-17
"227","              Mata",2020-01-17
"228","              Mata",2020-01-17
"229","              Mata",2020-01-17
"230","              Mata",2020-01-17
"231","              Mata",2020-01-17
"232","              Mata",2020-01-17
"233","              Mata",2020-01-17
"234","              Mata",2020-01-17
"235","              Mata",2020-01-17
"236","              Mata",2020-01-17
"237","              Mata",2020-01-17
"238","              Mata",2020-01-17
"239","              Mata",2020-01-17
"240","              Mata",2020-01-17
"241","              Mata",2020-01-17
"242","              Mata",2020-01-17
"243","              Mata",2020-01-17
"244","      Milky Chance",2020-01-17
"245","      Milky Chance",2020-01-17
"246","      Milky Chance",2020-01-17
"247","      Milky Chance",2020-01-17
"248","      Milky Chance",2020-01-17
"249","      Milky Chance",2020-01-17
"250","      Milky Chance",2020-01-17
"251","      Milky Chance",2020-01-17
"252","      Milky Chance",2020-01-17
"253","      Milky Chance",2020-01-17
"254","              Mata",2020-01-17
"255","              Mata",2020-01-17
"256","              Mata",2020-01-17
"257","              Mata",2020-01-17
"258","         Daft Punk",2020-01-17
"259","          Gorillaz",2020-01-17
"260","           Soulwax",2020-01-17
"261","           Ratatat",2020-01-17
"262","         Daft Punk",2020-01-17
"263","   Charles Bradley",2020-01-17
"264","          Bon Iver",2020-01-17
"265","   Charles Bradley",2020-01-17
"266","   Charles Bradley",2020-01-17
"267","   Charles Bradley",2020-01-17
"268","   Charles Bradley",2020-01-17
"269","   Charles Bradley",2020-01-17
"270","   Charles Bradley",2020-01-17
"271","   Charles Bradley",2020-01-17
"272","   Charles Bradley",2020-01-17
"273","        Khruangbin",2020-01-17
"274","St. Paul & The ...",2020-01-17
"275","      Lana Del Rey",2020-01-18
"276","      Lana Del Rey",2020-01-18
"277","      Lana Del Rey",2020-01-18
"278","          Bitamina",2020-01-18
"279","      Lana Del Rey",2020-01-18
"280","      Lana Del Rey",2020-01-18
"281","      Lana Del Rey",2020-01-18
"282","      Lana Del Rey",2020-01-18
"283","   Charles Bradley",2020-01-18
"284","   Charles Bradley",2020-01-18
"285","   Charles Bradley",2020-01-18
"286","   Charles Bradley",2020-01-18
"287","   Charles Bradley",2020-01-18
"288","   Charles Bradley",2020-01-18
"289","   Charles Bradley",2020-01-18
"290","   Charles Bradley",2020-01-18
"291","   Charles Bradley",2020-01-18
"292","   Charles Bradley",2020-01-18
"293","   Charles Bradley",2020-01-18
"294","   Charles Bradley",2020-01-18
"295","      Dan Auerbach",2020-01-18
"296","        Khruangbin",2020-01-18
"297","    Alabama Shakes",2020-01-18
"298","   Charles Bradley",2020-01-18
"299","St. Paul & The ...",2020-01-18
"300","      Dan Auerbach",2020-01-18
"301","        Khruangbin",2020-01-18
"302","   Charles Bradley",2020-01-18
"303","      Cotton Jones",2020-01-18
"304","    Curtis Harding",2020-01-18
"305","           Darondo",2020-01-18
"306","     Solomon Burke",2020-01-18
"307","      Shuggie Otis",2020-01-18
"308","   Charles Bradley",2020-01-18
"309","        Khruangbin",2020-01-18
"310","   Charles Bradley",2020-01-18
"311","    The Budos Band",2020-01-18
"312"," El Michels Affair",2020-01-18
"313","              Mata",2020-01-19
"314","              Mata",2020-01-19
"315","    Taco Hemingway",2020-01-19
"316","    Taco Hemingway",2020-01-19
"317","    Taco Hemingway",2020-01-19
"318","    Taco Hemingway",2020-01-19
"319","    Taco Hemingway",2020-01-19
"320","    Taco Hemingway",2020-01-19
"321","    Taco Hemingway",2020-01-19
"322","    Taco Hemingway",2020-01-19
"323","    Taco Hemingway",2020-01-19
"324","          schafter",2020-01-19
"325","           PRO8L3M",2020-01-19
"326","    Taco Hemingway",2020-01-19
"327","          schafter",2020-01-19
"328","   Charles Bradley",2020-01-19
"329","   Charles Bradley",2020-01-19
"330","   Charles Bradley",2020-01-19
"331","   Charles Bradley",2020-01-19
"332","   Charles Bradley",2020-01-19
"333","   Charles Bradley",2020-01-19
"334","   Charles Bradley",2020-01-19
"335","   Charles Bradley",2020-01-19
"336","   Charles Bradley",2020-01-19
"337","   Charles Bradley",2020-01-19
"338","   Charles Bradley",2020-01-19
"339","   Charles Bradley",2020-01-19
"340","        Khruangbin",2020-01-19
"341","St. Paul & The ...",2020-01-19
"342","    Alabama Shakes",2020-01-19
"343","   Charles Bradley",2020-01-19
"344","         Hank Levy",2020-01-19
"345","       John Wasson",2020-01-19
"346","      J.K. Simmons",2020-01-19
"347","    Justin Hurwitz",2020-01-19
"348","    Justin Hurwitz",2020-01-19
"349","  Michael Kiwanuka",2020-01-20
"350","  Michael Kiwanuka",2020-01-20
"351","  Michael Kiwanuka",2020-01-20
"352","  Michael Kiwanuka",2020-01-20
"353","  Michael Kiwanuka",2020-01-20
"354","  Michael Kiwanuka",2020-01-20
"355","  Michael Kiwanuka",2020-01-20
"356","  Michael Kiwanuka",2020-01-20
"357","  Michael Kiwanuka",2020-01-20
"358","  Michael Kiwanuka",2020-01-20
"359","  Michael Kiwanuka",2020-01-20
"360","  Michael Kiwanuka",2020-01-20
"361","  Michael Kiwanuka",2020-01-20
"362","  Michael Kiwanuka",2020-01-20
"363","  Michael Kiwanuka",2020-01-20
"364","  Michael Kiwanuka",2020-01-20
"365","       Black Pumas",2020-01-20
"366","        Khruangbin",2020-01-20
"367","           Celeste",2020-01-20
"368","           Whitney",2020-01-20
"369","  Michael Kiwanuka",2020-01-20
"370","  The War On Drugs",2020-01-20
"371","         Daft Punk",2020-01-20
"372","         Daft Punk",2020-01-20
"373","       Fatboy Slim",2020-01-20
"374","       Nick Murphy",2020-01-20
"375","       Nick Murphy",2020-01-20
"376","       Nick Murphy",2020-01-20
"377","       Nick Murphy",2020-01-20
"378","       Nick Murphy",2020-01-20
"379","       Nick Murphy",2020-01-20
"380","       Nick Murphy",2020-01-20
"381","       Nick Murphy",2020-01-20
"382","          Bitamina",2020-01-21
"383","          Bitamina",2020-01-21
"384","          Bitamina",2020-01-21
"385","          Bitamina",2020-01-21
"386","          Bitamina",2020-01-21
"387","          Bitamina",2020-01-21
"388","          Bitamina",2020-01-21
"389","          Bitamina",2020-01-21
"390","          Bitamina",2020-01-21
"391","          Bitamina",2020-01-21
"392","          Bitamina",2020-01-21
"393","          Bitamina",2020-01-21
"394","          Bitamina",2020-01-21
"395","          Bitamina",2020-01-21
"396","          Bitamina",2020-01-21
"397","          Bitamina",2020-01-21
"398","          Bitamina",2020-01-21
"399","          Bitamina",2020-01-21
"400","          Bitamina",2020-01-21
"401","          Bitamina",2020-01-21
"402","          Bitamina",2020-01-21
"403","          Bitamina",2020-01-21
"404","          Bitamina",2020-01-21
"405","          Bitamina",2020-01-21
"406","     Keith Jarrett",2020-01-21
"407","     Keith Jarrett",2020-01-21
"408","     Keith Jarrett",2020-01-21
"409","     Keith Jarrett",2020-01-21
"410","     Keith Jarrett",2020-01-21
"411","     Keith Jarrett",2020-01-21
"412","     Keith Jarrett",2020-01-21
"413","     Keith Jarrett",2020-01-21
"414","     Keith Jarrett",2020-01-21
"415","     Keith Jarrett",2020-01-21
"416","     Keith Jarrett",2020-01-21
"417","     Keith Jarrett",2020-01-21
"418","     Keith Jarrett",2020-01-21
"419","              Mata",2020-01-22
"420","              Mata",2020-01-22
"421","              Mata",2020-01-22
"422","              Mata",2020-01-22
"423","              Mata",2020-01-22
"424","              Mata",2020-01-22
"425","              Mata",2020-01-22
"426","              Mata",2020-01-22
"427","              Mata",2020-01-22
"428","              Mata",2020-01-22
"429","              Mata",2020-01-22
"430","              Mata",2020-01-22
"431","              Mata",2020-01-22
"432","              Mata",2020-01-22
"433","              Mata",2020-01-22
"434","              Mata",2020-01-22
"435","              Mata",2020-01-22
"436","              Mata",2020-01-22
"437","           PRO8L3M",2020-01-22
"438","          schafter",2020-01-22
"439","              Mata",2020-01-22
"440","           PRO8L3M",2020-01-22
"441","          schafter",2020-01-22
"442","              Kizo",2020-01-22
"443","       Alicia Keys",2020-01-22
"444","       Alicia Keys",2020-01-22
"445","       Alicia Keys",2020-01-22
"446","       Mac DeMarco",2020-01-22
"447","       Alicia Keys",2020-01-22
"448","       Alicia Keys",2020-01-22
"449","       Mac DeMarco",2020-01-22
"450","       Mac DeMarco",2020-01-22
"451","       Mac DeMarco",2020-01-22
"452","       Mac DeMarco",2020-01-22
"453","       Mac DeMarco",2020-01-22
"454","       Mac DeMarco",2020-01-22
"455","       Mac DeMarco",2020-01-22
"456","       Mac DeMarco",2020-01-22
"457","       Mac DeMarco",2020-01-22
"458","       Mac DeMarco",2020-01-22
"459","       Mac DeMarco",2020-01-22
"460","       Mac DeMarco",2020-01-22
"461","       Mac DeMarco",2020-01-22
"462","       Mac DeMarco",2020-01-22
"463","       Mac DeMarco",2020-01-22
"464","       Mac DeMarco",2020-01-22
"465","       Mac DeMarco",2020-01-22
"466","       Mac DeMarco",2020-01-22
"467","       Mac DeMarco",2020-01-22
"468","       Mac DeMarco",2020-01-22
"469","       Mac DeMarco",2020-01-22
"470","       Mac DeMarco",2020-01-22
"471","       Mac DeMarco",2020-01-22
"472","       Mac DeMarco",2020-01-22
"473","       Mac DeMarco",2020-01-22
"474","       Mac DeMarco",2020-01-22
"475","       Mac DeMarco",2020-01-22
"476","       Mac DeMarco",2020-01-22
"477","       Mac DeMarco",2020-01-22
"478","       Mac DeMarco",2020-01-22
"479","       Mac DeMarco",2020-01-22
"480","    Taco Hemingway",2020-01-23
"481","    Taco Hemingway",2020-01-23
"482","    Taco Hemingway",2020-01-23
"483","    Taco Hemingway",2020-01-23
"484","    Taco Hemingway",2020-01-23
"485","    Taco Hemingway",2020-01-23
"486","    Taco Hemingway",2020-01-23
"487","    Taco Hemingway",2020-01-23
"488","    Taco Hemingway",2020-01-23
"489","          schafter",2020-01-23
"490","          schafter",2020-01-23
"491","        Chet Faker",2020-01-23
"492","        Chet Faker",2020-01-23
"493","        Chet Faker",2020-01-23
"494","        Chet Faker",2020-01-23
"495","        Chet Faker",2020-01-23
"496","        Chet Faker",2020-01-23
"497","        Chet Faker",2020-01-23
"498","        Chet Faker",2020-01-23
"499","        Chet Faker",2020-01-23
"500","    Sticky Fingers",2020-01-23
"501","          Jamie xx",2020-01-23
"502","             NoMBe",2020-01-23
"503","       Nick Murphy",2020-01-23
"504","    Gang of Youths",2020-01-23
"505","    Sticky Fingers",2020-01-23
"506","      Elder Island",2020-01-23
"507","        Chet Faker",2020-01-23
"508","        Chet Faker",2020-01-23
"509","        DOPE LEMON",2020-01-23
"510","        Matt Corby",2020-01-23
"511","              Tora",2020-01-23
"512","       Nick Murphy",2020-01-23
"513","      Methyl Ethel",2020-01-23
"514","        DOPE LEMON",2020-01-23
"515","    Sticky Fingers",2020-01-23
"516","        Chet Faker",2020-01-23
"517","      Joy Division",2020-01-24
"518","      Joy Division",2020-01-24
"519","      Joy Division",2020-01-24
"520","      Joy Division",2020-01-24
"521","      Joy Division",2020-01-24
"522","      Joy Division",2020-01-24
"523","        Hania Rani",2020-01-24
"524"," Kamasi Washington",2020-01-25
"525"," Kamasi Washington",2020-01-25
"526"," Kamasi Washington",2020-01-25
"527"," Kamasi Washington",2020-01-25
"528"," Kamasi Washington",2020-01-25
"529"," Kamasi Washington",2020-01-25
"530"," Kamasi Washington",2020-01-25
"531"," Kamasi Washington",2020-01-25
"532"," Kamasi Washington",2020-01-25
"533"," Kamasi Washington",2020-01-25
"534"," Kamasi Washington",2020-01-25
"535"," Kamasi Washington",2020-01-25
"536"," Kamasi Washington",2020-01-25
"537"," Kamasi Washington",2020-01-25
"538","  Michael Kiwanuka",2020-01-25
"539","  Michael Kiwanuka",2020-01-25
"540","  Michael Kiwanuka",2020-01-25
"541","  Michael Kiwanuka",2020-01-25
"542","  Michael Kiwanuka",2020-01-25
"543","  Michael Kiwanuka",2020-01-25
"544","  Michael Kiwanuka",2020-01-25
"545","  Michael Kiwanuka",2020-01-25
"546","  Michael Kiwanuka",2020-01-25
"547","  Michael Kiwanuka",2020-01-25
"548"," Kamasi Washington",2020-01-25
"549"," Kamasi Washington",2020-01-25
"550"," Kamasi Washington",2020-01-25
"551","        Thundercat",2020-01-25
"552","          KOKOROKO",2020-01-25
"553","      Mammal Hands",2020-01-25
"554","      Flying Lotus",2020-01-25
"555"," Kamasi Washington",2020-01-25
"556","             Fazer",2020-01-25
"557","    Herbie Hancock",2020-01-25
"558","     BADBADNOTGOOD",2020-01-25
"559","        Thundercat",2020-01-25
"560"," Kamasi Washington",2020-01-25
"561","      GoGo Penguin",2020-01-25
"562","     BADBADNOTGOOD",2020-01-25
"563"," Kamasi Washington",2020-01-25
"564","      Flying Lotus",2020-01-25
"565","    Robert Glasper",2020-01-25
"566","     BADBADNOTGOOD",2020-01-25
"567"," Kamasi Washington",2020-01-25
"568","      Oscar Jerome",2020-01-25
"569","          KOKOROKO",2020-01-25
"570","      Mammal Hands",2020-01-25
"571","      Flying Lotus",2020-01-25
"572","      Mammal Hands",2020-01-26
"573","   Charles Bradley",2020-01-26
"574","   Charles Bradley",2020-01-26
"575","   Charles Bradley",2020-01-26
"576","   Charles Bradley",2020-01-26
"577","   Charles Bradley",2020-01-26
"578"," Kamasi Washington",2020-01-26
"579","             Fazer",2020-01-26
"580","    Herbie Hancock",2020-01-26
"581","     BADBADNOTGOOD",2020-01-26
"582","        Thundercat",2020-01-26
"583"," Kamasi Washington",2020-01-26
"584","      GoGo Penguin",2020-01-26
"585","      Mammal Hands",2020-01-26
"586","     BADBADNOTGOOD",2020-01-26
"587"," Kamasi Washington",2020-01-26
"588","   Charles Bradley",2020-01-26
"589","   Charles Bradley",2020-01-26
"590","   Charles Bradley",2020-01-26
"591","   Charles Bradley",2020-01-26
"592","   Charles Bradley",2020-01-26
"593","   Charles Bradley",2020-01-26
"594","         Daft Punk",2020-01-27
"595","         Daft Punk",2020-01-27
"596","         Daft Punk",2020-01-27
"597","         Daft Punk",2020-01-27
"598","         Daft Punk",2020-01-27
"599","         Daft Punk",2020-01-27
"600","         Daft Punk",2020-01-27
"601","  Dawid Podsiadło",2020-01-27
"602","  Dawid Podsiadło",2020-01-27
"603","  Dawid Podsiadło",2020-01-27
"604","  Dawid Podsiadło",2020-01-27
"605","  Dawid Podsiadło",2020-01-27
"606","  Dawid Podsiadło",2020-01-27
"607","  Dawid Podsiadło",2020-01-27
"608","  Dawid Podsiadło",2020-01-27
"609","  Dawid Podsiadło",2020-01-27
"610","  Dawid Podsiadło",2020-01-27
"611","  Dawid Podsiadło",2020-01-27
"612","  Dawid Podsiadło",2020-01-27
"613","  Dawid Podsiadło",2020-01-27
"614","  Dawid Podsiadło",2020-01-27
"615","            The xx",2020-01-28
"616","            The xx",2020-01-28
"617","            The xx",2020-01-28
"618","            The xx",2020-01-28
"619","            The xx",2020-01-28
"620","            The xx",2020-01-28
"621","            The xx",2020-01-28
"622","            The xx",2020-01-28
"623","            The xx",2020-01-28
"624","            The xx",2020-01-28
"625","            The xx",2020-01-28
"626","            The xx",2020-01-28
"627","     Maribou State",2020-01-28
"628","      Mount Kimbie",2020-01-28
"629","            Bonobo",2020-01-28
"630","            The xx",2020-01-28
"631","             Foals",2020-01-28
"632","       Arcade Fire",2020-01-28
"633","          Jamie xx",2020-01-28
"634","              Rhye",2020-01-28
"635","            The xx",2020-01-28
"636","   LCD Soundsystem",2020-01-28
"637","      Broken Bells",2020-01-28
"638","           Caribou",2020-01-28
"639","            The xx",2020-01-28
"640","        Chet Faker",2020-01-28
"641","     Maribou State",2020-01-28
"642","             Foals",2020-01-28
"643","            The xx",2020-01-28
"644","              Rhye",2020-01-28
"645","         Metronomy",2020-01-28
"646","            The xx",2020-01-28
"647","       Arcade Fire",2020-01-28
"648","          Warpaint",2020-01-28
"649","      The National",2020-01-28
"650","            The xx",2020-01-28
"651","       James Blake",2020-01-28
"652","Angus & Julia S...",2020-01-28
"653","             alt-J",2020-01-28
"654","            The xx",2020-01-28
"655","       Beach House",2020-01-28
"656","             Foals",2020-01-28
"657","     Maribou State",2020-01-28
"658","             Wham!",2020-01-28
"659"," The Weather Girls",2020-01-28
"660","           Blondie",2020-01-28
"661","Earth, Wind & Fire",2020-01-28
"662","    Sticky Fingers",2020-01-28
"663","   The Temptations",2020-01-28
"664","Krzysztof Zalewski",2020-01-29
"665","       James Blake",2020-01-29
"666","              Rhye",2020-01-29
"667","    Kendrick Lamar",2020-01-29
"668","The Isley Brothers",2020-01-29
"669","           Celeste",2020-01-29
"670","           Tiësto",2020-01-29
"671","            M.I.A.",2020-01-29
"672","              Muse",2020-01-29
"673","            The xx",2020-01-29
"674"," Portugal. The Man",2020-01-29
"675","               C2C",2020-01-29
"676","            C-BooL",2020-01-29
"677","       Tones And I",2020-01-29
"678","       Tones And I",2020-01-29
"679","       Tones And I",2020-01-29
"680","          The Cure",2020-01-29
"681","   Franz Ferdinand",2020-01-29
"682","  Michael Kiwanuka",2020-01-29
"683","            M.I.A.",2020-01-30
"684","            M.I.A.",2020-01-30
"685","       James Blake",2020-01-30
"686","       James Blake",2020-01-30
"687","       George Ezra",2020-01-30
"688","          Jay Rock",2020-01-30
"689","       James Blake",2020-01-30
"690","       James Blake",2020-01-30
"691","       James Blake",2020-01-30
"692","       James Blake",2020-01-30
"693","       James Blake",2020-01-31
"694","       James Blake",2020-01-31
"695","       James Blake",2020-01-31
"696","       James Blake",2020-01-31
"697","       James Blake",2020-01-31
"698","       James Blake",2020-01-31
"699","       James Blake",2020-01-31
"700","       James Blake",2020-01-31
"701","       James Blake",2020-01-31
"702","       James Blake",2020-02-01
"703","  Michael Kiwanuka",2020-02-01
"704","  Michael Kiwanuka",2020-02-01
"705","  Michael Kiwanuka",2020-02-01
"706","  Michael Kiwanuka",2020-02-01
"707","  Michael Kiwanuka",2020-02-01
"708","  Michael Kiwanuka",2020-02-01
"709","  Michael Kiwanuka",2020-02-01
"710","  Michael Kiwanuka",2020-02-01
"711","   Charles Bradley",2020-02-02
"712","          Coldplay",2020-02-02
"713","          Coldplay",2020-02-02
"714","          Coldplay",2020-02-02
"715","          Coldplay",2020-02-02
"716","          Coldplay",2020-02-02
"717","          Coldplay",2020-02-02
"718","          Coldplay",2020-02-02
"719","          Coldplay",2020-02-02
"720","          Coldplay",2020-02-02
"721","          Coldplay",2020-02-02
"722","          Coldplay",2020-02-02
"723","          Coldplay",2020-02-02
"724","          Coldplay",2020-02-02
"725","          Coldplay",2020-02-02
"726","          Coldplay",2020-02-02
"727","          Coldplay",2020-02-02
"728","          Coldplay",2020-02-02
"729","     Calvin Harris",2020-02-02
"730","       George Ezra",2020-02-02
"731","          Coldplay",2020-02-02
"732","         Vance Joy",2020-02-02
"733","  Sleeping At Last",2020-02-02
"734","          The 1975",2020-02-02
"735","          Coldplay",2020-02-02
"736","             Oasis",2020-02-02
"737","        Ben Howard",2020-02-02
"738","         The Verve",2020-02-02
"739","          Coldplay",2020-02-02
"740","            Hozier",2020-02-02
"741","             Oasis",2020-02-02
"742","          Coldplay",2020-02-02
"743","                U2",2020-02-02
"744","       The Killers",2020-02-02
"745","   Charles Bradley",2020-02-02
"746","   Charles Bradley",2020-02-02
"747","   Charles Bradley",2020-02-02
"748","   Charles Bradley",2020-02-02
"749","        Chet Faker",2020-02-03
"750","        Chet Faker",2020-02-03
"751","        Chet Faker",2020-02-03
"752","        Chet Faker",2020-02-03
"753","        Chet Faker",2020-02-03
"754","        Chet Faker",2020-02-03
"755","        Chet Faker",2020-02-03
