"","date","pos","artistName","no","color"
"886",2020-03-29,6,"              Mata",54,"#FDB462"
"887",2020-03-29,7,"       Mac DeMarco",45,"#8DD3C7"
"888",2020-03-29,8,"      Lana Del Rey",41,"#FFED6F"
"889",2020-03-29,9,"    Taco Hemingway",38,"#FCCDE5"
"890",2020-03-29,10,"        Pink Floyd",37,"#D9D9D9"
"891",2020-03-30,1,"Nick Cave & The...",84,"#80B1D3"
"892",2020-03-30,2,"        Chet Faker",69,"#FDB462"
"893",2020-03-30,3,"   Charles Bradley",68,"#CCEBC5"
"894",2020-03-30,4,"      Lana Del Rey",68,"#FFED6F"
"895",2020-03-30,5,"  Michael Kiwanuka",68,"#80B1D3"
"896",2020-03-30,6,"          Bitamina",56,"#FFED6F"
"897",2020-03-30,7,"              Mata",54,"#FDB462"
"898",2020-03-30,8,"       Mac DeMarco",45,"#8DD3C7"
"899",2020-03-30,9,"    Taco Hemingway",38,"#FCCDE5"
"900",2020-03-30,10,"        Pink Floyd",37,"#D9D9D9"
"901",2020-03-31,1,"Nick Cave & The...",84,"#80B1D3"
"902",2020-03-31,2,"        Chet Faker",70,"#FDB462"
"903",2020-03-31,3,"   Charles Bradley",68,"#CCEBC5"
"904",2020-03-31,4,"      Lana Del Rey",68,"#FFED6F"
"905",2020-03-31,5,"  Michael Kiwanuka",68,"#80B1D3"
"906",2020-03-31,6,"          Bitamina",56,"#FFED6F"
"907",2020-03-31,7,"              Mata",54,"#FDB462"
"908",2020-03-31,8,"       Mac DeMarco",45,"#8DD3C7"
"909",2020-03-31,9,"    Taco Hemingway",38,"#FCCDE5"
"910",2020-03-31,10,"        Pink Floyd",37,"#D9D9D9"
"911",2020-04-01,1,"Nick Cave & The...",84,"#80B1D3"
"912",2020-04-01,2,"        Chet Faker",70,"#FDB462"
"913",2020-04-01,3,"   Charles Bradley",68,"#CCEBC5"
"914",2020-04-01,4,"      Lana Del Rey",68,"#FFED6F"
"915",2020-04-01,5,"  Michael Kiwanuka",68,"#80B1D3"
"916",2020-04-01,6,"          Bitamina",56,"#FFED6F"
"917",2020-04-01,7,"              Mata",54,"#FDB462"
"918",2020-04-01,8,"       Mac DeMarco",45,"#8DD3C7"
"919",2020-04-01,9,"    Taco Hemingway",38,"#FCCDE5"
"920",2020-04-01,10,"        Pink Floyd",37,"#D9D9D9"
"921",2020-04-02,1,"Nick Cave & The...",84,"#80B1D3"
"922",2020-04-02,2,"        Chet Faker",70,"#FDB462"
"923",2020-04-02,3,"   Charles Bradley",68,"#CCEBC5"
"924",2020-04-02,4,"      Lana Del Rey",68,"#FFED6F"
"925",2020-04-02,5,"  Michael Kiwanuka",68,"#80B1D3"
"926",2020-04-02,6,"          Bitamina",56,"#FFED6F"
"927",2020-04-02,7,"              Mata",54,"#FDB462"
"928",2020-04-02,8,"       Mac DeMarco",45,"#8DD3C7"
"929",2020-04-02,9,"    Taco Hemingway",38,"#FCCDE5"
"930",2020-04-02,10,"        Pink Floyd",37,"#D9D9D9"
"931",2020-04-03,1,"Nick Cave & The...",84,"#80B1D3"
"932",2020-04-03,2,"        Chet Faker",72,"#FDB462"
"933",2020-04-03,3,"   Charles Bradley",68,"#CCEBC5"
"934",2020-04-03,4,"      Lana Del Rey",68,"#FFED6F"
"935",2020-04-03,5,"  Michael Kiwanuka",68,"#80B1D3"
"936",2020-04-03,6,"          Bitamina",56,"#FFED6F"
"937",2020-04-03,7,"              Mata",54,"#FDB462"
"938",2020-04-03,8,"       Mac DeMarco",45,"#8DD3C7"
"939",2020-04-03,9,"     Keith Jarrett",38,"#FFFFB3"
"940",2020-04-03,10,"    Taco Hemingway",38,"#FCCDE5"
"941",2020-04-04,1,"Nick Cave & The...",84,"#80B1D3"
"942",2020-04-04,2,"        Chet Faker",72,"#FDB462"
"943",2020-04-04,3,"   Charles Bradley",68,"#CCEBC5"
"944",2020-04-04,4,"      Lana Del Rey",68,"#FFED6F"
"945",2020-04-04,5,"  Michael Kiwanuka",68,"#80B1D3"
"946",2020-04-04,6,"          Bitamina",57,"#FFED6F"
"947",2020-04-04,7,"              Mata",54,"#FDB462"
"948",2020-04-04,8,"       Mac DeMarco",45,"#8DD3C7"
"949",2020-04-04,9,"     Keith Jarrett",38,"#FFFFB3"
"950",2020-04-04,10,"    Taco Hemingway",38,"#FCCDE5"
"951",2020-04-05,1,"Nick Cave & The...",84,"#80B1D3"
"952",2020-04-05,2,"        Chet Faker",72,"#FDB462"
"953",2020-04-05,3,"   Charles Bradley",68,"#CCEBC5"
"954",2020-04-05,4,"      Lana Del Rey",68,"#FFED6F"
"955",2020-04-05,5,"  Michael Kiwanuka",68,"#80B1D3"
"956",2020-04-05,6,"          Bitamina",57,"#FFED6F"
"957",2020-04-05,7,"              Mata",54,"#FDB462"
"958",2020-04-05,8,"       Mac DeMarco",45,"#8DD3C7"
"959",2020-04-05,9,"     Keith Jarrett",38,"#FFFFB3"
"960",2020-04-05,10,"    Taco Hemingway",38,"#FCCDE5"
"961",2020-04-06,1,"Nick Cave & The...",84,"#80B1D3"
"962",2020-04-06,2,"        Chet Faker",72,"#FDB462"
"963",2020-04-06,3,"   Charles Bradley",68,"#CCEBC5"
"964",2020-04-06,4,"      Lana Del Rey",68,"#FFED6F"
"965",2020-04-06,5,"  Michael Kiwanuka",68,"#80B1D3"
"966",2020-04-06,6,"          Bitamina",57,"#FFED6F"
"967",2020-04-06,7,"              Mata",54,"#FDB462"
"968",2020-04-06,8,"       Mac DeMarco",45,"#8DD3C7"
"969",2020-04-06,9,"     Keith Jarrett",38,"#FFFFB3"
"970",2020-04-06,10,"    Taco Hemingway",38,"#FCCDE5"
"971",2020-04-07,1,"Nick Cave & The...",84,"#80B1D3"
"972",2020-04-07,2,"        Chet Faker",72,"#FDB462"
"973",2020-04-07,3,"   Charles Bradley",68,"#CCEBC5"
"974",2020-04-07,4,"      Lana Del Rey",68,"#FFED6F"
"975",2020-04-07,5,"  Michael Kiwanuka",68,"#80B1D3"
"976",2020-04-07,6,"          Bitamina",57,"#FFED6F"
"977",2020-04-07,7,"              Mata",54,"#FDB462"
"978",2020-04-07,8,"       Mac DeMarco",45,"#8DD3C7"
"979",2020-04-07,9,"     Keith Jarrett",38,"#FFFFB3"
"980",2020-04-07,10,"    Taco Hemingway",38,"#FCCDE5"
"981",2020-04-08,1,"Nick Cave & The...",84,"#80B1D3"
"982",2020-04-08,2,"        Chet Faker",72,"#FDB462"
"983",2020-04-08,3,"   Charles Bradley",68,"#CCEBC5"
"984",2020-04-08,4,"      Lana Del Rey",68,"#FFED6F"
"985",2020-04-08,5,"  Michael Kiwanuka",68,"#80B1D3"
"986",2020-04-08,6,"          Bitamina",60,"#FFED6F"
"987",2020-04-08,7,"              Mata",54,"#FDB462"
"988",2020-04-08,8,"       Mac DeMarco",45,"#8DD3C7"
"989",2020-04-08,9,"     Keith Jarrett",38,"#FFFFB3"
"990",2020-04-08,10,"    Taco Hemingway",38,"#FCCDE5"
"991",2020-04-09,1,"Nick Cave & The...",84,"#80B1D3"
"992",2020-04-09,2,"        Chet Faker",72,"#FDB462"
"993",2020-04-09,3,"   Charles Bradley",68,"#CCEBC5"
"994",2020-04-09,4,"      Lana Del Rey",68,"#FFED6F"
"995",2020-04-09,5,"  Michael Kiwanuka",68,"#80B1D3"
"996",2020-04-09,6,"          Bitamina",66,"#FFED6F"
"997",2020-04-09,7,"              Mata",54,"#FDB462"
"998",2020-04-09,8,"       Mac DeMarco",45,"#8DD3C7"
"999",2020-04-09,9,"     Keith Jarrett",38,"#FFFFB3"
"1000",2020-04-09,10,"    Taco Hemingway",38,"#FCCDE5"
"1001",2020-04-10,1,"Nick Cave & The...",84,"#80B1D3"
"1002",2020-04-10,2,"        Chet Faker",72,"#FDB462"
"1003",2020-04-10,3,"   Charles Bradley",68,"#CCEBC5"
"1004",2020-04-10,4,"      Lana Del Rey",68,"#FFED6F"
"1005",2020-04-10,5,"  Michael Kiwanuka",68,"#80B1D3"
"1006",2020-04-10,6,"          Bitamina",66,"#FFED6F"
"1007",2020-04-10,7,"              Mata",54,"#FDB462"
"1008",2020-04-10,8,"       Mac DeMarco",45,"#8DD3C7"
"1009",2020-04-10,9,"     Keith Jarrett",38,"#FFFFB3"
"1010",2020-04-10,10,"    Taco Hemingway",38,"#FCCDE5"
"1011",2020-04-11,1,"Nick Cave & The...",84,"#80B1D3"
"1012",2020-04-11,2,"        Chet Faker",72,"#FDB462"
"1013",2020-04-11,3,"          Bitamina",68,"#FFED6F"
"1014",2020-04-11,4,"   Charles Bradley",68,"#CCEBC5"
"1015",2020-04-11,5,"      Lana Del Rey",68,"#FFED6F"
"1016",2020-04-11,6,"  Michael Kiwanuka",68,"#80B1D3"
"1017",2020-04-11,7,"              Mata",54,"#FDB462"
"1018",2020-04-11,8,"       Mac DeMarco",45,"#8DD3C7"
"1019",2020-04-11,9,"     Keith Jarrett",38,"#FFFFB3"
"1020",2020-04-11,10,"    Taco Hemingway",38,"#FCCDE5"
"1021",2020-04-12,1,"Nick Cave & The...",84,"#80B1D3"
"1022",2020-04-12,2,"        Chet Faker",72,"#FDB462"
"1023",2020-04-12,3,"          Bitamina",68,"#FFED6F"
"1024",2020-04-12,4,"   Charles Bradley",68,"#CCEBC5"
"1025",2020-04-12,5,"      Lana Del Rey",68,"#FFED6F"
"1026",2020-04-12,6,"  Michael Kiwanuka",68,"#80B1D3"
"1027",2020-04-12,7,"              Mata",54,"#FDB462"
"1028",2020-04-12,8,"       Mac DeMarco",45,"#8DD3C7"
"1029",2020-04-12,9,"     Keith Jarrett",38,"#FFFFB3"
"1030",2020-04-12,10,"    Taco Hemingway",38,"#FCCDE5"
"1031",2020-04-13,1,"Nick Cave & The...",84,"#80B1D3"
"1032",2020-04-13,2,"        Chet Faker",72,"#FDB462"
"1033",2020-04-13,3,"          Bitamina",68,"#FFED6F"
"1034",2020-04-13,4,"   Charles Bradley",68,"#CCEBC5"
"1035",2020-04-13,5,"      Lana Del Rey",68,"#FFED6F"
"1036",2020-04-13,6,"  Michael Kiwanuka",68,"#80B1D3"
"1037",2020-04-13,7,"              Mata",54,"#FDB462"
"1038",2020-04-13,8,"       Mac DeMarco",45,"#8DD3C7"
"1039",2020-04-13,9,"     Keith Jarrett",38,"#FFFFB3"
"1040",2020-04-13,10,"    Taco Hemingway",38,"#FCCDE5"
"1041",2020-04-14,1,"Nick Cave & The...",84,"#80B1D3"
"1042",2020-04-14,2,"        Chet Faker",72,"#FDB462"
"1043",2020-04-14,3,"          Bitamina",68,"#FFED6F"
"1044",2020-04-14,4,"   Charles Bradley",68,"#CCEBC5"
"1045",2020-04-14,5,"      Lana Del Rey",68,"#FFED6F"
"1046",2020-04-14,6,"  Michael Kiwanuka",68,"#80B1D3"
"1047",2020-04-14,7,"              Mata",54,"#FDB462"
"1048",2020-04-14,8,"       Mac DeMarco",45,"#8DD3C7"
"1049",2020-04-14,9,"     Keith Jarrett",38,"#FFFFB3"
"1050",2020-04-14,10,"    Taco Hemingway",38,"#FCCDE5"
"1051",2020-04-15,1,"Nick Cave & The...",84,"#80B1D3"
"1052",2020-04-15,2,"        Chet Faker",72,"#FDB462"
"1053",2020-04-15,3,"          Bitamina",68,"#FFED6F"
"1054",2020-04-15,4,"   Charles Bradley",68,"#CCEBC5"
"1055",2020-04-15,5,"      Lana Del Rey",68,"#FFED6F"
"1056",2020-04-15,6,"  Michael Kiwanuka",68,"#80B1D3"
"1057",2020-04-15,7,"              Mata",55,"#FDB462"
"1058",2020-04-15,8,"       Mac DeMarco",45,"#8DD3C7"
"1059",2020-04-15,9,"    Taco Hemingway",39,"#FCCDE5"
"1060",2020-04-15,10,"     Keith Jarrett",38,"#FFFFB3"
"1061",2020-04-16,1,"Nick Cave & The...",84,"#80B1D3"
"1062",2020-04-16,2,"        Chet Faker",72,"#FDB462"
"1063",2020-04-16,3,"   Charles Bradley",69,"#CCEBC5"
"1064",2020-04-16,4,"  Michael Kiwanuka",69,"#80B1D3"
"1065",2020-04-16,5,"          Bitamina",68,"#FFED6F"
"1066",2020-04-16,6,"      Lana Del Rey",68,"#FFED6F"
"1067",2020-04-16,7,"              Mata",55,"#FDB462"
"1068",2020-04-16,8,"       Mac DeMarco",45,"#8DD3C7"
"1069",2020-04-16,9,"    Taco Hemingway",39,"#FCCDE5"
"1070",2020-04-16,10,"     Keith Jarrett",38,"#FFFFB3"
"1071",2020-04-17,1,"Nick Cave & The...",84,"#80B1D3"
"1072",2020-04-17,2,"        Chet Faker",72,"#FDB462"
"1073",2020-04-17,3,"   Charles Bradley",69,"#CCEBC5"
"1074",2020-04-17,4,"  Michael Kiwanuka",69,"#80B1D3"
"1075",2020-04-17,5,"          Bitamina",68,"#FFED6F"
"1076",2020-04-17,6,"      Lana Del Rey",68,"#FFED6F"
"1077",2020-04-17,7,"              Mata",55,"#FDB462"
"1078",2020-04-17,8,"       Mac DeMarco",45,"#8DD3C7"
"1079",2020-04-17,9,"    Taco Hemingway",39,"#FCCDE5"
"1080",2020-04-17,10,"     Keith Jarrett",38,"#FFFFB3"
"1081",2020-04-18,1,"Nick Cave & The...",84,"#80B1D3"
"1082",2020-04-18,2,"        Chet Faker",72,"#FDB462"
"1083",2020-04-18,3,"   Charles Bradley",69,"#CCEBC5"
"1084",2020-04-18,4,"  Michael Kiwanuka",69,"#80B1D3"
"1085",2020-04-18,5,"          Bitamina",68,"#FFED6F"
"1086",2020-04-18,6,"      Lana Del Rey",68,"#FFED6F"
"1087",2020-04-18,7,"              Mata",55,"#FDB462"
"1088",2020-04-18,8,"       Mac DeMarco",45,"#8DD3C7"
"1089",2020-04-18,9,"    Taco Hemingway",39,"#FCCDE5"
"1090",2020-04-18,10,"     Keith Jarrett",38,"#FFFFB3"
"1091",2020-04-19,1,"Nick Cave & The...",84,"#80B1D3"
"1092",2020-04-19,2,"        Chet Faker",72,"#FDB462"
"1093",2020-04-19,3,"   Charles Bradley",69,"#CCEBC5"
"1094",2020-04-19,4,"  Michael Kiwanuka",69,"#80B1D3"
"1095",2020-04-19,5,"          Bitamina",68,"#FFED6F"
"1096",2020-04-19,6,"      Lana Del Rey",68,"#FFED6F"
"1097",2020-04-19,7,"              Mata",55,"#FDB462"
"1098",2020-04-19,8,"       Mac DeMarco",45,"#8DD3C7"
"1099",2020-04-19,9,"    Taco Hemingway",39,"#FCCDE5"
"1100",2020-04-19,10,"     Keith Jarrett",38,"#FFFFB3"
"1101",2020-04-20,1,"Nick Cave & The...",84,"#80B1D3"
"1102",2020-04-20,2,"        Chet Faker",72,"#FDB462"
"1103",2020-04-20,3,"   Charles Bradley",69,"#CCEBC5"
"1104",2020-04-20,4,"  Michael Kiwanuka",69,"#80B1D3"
"1105",2020-04-20,5,"          Bitamina",68,"#FFED6F"
"1106",2020-04-20,6,"      Lana Del Rey",68,"#FFED6F"
"1107",2020-04-20,7,"              Mata",55,"#FDB462"
"1108",2020-04-20,8,"       Mac DeMarco",45,"#8DD3C7"
"1109",2020-04-20,9,"    Taco Hemingway",39,"#FCCDE5"
"1110",2020-04-20,10,"     Keith Jarrett",38,"#FFFFB3"
"1111",2020-04-21,1,"Nick Cave & The...",84,"#80B1D3"
"1112",2020-04-21,2,"        Chet Faker",72,"#FDB462"
"1113",2020-04-21,3,"   Charles Bradley",70,"#CCEBC5"
"1114",2020-04-21,4,"  Michael Kiwanuka",70,"#80B1D3"
"1115",2020-04-21,5,"          Bitamina",68,"#FFED6F"
"1116",2020-04-21,6,"      Lana Del Rey",68,"#FFED6F"
"1117",2020-04-21,7,"              Mata",55,"#FDB462"
"1118",2020-04-21,8,"       Mac DeMarco",45,"#8DD3C7"
"1119",2020-04-21,9,"     Keith Jarrett",39,"#FFFFB3"
"1120",2020-04-21,10,"    Taco Hemingway",39,"#FCCDE5"
"1121",2020-04-22,1,"Nick Cave & The...",84,"#80B1D3"
"1122",2020-04-22,2,"        Chet Faker",72,"#FDB462"
"1123",2020-04-22,3,"   Charles Bradley",70,"#CCEBC5"
"1124",2020-04-22,4,"  Michael Kiwanuka",70,"#80B1D3"
"1125",2020-04-22,5,"          Bitamina",68,"#FFED6F"
"1126",2020-04-22,6,"      Lana Del Rey",68,"#FFED6F"
"1127",2020-04-22,7,"              Mata",55,"#FDB462"
"1128",2020-04-22,8,"       Mac DeMarco",45,"#8DD3C7"
"1129",2020-04-22,9,"     Keith Jarrett",39,"#FFFFB3"
"1130",2020-04-22,10,"    Taco Hemingway",39,"#FCCDE5"
"1131",2020-04-23,1,"Nick Cave & The...",84,"#80B1D3"
"1132",2020-04-23,2,"        Chet Faker",72,"#FDB462"
"1133",2020-04-23,3,"   Charles Bradley",70,"#CCEBC5"
"1134",2020-04-23,4,"  Michael Kiwanuka",70,"#80B1D3"
"1135",2020-04-23,5,"          Bitamina",68,"#FFED6F"
"1136",2020-04-23,6,"      Lana Del Rey",68,"#FFED6F"
"1137",2020-04-23,7,"              Mata",55,"#FDB462"
"1138",2020-04-23,8,"       Mac DeMarco",45,"#8DD3C7"
"1139",2020-04-23,9,"     Keith Jarrett",39,"#FFFFB3"
"1140",2020-04-23,10,"    Taco Hemingway",39,"#FCCDE5"
"1141",2020-04-24,1,"Nick Cave & The...",84,"#80B1D3"
"1142",2020-04-24,2,"        Chet Faker",72,"#FDB462"
"1143",2020-04-24,3,"   Charles Bradley",70,"#CCEBC5"
"1144",2020-04-24,4,"  Michael Kiwanuka",70,"#80B1D3"
"1145",2020-04-24,5,"          Bitamina",68,"#FFED6F"
"1146",2020-04-24,6,"      Lana Del Rey",68,"#FFED6F"
"1147",2020-04-24,7,"              Mata",55,"#FDB462"
"1148",2020-04-24,8,"       Mac DeMarco",45,"#8DD3C7"
"1149",2020-04-24,9,"     Keith Jarrett",40,"#FFFFB3"
"1150",2020-04-24,10,"    Kwiat Jabłoni",39,"#D9D9D9"
"1151",2020-04-25,1,"Nick Cave & The...",84,"#80B1D3"
"1152",2020-04-25,2,"        Chet Faker",72,"#FDB462"
"1153",2020-04-25,3,"   Charles Bradley",70,"#CCEBC5"
"1154",2020-04-25,4,"  Michael Kiwanuka",70,"#80B1D3"
"1155",2020-04-25,5,"          Bitamina",68,"#FFED6F"
"1156",2020-04-25,6,"      Lana Del Rey",68,"#FFED6F"
"1157",2020-04-25,7,"              Mata",55,"#FDB462"
"1158",2020-04-25,8,"       Mac DeMarco",45,"#8DD3C7"
"1159",2020-04-25,9,"     Keith Jarrett",40,"#FFFFB3"
"1160",2020-04-25,10,"    Kwiat Jabłoni",40,"#D9D9D9"
"1161",2020-04-26,1,"Nick Cave & The...",84,"#80B1D3"
"1162",2020-04-26,2,"        Chet Faker",72,"#FDB462"
"1163",2020-04-26,3,"   Charles Bradley",70,"#CCEBC5"
"1164",2020-04-26,4,"  Michael Kiwanuka",70,"#80B1D3"
"1165",2020-04-26,5,"          Bitamina",68,"#FFED6F"
"1166",2020-04-26,6,"      Lana Del Rey",68,"#FFED6F"
"1167",2020-04-26,7,"              Mata",55,"#FDB462"
"1168",2020-04-26,8,"       Mac DeMarco",45,"#8DD3C7"
"1169",2020-04-26,9,"    Kwiat Jabłoni",41,"#D9D9D9"
"1170",2020-04-26,10,"     Keith Jarrett",40,"#FFFFB3"
"1171",2020-04-27,1,"Nick Cave & The...",84,"#80B1D3"
"1172",2020-04-27,2,"        Chet Faker",72,"#FDB462"
"1173",2020-04-27,3,"   Charles Bradley",70,"#CCEBC5"
"1174",2020-04-27,4,"  Michael Kiwanuka",70,"#80B1D3"
"1175",2020-04-27,5,"          Bitamina",68,"#FFED6F"
"1176",2020-04-27,6,"      Lana Del Rey",68,"#FFED6F"
"1177",2020-04-27,7,"              Mata",55,"#FDB462"
"1178",2020-04-27,8,"       Mac DeMarco",45,"#8DD3C7"
"1179",2020-04-27,9,"    Kwiat Jabłoni",41,"#D9D9D9"
"1180",2020-04-27,10,"     Keith Jarrett",40,"#FFFFB3"
"1181",2020-04-28,1,"Nick Cave & The...",84,"#80B1D3"
"1182",2020-04-28,2,"        Chet Faker",72,"#FDB462"
"1183",2020-04-28,3,"   Charles Bradley",70,"#CCEBC5"
"1184",2020-04-28,4,"  Michael Kiwanuka",70,"#80B1D3"
"1185",2020-04-28,5,"          Bitamina",68,"#FFED6F"
"1186",2020-04-28,6,"      Lana Del Rey",68,"#FFED6F"
"1187",2020-04-28,7,"              Mata",55,"#FDB462"
"1188",2020-04-28,8,"       Mac DeMarco",45,"#8DD3C7"
"1189",2020-04-28,9,"    Kwiat Jabłoni",41,"#D9D9D9"
"1190",2020-04-28,10,"     Keith Jarrett",40,"#FFFFB3"
"1191",2020-04-29,1,"Nick Cave & The...",84,"#80B1D3"
"1192",2020-04-29,2,"        Chet Faker",72,"#FDB462"
"1193",2020-04-29,3,"   Charles Bradley",70,"#CCEBC5"
"1194",2020-04-29,4,"  Michael Kiwanuka",70,"#80B1D3"
"1195",2020-04-29,5,"          Bitamina",68,"#FFED6F"
"1196",2020-04-29,6,"      Lana Del Rey",68,"#FFED6F"
"1197",2020-04-29,7,"              Mata",55,"#FDB462"
"1198",2020-04-29,8,"       Mac DeMarco",45,"#8DD3C7"
"1199",2020-04-29,9,"    Kwiat Jabłoni",41,"#D9D9D9"
"1200",2020-04-29,10,"     Keith Jarrett",40,"#FFFFB3"
"1201",2020-04-30,1,"Nick Cave & The...",84,"#80B1D3"
"1202",2020-04-30,2,"        Chet Faker",72,"#FDB462"
"1203",2020-04-30,3,"   Charles Bradley",70,"#CCEBC5"
"1204",2020-04-30,4,"  Michael Kiwanuka",70,"#80B1D3"
"1205",2020-04-30,5,"          Bitamina",68,"#FFED6F"
"1206",2020-04-30,6,"      Lana Del Rey",68,"#FFED6F"
"1207",2020-04-30,7,"              Mata",55,"#FDB462"
"1208",2020-04-30,8,"       Mac DeMarco",45,"#8DD3C7"
"1209",2020-04-30,9,"    Kwiat Jabłoni",41,"#D9D9D9"
"1210",2020-04-30,10,"     Keith Jarrett",40,"#FFFFB3"
"1211",2020-05-01,1,"Nick Cave & The...",84,"#80B1D3"
"1212",2020-05-01,2,"        Chet Faker",72,"#FDB462"
"1213",2020-05-01,3,"   Charles Bradley",70,"#CCEBC5"
"1214",2020-05-01,4,"       Mac DeMarco",70,"#8DD3C7"
"1215",2020-05-01,5,"  Michael Kiwanuka",70,"#80B1D3"
"1216",2020-05-01,6,"          Bitamina",68,"#FFED6F"
"1217",2020-05-01,7,"      Lana Del Rey",68,"#FFED6F"
"1218",2020-05-01,8,"              Mata",55,"#FDB462"
"1219",2020-05-01,9,"    Kwiat Jabłoni",41,"#D9D9D9"
"1220",2020-05-01,10,"     Keith Jarrett",40,"#FFFFB3"
"1221",2020-05-02,1,"Nick Cave & The...",84,"#80B1D3"
"1222",2020-05-02,2,"        Chet Faker",72,"#FDB462"
"1223",2020-05-02,3,"   Charles Bradley",70,"#CCEBC5"
"1224",2020-05-02,4,"       Mac DeMarco",70,"#8DD3C7"
"1225",2020-05-02,5,"  Michael Kiwanuka",70,"#80B1D3"
"1226",2020-05-02,6,"          Bitamina",68,"#FFED6F"
"1227",2020-05-02,7,"      Lana Del Rey",68,"#FFED6F"
"1228",2020-05-02,8,"              Mata",55,"#FDB462"
"1229",2020-05-02,9,"    Kwiat Jabłoni",41,"#D9D9D9"
"1230",2020-05-02,10,"     Keith Jarrett",40,"#FFFFB3"
"1231",2020-05-03,1,"Nick Cave & The...",84,"#80B1D3"
"1232",2020-05-03,2,"        Chet Faker",72,"#FDB462"
"1233",2020-05-03,3,"   Charles Bradley",70,"#CCEBC5"
"1234",2020-05-03,4,"       Mac DeMarco",70,"#8DD3C7"
"1235",2020-05-03,5,"  Michael Kiwanuka",70,"#80B1D3"
"1236",2020-05-03,6,"          Bitamina",68,"#FFED6F"
"1237",2020-05-03,7,"      Lana Del Rey",68,"#FFED6F"
"1238",2020-05-03,8,"              Mata",55,"#FDB462"
"1239",2020-05-03,9,"    Kwiat Jabłoni",41,"#D9D9D9"
"1240",2020-05-03,10,"     Keith Jarrett",40,"#FFFFB3"
"1241",2020-05-04,1,"Nick Cave & The...",84,"#80B1D3"
"1242",2020-05-04,2,"        Chet Faker",72,"#FDB462"
"1243",2020-05-04,3,"   Charles Bradley",70,"#CCEBC5"
"1244",2020-05-04,4,"       Mac DeMarco",70,"#8DD3C7"
"1245",2020-05-04,5,"  Michael Kiwanuka",70,"#80B1D3"
"1246",2020-05-04,6,"          Bitamina",68,"#FFED6F"
"1247",2020-05-04,7,"      Lana Del Rey",68,"#FFED6F"
"1248",2020-05-04,8,"              Mata",55,"#FDB462"
"1249",2020-05-04,9,"    Kwiat Jabłoni",41,"#D9D9D9"
"1250",2020-05-04,10,"     Keith Jarrett",40,"#FFFFB3"
"1251",2020-05-05,1,"Nick Cave & The...",84,"#80B1D3"
"1252",2020-05-05,2,"        Chet Faker",72,"#FDB462"
"1253",2020-05-05,3,"   Charles Bradley",70,"#CCEBC5"
"1254",2020-05-05,4,"       Mac DeMarco",70,"#8DD3C7"
"1255",2020-05-05,5,"  Michael Kiwanuka",70,"#80B1D3"
"1256",2020-05-05,6,"          Bitamina",68,"#FFED6F"
"1257",2020-05-05,7,"      Lana Del Rey",68,"#FFED6F"
"1258",2020-05-05,8,"              Mata",55,"#FDB462"
"1259",2020-05-05,9,"    Kwiat Jabłoni",41,"#D9D9D9"
"1260",2020-05-05,10,"     Keith Jarrett",40,"#FFFFB3"
"1261",2020-05-06,1,"Nick Cave & The...",84,"#80B1D3"
"1262",2020-05-06,2,"        Chet Faker",72,"#FDB462"
"1263",2020-05-06,3,"   Charles Bradley",70,"#CCEBC5"
"1264",2020-05-06,4,"       Mac DeMarco",70,"#8DD3C7"
"1265",2020-05-06,5,"  Michael Kiwanuka",70,"#80B1D3"
"1266",2020-05-06,6,"          Bitamina",68,"#FFED6F"
"1267",2020-05-06,7,"      Lana Del Rey",68,"#FFED6F"
"1268",2020-05-06,8,"              Mata",55,"#FDB462"
"1269",2020-05-06,9,"    Kwiat Jabłoni",41,"#D9D9D9"
"1270",2020-05-06,10,"     Keith Jarrett",40,"#FFFFB3"
"1271",2020-05-07,1,"Nick Cave & The...",84,"#80B1D3"
"1272",2020-05-07,2,"        Chet Faker",72,"#FDB462"
"1273",2020-05-07,3,"   Charles Bradley",70,"#CCEBC5"
"1274",2020-05-07,4,"       Mac DeMarco",70,"#8DD3C7"
"1275",2020-05-07,5,"  Michael Kiwanuka",70,"#80B1D3"
"1276",2020-05-07,6,"          Bitamina",68,"#FFED6F"
"1277",2020-05-07,7,"      Lana Del Rey",68,"#FFED6F"
"1278",2020-05-07,8,"              Mata",55,"#FDB462"
"1279",2020-05-07,9,"    Kwiat Jabłoni",41,"#D9D9D9"
"1280",2020-05-07,10,"     Keith Jarrett",40,"#FFFFB3"
"1281",2020-05-08,1,"Nick Cave & The...",84,"#80B1D3"
"1282",2020-05-08,2,"          Bitamina",74,"#FFED6F"
"1283",2020-05-08,3,"        Chet Faker",72,"#FDB462"
"1284",2020-05-08,4,"   Charles Bradley",70,"#CCEBC5"
"1285",2020-05-08,5,"       Mac DeMarco",70,"#8DD3C7"
"1286",2020-05-08,6,"  Michael Kiwanuka",70,"#80B1D3"
"1287",2020-05-08,7,"      Lana Del Rey",68,"#FFED6F"
"1288",2020-05-08,8,"              Mata",55,"#FDB462"
"1289",2020-05-08,9,"    Kwiat Jabłoni",41,"#D9D9D9"
"1290",2020-05-08,10,"     Keith Jarrett",40,"#FFFFB3"
"1291",2020-05-09,1,"Nick Cave & The...",84,"#80B1D3"
"1292",2020-05-09,2,"          Bitamina",76,"#FFED6F"
"1293",2020-05-09,3,"        Chet Faker",72,"#FDB462"
"1294",2020-05-09,4,"   Charles Bradley",70,"#CCEBC5"
