"","date","pos","artistName","no","color"
"114",2020-01-12,4,"     Gesaffelstein",32,"#FDB462"
"115",2020-01-12,5,"Nick Cave & The...",24,"#FDB462"
"116",2020-01-12,6,"           PRO8L3M",24,"#D9D9D9"
"117",2020-01-12,7,"             SAULT",19,"#FFED6F"
"118",2020-01-12,8,"    Massive Attack",18,"#FFFFB3"
"119",2020-01-12,9,"            Baauer",17,"#B3DE69"
"120",2020-01-12,10,"      The National",17,"#FFED6F"
"121",2020-01-13,1,"     Leonard Cohen",47,"#D9D9D9"
"122",2020-01-13,2,"         clipping.",46,"#BC80BD"
"123",2020-01-13,3,"Godspeed You! B...",37,"#BEBADA"
"124",2020-01-13,4,"     Gesaffelstein",32,"#FDB462"
"125",2020-01-13,5,"Nick Cave & The...",25,"#FDB462"
"126",2020-01-13,6,"           PRO8L3M",25,"#D9D9D9"
"127",2020-01-13,7,"             SAULT",19,"#FFED6F"
"128",2020-01-13,8,"    Massive Attack",18,"#FFFFB3"
"129",2020-01-13,9,"            Baauer",17,"#B3DE69"
"130",2020-01-13,10,"      The National",17,"#FFED6F"
"131",2020-01-14,1,"     Leonard Cohen",47,"#D9D9D9"
"132",2020-01-14,2,"         clipping.",46,"#BC80BD"
"133",2020-01-14,3,"Godspeed You! B...",37,"#BEBADA"
"134",2020-01-14,4,"     Gesaffelstein",32,"#FDB462"
"135",2020-01-14,5,"Nick Cave & The...",25,"#FDB462"
"136",2020-01-14,6,"           PRO8L3M",25,"#D9D9D9"
"137",2020-01-14,7,"       Weyes Blood",24,"#8DD3C7"
"138",2020-01-14,8,"    Massive Attack",19,"#FFFFB3"
"139",2020-01-14,9,"             SAULT",19,"#FFED6F"
"140",2020-01-14,10,"      The National",18,"#FFED6F"
"141",2020-01-15,1,"         clipping.",47,"#BC80BD"
"142",2020-01-15,2,"     Leonard Cohen",47,"#D9D9D9"
"143",2020-01-15,3,"Godspeed You! B...",37,"#BEBADA"
"144",2020-01-15,4,"     Gesaffelstein",32,"#FDB462"
"145",2020-01-15,5,"Nick Cave & The...",25,"#FDB462"
"146",2020-01-15,6,"           PRO8L3M",25,"#D9D9D9"
"147",2020-01-15,7,"       Weyes Blood",24,"#8DD3C7"
"148",2020-01-15,8,"    Massive Attack",20,"#FFFFB3"
"149",2020-01-15,9,"             SAULT",19,"#FFED6F"
"150",2020-01-15,10,"      The National",19,"#FFED6F"
"151",2020-01-16,1,"     Leonard Cohen",49,"#D9D9D9"
"152",2020-01-16,2,"         clipping.",47,"#BC80BD"
"153",2020-01-16,3,"Godspeed You! B...",37,"#BEBADA"
"154",2020-01-16,4,"     Gesaffelstein",32,"#FDB462"
"155",2020-01-16,5,"Nick Cave & The...",28,"#FDB462"
"156",2020-01-16,6,"           PRO8L3M",25,"#D9D9D9"
"157",2020-01-16,7,"       Weyes Blood",25,"#8DD3C7"
"158",2020-01-16,8,"      The National",23,"#FFED6F"
"159",2020-01-16,9,"    Massive Attack",20,"#FFFFB3"
"160",2020-01-16,10,"             SAULT",19,"#FFED6F"
"161",2020-01-17,1,"         clipping.",51,"#BC80BD"
"162",2020-01-17,2,"     Leonard Cohen",51,"#D9D9D9"
"163",2020-01-17,3,"Godspeed You! B...",37,"#BEBADA"
"164",2020-01-17,4,"     Gesaffelstein",33,"#FDB462"
"165",2020-01-17,5,"Nick Cave & The...",28,"#FDB462"
"166",2020-01-17,6,"           PRO8L3M",25,"#D9D9D9"
"167",2020-01-17,7,"       Weyes Blood",25,"#8DD3C7"
"168",2020-01-17,8,"      The National",23,"#FFED6F"
"169",2020-01-17,9,"             SAULT",22,"#FFED6F"
"170",2020-01-17,10,"    Massive Attack",20,"#FFFFB3"
"171",2020-01-18,1,"         clipping.",51,"#BC80BD"
"172",2020-01-18,2,"     Leonard Cohen",51,"#D9D9D9"
"173",2020-01-18,3,"Godspeed You! B...",37,"#BEBADA"
"174",2020-01-18,4,"     Gesaffelstein",33,"#FDB462"
"175",2020-01-18,5,"Nick Cave & The...",28,"#FDB462"
"176",2020-01-18,6,"           PRO8L3M",25,"#D9D9D9"
"177",2020-01-18,7,"       Weyes Blood",25,"#8DD3C7"
"178",2020-01-18,8,"      The National",23,"#FFED6F"
"179",2020-01-18,9,"             SAULT",22,"#FFED6F"
"180",2020-01-18,10,"    Massive Attack",20,"#FFFFB3"
"181",2020-01-19,1,"         clipping.",51,"#BC80BD"
"182",2020-01-19,2,"     Leonard Cohen",51,"#D9D9D9"
"183",2020-01-19,3,"Godspeed You! B...",37,"#BEBADA"
"184",2020-01-19,4,"     Gesaffelstein",33,"#FDB462"
"185",2020-01-19,5,"Nick Cave & The...",28,"#FDB462"
"186",2020-01-19,6,"           PRO8L3M",25,"#D9D9D9"
"187",2020-01-19,7,"       Weyes Blood",25,"#8DD3C7"
"188",2020-01-19,8,"      The National",24,"#FFED6F"
"189",2020-01-19,9,"             SAULT",22,"#FFED6F"
"190",2020-01-19,10,"            Baauer",20,"#B3DE69"
"191",2020-01-20,1,"         clipping.",51,"#BC80BD"
"192",2020-01-20,2,"     Leonard Cohen",51,"#D9D9D9"
"193",2020-01-20,3,"Godspeed You! B...",37,"#BEBADA"
"194",2020-01-20,4,"      The National",36,"#FFED6F"
"195",2020-01-20,5,"     Gesaffelstein",33,"#FDB462"
"196",2020-01-20,6,"         Radiohead",32,"#D9D9D9"
"197",2020-01-20,7,"Nick Cave & The...",28,"#FDB462"
"198",2020-01-20,8,"           PRO8L3M",25,"#D9D9D9"
"199",2020-01-20,9,"       Weyes Blood",25,"#8DD3C7"
"200",2020-01-20,10,"             SAULT",23,"#FFED6F"
"201",2020-01-21,1,"         clipping.",51,"#BC80BD"
"202",2020-01-21,2,"     Leonard Cohen",51,"#D9D9D9"
"203",2020-01-21,3,"       Fleet Foxes",39,"#FCCDE5"
"204",2020-01-21,4,"Godspeed You! B...",37,"#BEBADA"
"205",2020-01-21,5,"      The National",37,"#FFED6F"
"206",2020-01-21,6,"         Radiohead",34,"#D9D9D9"
"207",2020-01-21,7,"     Gesaffelstein",33,"#FDB462"
"208",2020-01-21,8,"Nick Cave & The...",28,"#FDB462"
"209",2020-01-21,9,"              Syny",28,"#FDB462"
"210",2020-01-21,10,"           PRO8L3M",26,"#D9D9D9"
"211",2020-01-22,1,"     Leonard Cohen",55,"#D9D9D9"
"212",2020-01-22,2,"         clipping.",51,"#BC80BD"
"213",2020-01-22,3,"       Fleet Foxes",39,"#FCCDE5"
"214",2020-01-22,4,"         Radiohead",39,"#D9D9D9"
"215",2020-01-22,5,"Godspeed You! B...",37,"#BEBADA"
"216",2020-01-22,6,"      The National",37,"#FFED6F"
"217",2020-01-22,7,"           PRO8L3M",35,"#D9D9D9"
"218",2020-01-22,8,"              Syny",34,"#FDB462"
"219",2020-01-22,9,"     Gesaffelstein",33,"#FDB462"
"220",2020-01-22,10,"Nick Cave & The...",28,"#FDB462"
"221",2020-01-23,1,"     Leonard Cohen",57,"#D9D9D9"
"222",2020-01-23,2,"         clipping.",51,"#BC80BD"
"223",2020-01-23,3,"       Fleet Foxes",39,"#FCCDE5"
"224",2020-01-23,4,"         Radiohead",39,"#D9D9D9"
"225",2020-01-23,5,"Godspeed You! B...",37,"#BEBADA"
"226",2020-01-23,6,"      The National",37,"#FFED6F"
"227",2020-01-23,7,"           PRO8L3M",36,"#D9D9D9"
"228",2020-01-23,8,"              Syny",35,"#FDB462"
"229",2020-01-23,9,"     Gesaffelstein",33,"#FDB462"
"230",2020-01-23,10,"Nick Cave & The...",28,"#FDB462"
"231",2020-01-24,1,"     Leonard Cohen",58,"#D9D9D9"
"232",2020-01-24,2,"         clipping.",51,"#BC80BD"
"233",2020-01-24,3,"       Fleet Foxes",41,"#FCCDE5"
"234",2020-01-24,4,"         Radiohead",40,"#D9D9D9"
"235",2020-01-24,5,"      The National",39,"#FFED6F"
"236",2020-01-24,6,"              Syny",38,"#FDB462"
"237",2020-01-24,7,"Godspeed You! B...",37,"#BEBADA"
"238",2020-01-24,8,"           PRO8L3M",36,"#D9D9D9"
"239",2020-01-24,9,"     Gesaffelstein",33,"#FDB462"
"240",2020-01-24,10,"Nick Cave & The...",28,"#FDB462"
"241",2020-01-25,1,"     Leonard Cohen",70,"#D9D9D9"
"242",2020-01-25,2,"         clipping.",51,"#BC80BD"
"243",2020-01-25,3,"      The National",51,"#FFED6F"
"244",2020-01-25,4,"       Fleet Foxes",46,"#FCCDE5"
"245",2020-01-25,5,"              Syny",41,"#FDB462"
"246",2020-01-25,6,"         Radiohead",40,"#D9D9D9"
"247",2020-01-25,7,"           PRO8L3M",38,"#D9D9D9"
"248",2020-01-25,8,"Godspeed You! B...",37,"#BEBADA"
"249",2020-01-25,9,"     Gesaffelstein",33,"#FDB462"
"250",2020-01-25,10,"       Weyes Blood",30,"#8DD3C7"
"251",2020-01-26,1,"     Leonard Cohen",76,"#D9D9D9"
"252",2020-01-26,2,"       Fleet Foxes",52,"#FCCDE5"
"253",2020-01-26,3,"      The National",52,"#FFED6F"
"254",2020-01-26,4,"         clipping.",51,"#BC80BD"
"255",2020-01-26,5,"         Radiohead",42,"#D9D9D9"
"256",2020-01-26,6,"              Syny",42,"#FDB462"
"257",2020-01-26,7,"           PRO8L3M",39,"#D9D9D9"
"258",2020-01-26,8,"Godspeed You! B...",38,"#BEBADA"
"259",2020-01-26,9,"     Gesaffelstein",33,"#FDB462"
"260",2020-01-26,10,"       Weyes Blood",30,"#8DD3C7"
"261",2020-01-27,1,"     Leonard Cohen",76,"#D9D9D9"
"262",2020-01-27,2,"       Fleet Foxes",53,"#FCCDE5"
"263",2020-01-27,3,"      The National",53,"#FFED6F"
"264",2020-01-27,4,"         clipping.",51,"#BC80BD"
"265",2020-01-27,5,"         Radiohead",46,"#D9D9D9"
"266",2020-01-27,6,"              Syny",43,"#FDB462"
"267",2020-01-27,7,"           PRO8L3M",39,"#D9D9D9"
"268",2020-01-27,8,"Godspeed You! B...",38,"#BEBADA"
"269",2020-01-27,9,"     Gesaffelstein",33,"#FDB462"
"270",2020-01-27,10,"       Weyes Blood",30,"#8DD3C7"
"271",2020-01-28,1,"     Leonard Cohen",77,"#D9D9D9"
"272",2020-01-28,2,"       Fleet Foxes",57,"#FCCDE5"
"273",2020-01-28,3,"      The National",53,"#FFED6F"
"274",2020-01-28,4,"         clipping.",51,"#BC80BD"
"275",2020-01-28,5,"         Radiohead",48,"#D9D9D9"
"276",2020-01-28,6,"              Syny",44,"#FDB462"
"277",2020-01-28,7,"           PRO8L3M",40,"#D9D9D9"
"278",2020-01-28,8,"     Elliott Smith",39,"#D9D9D9"
"279",2020-01-28,9,"Godspeed You! B...",38,"#BEBADA"
"280",2020-01-28,10,"     Gesaffelstein",33,"#FDB462"
"281",2020-01-29,1,"     Leonard Cohen",78,"#D9D9D9"
"282",2020-01-29,2,"         Radiohead",67,"#D9D9D9"
"283",2020-01-29,3,"       Fleet Foxes",60,"#FCCDE5"
"284",2020-01-29,4,"      The National",56,"#FFED6F"
"285",2020-01-29,5,"         clipping.",51,"#BC80BD"
"286",2020-01-29,6,"              Syny",44,"#FDB462"
"287",2020-01-29,7,"     Elliott Smith",42,"#D9D9D9"
"288",2020-01-29,8,"           PRO8L3M",40,"#D9D9D9"
"289",2020-01-29,9,"Godspeed You! B...",38,"#BEBADA"
"290",2020-01-29,10,"    Sufjan Stevens",38,"#FFFFB3"
"291",2020-01-30,1,"     Leonard Cohen",78,"#D9D9D9"
"292",2020-01-30,2,"         Radiohead",69,"#D9D9D9"
"293",2020-01-30,3,"       Fleet Foxes",61,"#FCCDE5"
"294",2020-01-30,4,"      The National",57,"#FFED6F"
"295",2020-01-30,5,"         clipping.",51,"#BC80BD"
"296",2020-01-30,6,"     Elliott Smith",44,"#D9D9D9"
"297",2020-01-30,7,"           PRO8L3M",44,"#D9D9D9"
"298",2020-01-30,8,"              Syny",44,"#FDB462"
"299",2020-01-30,9,"Godspeed You! B...",39,"#BEBADA"
"300",2020-01-30,10,"    Sufjan Stevens",38,"#FFFFB3"
"301",2020-01-31,1,"     Leonard Cohen",80,"#D9D9D9"
"302",2020-01-31,2,"         Radiohead",73,"#D9D9D9"
"303",2020-01-31,3,"       Fleet Foxes",61,"#FCCDE5"
"304",2020-01-31,4,"      The National",59,"#FFED6F"
"305",2020-01-31,5,"         clipping.",51,"#BC80BD"
"306",2020-01-31,6,"     Elliott Smith",48,"#D9D9D9"
"307",2020-01-31,7,"              Syny",45,"#FDB462"
"308",2020-01-31,8,"           PRO8L3M",44,"#D9D9D9"
"309",2020-01-31,9,"Godspeed You! B...",39,"#BEBADA"
"310",2020-01-31,10,"    Sufjan Stevens",38,"#FFFFB3"
"311",2020-02-01,1,"     Leonard Cohen",80,"#D9D9D9"
"312",2020-02-01,2,"         Radiohead",74,"#D9D9D9"
"313",2020-02-01,3,"       Fleet Foxes",61,"#FCCDE5"
"314",2020-02-01,4,"      The National",59,"#FFED6F"
"315",2020-02-01,5,"         clipping.",51,"#BC80BD"
"316",2020-02-01,6,"     Elliott Smith",51,"#D9D9D9"
"317",2020-02-01,7,"              Syny",45,"#FDB462"
"318",2020-02-01,8,"           PRO8L3M",44,"#D9D9D9"
"319",2020-02-01,9,"Godspeed You! B...",39,"#BEBADA"
"320",2020-02-01,10,"    Sufjan Stevens",38,"#FFFFB3"
"321",2020-02-02,1,"     Leonard Cohen",83,"#D9D9D9"
"322",2020-02-02,2,"         Radiohead",75,"#D9D9D9"
"323",2020-02-02,3,"       Fleet Foxes",61,"#FCCDE5"
"324",2020-02-02,4,"      The National",59,"#FFED6F"
"325",2020-02-02,5,"     Elliott Smith",56,"#D9D9D9"
"326",2020-02-02,6,"         clipping.",51,"#BC80BD"
"327",2020-02-02,7,"           PRO8L3M",48,"#D9D9D9"
"328",2020-02-02,8,"              Syny",45,"#FDB462"
"329",2020-02-02,9,"    Sufjan Stevens",41,"#FFFFB3"
"330",2020-02-02,10,"Godspeed You! B...",40,"#BEBADA"
"331",2020-02-03,1,"     Leonard Cohen",85,"#D9D9D9"
"332",2020-02-03,2,"         Radiohead",75,"#D9D9D9"
"333",2020-02-03,3,"      The National",62,"#FFED6F"
"334",2020-02-03,4,"       Fleet Foxes",61,"#FCCDE5"
"335",2020-02-03,5,"     Elliott Smith",56,"#D9D9D9"
"336",2020-02-03,6,"         clipping.",52,"#BC80BD"
"337",2020-02-03,7,"           PRO8L3M",49,"#D9D9D9"
"338",2020-02-03,8,"              Syny",45,"#FDB462"
"339",2020-02-03,9,"    Sufjan Stevens",41,"#FFFFB3"
"340",2020-02-03,10,"Godspeed You! B...",40,"#BEBADA"
"341",2020-02-04,1,"     Leonard Cohen",85,"#D9D9D9"
"342",2020-02-04,2,"         Radiohead",75,"#D9D9D9"
"343",2020-02-04,3,"      The National",71,"#FFED6F"
"344",2020-02-04,4,"       Fleet Foxes",61,"#FCCDE5"
"345",2020-02-04,5,"     Elliott Smith",56,"#D9D9D9"
"346",2020-02-04,6,"         clipping.",52,"#BC80BD"
"347",2020-02-04,7,"           PRO8L3M",49,"#D9D9D9"
"348",2020-02-04,8,"              Syny",46,"#FDB462"
"349",2020-02-04,9,"Godspeed You! B...",41,"#BEBADA"
"350",2020-02-04,10,"    Sufjan Stevens",41,"#FFFFB3"
"351",2020-02-05,1,"     Leonard Cohen",85,"#D9D9D9"
"352",2020-02-05,2,"         Radiohead",75,"#D9D9D9"
"353",2020-02-05,3,"      The National",71,"#FFED6F"
"354",2020-02-05,4,"       Fleet Foxes",61,"#FCCDE5"
"355",2020-02-05,5,"     Elliott Smith",57,"#D9D9D9"
"356",2020-02-05,6,"         clipping.",52,"#BC80BD"
"357",2020-02-05,7,"           PRO8L3M",49,"#D9D9D9"
"358",2020-02-05,8,"              Syny",46,"#FDB462"
"359",2020-02-05,9,"    Sufjan Stevens",42,"#FFFFB3"
"360",2020-02-05,10,"Godspeed You! B...",41,"#BEBADA"
"361",2020-02-06,1,"     Leonard Cohen",85,"#D9D9D9"
"362",2020-02-06,2,"         Radiohead",75,"#D9D9D9"
"363",2020-02-06,3,"      The National",72,"#FFED6F"
"364",2020-02-06,4,"       Fleet Foxes",61,"#FCCDE5"
"365",2020-02-06,5,"     Elliott Smith",58,"#D9D9D9"
"366",2020-02-06,6,"         clipping.",52,"#BC80BD"
"367",2020-02-06,7,"           PRO8L3M",49,"#D9D9D9"
"368",2020-02-06,8,"              Syny",46,"#FDB462"
"369",2020-02-06,9,"Godspeed You! B...",44,"#BEBADA"
"370",2020-02-06,10,"    Sufjan Stevens",42,"#FFFFB3"
"371",2020-02-07,1,"     Leonard Cohen",85,"#D9D9D9"
"372",2020-02-07,2,"         Radiohead",77,"#D9D9D9"
"373",2020-02-07,3,"      The National",72,"#FFED6F"
"374",2020-02-07,4,"       Fleet Foxes",61,"#FCCDE5"
"375",2020-02-07,5,"     Elliott Smith",58,"#D9D9D9"
"376",2020-02-07,6,"         clipping.",52,"#BC80BD"
"377",2020-02-07,7,"           PRO8L3M",49,"#D9D9D9"
"378",2020-02-07,8,"              Syny",49,"#FDB462"
"379",2020-02-07,9,"    Sufjan Stevens",46,"#FFFFB3"
"380",2020-02-07,10,"Godspeed You! B...",44,"#BEBADA"
"381",2020-02-08,1,"     Leonard Cohen",85,"#D9D9D9"
"382",2020-02-08,2,"         Radiohead",79,"#D9D9D9"
"383",2020-02-08,3,"      The National",73,"#FFED6F"
"384",2020-02-08,4,"       Fleet Foxes",63,"#FCCDE5"
"385",2020-02-08,5,"     Elliott Smith",58,"#D9D9D9"
"386",2020-02-08,6,"         clipping.",52,"#BC80BD"
"387",2020-02-08,7,"           PRO8L3M",50,"#D9D9D9"
"388",2020-02-08,8,"              Syny",49,"#FDB462"
"389",2020-02-08,9,"    Sufjan Stevens",46,"#FFFFB3"
"390",2020-02-08,10,"Godspeed You! B...",44,"#BEBADA"
"391",2020-02-09,1,"     Leonard Cohen",85,"#D9D9D9"
"392",2020-02-09,2,"         Radiohead",80,"#D9D9D9"
"393",2020-02-09,3,"      The National",74,"#FFED6F"
"394",2020-02-09,4,"       Fleet Foxes",63,"#FCCDE5"
"395",2020-02-09,5,"     Elliott Smith",61,"#D9D9D9"
"396",2020-02-09,6,"         clipping.",52,"#BC80BD"
"397",2020-02-09,7,"           PRO8L3M",52,"#D9D9D9"
"398",2020-02-09,8,"              Syny",49,"#FDB462"
"399",2020-02-09,9,"    Sufjan Stevens",46,"#FFFFB3"
"400",2020-02-09,10,"Godspeed You! B...",45,"#BEBADA"
"401",2020-02-10,1,"     Leonard Cohen",85,"#D9D9D9"
"402",2020-02-10,2,"         Radiohead",80,"#D9D9D9"
"403",2020-02-10,3,"      The National",75,"#FFED6F"
"404",2020-02-10,4,"       Fleet Foxes",66,"#FCCDE5"
"405",2020-02-10,5,"     Elliott Smith",61,"#D9D9D9"
"406",2020-02-10,6,"         clipping.",52,"#BC80BD"
"407",2020-02-10,7,"           PRO8L3M",52,"#D9D9D9"
"408",2020-02-10,8,"              TOOL",52,"#D9D9D9"
"409",2020-02-10,9,"    Sufjan Stevens",50,"#FFFFB3"
"410",2020-02-10,10,"              Syny",49,"#FDB462"
"411",2020-02-11,1,"     Leonard Cohen",85,"#D9D9D9"
"412",2020-02-11,2,"         Radiohead",81,"#D9D9D9"
"413",2020-02-11,3,"      The National",75,"#FFED6F"
"414",2020-02-11,4,"       Fleet Foxes",69,"#FCCDE5"
"415",2020-02-11,5,"     Elliott Smith",61,"#D9D9D9"
"416",2020-02-11,6,"         clipping.",52,"#BC80BD"
"417",2020-02-11,7,"           PRO8L3M",52,"#D9D9D9"
"418",2020-02-11,8,"              TOOL",52,"#D9D9D9"
"419",2020-02-11,9,"Rage Against Th...",50,"#FFED6F"
"420",2020-02-11,10,"    Sufjan Stevens",50,"#FFFFB3"
"421",2020-02-12,1,"     Leonard Cohen",87,"#D9D9D9"
"422",2020-02-12,2,"         Radiohead",81,"#D9D9D9"
"423",2020-02-12,3,"      The National",76,"#FFED6F"
"424",2020-02-12,4,"       Fleet Foxes",69,"#FCCDE5"
"425",2020-02-12,5,"     Elliott Smith",61,"#D9D9D9"
"426",2020-02-12,6,"    Sufjan Stevens",56,"#FFFFB3"
"427",2020-02-12,7,"           PRO8L3M",53,"#D9D9D9"
"428",2020-02-12,8,"         clipping.",52,"#BC80BD"
"429",2020-02-12,9,"              TOOL",52,"#D9D9D9"
"430",2020-02-12,10,"Rage Against Th...",50,"#FFED6F"
"431",2020-02-13,1,"     Leonard Cohen",87,"#D9D9D9"
