"","endTime","artistName","trackName","msPlayed","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature"
"1","2019-12-17 10:11","Ten Tonnes","Nights In, Nights Out",142607,0.482,0.844,0,-3.288,1,0.0651,0.0153,1.35e-06,0.345,0.719,165.572,"audio_features","3m7H7GmcC2SWwWGDZs3rVe","spotify:track:3m7H7GmcC2SWwWGDZs3rVe","https://api.spotify.com/v1/tracks/3m7H7GmcC2SWwWGDZs3rVe","https://api.spotify.com/v1/audio-analysis/3m7H7GmcC2SWwWGDZs3rVe",200920,4
"2","2019-12-17 10:14","Neil Diamond","Sweet Caroline",203573,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,"audio_features","62AuGbAkt8Ox2IrFFb8GKV","spotify:track:62AuGbAkt8Ox2IrFFb8GKV","https://api.spotify.com/v1/tracks/62AuGbAkt8Ox2IrFFb8GKV","https://api.spotify.com/v1/audio-analysis/62AuGbAkt8Ox2IrFFb8GKV",203573,4
"3","2019-12-17 10:15","Neil Diamond","Sweet Caroline",61377,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,"audio_features","62AuGbAkt8Ox2IrFFb8GKV","spotify:track:62AuGbAkt8Ox2IrFFb8GKV","https://api.spotify.com/v1/tracks/62AuGbAkt8Ox2IrFFb8GKV","https://api.spotify.com/v1/audio-analysis/62AuGbAkt8Ox2IrFFb8GKV",203573,4
"4","2019-12-17 10:15","Nat King Cole","Deck The Halls",7035,0.636,0.393,9,-10.889,1,0.0394,0.652,0,0.0845,0.97,107.175,"audio_features","2I5xeRHcOIA20a6B9RJSS0","spotify:track:2I5xeRHcOIA20a6B9RJSS0","https://api.spotify.com/v1/tracks/2I5xeRHcOIA20a6B9RJSS0","https://api.spotify.com/v1/audio-analysis/2I5xeRHcOIA20a6B9RJSS0",69000,4
"5","2019-12-17 10:16","Elvis Presley","Blue Christmas",2716,0.465,0.27,4,-16.661,1,0.0425,0.9,0.00104,0.145,0.58,94.518,"audio_features","3QiAAp20rPC3dcAtKtMaqQ","spotify:track:3QiAAp20rPC3dcAtKtMaqQ","https://api.spotify.com/v1/tracks/3QiAAp20rPC3dcAtKtMaqQ","https://api.spotify.com/v1/audio-analysis/3QiAAp20rPC3dcAtKtMaqQ",129173,4
"6","2019-12-17 10:17","Olivia Holt","Christmas (Baby Please Come Home)",73189,0.603,0.865,3,-5.6,1,0.0508,0.188,4.43e-05,0.126,0.693,130.988,"audio_features","61Bk7DCKXyMdfdJqK0DuoR","spotify:track:61Bk7DCKXyMdfdJqK0DuoR","https://api.spotify.com/v1/tracks/61Bk7DCKXyMdfdJqK0DuoR","https://api.spotify.com/v1/audio-analysis/61Bk7DCKXyMdfdJqK0DuoR",150441,4
"7","2019-12-17 10:19","Jamie Cullum","Show Me The Magic",150733,0.569,0.489,5,-5.595,0,0.04,0.235,0,0.29,0.543,123.567,"audio_features","7CO9j3NbotOqtajfvM1ilQ","spotify:track:7CO9j3NbotOqtajfvM1ilQ","https://api.spotify.com/v1/tracks/7CO9j3NbotOqtajfvM1ilQ","https://api.spotify.com/v1/audio-analysis/7CO9j3NbotOqtajfvM1ilQ",150413,4
"8","2019-12-17 10:23","John Lennon","Happy Xmas (War Is Over) - Remastered 2010",213880,0.321,0.64,2,-10.023,1,0.0324,0.28,0,0.718,0.414,146.172,"audio_features","27RYrbL6S02LNVhDWVl38b","spotify:track:27RYrbL6S02LNVhDWVl38b","https://api.spotify.com/v1/tracks/27RYrbL6S02LNVhDWVl38b","https://api.spotify.com/v1/audio-analysis/27RYrbL6S02LNVhDWVl38b",214333,3
"9","2019-12-17 10:26","Bing Crosby","White Christmas",177480,0.317,0.158,9,-16.485,1,0.0381,0.673,0.353,0.338,0.247,130.503,"audio_features","4so0Wek9Ig1p6CRCHuINwW","spotify:track:4so0Wek9Ig1p6CRCHuINwW","https://api.spotify.com/v1/tracks/4so0Wek9Ig1p6CRCHuINwW","https://api.spotify.com/v1/audio-analysis/4so0Wek9Ig1p6CRCHuINwW",177480,3
"10","2019-12-17 12:24","Wham!","Last Christmas",99227,0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,"audio_features","2FRnf9qhLbvw8fu4IBXx78","spotify:track:2FRnf9qhLbvw8fu4IBXx78","https://api.spotify.com/v1/tracks/2FRnf9qhLbvw8fu4IBXx78","https://api.spotify.com/v1/audio-analysis/2FRnf9qhLbvw8fu4IBXx78",262960,4
"11","2019-12-17 12:29","Red Hot Chili Peppers","Dani California",282160,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,"audio_features","10Nmj3JCNoMeBQ87uw5j8k","spotify:track:10Nmj3JCNoMeBQ87uw5j8k","https://api.spotify.com/v1/tracks/10Nmj3JCNoMeBQ87uw5j8k","https://api.spotify.com/v1/audio-analysis/10Nmj3JCNoMeBQ87uw5j8k",282160,4
"12","2019-12-17 12:34","Red Hot Chili Peppers","Snow (Hey Oh)",334666,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,"audio_features","2aibwv5hGXSgw7Yru8IYTO","spotify:track:2aibwv5hGXSgw7Yru8IYTO","https://api.spotify.com/v1/tracks/2aibwv5hGXSgw7Yru8IYTO","https://api.spotify.com/v1/audio-analysis/2aibwv5hGXSgw7Yru8IYTO",334667,4
"13","2019-12-17 12:36","Red Hot Chili Peppers","Charlie",81536,0.6,0.912,7,-3.449,0,0.0724,0.0198,6.52e-05,0.0883,0.506,110.339,"audio_features","3SoDB59Y7dSZLSDBiNJ6o2","spotify:track:3SoDB59Y7dSZLSDBiNJ6o2","https://api.spotify.com/v1/tracks/3SoDB59Y7dSZLSDBiNJ6o2","https://api.spotify.com/v1/audio-analysis/3SoDB59Y7dSZLSDBiNJ6o2",277533,4
"14","2019-12-17 12:40","Red Hot Chili Peppers","Stadium Arcadium",267818,0.491,0.707,9,-3.925,1,0.0318,0.0236,2.69e-06,0.156,0.219,113.474,"audio_features","4y84ILALZSa4LyP6H7NVjR","spotify:track:4y84ILALZSa4LyP6H7NVjR","https://api.spotify.com/v1/tracks/4y84ILALZSa4LyP6H7NVjR","https://api.spotify.com/v1/audio-analysis/4y84ILALZSa4LyP6H7NVjR",314773,4
"15","2019-12-17 12:44","Mata","Patointeligencja",253609,0.838,0.594,11,-8.314,0,0.345,0.242,0,0.0631,0.324,136.95,"audio_features","3ZjytV5BojgvkPnXdY5zV2","spotify:track:3ZjytV5BojgvkPnXdY5zV2","https://api.spotify.com/v1/tracks/3ZjytV5BojgvkPnXdY5zV2","https://api.spotify.com/v1/audio-analysis/3ZjytV5BojgvkPnXdY5zV2",257400,4
"16","2019-12-17 12:46","Mata","Mata Montana",4620,0.73,0.547,6,-9.952,1,0.448,0.375,1.65e-05,0.077,0.746,156.079,"audio_features","6Gn7Tpem8ydQpS5aIZWV57","spotify:track:6Gn7Tpem8ydQpS5aIZWV57","https://api.spotify.com/v1/tracks/6Gn7Tpem8ydQpS5aIZWV57","https://api.spotify.com/v1/audio-analysis/6Gn7Tpem8ydQpS5aIZWV57",201547,4
"17","2019-12-17 12:46","Mata","Schodki",103013,0.571,0.667,11,-8.365,0,0.0508,0.0389,0.0133,0.166,0.439,78.03,"audio_features","0vPVqOKo8LWVganQgBZS5y","spotify:track:0vPVqOKo8LWVganQgBZS5y","https://api.spotify.com/v1/tracks/0vPVqOKo8LWVganQgBZS5y","https://api.spotify.com/v1/audio-analysis/0vPVqOKo8LWVganQgBZS5y",235773,4
"18","2019-12-17 12:46","Mata","Patointeligencja",162,0.838,0.594,11,-8.314,0,0.345,0.242,0,0.0631,0.324,136.95,"audio_features","3ZjytV5BojgvkPnXdY5zV2","spotify:track:3ZjytV5BojgvkPnXdY5zV2","https://api.spotify.com/v1/tracks/3ZjytV5BojgvkPnXdY5zV2","https://api.spotify.com/v1/audio-analysis/3ZjytV5BojgvkPnXdY5zV2",257400,4
"19","2019-12-17 12:50","Mata","Patointeligencja",253609,0.838,0.594,11,-8.314,0,0.345,0.242,0,0.0631,0.324,136.95,"audio_features","3ZjytV5BojgvkPnXdY5zV2","spotify:track:3ZjytV5BojgvkPnXdY5zV2","https://api.spotify.com/v1/tracks/3ZjytV5BojgvkPnXdY5zV2","https://api.spotify.com/v1/audio-analysis/3ZjytV5BojgvkPnXdY5zV2",257400,4
"20","2019-12-17 12:51","Mata","Biblioteka Trap",4133,0.58,0.721,1,-7.371,1,0.161,0.0937,4.82e-06,0.103,0.155,73.683,"audio_features","7BGYwpS2RJ9Cp6YB6H0Xgd","spotify:track:7BGYwpS2RJ9Cp6YB6H0Xgd","https://api.spotify.com/v1/tracks/7BGYwpS2RJ9Cp6YB6H0Xgd","https://api.spotify.com/v1/audio-analysis/7BGYwpS2RJ9Cp6YB6H0Xgd",215680,4
"21","2019-12-17 12:51","Mata","Schodki",14568,0.571,0.667,11,-8.365,0,0.0508,0.0389,0.0133,0.166,0.439,78.03,"audio_features","0vPVqOKo8LWVganQgBZS5y","spotify:track:0vPVqOKo8LWVganQgBZS5y","https://api.spotify.com/v1/tracks/0vPVqOKo8LWVganQgBZS5y","https://api.spotify.com/v1/audio-analysis/0vPVqOKo8LWVganQgBZS5y",235773,4
"22","2019-12-17 12:51","Mata","Patointeligencja",6153,0.838,0.594,11,-8.314,0,0.345,0.242,0,0.0631,0.324,136.95,"audio_features","3ZjytV5BojgvkPnXdY5zV2","spotify:track:3ZjytV5BojgvkPnXdY5zV2","https://api.spotify.com/v1/tracks/3ZjytV5BojgvkPnXdY5zV2","https://api.spotify.com/v1/audio-analysis/3ZjytV5BojgvkPnXdY5zV2",257400,4
"23","2019-12-17 12:55","Jamiroquai","Virtual Insanity - Remastered",229360,0.662,0.949,6,-4.758,1,0.108,0.127,0,0.135,0.515,91.954,"audio_features","47W6YR93MPCGLEUReLMyDm","spotify:track:47W6YR93MPCGLEUReLMyDm","https://api.spotify.com/v1/tracks/47W6YR93MPCGLEUReLMyDm","https://api.spotify.com/v1/audio-analysis/47W6YR93MPCGLEUReLMyDm",229360,4
"24","2019-12-17 12:56","David Keenan","James Dean",67007,0.487,0.18,7,-12.804,1,0.0597,0.642,0,0.108,0.276,75.544,"audio_features","6p1jLmMoKQt8Vg9zlYg3uq","spotify:track:6p1jLmMoKQt8Vg9zlYg3uq","https://api.spotify.com/v1/tracks/6p1jLmMoKQt8Vg9zlYg3uq","https://api.spotify.com/v1/audio-analysis/6p1jLmMoKQt8Vg9zlYg3uq",226035,3
"25","2019-12-17 15:11","David Keenan","James Dean",1137,0.487,0.18,7,-12.804,1,0.0597,0.642,0,0.108,0.276,75.544,"audio_features","6p1jLmMoKQt8Vg9zlYg3uq","spotify:track:6p1jLmMoKQt8Vg9zlYg3uq","https://api.spotify.com/v1/tracks/6p1jLmMoKQt8Vg9zlYg3uq","https://api.spotify.com/v1/audio-analysis/6p1jLmMoKQt8Vg9zlYg3uq",226035,3
"26","2019-12-17 15:21","Harry Styles","To Be So Lonely",259394,0.758,0.436,0,-7.269,1,0.0418,0.618,1.61e-05,0.335,0.605,104.959,"audio_features","5JiH89mHrv9oWHlD0T326z","spotify:track:5JiH89mHrv9oWHlD0T326z","https://api.spotify.com/v1/tracks/5JiH89mHrv9oWHlD0T326z","https://api.spotify.com/v1/audio-analysis/5JiH89mHrv9oWHlD0T326z",192080,4
"27","2019-12-17 15:22","Marlon Williams","Dark Child - Single Edit",41639,0.456,0.425,8,-8.161,0,0.0272,0.173,0.0678,0.223,0.236,82.351,"audio_features","4puHB4a2PUyJViWnJcJEv0","spotify:track:4puHB4a2PUyJViWnJcJEv0","https://api.spotify.com/v1/tracks/4puHB4a2PUyJViWnJcJEv0","https://api.spotify.com/v1/audio-analysis/4puHB4a2PUyJViWnJcJEv0",237122,4
"28","2019-12-17 15:25","FKA twigs","cellophane",204066,0.431,0.284,2,-11.858,1,0.0432,0.871,0.000136,0.0899,0.229,98.317,"audio_features","7x8pIrhMu9FCmqqHNyuH0P","spotify:track:7x8pIrhMu9FCmqqHNyuH0P","https://api.spotify.com/v1/tracks/7x8pIrhMu9FCmqqHNyuH0P","https://api.spotify.com/v1/audio-analysis/7x8pIrhMu9FCmqqHNyuH0P",204067,1
"29","2019-12-17 15:26","Big Thief","UFOF",2321,0.623,0.614,10,-9.24,0,0.0309,0.638,0.566,0.143,0.744,147.168,"audio_features","3Hbwbuk3ChdUf7M6Cn7uQB","spotify:track:3Hbwbuk3ChdUf7M6Cn7uQB","https://api.spotify.com/v1/tracks/3Hbwbuk3ChdUf7M6Cn7uQB","https://api.spotify.com/v1/audio-analysis/3Hbwbuk3ChdUf7M6Cn7uQB",188413,4
"30","2019-12-17 15:26","Big Thief","UFOF",51851,0.623,0.614,10,-9.24,0,0.0309,0.638,0.566,0.143,0.744,147.168,"audio_features","3Hbwbuk3ChdUf7M6Cn7uQB","spotify:track:3Hbwbuk3ChdUf7M6Cn7uQB","https://api.spotify.com/v1/tracks/3Hbwbuk3ChdUf7M6Cn7uQB","https://api.spotify.com/v1/audio-analysis/3Hbwbuk3ChdUf7M6Cn7uQB",188413,4
"31","2019-12-17 15:28","Angel Olsen","All Mirrors",125085,0.433,0.688,7,-7.378,0,0.0376,0.00302,0.00195,0.153,0.232,105.018,"audio_features","5Zcry3zaBmgJrtQ78XEJQf","spotify:track:5Zcry3zaBmgJrtQ78XEJQf","https://api.spotify.com/v1/tracks/5Zcry3zaBmgJrtQ78XEJQf","https://api.spotify.com/v1/audio-analysis/5Zcry3zaBmgJrtQ78XEJQf",282027,4
"32","2019-12-17 15:29","Jamiroquai","Virtual Insanity - Remastered",32995,0.662,0.949,6,-4.758,1,0.108,0.127,0,0.135,0.515,91.954,"audio_features","47W6YR93MPCGLEUReLMyDm","spotify:track:47W6YR93MPCGLEUReLMyDm","https://api.spotify.com/v1/tracks/47W6YR93MPCGLEUReLMyDm","https://api.spotify.com/v1/audio-analysis/47W6YR93MPCGLEUReLMyDm",229360,4
"33","2019-12-17 15:29","FKA twigs","thousand eyes",35526,0.243,0.241,0,-14.754,0,0.0579,0.839,0.0417,0.325,0.18,81.285,"audio_features","1xsb4ZIwzSi5dacBz9oMdA","spotify:track:1xsb4ZIwzSi5dacBz9oMdA","https://api.spotify.com/v1/tracks/1xsb4ZIwzSi5dacBz9oMdA","https://api.spotify.com/v1/audio-analysis/1xsb4ZIwzSi5dacBz9oMdA",300507,4
"34","2019-12-17 15:33","Hozier","Jackboot Jump - Live",201626,0.38,0.958,2,-4.283,1,0.107,0.0275,0.000122,0.848,0.663,104.468,"audio_features","1aOYWQ93wuD51QArtupMa5","spotify:track:1aOYWQ93wuD51QArtupMa5","https://api.spotify.com/v1/tracks/1aOYWQ93wuD51QArtupMa5","https://api.spotify.com/v1/audio-analysis/1aOYWQ93wuD51QArtupMa5",202369,4
"35","2019-12-17 15:36","Hozier","Almost (Sweet Music)",217480,0.523,0.687,7,-5.601,1,0.105,0.0215,2.86e-06,0.203,0.711,90.036,"audio_features","5Apvsk0suoivI1H8CmBglv","spotify:track:5Apvsk0suoivI1H8CmBglv","https://api.spotify.com/v1/tracks/5Apvsk0suoivI1H8CmBglv","https://api.spotify.com/v1/audio-analysis/5Apvsk0suoivI1H8CmBglv",217480,4
"36","2019-12-17 15:41","Hozier","Would That I",268293,0.521,0.526,5,-6.032,1,0.0281,0.243,0.00537,0.108,0.502,130.694,"audio_features","37zuIvk4KBkAxxLJsxJaHq","spotify:track:37zuIvk4KBkAxxLJsxJaHq","https://api.spotify.com/v1/tracks/37zuIvk4KBkAxxLJsxJaHq","https://api.spotify.com/v1/audio-analysis/37zuIvk4KBkAxxLJsxJaHq",268293,4
"37","2019-12-17 15:45","The Saxophones","If You're On The Water",240430,0.657,0.124,5,-13.953,1,0.0286,0.948,0.12,0.109,0.127,107.067,"audio_features","5UiskKba8lRdlrq990uqG3","spotify:track:5UiskKba8lRdlrq990uqG3","https://api.spotify.com/v1/tracks/5UiskKba8lRdlrq990uqG3","https://api.spotify.com/v1/audio-analysis/5UiskKba8lRdlrq990uqG3",240431,4
"38","2019-12-17 15:48","Coconut Records","West Coast",210106,0.532,0.597,10,-6.109,1,0.0261,0.464,0.000123,0.0643,0.345,80.031,"audio_features","2nvZv4qatgsDIbEqqbQLUT","spotify:track:2nvZv4qatgsDIbEqqbQLUT","https://api.spotify.com/v1/tracks/2nvZv4qatgsDIbEqqbQLUT","https://api.spotify.com/v1/audio-analysis/2nvZv4qatgsDIbEqqbQLUT",210106,1
"39","2019-12-17 15:51","The Flaming Lips","Do You Realize??",136021,0.464,0.797,0,-5.244,1,0.0333,0.006,0.000304,0.392,0.547,129.964,"audio_features","2DFRFqWNahKtFD112H2iEZ","spotify:track:2DFRFqWNahKtFD112H2iEZ","https://api.spotify.com/v1/tracks/2DFRFqWNahKtFD112H2iEZ","https://api.spotify.com/v1/audio-analysis/2DFRFqWNahKtFD112H2iEZ",213173,4
"40","2019-12-17 15:51","Noah Gundersen","Jesus, Jesus",1648,0.542,0.131,3,-12.056,1,0.064,0.711,0,0.345,0.341,128.411,"audio_features","2ZdBqA9oASdoxUNkEBhRxL","spotify:track:2ZdBqA9oASdoxUNkEBhRxL","https://api.spotify.com/v1/tracks/2ZdBqA9oASdoxUNkEBhRxL","https://api.spotify.com/v1/audio-analysis/2ZdBqA9oASdoxUNkEBhRxL",222000,3
"41","2019-12-17 15:51","Coldplay","Daddy",835,0.633,0.18,1,-19.54,1,0.034,0.931,0.801,0.513,0.2,116.981,"audio_features","3pcPPhPAiurm2Ior11SHrz","spotify:track:3pcPPhPAiurm2Ior11SHrz","https://api.spotify.com/v1/tracks/3pcPPhPAiurm2Ior11SHrz","https://api.spotify.com/v1/audio-analysis/3pcPPhPAiurm2Ior11SHrz",298320,4
