"","date","hosp","deaths"
"1","2020-02-02",16.3125,0
"2","2020-02-09",18.498,0
"3","2020-02-15",31.5474,0
"4","2020-02-23",58.2864,0
"5","2020-03-01",131.004909090909,0
"6","2020-03-08",589.824363636364,0.0909090909090909
"7","2020-03-15",1758.5988,3.26666666666667
"8","2020-03-22",2902.078125,37.25
"9","2020-03-29",4205.662,111.6875
"10","2020-04-05",4068.94658823529,194.882352941176
"11","2020-04-12",3118.44994117647,156.529411764706
"12","2020-04-19",1998.21922222222,155.777777777778
"13","2020-04-26",1508.75333333333,120.944444444444
"14","2020-05-03",1133.94694444444,67.8333333333333
"15","2020-05-10",840.868055555556,40.5
"16","2020-05-17",674.410647058824,43.2941176470588
"17","2020-05-24",559.2944375,27.8125
"18","2020-05-31",448.9475,18.25
"19","2020-06-07",361.4756875,14.125
"20","2020-06-14",273.435058823529,9.29411764705882
"21","2020-06-21",260.369375,6.375
"22","2020-06-28",216.865647058824,3.94117647058824
"23","2020-07-05",188.012875,3.1875
"24","2020-07-12",173.92525,2.0625
"25","2020-07-19",178.141,1.0625
"26","2020-07-26",590.912388888889,2.27777777777778
"27","2020-08-02",575.709894736842,2.84210526315789
"28","2020-08-09",651.100055555556,3.27777777777778
"29","2020-08-16",547.240352941176,4.29411764705882
"30","2020-08-23",732.280222222222,4.5
"31","2020-08-30",826.851588235294,4.35294117647059
"32","2020-09-06",916.148,4.64705882352941
"33","2020-09-13",964.596833333333,4.11111111111111
"34","2020-09-20",1224.67605882353,6.82352941176471
"35","2020-09-27",1293.78688888889,11.3888888888889
"36","2020-10-04",1461.03522222222,11.1111111111111
"37","2020-10-11",2196.12272222222,19.5
"38","2020-10-18",2833.03973684211,24.5789473684211
"39","2020-10-25",3755.66357894737,37.9473684210526
"40","2020-11-01",4679.75289473684,60.8421052631579
"41","2020-11-08",6000.74876470588,81.3529411764706
"42","2020-11-15",6255.82225,90.0625
