Zmienna;Jednostka terytorialna;Jednostka;Rodzaj obiektu noclegowego;Kraj turysty;Rok;Miesi¹c;Wartoœæ
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Niemcy;2019;4;460477
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Norwegia;2019;4;37747
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Polska;2019;4;4527781
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Portugalia;2019;4;8471
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Republika Korei;2019;4;9473
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rosja;2019;4;31141
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rumunia;2019;4;8907
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owacja;2019;4;16030
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owenia;2019;4;3088
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwajcaria;2019;4;10790
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwecja;2019;4;40801
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Tajwan;2019;4;905
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Turcja;2019;4;6743
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ukraina;2019;4;140753
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;USA;2019;4;51888
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wêgry;2019;4;13493
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wielka Brytania;2019;4;105599
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;W³ochy;2019;4;60441
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ogó³em;2019;4;3888285
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Zagranica;2019;4;1195896
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Australia;2019;4;4187
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Austria;2019;4;10418
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Belgia;2019;4;16075
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bia³oruœ;2019;4;12260
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Brazylia;2019;4;2153
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bu³garia;2019;4;2296
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Chiny (bez Tajwanu);2019;4;17430
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Cypr;2019;4;742
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Czechy;2019;4;19459
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Dania;2019;4;20005
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Estonia;2019;4;4762
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Finlandia;2019;4;19890
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Francja;2019;4;35358
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Grecja;2019;4;6644
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hiszpania;2019;4;32564
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Holandia;2019;4;22972
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hong Kong;2019;4;1638
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Indie;2019;4;4930
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Irlandia;2019;4;10615
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Izrael;2019;4;48533
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Japonia;2019;4;10014
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Kanada;2019;4;4336
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Litwa;2019;4;17060
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Luksemburg;2019;4;827
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;£otwa;2019;4;7082
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Malta;2019;4;904
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Niemcy;2019;4;353272
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Norwegia;2019;4;36479
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Polska;2019;4;2692389
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Portugalia;2019;4;7519
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Republika Korei;2019;4;9257
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rosja;2019;4;27322
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rumunia;2019;4;7537
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owacja;2019;4;13826
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owenia;2019;4;2962
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwajcaria;2019;4;10133
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwecja;2019;4;38525
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Tajwan;2019;4;809
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Turcja;2019;4;5126
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ukraina;2019;4;88909
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;USA;2019;4;48687
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wêgry;2019;4;11224
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wielka Brytania;2019;4;97422
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;W³ochy;2019;4;56513
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ogó³em;2019;5;7889529
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Zagranica;2019;5;1648445
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Australia;2019;5;7022
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Austria;2019;5;15086
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Belgia;2019;5;14953
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bia³oruœ;2019;5;23896
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Brazylia;2019;5;4427
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bu³garia;2019;5;3176
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Chiny (bez Tajwanu);2019;5;29718
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Cypr;2019;5;983
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Czechy;2019;5;25838
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Dania;2019;5;22706
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Estonia;2019;5;4519
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Finlandia;2019;5;20338
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Francja;2019;5;45112
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Grecja;2019;5;5770
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hiszpania;2019;5;31816
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Holandia;2019;5;32608
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hong Kong;2019;5;2549
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Indie;2019;5;8971
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Irlandia;2019;5;11259
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Izrael;2019;5;39362
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Japonia;2019;5;15059
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Kanada;2019;5;11615
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Litwa;2019;5;21426
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Luksemburg;2019;5;999
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;£otwa;2019;5;10067
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Malta;2019;5;500
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Niemcy;2019;5;564107
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Norwegia;2019;5;42058
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Polska;2019;5;6241084
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Portugalia;2019;5;6909
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Republika Korei;2019;5;11782
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rosja;2019;5;44396
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rumunia;2019;5;9106
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owacja;2019;5;17747
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owenia;2019;5;3724
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwajcaria;2019;5;12648
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwecja;2019;5;47492
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Tajwan;2019;5;2036
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Turcja;2019;5;7278
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ukraina;2019;5;141844
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;USA;2019;5;81006
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wêgry;2019;5;12551
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wielka Brytania;2019;5;120400
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;W³ochy;2019;5;45752
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ogó³em;2019;5;4747531
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Zagranica;2019;5;1363779
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Australia;2019;5;6229
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Austria;2019;5;13833
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Belgia;2019;5;13692
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bia³oruœ;2019;5;19181
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Brazylia;2019;5;4048
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bu³garia;2019;5;2923
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Chiny (bez Tajwanu);2019;5;28485
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Cypr;2019;5;730
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Czechy;2019;5;23430
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Dania;2019;5;21022
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Estonia;2019;5;4324
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Finlandia;2019;5;19111
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Francja;2019;5;40048
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Grecja;2019;5;5320
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hiszpania;2019;5;28325
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Holandia;2019;5;28544
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hong Kong;2019;5;2416
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Indie;2019;5;5792
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Irlandia;2019;5;9970
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Izrael;2019;5;38029
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Japonia;2019;5;14574
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Kanada;2019;5;10301
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Litwa;2019;5;19080
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Luksemburg;2019;5;980
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;£otwa;2019;5;9684
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Malta;2019;5;445
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Niemcy;2019;5;424009
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Norwegia;2019;5;40071
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Polska;2019;5;3383752
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Portugalia;2019;5;6450
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Republika Korei;2019;5;11483
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rosja;2019;5;38666
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rumunia;2019;5;8049
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owacja;2019;5;16176
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owenia;2019;5;3390
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwajcaria;2019;5;11745
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwecja;2019;5;43177
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Tajwan;2019;5;1816
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Turcja;2019;5;5716
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ukraina;2019;5;87729
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;USA;2019;5;75911
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wêgry;2019;5;10985
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wielka Brytania;2019;5;111057
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;W³ochy;2019;5;41785
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ogó³em;2019;6;9345363
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Zagranica;2019;6;1775456
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Australia;2019;6;8948
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Austria;2019;6;14357
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Belgia;2019;6;16853
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bia³oruœ;2019;6;20426
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Brazylia;2019;6;4709
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bu³garia;2019;6;4524
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Chiny (bez Tajwanu);2019;6;25296
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Cypr;2019;6;508
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Czechy;2019;6;29833
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Dania;2019;6;20877
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Estonia;2019;6;6529
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Finlandia;2019;6;23797
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Francja;2019;6;48157
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Grecja;2019;6;5032
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hiszpania;2019;6;41273
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Holandia;2019;6;34865
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hong Kong;2019;6;2484
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Indie;2019;6;9053
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Irlandia;2019;6;11575
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Izrael;2019;6;38491
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Japonia;2019;6;13711
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Kanada;2019;6;10643
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Litwa;2019;6;27644
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Luksemburg;2019;6;829
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;£otwa;2019;6;12237
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Malta;2019;6;867
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Niemcy;2019;6;645714
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Norwegia;2019;6;41175
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Polska;2019;6;7569907
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Portugalia;2019;6;6868
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Republika Korei;2019;6;12378
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rosja;2019;6;36389
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rumunia;2019;6;9952
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owacja;2019;6;17747
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owenia;2019;6;3146
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwajcaria;2019;6;14341
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwecja;2019;6;39456
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Tajwan;2019;6;2220
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Turcja;2019;6;8050
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ukraina;2019;6;148944
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;USA;2019;6;93107
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wêgry;2019;6;14111
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wielka Brytania;2019;6;121685
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;W³ochy;2019;6;47484
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ogó³em;2019;6;5051302
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Zagranica;2019;6;1426064
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Australia;2019;6;7614
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Austria;2019;6;12820
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Belgia;2019;6;15633
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bia³oruœ;2019;6;15266
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Brazylia;2019;6;4291
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bu³garia;2019;6;3983
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Chiny (bez Tajwanu);2019;6;23986
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Cypr;2019;6;443
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Czechy;2019;6;22777
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Dania;2019;6;19350
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Estonia;2019;6;5663
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Finlandia;2019;6;21193
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Francja;2019;6;43083
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Grecja;2019;6;4766
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hiszpania;2019;6;37747
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Holandia;2019;6;28309
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hong Kong;2019;6;2362
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Indie;2019;6;6565
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Irlandia;2019;6;10507
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Izrael;2019;6;37066
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Japonia;2019;6;13307
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Kanada;2019;6;9153
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Litwa;2019;6;23865
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Luksemburg;2019;6;785
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;£otwa;2019;6;11255
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Malta;2019;6;804
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Niemcy;2019;6;467436
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Norwegia;2019;6;38415
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Polska;2019;6;3625238
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Portugalia;2019;6;6029
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Republika Korei;2019;6;11742
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rosja;2019;6;31017
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rumunia;2019;6;8787
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owacja;2019;6;15390
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owenia;2019;6;2933
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwajcaria;2019;6;12968
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwecja;2019;6;33670
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Tajwan;2019;6;2095
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Turcja;2019;6;6650
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ukraina;2019;6;87113
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;USA;2019;6;86886
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wêgry;2019;6;11923
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wielka Brytania;2019;6;111212
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;W³ochy;2019;6;43668
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ogó³em;2019;7;13231640
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Zagranica;2019;7;2260446
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Australia;2019;7;12258
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Austria;2019;7;15859
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Belgia;2019;7;25100
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bia³oruœ;2019;7;35924
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Brazylia;2019;7;6174
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bu³garia;2019;7;3357
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Chiny (bez Tajwanu);2019;7;25329
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Cypr;2019;7;2520
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Czechy;2019;7;56388
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Dania;2019;7;36379
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Estonia;2019;7;14651
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Finlandia;2019;7;33188
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Francja;2019;7;53621
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Grecja;2019;7;7161
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hiszpania;2019;7;61882
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Holandia;2019;7;45419
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hong Kong;2019;7;3463
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Indie;2019;7;10881
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Irlandia;2019;7;12751
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Izrael;2019;7;56003
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Japonia;2019;7;12637
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Kanada;2019;7;12042
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Litwa;2019;7;39549
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Luksemburg;2019;7;1321
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;£otwa;2019;7;16786
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Malta;2019;7;2394
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Niemcy;2019;7;789755
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Norwegia;2019;7;61993
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Polska;2019;7;10971194
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Portugalia;2019;7;6813
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Republika Korei;2019;7;11355
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rosja;2019;7;52244
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rumunia;2019;7;9483
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owacja;2019;7;25825
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owenia;2019;7;4065
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwajcaria;2019;7;15929
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwecja;2019;7;72664
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Tajwan;2019;7;2787
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Turcja;2019;7;8612
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ukraina;2019;7;176124
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;USA;2019;7;113664
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wêgry;2019;7;15971
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wielka Brytania;2019;7;136794
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;W³ochy;2019;7;56287
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ogó³em;2019;7;5824766
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Zagranica;2019;7;1679167
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Australia;2019;7;9807
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Austria;2019;7;13417
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Belgia;2019;7;20002
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bia³oruœ;2019;7;20923
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Brazylia;2019;7;4826
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bu³garia;2019;7;2915
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Chiny (bez Tajwanu);2019;7;21051
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Cypr;2019;7;2294
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Czechy;2019;7;34709
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Dania;2019;7;30640
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Estonia;2019;7;12764
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Finlandia;2019;7;30098
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Francja;2019;7;43631
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Grecja;2019;7;6660
