Zmienna;Jednostka terytorialna;Jednostka;Rodzaj obiektu noclegowego;Kraj turysty;Rok;Miesi¹c;Wartoœæ
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Austria;2019;11;8103
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Belgia;2019;11;12011
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bia³oruœ;2019;11;24510
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Brazylia;2019;11;2360
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bu³garia;2019;11;2208
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Chiny (bez Tajwanu);2019;11;20692
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Cypr;2019;11;682
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Czechy;2019;11;22273
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Dania;2019;11;16322
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Estonia;2019;11;2850
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Finlandia;2019;11;10903
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Francja;2019;11;34454
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Grecja;2019;11;5094
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hiszpania;2019;11;22724
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Holandia;2019;11;20431
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hong Kong;2019;11;1642
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Indie;2019;11;6422
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Irlandia;2019;11;13121
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Izrael;2019;11;62399
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Japonia;2019;11;8529
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Kanada;2019;11;4001
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Litwa;2019;11;14621
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Luksemburg;2019;11;517
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;£otwa;2019;11;5813
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Malta;2019;11;1000
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Niemcy;2019;11;349851
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Norwegia;2019;11;39404
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Polska;2019;11;4646663
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Portugalia;2019;11;5472
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Republika Korei;2019;11;9744
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rosja;2019;11;37535
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rumunia;2019;11;8158
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owacja;2019;11;21805
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owenia;2019;11;3223
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwajcaria;2019;11;7353
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwecja;2019;11;24183
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Tajwan;2019;11;1304
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Turcja;2019;11;8562
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ukraina;2019;11;165335
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;USA;2019;11;54157
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wêgry;2019;11;14371
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wielka Brytania;2019;11;117847
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;W³ochy;2019;11;44028
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ogó³em;2019;11;3990928
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Zagranica;2019;11;1086638
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Australia;2019;11;3031
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Austria;2019;11;7455
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Belgia;2019;11;10996
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bia³oruœ;2019;11;19037
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Brazylia;2019;11;1967
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bu³garia;2019;11;1911
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Chiny (bez Tajwanu);2019;11;18602
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Cypr;2019;11;656
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Czechy;2019;11;20812
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Dania;2019;11;15528
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Estonia;2019;11;2677
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Finlandia;2019;11;10155
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Francja;2019;11;31404
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Grecja;2019;11;4802
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hiszpania;2019;11;20280
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Holandia;2019;11;19220
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hong Kong;2019;11;1604
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Indie;2019;11;5615
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Irlandia;2019;11;12344
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Izrael;2019;11;59857
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Japonia;2019;11;7800
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Kanada;2019;11;3440
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Litwa;2019;11;13579
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Luksemburg;2019;11;504
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;£otwa;2019;11;5614
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Malta;2019;11;954
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Niemcy;2019;11;271197
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Norwegia;2019;11;38005
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Polska;2019;11;2904290
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Portugalia;2019;11;4695
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Republika Korei;2019;11;9298
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rosja;2019;11;32956
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rumunia;2019;11;7426
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owacja;2019;11;20163
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owenia;2019;11;3058
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwajcaria;2019;11;7068
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwecja;2019;11;22628
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Tajwan;2019;11;1137
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Turcja;2019;11;5605
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ukraina;2019;11;96512
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;USA;2019;11;50020
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wêgry;2019;11;13473
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wielka Brytania;2019;11;109099
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;W³ochy;2019;11;40860
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ogó³em;2019;12;5510886
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Zagranica;2019;12;1287489
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Australia;2019;12;5180
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Austria;2019;12;7 776
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Belgia;2019;12;11888
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bia³oruœ;2019;12;23363
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Brazylia;2019;12;2129
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bu³garia;2019;12;1894
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Chiny (bez Tajwanu);2019;12;11451
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Cypr;2019;12;1516
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Czechy;2019;12;22014
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Dania;2019;12;15478
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Estonia;2019;12;3216
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Finlandia;2019;12;11934
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Francja;2019;12;40250
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Grecja;2019;12;7869
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hiszpania;2019;12;19487
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Holandia;2019;12;20161
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hong Kong;2019;12;1167
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Indie;2019;12;4504
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Irlandia;2019;12;12241
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Izrael;2019;12;42932
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Japonia;2019;12;7515
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Kanada;2019;12;6374
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Litwa;2019;12;20125
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Luksemburg;2019;12;816
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;£otwa;2019;12;7870
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Malta;2019;12;2862
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Niemcy;2019;12;363622
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Norwegia;2019;12;33695
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Polska;2019;12;4223397
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Portugalia;2019;12;3849
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Republika Korei;2019;12;8466
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rosja;2019;12;37182
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rumunia;2019;12;7838
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owacja;2019;12;19477
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owenia;2019;12;2774
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwajcaria;2019;12;8890
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwecja;2019;12;27755
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Tajwan;2019;12;648
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Turcja;2019;12;7274
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ukraina;2019;12;147690
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;USA;2019;12;42865
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wêgry;2019;12;17785
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wielka Brytania;2019;12;128014
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;W³ochy;2019;12;50727
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ogó³em;2019;12;3720836
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Zagranica;2019;12;1082286
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Australia;2019;12;4456
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Austria;2019;12;7277
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Belgia;2019;12;11142
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bia³oruœ;2019;12;18533
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Brazylia;2019;12;1594
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bu³garia;2019;12;1658
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Chiny (bez Tajwanu);2019;12;10826
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Cypr;2019;12;1462
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Czechy;2019;12;19229
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Dania;2019;12;14917
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Estonia;2019;12;3055
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Finlandia;2019;12;11229
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Francja;2019;12;35637
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Grecja;2019;12;7475
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hiszpania;2019;12;17226
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Holandia;2019;12;18554
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hong Kong;2019;12;1094
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Indie;2019;12;3695
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Irlandia;2019;12;11615
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Izrael;2019;12;40062
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Japonia;2019;12;6931
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Kanada;2019;12;5962
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Litwa;2019;12;18722
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Luksemburg;2019;12;812
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;£otwa;2019;12;7553
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Malta;2019;12;2731
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Niemcy;2019;12;283845
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Norwegia;2019;12;32968
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Polska;2019;12;2638550
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Portugalia;2019;12;3395
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Republika Korei;2019;12;8259
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rosja;2019;12;32955
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rumunia;2019;12;7170
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owacja;2019;12;17274
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owenia;2019;12;2707
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwajcaria;2019;12;8657
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwecja;2019;12;26430
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Tajwan;2019;12;563
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Turcja;2019;12;4346
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ukraina;2019;12;94189
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;USA;2019;12;40040
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wêgry;2019;12;15767
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wielka Brytania;2019;12;120442
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;W³ochy;2019;12;46358
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ogó³em;2019;01.gru;93342738
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Zagranica;2019;01.gru;18683576
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Australia;2019;01.gru;74995
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Austria;2019;01.gru;136096
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Belgia;2019;01.gru;180856
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bia³oruœ;2019;01.gru;270344
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Brazylia;2019;01.gru;46791
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bu³garia;2019;01.gru;34637
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Chiny (bez Tajwanu);2019;01.gru;234854
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Cypr;2019;01.gru;14615
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Czechy;2019;01.gru;340201
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Dania;2019;01.gru;245624
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Estonia;2019;01.gru;64626
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Finlandia;2019;01.gru;215022
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Francja;2019;01.gru;502686
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Grecja;2019;01.gru;73957
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hiszpania;2019;01.gru;418078
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Holandia;2019;01.gru;345383
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hong Kong;2019;01.gru;24467
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Indie;2019;01.gru;87855
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Irlandia;2019;01.gru;146452
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Izrael;2019;01.gru;561475
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Japonia;2019;01.gru;132473
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Kanada;2019;01.gru;87423
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Litwa;2019;01.gru;259022
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Luksemburg;2019;01.gru;13064
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;£otwa;2019;01.gru;108009
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Malta;2019;01.gru;20184
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Niemcy;2019;01.gru;6179001
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Norwegia;2019;01.gru;481426
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Polska;2019;01.gru;74659162
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Portugalia;2019;01.gru;72735
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Republika Korei;2019;01.gru;124723
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rosja;2019;01.gru;468247
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rumunia;2019;01.gru;101847
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owacja;2019;01.gru;222009
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owenia;2019;01.gru;36243
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwajcaria;2019;01.gru;123797
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwecja;2019;01.gru;445048
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Tajwan;2019;01.gru;19443
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Turcja;2019;01.gru;88264
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ukraina;2019;01.gru;1806457
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;USA;2019;01.gru;846087
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wêgry;2019;01.gru;170894
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wielka Brytania;2019;01.gru;1436524
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;W³ochy;2019;01.gru;617331
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ogó³em;2019;01.gru;53717139
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Zagranica;2019;01.gru;15089651
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Australia;2019;01.gru;62734
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Austria;2019;01.gru;122596
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Belgia;2019;01.gru;162814
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bia³oruœ;2019;01.gru;198562
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Brazylia;2019;01.gru;40879
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bu³garia;2019;01.gru;30608
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Chiny (bez Tajwanu);2019;01.gru;214528
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Cypr;2019;01.gru;13536
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Czechy;2019;01.gru;268898
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Dania;2019;01.gru;226680
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Estonia;2019;01.gru;58329
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Finlandia;2019;01.gru;200682
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Francja;2019;01.gru;429851
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Grecja;2019;01.gru;69247
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hiszpania;2019;01.gru;371333
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Holandia;2019;01.gru;297867
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hong Kong;2019;01.gru;22956
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Indie;2019;01.gru;62959
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Irlandia;2019;01.gru;135431
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Izrael;2019;01.gru;534704
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Japonia;2019;01.gru;125795
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Kanada;2019;01.gru;76270
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Litwa;2019;01.gru;227852
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Luksemburg;2019;01.gru;12078
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;£otwa;2019;01.gru;100687
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Malta;2019;01.gru;19277
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Niemcy;2019;01.gru;4528573
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Norwegia;2019;01.gru;455383
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Polska;2019;01.gru;38627488
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Portugalia;2019;01.gru;63922
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Republika Korei;2019;01.gru;120807
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rosja;2019;01.gru;400922
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rumunia;2019;01.gru;91059
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owacja;2019;01.gru;198391
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owenia;2019;01.gru;33268
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwajcaria;2019;01.gru;114375
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwecja;2019;01.gru;397852
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Tajwan;2019;01.gru;17549
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Turcja;2019;01.gru;65800
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ukraina;2019;01.gru;1042173
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;USA;2019;01.gru;783868
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wêgry;2019;01.gru;147065
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wielka Brytania;2019;01.gru;1322518
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;W³ochy;2019;01.gru;561797
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ogó³em;2020;1;5888984
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Zagranica;2020;1;1077819
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Australia;2020;1;5319
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Austria;2020;1;6556
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Belgia;2020;1;10247
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bia³oruœ;2020;1;24255
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Brazylia;2020;1;2452
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bu³garia;2020;1;2034
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Chiny (bez Tajwanu);2020;1;8260
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Cypr;2020;1;865
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Czechy;2020;1;16177
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Dania;2020;1;13271
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Estonia;2020;1;2568
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Finlandia;2020;1;9057
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Francja;2020;1;25057
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Grecja;2020;1;5278
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hiszpania;2020;1;14697
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Holandia;2020;1;16688
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hong Kong;2020;1;616
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Indie;2020;1;4683
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Irlandia;2020;1;10512
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Izrael;2020;1;26712
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Japonia;2020;1;5587
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Kanada;2020;1;6316
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Litwa;2020;1;12714
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Luksemburg;2020;1;576
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;£otwa;2020;1;5566
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Malta;2020;1;1887
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Niemcy;2020;1;288120
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Norwegia;2020;1;20798
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Polska;2020;1;4811165
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Portugalia;2020;1;4766
