GEO,2019
EU,2
Belgium,0.7
Bulgaria,13.7
Czechia,0.4
Denmark,0.3
Germany,0.2
Estonia,4.7
Ireland,0.2
Greece,0.3
Spain,0.4
France,0.5
Croatia,1.1
Italy,0.8
Cyprus,0.5
Latvia,8.7
Lithuania,10
Luxembourg,0.1
Hungary,3.1
Malta,0.1
Netherlands,0.1
Austria,0.5
Poland,1.7
Portugal,0.7
Romania,24.2
Slovenia,0.1
Slovakia,1.8
Finland,0.3
Sweden,0
United Kingdom (2018),0.5
Iceland (2018),0
Norway,0
Switzerland,0.1
Montenegro (2018),0.8
North Macedonia,3.9
Serbia,2.7
Turkey,3.8
